time,x,y,z,speed,wheels,up,throttle,brake,nextGate,lap,recoveries,groundBelow,targetSpeed,obstacle
0.009490728,740.808,79.85821,-18.32022,0.3591984,4,0.9999985,1,0,0,0,0,79.40765,14.92637,
0.1294906,740.9237,79.88813,-18.4788,2.476108,4,0.9998663,1,0,0,0,0,79.39396,14.92637,
0.2494905,741.1833,79.89352,-18.84032,4.53234,4,0.9996183,1,0,0,0,0,79.37408,14.33547,
0.3694904,741.5715,79.87204,-19.40502,6.519981,4,0.9994283,1,0,0,0,0,79.35674,15.24372,
0.4694905,741.9752,79.83716,-20.03524,8.118833,4,0.9993685,1,0,0,0,0,79.32315,15.24372,
0.5894904,742.5244,79.79212,-20.99234,9.956675,4,0.9994117,1,0,0,0,0,79.29753,15.89805,
0.7094903,743.0969,79.74699,-22.17968,11.69668,4,0.9994929,1,0,0,0,0,79.25507,16.64547,
0.8094904,743.546,79.7099,-23.35102,13.06502,4,0.9995338,1,0,0,0,0,79.21668,15.40215,
0.9294903,743.9603,79.66862,-24.85157,13.24038,4,0.9995871,1,0,0,0,0,79.17545,14.94215,
1.04949,744.2041,79.62883,-26.49769,14.10203,4,0.9996383,0.8206139,0,0,0,0,79.1353,14.92637,
1.16949,744.2384,79.59042,-28.22472,14.56815,4,0.9996786,0.6631973,0,0,0,0,79.0966,15.24372,
1.28949,744.037,79.55285,-30.01776,15.3236,4,0.9997351,0.5555527,0,0,0,0,79.06,15.89805,
1.38949,743.6701,79.52254,-31.56966,16.36124,4,0.9997911,1,0,0,0,0,79.0299,17.77089,
1.50949,742.9615,79.48853,-33.51027,17.72792,4,0.9998565,1,0,0,0,0,79.00195,20.86059,
1.62949,741.9488,79.46067,-35.4934,19.06656,4,0.9999151,1,0,0,0,0,78.97953,20.8818,
1.74949,740.6478,79.44511,-37.48867,20.28994,4,0.9999665,0.835936,0,0,0,0,78.97337,21.16524,
1.86949,739.1165,79.44501,-39.3973,20.1145,4,0.9999936,0,0,0,0,0,78.97458,20.31757,
1.98949,737.5198,79.45744,-41.0048,17.72629,4,0.9999999,0,0.6069443,0,0,0,78.98145,15.65516,
2.10949,735.9473,79.47572,-42.28801,16.44059,4,0.9999959,0,0.2241058,0,0,0,78.99073,15.68342,
2.20949,734.6249,79.49106,-43.20272,15.76126,4,0.9999905,0,0,0,0,0,78.99973,15.79795,
2.32949,732.9862,79.50987,-44.20617,16.42873,4,0.9999737,1,0,0,0,0,79.03225,18.93264,EMBER@7.5
2.44949,731.2282,79.53542,-45.20799,16.62998,4,0.9999495,0,0.2893975,0,0,0,79.04683,15.63719,
2.56949,729.5413,79.56242,-46.17236,15.85664,4,0.9999447,0,0,0,0,0,79.06311,15.68342,
2.68949,727.9498,79.58409,-47.16257,15.63002,4,0.999934,0.1483635,0,1,0,0,79.08161,15.79795,
