time,x,y,z,speed,branchStation,activeBranch,misses,recoveries
0.01451969,717.8322,81.828,-97.52396,0.3599424,0,False,0,0
0.03451967,717.8345,81.83553,-97.53648,0.7172337,0,False,0,0
0.05451965,717.8379,81.84337,-97.55572,1.071667,0,False,0,0
0.07451963,717.8425,81.85136,-97.58172,1.422934,0,False,0,0
0.09451962,717.8483,81.85937,-97.61448,1.770805,0,False,0,0
0.1145196,717.8552,81.86749,-97.65394,2.114685,0,False,0,0
0.1345196,717.8633,81.87552,-97.70016,2.455478,0,False,0,0
0.1545196,717.8727,81.88347,-97.75311,2.792601,0,False,0,0
0.1745195,717.8831,81.89137,-97.81274,3.12613,0,False,0,0
0.1945195,717.8948,81.89928,-97.87903,3.45619,0,False,0,0
0.2145195,717.9075,81.90726,-97.95191,3.782931,0,False,0,0
0.2345195,717.9214,81.9154,-98.03133,4.106525,0,False,0,0
0.2545195,717.9363,81.92368,-98.11726,4.427176,0,False,0,0
0.2745194,717.9523,81.93208,-98.20966,4.745007,0,False,0,0
0.2945194,717.9694,81.94064,-98.30843,5.060198,0,False,0,0
0.3145194,717.9876,81.94939,-98.41353,5.372925,0,False,0,0
0.3345194,718.0068,81.9586,-98.52477,5.68332,0,False,0,0
0.3545194,718.027,81.96832,-98.64211,5.991478,0,False,0,0
0.3745193,718.0483,81.9786,-98.76546,6.29744,0,False,0,0
0.3945196,718.0706,81.98951,-98.89478,6.601226,0,False,0,0
0.4145195,718.0939,82.00108,-99.03002,6.902858,0,False,0,0
0.4345195,718.1184,82.01333,-99.17117,7.202358,0,False,0,0
0.4545195,718.144,82.02629,-99.31818,7.499765,0,False,0,0
0.4745195,718.1707,82.03977,-99.47107,7.795086,0,False,0,0
0.4945195,718.1986,82.0537,-99.62978,8.088441,0,False,0,0
0.5145195,718.2277,82.06828,-99.79414,8.37993,0,False,0,0
0.5345194,718.2582,82.08354,-99.96409,8.669509,0,False,0,0
0.5545194,718.29,82.09931,-100.1396,8.957122,0,False,0,0
0.5745194,718.3231,82.1158,-100.3206,9.242836,0,False,0,0
0.5945194,718.3578,82.13301,-100.5071,9.526595,0,False,0,0
0.6145194,718.3942,82.15073,-100.6991,9.808353,0,False,0,0
0.6345193,718.4321,82.16885,-100.8965,10.0882,0,False,0,0
0.6545193,718.4719,82.18764,-101.0991,10.36619,0,False,0,0
0.6745193,718.5135,82.20705,-101.3069,10.64227,0,False,0,0
0.6945193,718.5571,82.22715,-101.5198,10.91635,0,False,0,0
0.7145193,718.603,82.24797,-101.7378,11.18839,0,False,0,0
0.7345192,718.6484,82.28078,-101.9509,11.45689,0,False,0,0
0.7545192,718.6931,82.311,-102.1728,11.69534,0,False,0,0
0.7745194,718.7416,82.34113,-102.4016,11.94714,0,False,0,0
0.7945194,718.7937,82.37301,-102.636,12.20064,0,False,0,0
0.8145194,718.8492,82.40825,-102.8747,12.44077,0,False,0,0
0.8345194,718.9081,82.4469,-103.1175,12.67723,0,False,0,0
0.8545194,718.9696,82.48709,-103.3647,12.91651,0,False,0,0
0.8745193,719.0341,82.52813,-103.6163,13.15364,0,False,0,0
0.8945193,719.1017,82.5702,-103.8724,13.3958,0,False,0,0
0.9145193,719.1725,82.61424,-104.1328,13.63531,0,False,0,0
0.9345193,719.247,82.65935,-104.3975,13.87272,0,False,0,0
0.9545193,719.3252,82.70468,-104.6664,14.10832,0,False,0,0
0.9745193,719.4075,82.74949,-104.9394,14.3424,0,False,0,0
0.9945192,719.4941,82.79314,-105.2162,14.57518,0,False,0,0
1.014519,719.5853,82.83511,-105.4969,14.80687,0,False,0,0
1.034519,719.6815,82.87505,-105.7811,15.03757,0,False,0,0
1.054519,719.7827,82.9127,-106.0688,15.26729,0,False,0,0
1.074519,719.8893,82.94783,-106.3597,15.49601,0,False,0,0
1.094519,720.0016,82.9804,-106.6537,15.72366,0,False,0,0
1.114519,720.1198,83.01045,-106.9505,15.95012,0,False,0,0
1.134519,720.2441,83.03808,-107.2499,16.17528,0,False,0,0
1.154519,720.3748,83.06345,-107.5517,16.39905,0,False,0,0
1.174519,720.5118,83.08681,-107.8557,16.62133,0,False,0,0
1.194519,720.6555,83.10892,-108.1614,16.84176,0,False,0,0
1.214519,720.806,83.13009,-108.4688,17.06021,0,False,0,0
1.234519,720.9634,83.15066,-108.7774,17.27659,0,False,0,0
1.254519,721.1279,83.17093,-109.0872,17.49085,0,False,0,0
1.274519,721.2996,83.19122,-109.3978,17.70295,0,False,0,0
1.294519,721.4786,83.21186,-109.7091,17.91291,0,False,0,0
1.314519,721.6649,83.23351,-110.0206,18.12023,0,False,0,0
