time,x,y,z,speed,wheels,up,target,groundGap,throttle,brake,steer
0.020,990.007,162.575,115.002,0.340,4,1.000,1,0.529,1.000,0.000,0.000
0.040,990.020,162.573,115.006,0.678,4,1.000,1,0.528,1.000,0.000,0.000
0.060,990.040,162.571,115.012,1.013,4,1.000,1,0.526,1.000,0.000,0.001
0.080,990.066,162.568,115.020,1.348,4,1.000,1,0.524,1.000,0.000,0.002
0.100,990.099,162.565,115.030,1.680,4,1.000,1,0.522,1.000,0.000,0.003
0.120,990.137,162.561,115.042,2.010,4,1.000,1,0.519,1.000,0.000,0.004
0.140,990.183,162.558,115.057,2.339,4,1.000,1,0.517,1.000,0.000,0.005
0.160,990.234,162.554,115.073,2.666,4,1.000,1,0.514,1.000,0.000,0.006
0.180,990.291,162.550,115.091,2.991,4,1.000,1,0.512,1.000,0.000,0.007
0.200,990.355,162.547,115.111,3.315,4,1.000,1,0.510,1.000,0.000,0.008
0.220,990.424,162.543,115.134,3.637,4,0.999,1,0.508,1.000,0.000,0.009
0.240,990.500,162.539,115.158,3.956,4,0.999,1,0.506,1.000,0.000,0.009
0.260,990.582,162.536,115.184,4.274,4,0.999,1,0.504,1.000,0.000,0.010
0.280,990.669,162.532,115.212,4.590,4,0.999,1,0.503,1.000,0.000,0.011
0.300,990.763,162.528,115.242,4.905,4,0.999,1,0.501,1.000,0.000,0.011
0.320,990.862,162.525,115.275,5.217,4,0.999,1,0.500,1.000,0.000,0.012
0.340,990.968,162.521,115.309,5.528,4,0.999,1,0.500,1.000,0.000,0.012
0.360,991.079,162.518,115.345,5.836,4,0.999,1,0.499,1.000,0.000,0.012
0.380,991.195,162.514,115.382,6.087,4,0.999,1,0.499,0.815,0.000,0.012
0.400,991.314,162.511,115.421,6.283,4,0.999,1,0.498,0.639,0.000,0.012
0.420,991.437,162.507,115.461,6.436,4,0.999,1,0.498,0.502,0.000,0.011
0.440,991.561,162.504,115.501,6.557,4,0.999,1,0.498,0.395,0.000,0.011
0.460,991.688,162.500,115.542,6.652,4,0.999,1,0.498,0.310,0.000,0.011
0.480,991.816,162.497,115.584,6.728,4,0.999,1,0.498,0.243,0.000,0.010
0.500,991.945,162.494,115.626,6.787,4,0.999,1,0.498,0.191,0.000,0.010
0.520,992.075,162.490,115.668,6.834,4,0.999,1,0.498,0.149,0.000,0.009
0.540,992.206,162.487,115.710,6.870,4,0.999,1,0.498,0.117,0.000,0.008
0.560,992.337,162.484,115.752,6.900,4,0.999,1,0.498,0.091,0.000,0.008
0.580,992.468,162.481,115.795,6.923,4,0.999,1,0.498,0.070,0.000,0.007
0.600,992.601,162.477,115.838,6.941,4,0.999,1,0.498,0.054,0.000,0.006
0.620,992.732,162.474,115.880,6.893,4,0.999,1,0.498,0.041,0.000,0.006
0.640,992.863,162.471,115.922,6.917,4,0.999,1,0.498,0.075,0.000,0.005
0.660,992.995,162.468,115.965,6.937,4,0.999,1,0.499,0.058,0.000,0.005
0.680,993.126,162.465,116.007,6.889,4,0.999,1,0.499,0.044,0.000,0.004
0.700,993.258,162.462,116.049,6.914,4,0.999,1,0.499,0.077,0.000,0.004
0.720,993.390,162.459,116.092,6.934,4,0.999,1,0.499,0.060,0.000,0.003
0.740,993.521,162.455,116.134,6.888,4,0.999,1,0.499,0.046,0.000,0.003
0.760,993.653,162.452,116.176,6.913,4,0.999,1,0.499,0.079,0.000,0.002
0.780,993.785,162.449,116.218,6.933,4,0.999,1,0.499,0.061,0.000,0.002
0.800,993.916,162.446,116.260,6.887,4,0.999,1,0.499,0.047,0.000,0.001
0.820,994.047,162.443,116.302,6.912,4,0.999,1,0.500,0.079,0.000,0.001
0.840,994.179,162.440,116.344,6.932,4,0.999,1,0.499,0.062,0.000,0.001
0.860,994.310,162.437,116.386,6.886,4,0.999,1,0.499,0.047,0.000,0.000
0.880,994.442,162.434,116.428,6.912,4,0.999,1,0.499,0.080,0.000,0.000
0.900,994.574,162.431,116.471,6.932,4,0.999,1,0.499,0.062,0.000,0.000
0.920,994.705,162.428,116.512,6.885,4,0.999,1,0.499,0.048,0.000,0.000
0.940,994.837,162.425,116.555,6.911,4,0.999,1,0.499,0.080,0.000,0.000
0.960,994.969,162.421,116.597,6.931,4,0.999,1,0.499,0.062,0.000,-0.001
0.980,995.100,162.418,116.639,6.885,4,0.999,1,0.499,0.048,0.000,-0.001
1.000,995.232,162.415,116.681,6.911,4,0.999,1,0.499,0.080,0.000,-0.001
1.020,995.364,162.412,116.723,6.931,4,0.999,1,0.499,0.062,0.000,-0.001
1.040,995.495,162.409,116.764,6.885,4,0.999,1,0.499,0.048,0.000,-0.001
1.060,995.626,162.406,116.806,6.911,4,0.999,1,0.499,0.081,0.000,-0.001
1.080,995.758,162.403,116.849,6.931,4,0.999,1,0.499,0.063,0.000,-0.001
1.100,995.889,162.400,116.890,6.885,4,0.999,1,0.499,0.048,0.000,-0.001
1.120,996.021,162.397,116.932,6.910,4,0.999,1,0.500,0.081,0.000,-0.001
1.140,996.153,162.393,116.975,6.931,4,0.999,1,0.500,0.063,0.000,-0.001
1.160,996.284,162.390,117.016,6.884,4,0.999,1,0.500,0.048,0.000,-0.001
1.180,996.416,162.387,117.058,6.910,4,0.999,1,0.500,0.081,0.000,-0.001
1.200,996.548,162.384,117.100,6.931,4,0.999,1,0.500,0.063,0.000,-0.001
1.220,996.679,162.381,117.142,6.884,4,0.999,1,0.500,0.049,0.000,-0.001
1.240,996.811,162.378,117.184,6.910,4,0.999,1,0.500,0.081,0.000,-0.001
1.260,996.943,162.375,117.226,6.930,4,0.999,1,0.500,0.063,0.000,-0.001
1.280,997.074,162.373,117.268,6.884,4,0.999,1,0.499,0.049,0.000,-0.001
1.300,997.205,162.370,117.310,6.910,4,0.999,1,0.499,0.081,0.000,-0.001
1.320,997.337,162.367,117.352,6.930,4,0.999,1,0.498,0.063,0.000,-0.001
