time,x,y,z,speed,wheels,up,target,groundGap,throttle,brake,steer
0.020,1070.007,145.529,189.997,0.359,4,1.000,1,0.530,1.000,0.000,0.000
0.040,1070.021,145.528,189.991,0.716,4,1.000,1,0.530,1.000,0.000,0.000
0.060,1070.042,145.527,189.981,1.073,4,1.000,1,0.530,1.000,0.000,0.000
0.080,1070.070,145.525,189.969,1.428,4,1.000,1,0.531,1.000,0.000,0.000
0.100,1070.105,145.523,189.954,1.782,4,1.000,1,0.531,1.000,0.000,0.000
0.120,1070.146,145.521,189.936,2.136,4,0.999,1,0.532,1.000,0.000,0.000
0.140,1070.193,145.518,189.915,2.489,4,0.999,1,0.533,1.000,0.000,0.000
0.160,1070.246,145.514,189.891,2.841,4,0.999,1,0.534,1.000,0.000,0.000
0.180,1070.306,145.510,189.864,3.193,4,0.999,1,0.535,1.000,0.000,0.000
0.200,1070.373,145.506,189.835,3.543,4,0.998,1,0.536,1.000,0.000,0.000
0.220,1070.445,145.501,189.803,3.892,4,0.998,1,0.536,1.000,0.000,0.000
0.240,1070.524,145.495,189.768,4.240,4,0.997,1,0.537,1.000,0.000,0.000
0.260,1070.609,145.489,189.730,4.587,4,0.997,1,0.537,1.000,0.000,0.000
0.280,1070.699,145.482,189.690,4.933,4,0.997,1,0.537,1.000,0.000,0.000
0.300,1070.797,145.474,189.647,5.277,4,0.996,1,0.537,1.000,0.000,0.000
0.320,1070.900,145.464,189.601,5.620,4,0.996,1,0.536,1.000,0.000,0.000
0.340,1071.008,145.454,189.552,5.950,4,0.996,1,0.534,0.966,0.000,0.000
0.360,1071.122,145.442,189.502,6.204,4,0.996,1,0.532,0.735,0.000,0.000
0.380,1071.238,145.429,189.450,6.399,4,0.996,1,0.528,0.557,0.000,0.001
0.400,1071.357,145.416,189.397,6.549,4,0.996,1,0.524,0.421,0.000,0.001
0.420,1071.478,145.402,189.343,6.666,4,0.996,1,0.520,0.315,0.000,0.001
0.440,1071.600,145.388,189.288,6.755,4,0.996,1,0.515,0.234,0.000,0.001
0.460,1071.724,145.373,189.233,6.825,4,0.996,1,0.511,0.171,0.000,0.001
