profile,route,attempt,road,finished,seconds,entry_mps,exit_mps,max_lateral,min_up,air_seconds,misses,penalty,branch_exits,recoveries
atv,Echo Cave,0,False,False,27.993,23.809,0.010,8.325,0.647,4.949,0,0.000,0,0
atv,Echo Cave,1,False,True,38.316,25.121,31.768,12.795,0.229,8.402,0,0.000,1,0
atv,Echo Cave,2,False,True,45.350,24.076,29.794,9.277,0.512,10.867,0,0.000,1,1
atv,Echo Cave,3,False,False,32.297,24.024,0.002,24.162,0.232,5.980,0,0.000,0,1
atv,Echo Cave,0,True,False,11.936,32.261,0.001,0.000,0.953,2.724,0,0.000,0,0
atv,Echo Cave,1,True,False,11.574,31.868,0.000,0.000,0.932,2.976,0,0.000,0,0
