time,speed,travel,x,y,z,grounded,lift,torque,contact,throttle,brake,steering,velocity,water,up,localZ,vx,vy,vz,yaw,angularSpeed
0.020,35.662,0.713,-628.215,8.959,14.282,4,7.800,0.092,"Ground_80_240:(0.000, 1.000, -0.003) separation=0.0062 impulse=0.000;Ground_80_240:(0.000, 1.000, -0.003) separation=0.0024 impulse=0.000;Ground_80_240:(0.000, 1.000, -0.003) separation=0.0153 impulse=0.000;",0.000,0.000,0.000,35.662,0.000,1.000,124.287,0.588,-0.039,-35.657,0.000,0.014
0.040,35.662,1.427,-628.203,8.958,13.568,4,7.887,0.016,"",0.169,0.000,0.000,35.662,0.000,1.000,123.573,0.588,-0.077,-35.657,0.000,0.021
0.060,35.662,2.140,-628.191,8.955,12.855,4,7.983,0.026,"",0.169,0.000,-0.001,35.662,0.000,1.000,122.860,0.588,-0.114,-35.657,-0.028,0.023
0.080,35.662,2.854,-628.180,8.952,12.142,4,8.099,0.047,"",0.169,0.000,0.003,35.663,0.000,1.000,122.147,0.588,-0.148,-35.657,0.066,0.022
0.100,35.663,3.567,-628.168,8.949,11.429,4,8.243,0.055,"",0.169,0.000,-0.004,35.663,0.000,1.000,121.433,0.588,-0.179,-35.658,-0.091,0.021
0.120,35.663,4.280,-628.156,8.945,10.715,4,8.415,0.056,"",0.169,0.000,0.005,35.664,0.000,1.000,120.720,0.588,-0.207,-35.658,0.114,0.018
0.140,35.664,4.994,-628.144,8.940,10.002,4,8.609,0.053,"",0.168,0.000,-0.006,35.664,0.000,1.000,120.006,0.588,-0.231,-35.659,-0.136,0.016
0.160,35.664,5.707,-628.132,8.935,9.289,4,8.817,0.047,"",0.168,0.000,0.007,35.665,0.000,1.000,119.293,0.589,-0.251,-35.659,0.153,0.014
0.180,35.665,6.420,-628.121,8.930,8.575,4,9.031,0.041,"",0.168,0.000,-0.008,35.665,0.000,1.000,118.580,0.588,-0.267,-35.659,-0.169,0.012
0.200,35.666,7.134,-628.109,8.924,7.862,4,9.244,0.035,"",0.167,0.000,0.008,35.666,0.000,1.000,117.866,0.589,-0.278,-35.660,0.181,0.010
0.220,35.666,7.847,-628.097,8.918,7.149,4,9.449,0.029,"",0.167,0.000,-0.009,35.667,0.000,1.000,117.153,0.588,-0.285,-35.661,-0.194,0.008
0.240,35.667,8.561,-628.085,8.913,6.436,4,9.640,0.024,"",0.167,0.000,0.009,35.667,0.000,1.000,116.440,0.589,-0.288,-35.661,0.201,0.007
0.260,35.667,9.274,-628.074,8.907,5.722,4,9.813,0.020,"",0.167,0.000,-0.009,35.668,0.000,1.000,115.726,0.589,-0.288,-35.662,-0.209,0.006
0.280,35.668,9.987,-628.062,8.901,5.009,4,9.965,0.016,"",0.166,0.000,0.010,35.668,0.000,1.000,115.013,0.589,-0.285,-35.662,0.215,0.005
0.300,35.669,10.701,-628.050,8.896,4.296,4,10.094,0.013,"",0.166,0.000,-0.010,35.669,0.000,1.000,114.299,0.589,-0.279,-35.663,-0.219,0.004
0.320,35.669,11.414,-628.038,8.890,3.583,4,10.201,0.011,"",0.166,0.000,0.010,35.669,0.000,1.000,113.586,0.589,-0.272,-35.663,0.224,0.004
0.340,35.670,12.127,-628.026,8.885,2.869,4,10.283,0.009,"",0.165,0.000,-0.010,35.670,0.000,1.000,112.873,0.589,-0.262,-35.664,-0.226,0.004
0.360,35.670,12.841,-628.015,8.880,2.156,4,10.344,0.007,"",0.165,0.000,0.010,35.670,0.000,1.000,112.159,0.589,-0.251,-35.665,0.228,0.003
0.380,35.671,13.554,-628.003,8.875,1.443,4,10.383,0.005,"",0.165,0.000,-0.010,35.671,0.000,1.000,111.446,0.589,-0.240,-35.665,-0.230,0.003
0.400,35.671,14.268,-627.991,8.871,0.729,4,10.404,0.004,"",0.165,0.000,0.010,35.671,0.000,1.000,110.732,0.589,-0.228,-35.666,0.232,0.003
0.420,35.672,14.981,-627.979,8.866,0.016,4,10.407,0.003,"",0.164,0.000,-0.010,35.672,0.000,1.000,110.019,0.589,-0.216,-35.666,-0.233,0.003
0.440,35.672,15.694,-627.968,8.862,-0.697,4,10.396,0.003,"",0.164,0.000,0.011,35.672,0.000,1.000,109.306,0.589,-0.204,-35.667,0.233,0.003
0.460,35.672,16.408,-627.956,8.858,-1.411,4,10.373,0.002,"",0.164,0.000,-0.011,35.673,0.000,1.000,108.592,0.589,-0.193,-35.667,-0.234,0.003
0.480,35.673,17.121,-627.944,8.855,-2.124,4,10.339,0.002,"",0.164,0.000,0.011,35.673,0.000,1.000,107.879,0.589,-0.182,-35.668,0.235,0.003
0.500,35.673,17.835,-627.932,8.851,-2.837,4,10.299,0.001,"",0.164,0.000,-0.011,35.673,0.000,1.000,107.165,0.589,-0.173,-35.668,-0.235,0.003
0.520,35.674,18.548,-627.920,8.848,-3.551,4,10.252,0.001,"",0.163,0.000,0.011,35.674,0.000,1.000,106.452,0.589,-0.164,-35.668,0.236,0.003
0.540,35.674,19.262,-627.909,8.845,-4.264,4,10.202,0.001,"",0.163,0.000,-0.011,35.674,0.000,1.000,105.738,0.589,-0.156,-35.669,-0.235,0.003
0.560,35.674,19.975,-627.897,8.842,-4.978,4,10.151,0.000,"",0.163,0.000,0.011,35.674,0.000,1.000,105.025,0.589,-0.149,-35.669,0.235,0.003
0.580,35.675,20.689,-627.885,8.839,-5.691,4,10.099,0.000,"",0.163,0.000,-0.011,35.675,0.000,1.000,104.311,0.588,-0.143,-35.670,-0.236,0.003
0.600,35.675,21.402,-627.873,8.836,-6.404,4,10.048,0.000,"",0.163,0.000,0.011,35.675,0.000,1.000,103.598,0.589,-0.138,-35.670,0.236,0.003
0.620,35.675,22.116,-627.862,8.834,-7.118,4,10.000,0.000,"",0.162,0.000,-0.011,35.675,0.000,1.000,102.884,0.588,-0.135,-35.670,-0.236,0.003
0.640,35.676,22.829,-627.850,8.831,-7.831,4,9.955,0.000,"",0.162,0.000,0.011,35.676,0.000,1.000,102.171,0.589,-0.132,-35.671,0.236,0.003
0.660,35.676,23.543,-627.838,8.828,-8.545,4,9.914,0.000,"",0.162,0.000,-0.011,35.676,0.000,1.000,101.457,0.588,-0.130,-35.671,-0.236,0.003
0.680,35.676,24.256,-627.826,8.826,-9.258,4,9.876,0.000,"",0.162,0.000,0.011,35.676,0.000,1.000,100.744,0.588,-0.128,-35.671,0.236,0.003
0.700,35.676,24.970,-627.814,8.823,-9.971,4,9.844,0.000,"",0.162,0.000,-0.011,35.676,0.000,1.000,100.030,0.588,-0.128,-35.671,-0.235,0.003
0.720,35.677,25.683,-627.803,8.821,-10.685,4,9.816,0.000,"",0.162,0.000,0.011,35.677,0.000,1.000,99.317,0.588,-0.128,-35.672,0.235,0.003
0.740,35.677,26.397,-627.791,8.818,-11.398,4,9.792,0.000,"",0.162,0.000,-0.010,35.677,0.000,1.000,98.603,0.588,-0.128,-35.672,-0.234,0.003
0.760,35.677,27.110,-627.779,8.816,-12.112,4,9.773,0.000,"",0.162,0.000,0.011,35.677,0.000,1.000,97.890,0.588,-0.129,-35.672,0.234,0.003
0.780,35.677,27.824,-627.767,8.813,-12.825,4,9.758,0.000,"",0.161,0.000,-0.010,35.677,0.000,1.000,97.176,0.588,-0.130,-35.672,-0.234,0.003
0.800,35.678,28.537,-627.755,8.810,-13.539,4,9.748,0.000,"",0.161,0.000,0.011,35.678,0.000,1.000,96.463,0.588,-0.131,-35.672,0.233,0.003
0.820,35.678,29.251,-627.744,8.808,-14.252,4,9.740,0.000,"",0.161,0.000,-0.010,35.678,0.000,1.000,95.749,0.588,-0.132,-35.673,-0.233,0.003
0.840,35.678,29.965,-627.732,8.805,-14.966,4,9.736,0.000,"",0.161,0.000,-0.010,35.678,0.000,1.000,95.035,0.588,-0.134,-35.673,-0.234,0.008
0.860,35.678,30.678,-627.720,8.802,-15.679,4,9.735,0.000,"",0.161,0.000,0.011,35.678,0.000,1.000,94.322,0.589,-0.135,-35.673,0.234,0.001
0.880,35.678,31.392,-627.708,8.800,-16.392,4,9.736,0.000,"",0.161,0.000,0.011,35.678,0.000,1.000,93.608,0.590,-0.137,-35.673,0.234,0.005
0.900,35.678,32.105,-627.697,8.797,-17.106,4,9.739,0.000,"",0.161,0.000,0.010,35.678,0.000,1.000,92.895,0.590,-0.138,-35.673,0.232,0.010
0.920,35.679,32.819,-627.685,8.794,-17.819,4,9.744,0.000,"",0.161,0.000,-0.010,35.679,0.000,1.000,92.181,0.589,-0.140,-35.673,-0.233,0.002
0.940,35.679,33.532,-627.673,8.791,-18.533,4,9.750,0.000,"",0.161,0.000,-0.010,35.679,0.000,1.000,91.468,0.588,-0.141,-35.674,-0.233,0.004
0.960,35.679,34.246,-627.661,8.788,-19.246,4,9.757,0.000,"",0.161,0.000,-0.010,35.679,0.000,1.000,90.754,0.588,-0.142,-35.674,-0.232,0.009
0.980,35.679,34.960,-627.649,8.785,-19.960,4,9.764,0.000,"",0.161,0.000,0.010,35.679,0.000,1.000,90.040,0.589,-0.143,-35.674,0.232,0.002
1.000,35.679,35.673,-627.638,8.783,-20.673,4,9.771,0.000,"",0.161,0.000,0.011,35.679,0.000,1.000,89.327,0.589,-0.144,-35.674,0.232,0.004
1.020,35.679,36.387,-627.626,8.780,-21.387,4,9.779,0.000,"",0.160,0.000,0.010,35.679,0.000,1.000,88.613,0.589,-0.144,-35.674,0.232,0.009
1.040,35.679,37.100,-627.614,8.777,-22.100,4,9.786,0.000,"",0.160,0.000,-0.010,35.679,0.000,1.000,87.900,0.588,-0.145,-35.674,-0.232,0.002
1.060,35.679,37.814,-627.602,8.774,-22.814,4,9.793,0.000,"",0.160,0.000,-0.010,35.679,0.000,1.000,87.186,0.587,-0.145,-35.674,-0.232,0.004
1.080,35.680,38.527,-627.591,8.771,-23.527,4,9.800,0.000,"",0.160,0.000,-0.010,35.680,0.000,1.000,86.473,0.587,-0.145,-35.674,-0.230,0.009
1.100,35.680,39.241,-627.579,8.768,-24.241,4,9.806,0.000,"",0.160,0.000,0.010,35.680,0.000,1.000,85.759,0.587,-0.145,-35.674,0.230,0.002
1.120,35.680,39.955,-627.567,8.765,-24.954,4,9.812,0.001,"",0.160,0.000,0.010,35.680,0.000,1.000,85.045,0.588,-0.145,-35.675,0.231,0.004
1.140,35.680,40.668,-627.555,8.762,-25.668,4,9.816,0.000,"",0.160,0.000,0.010,35.680,0.000,1.000,84.332,0.588,-0.145,-35.675,0.230,0.009
1.160,35.680,41.382,-627.544,8.759,-26.381,4,9.820,0.000,"",0.160,0.000,-0.010,35.680,0.000,1.000,83.618,0.587,-0.145,-35.675,-0.231,0.002
1.180,35.680,42.095,-627.532,8.756,-27.095,4,9.824,0.001,"",0.160,0.000,-0.010,35.680,0.000,1.000,82.905,0.586,-0.145,-35.675,-0.230,0.004
1.200,35.680,42.809,-627.520,8.754,-27.808,4,9.827,0.000,"",0.160,0.000,-0.010,35.680,0.000,1.000,82.191,0.586,-0.144,-35.675,-0.229,0.009
1.220,35.680,43.523,-627.509,8.751,-28.522,4,9.829,0.000,"",0.160,0.000,0.010,35.680,0.000,1.000,81.477,0.586,-0.144,-35.675,0.228,0.002
1.240,35.680,44.236,-627.497,8.748,-29.235,4,10.415,0.001,"",0.160,0.000,0.010,35.680,0.000,1.000,80.764,0.587,-0.132,-35.675,0.228,0.018
1.260,35.680,44.949,-627.485,8.746,-29.948,4,10.407,0.096,"",0.160,0.000,-0.009,35.680,0.000,1.000,80.051,0.587,-0.120,-35.675,-0.207,0.026
1.280,35.680,45.663,-627.473,8.744,-30.662,4,10.433,0.148,"",0.160,0.000,0.008,35.680,0.000,1.000,79.337,0.588,-0.107,-35.675,0.178,0.029
