time,speed,travel,x,y,z,grounded,lift,torque,contact,throttle,brake,steering,velocity,water,up,localZ,vx,vy,vz,yaw,angularSpeed
0.300,35.658,10.699,-632.749,8.896,4.220,4,10.041,0.017,"",0.171,0.000,-0.010,35.658,0.000,1.000,114.301,0.588,-0.280,-35.652,-0.219,0.009
0.320,35.658,11.412,-632.738,8.891,3.507,4,10.151,0.014,"",0.171,0.000,0.010,35.658,0.000,1.000,113.588,0.588,-0.273,-35.652,0.225,0.003
0.340,35.658,12.125,-632.726,8.886,2.794,4,10.240,0.011,"",0.171,0.000,0.010,35.658,0.000,1.000,112.875,0.589,-0.265,-35.652,0.229,0.008
0.360,35.658,12.838,-632.714,8.881,2.081,4,10.309,0.009,"",0.171,0.000,-0.010,35.658,0.000,1.000,112.162,0.588,-0.255,-35.652,-0.232,0.002
0.380,35.658,13.551,-632.702,8.876,1.368,4,10.356,0.007,"",0.171,0.000,-0.011,35.658,0.000,1.000,111.449,0.587,-0.244,-35.652,-0.234,0.008
0.400,35.658,14.265,-632.690,8.871,0.655,4,10.385,0.005,"",0.171,0.000,0.011,35.658,0.000,1.000,110.735,0.588,-0.232,-35.652,0.234,0.001
0.420,35.658,14.978,-632.679,8.867,-0.058,4,10.397,0.004,"",0.171,0.000,0.011,35.658,0.000,1.000,110.022,0.588,-0.220,-35.652,0.236,0.008
0.440,35.658,15.691,-632.667,8.863,-0.771,4,10.393,0.003,"",0.171,0.000,-0.011,35.658,0.000,1.000,109.309,0.588,-0.209,-35.652,-0.237,0.001
0.460,35.658,16.404,-632.655,8.859,-1.484,4,10.376,0.002,"",0.171,0.000,-0.011,35.658,0.000,1.000,108.596,0.587,-0.197,-35.653,-0.237,0.008
0.480,35.658,17.117,-632.643,8.855,-2.197,4,10.348,0.001,"",0.171,0.000,0.011,35.658,0.000,1.000,107.883,0.588,-0.187,-35.653,0.238,0.001
0.500,35.658,17.830,-632.632,8.851,-2.910,4,10.311,0.001,"",0.171,0.000,0.011,35.658,0.000,1.000,107.170,0.588,-0.176,-35.653,0.238,0.008
0.520,35.658,18.543,-632.620,8.848,-3.624,4,10.268,0.001,"",0.171,0.000,-0.011,35.658,0.000,1.000,106.457,0.588,-0.167,-35.653,-0.237,0.001
0.540,35.658,19.257,-632.608,8.845,-4.337,4,10.221,0.000,"",0.171,0.000,-0.011,35.658,0.000,1.000,105.743,0.587,-0.159,-35.653,-0.238,0.008
0.560,35.658,19.970,-632.596,8.842,-5.050,4,10.170,0.000,"",0.171,0.000,0.011,35.658,0.000,1.000,105.030,0.588,-0.152,-35.653,0.237,0.001
0.580,35.658,20.683,-632.585,8.839,-5.763,4,10.119,0.000,"",0.171,0.000,0.011,35.658,0.000,1.000,104.317,0.588,-0.146,-35.653,0.237,0.008
0.600,35.658,21.396,-632.573,8.836,-6.476,4,10.068,0.000,"",0.171,0.000,-0.011,35.658,0.000,1.000,103.604,0.587,-0.141,-35.653,-0.237,0.001
0.620,35.658,22.109,-632.561,8.833,-7.189,4,10.018,0.001,"",0.171,0.000,-0.011,35.658,0.000,1.000,102.891,0.587,-0.136,-35.653,-0.237,0.008
0.640,35.658,22.822,-632.549,8.831,-7.902,4,9.972,0.001,"",0.171,0.000,0.011,35.658,0.000,1.000,102.178,0.587,-0.133,-35.653,0.237,0.001
0.660,35.658,23.536,-632.538,8.828,-8.615,4,9.929,0.001,"",0.171,0.000,0.011,35.658,0.000,1.000,101.464,0.588,-0.131,-35.653,0.237,0.008
0.680,35.658,24.249,-632.526,8.825,-9.328,4,9.888,0.001,"",0.171,0.000,-0.011,35.658,0.000,1.000,100.751,0.587,-0.129,-35.653,-0.237,0.001
0.700,35.658,24.962,-632.514,8.823,-10.041,4,9.854,0.001,"",0.171,0.000,-0.011,35.658,0.000,1.000,100.038,0.587,-0.128,-35.653,-0.237,0.008
0.720,35.658,25.675,-632.502,8.820,-10.754,4,9.824,0.001,"",0.171,0.000,0.011,35.658,0.000,1.000,99.325,0.587,-0.128,-35.653,0.237,0.001
0.740,35.658,26.388,-632.491,8.818,-11.467,4,9.797,0.002,"",0.171,0.000,0.011,35.658,0.000,1.000,98.612,0.588,-0.128,-35.653,0.237,0.008
0.760,35.659,27.101,-632.479,8.815,-12.180,4,9.777,0.002,"",0.171,0.000,-0.011,35.659,0.000,1.000,97.899,0.587,-0.129,-35.653,-0.237,0.001
0.780,35.659,27.815,-632.467,8.813,-12.893,4,9.760,0.002,"",0.171,0.000,-0.011,35.659,0.000,1.000,97.185,0.586,-0.130,-35.653,-0.236,0.008
0.800,35.659,28.528,-632.456,8.810,-13.606,4,9.747,0.002,"",0.171,0.000,0.011,35.659,0.000,1.000,96.472,0.587,-0.131,-35.653,0.236,0.001
0.820,35.659,29.241,-632.444,8.807,-14.320,4,9.739,0.002,"",0.171,0.000,0.011,35.659,0.000,1.000,95.759,0.587,-0.133,-35.653,0.236,0.008
0.840,35.659,29.954,-632.432,8.805,-15.033,4,9.733,0.003,"",0.171,0.000,-0.011,35.659,0.000,1.000,95.046,0.587,-0.134,-35.654,-0.235,0.001
0.860,35.659,30.667,-632.420,8.802,-15.746,4,9.730,0.003,"",0.171,0.000,-0.011,35.659,0.000,1.000,94.333,0.586,-0.136,-35.654,-0.235,0.008
0.880,35.659,31.380,-632.409,8.799,-16.459,4,9.732,0.003,"",0.171,0.000,0.011,35.659,0.000,1.000,93.620,0.587,-0.137,-35.654,0.236,0.001
0.900,35.659,32.094,-632.397,8.796,-17.172,4,9.733,0.003,"",0.171,0.000,0.011,35.659,0.000,1.000,92.906,0.587,-0.139,-35.654,0.235,0.008
0.920,35.659,32.807,-632.385,8.794,-17.885,4,9.737,0.004,"",0.171,0.000,-0.011,35.659,0.000,1.000,92.193,0.586,-0.140,-35.654,-0.235,0.002
0.940,35.659,33.520,-632.374,8.791,-18.598,4,9.744,0.004,"",0.171,0.000,-0.011,35.659,0.000,1.000,91.480,0.586,-0.142,-35.654,-0.235,0.008
0.960,35.659,34.233,-632.362,8.788,-19.311,4,9.749,0.004,"",0.171,0.000,0.011,35.659,0.000,1.000,90.767,0.587,-0.143,-35.654,0.235,0.002
0.980,35.659,34.946,-632.350,8.785,-20.024,4,9.757,0.004,"",0.171,0.000,0.010,35.659,0.000,1.000,90.054,0.587,-0.144,-35.654,0.234,0.008
1.000,35.659,35.659,-632.338,8.782,-20.737,4,9.766,0.004,"",0.171,0.000,-0.011,35.659,0.000,1.000,89.341,0.586,-0.145,-35.654,-0.235,0.002
1.020,35.659,36.373,-632.327,8.779,-21.450,4,9.772,0.004,"",0.171,0.000,-0.011,35.659,0.000,1.000,88.627,0.586,-0.146,-35.654,-0.234,0.008
1.040,35.659,37.086,-632.315,8.776,-22.163,4,9.781,0.005,"",0.171,0.000,0.010,35.659,0.000,1.000,87.914,0.587,-0.146,-35.654,0.233,0.002
1.060,35.659,37.799,-632.303,8.773,-22.876,4,9.789,0.004,"",0.171,0.000,0.010,35.659,0.000,1.000,87.201,0.587,-0.147,-35.654,0.233,0.008
1.080,35.659,38.512,-632.292,8.770,-23.589,4,9.795,0.005,"",0.171,0.000,-0.011,35.659,0.000,1.000,86.488,0.587,-0.147,-35.654,-0.234,0.002
1.100,35.659,39.225,-632.280,8.767,-24.302,4,9.803,0.005,"",0.171,0.000,-0.011,35.659,0.000,1.000,85.775,0.586,-0.147,-35.654,-0.232,0.008
1.120,35.659,39.938,-632.268,8.764,-25.016,4,9.809,0.005,"",0.171,0.000,0.010,35.659,0.000,1.000,85.062,0.587,-0.147,-35.654,0.233,0.002
1.140,35.659,40.652,-632.256,8.762,-25.729,4,9.813,0.005,"",0.171,0.000,0.010,35.659,0.000,1.000,84.348,0.587,-0.147,-35.654,0.232,0.008
1.160,35.659,41.365,-632.245,8.759,-26.442,4,9.819,0.005,"",0.171,0.000,-0.011,35.659,0.000,1.000,83.635,0.587,-0.147,-35.654,-0.232,0.002
1.180,35.659,42.078,-632.233,8.756,-27.155,4,9.822,0.005,"",0.171,0.000,-0.011,35.659,0.000,1.000,82.922,0.587,-0.147,-35.654,-0.232,0.008
1.200,35.659,42.791,-632.221,8.753,-27.868,4,9.825,0.006,"",0.171,0.000,0.010,35.659,0.000,1.000,82.209,0.587,-0.146,-35.654,0.232,0.002
1.220,35.659,43.504,-632.210,8.750,-28.581,4,9.829,0.006,"",0.171,0.000,0.010,35.659,0.000,1.000,81.496,0.588,-0.146,-35.654,0.232,0.008
1.240,35.659,44.217,-632.198,8.747,-29.294,4,9.830,0.005,"",0.171,0.000,-0.011,35.659,0.000,1.000,80.783,0.588,-0.145,-35.654,-0.232,0.002
1.260,35.659,44.930,-632.186,8.744,-30.007,4,10.452,0.012,"",0.171,0.000,-0.011,35.659,0.000,1.000,80.070,0.587,-0.133,-35.654,-0.232,0.018
1.280,35.659,45.643,-632.174,8.742,-30.720,4,10.432,0.069,"",0.171,0.000,0.009,35.659,0.000,1.000,79.357,0.588,-0.120,-35.654,0.212,0.026
1.300,35.659,46.356,-632.163,8.740,-31.433,4,10.452,0.114,"",0.171,0.000,0.008,35.659,0.000,1.000,78.644,0.589,-0.107,-35.653,0.183,0.032
1.320,35.658,47.069,-632.151,8.738,-32.146,4,11.103,0.141,"",0.171,0.000,0.006,35.658,0.000,1.000,77.931,0.589,-0.082,-35.653,0.145,0.019
1.340,35.658,47.783,-632.139,8.737,-32.859,4,10.915,0.088,"",0.171,0.000,-0.006,35.658,0.000,1.000,77.217,0.588,-0.059,-35.653,-0.128,0.008
1.360,35.658,48.496,-632.127,8.736,-33.572,4,10.672,0.049,"",0.171,0.000,-0.006,35.658,0.000,1.000,76.504,0.586,-0.042,-35.653,-0.120,0.003
1.380,35.657,49.209,-632.115,8.735,-34.285,4,10.407,0.022,"",0.171,0.000,-0.006,35.657,0.000,1.000,75.791,0.585,-0.030,-35.652,-0.122,0.007
1.400,35.657,49.922,-632.104,8.735,-34.998,4,10.144,0.004,"",0.171,0.000,-0.006,35.657,0.000,1.000,75.078,0.585,-0.024,-35.652,-0.124,0.011
1.420,35.657,50.635,-632.092,8.735,-35.711,4,9.900,0.010,"",0.172,0.000,0.006,35.657,0.000,1.000,74.365,0.586,-0.022,-35.652,0.133,0.009
1.440,35.656,51.348,-632.080,8.734,-36.424,4,9.686,0.018,"",0.172,0.000,0.006,35.656,0.000,1.000,73.652,0.587,-0.024,-35.652,0.143,0.010
1.460,35.656,52.062,-632.068,8.733,-37.137,4,9.507,0.022,"",0.172,0.000,0.007,35.656,0.000,1.000,72.938,0.587,-0.031,-35.651,0.152,0.011
1.480,35.656,52.775,-632.057,8.733,-37.850,4,9.366,0.023,"",0.172,0.000,-0.007,35.656,0.000,1.000,72.225,0.587,-0.040,-35.651,-0.162,0.009
1.500,35.656,53.488,-632.045,8.732,-38.563,4,9.262,0.023,"",0.172,0.000,-0.008,35.656,0.000,1.000,71.512,0.587,-0.051,-35.651,-0.172,0.010
1.520,35.656,54.201,-632.033,8.730,-39.276,4,9.194,0.022,"",0.172,0.000,0.008,35.656,0.000,1.000,70.799,0.587,-0.063,-35.651,0.180,0.007
1.540,35.656,54.914,-632.021,8.729,-39.989,4,9.158,0.021,"",0.172,0.000,0.008,35.656,0.000,1.000,70.086,0.587,-0.076,-35.651,0.188,0.009
1.560,35.656,55.627,-632.010,8.727,-40.702,4,9.150,0.019,"",0.172,0.000,-0.009,35.656,0.000,1.000,69.373,0.587,-0.089,-35.651,-0.195,0.005
1.580,35.656,56.341,-631.998,8.725,-41.416,4,9.165,0.016,"",0.172,0.000,-0.009,35.656,0.000,1.000,68.659,0.586,-0.102,-35.651,-0.200,0.008
1.600,35.656,57.054,-631.986,8.723,-42.129,4,9.200,0.014,"",0.172,0.000,0.009,35.656,0.000,1.000,67.946,0.587,-0.114,-35.651,0.205,0.004
1.620,35.656,57.767,-631.975,8.720,-42.842,4,9.250,0.012,"",0.172,0.000,0.009,35.656,0.000,1.000,67.233,0.587,-0.125,-35.651,0.207,0.008
1.640,35.656,58.480,-631.963,8.718,-43.555,4,9.310,0.010,"",0.172,0.000,-0.010,35.656,0.000,1.000,66.520,0.587,-0.135,-35.651,-0.211,0.003
1.660,35.656,59.193,-631.951,8.715,-44.268,4,9.377,0.008,"",0.172,0.000,-0.010,35.656,0.000,1.000,65.807,0.586,-0.144,-35.651,-0.213,0.008
1.680,35.656,59.906,-631.939,8.712,-44.981,4,9.447,0.007,"",0.172,0.000,0.010,35.656,0.000,1.000,65.094,0.587,-0.151,-35.651,0.215,0.002
1.700,35.656,60.619,-631.928,8.709,-45.694,4,9.624,0.100,"",0.172,0.000,0.010,35.656,0.000,1.000,64.381,0.587,-0.155,-35.651,0.217,0.008
1.720,35.656,61.332,-631.916,8.706,-46.407,4,10.283,0.134,"",0.172,0.000,-0.010,35.656,0.000,1.000,63.668,0.587,-0.145,-35.651,-0.212,0.023
1.740,35.656,62.045,-631.904,8.703,-47.119,4,11.771,0.535,"",0.172,0.000,-0.008,35.656,0.000,1.000,62.955,0.587,-0.105,-35.651,-0.185,0.082
1.760,35.656,62.757,-631.893,8.703,-47.831,4,13.927,0.221,"",0.172,0.000,0.004,35.656,0.000,1.000,62.243,0.587,-0.023,-35.651,0.091,0.167
1.780,35.655,63.468,-631.882,8.705,-48.542,4,16.782,0.469,"Takeoff - 40m x 6m, 6.2m rise:(-0.001, 1.000, 0.002) separation=0.0143 impulse=0.000;Takeoff - 40m x 6m, 6.2m rise:(-0.001, 1.000, 0.002) separation=0.0140 impulse=0.000;",0.172,0.000,0.004,35.655,0.000,1.000,61.532,0.588,0.118,-35.650,0.091,0.294
1.800,34.736,64.122,-631.883,8.776,-49.196,4,21.464,0.430,"Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.976, 0.217) separation=-0.0737 impulse=2939.221;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.976, 0.217) separation=-0.0737 impulse=2939.221;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.976, 0.217) separation=-0.0737 impulse=2939.221;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.976, 0.217) separation=-0.0737 impulse=2939.221;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.976, 0.217) separation=-0.0737 impulse=2939.221;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.976, 0.217) separation=-0.0737 impulse=2939.221;Takeoff - 40m x 6m, 6.2m rise:(-0.003, 0.980, 0.197) separation=-0.0529 impulse=2939.221;Takeoff - 40m x 6m, 6.2m rise:(-0.003, 0.980, 0.197) separation=-0.0529 impulse=2939.221;Takeoff - 40m x 6m, 6.2m rise:(-0.224, 0.975, -0.007) separation=-0.0525 impulse=2939.221;Takeoff - 40m x 6m, 6.2m rise:(-0.176, 0.966, 0.191) separation=-0.0521 impulse=2939.221;",0.173,0.000,0.018,34.742,0.000,0.995,60.878,0.485,2.637,-34.638,0.417,3.307
1.820,34.511,64.767,-631.901,8.866,-49.841,4,22.500,13.137,"Takeoff - 40m x 6m, 6.2m rise:(-0.033, 0.995, 0.092) separation=-0.0200 impulse=316.281;Takeoff - 40m x 6m, 6.2m rise:(-0.033, 0.995, 0.092) separation=-0.0437 impulse=316.281;Takeoff - 40m x 6m, 6.2m rise:(-0.272, 0.936, 0.222) separation=-0.1654 impulse=316.281;Takeoff - 40m x 6m, 6.2m rise:(-0.328, 0.945, -0.009) separation=-0.5483 impulse=316.281;Takeoff - 40m x 6m, 6.2m rise:(-0.328, 0.945, -0.009) separation=-0.5483 impulse=316.281;Takeoff - 40m x 6m, 6.2m rise:(-0.328, 0.945, -0.009) separation=-0.5483 impulse=316.281;",0.632,0.000,0.239,34.696,0.000,0.979,60.233,0.416,3.129,-34.552,5.346,2.829
1.840,34.366,65.442,-631.901,8.933,-50.517,4,31.490,11.044,"",0.745,0.000,-0.500,34.666,0.000,0.969,59.558,0.350,3.558,-34.481,-11.087,2.283
1.860,34.202,66.121,-631.897,9.044,-51.196,4,38.496,10.147,"Takeoff - 40m x 6m, 6.2m rise:(-0.003, 0.988, 0.152) separation=0.0185 impulse=1669.842;Takeoff - 40m x 6m, 6.2m rise:(-0.003, 0.988, 0.152) separation=-0.0059 impulse=1669.842;Takeoff - 40m x 6m, 6.2m rise:(-0.093, 0.981, 0.170) separation=0.0186 impulse=1669.842;Takeoff - 40m x 6m, 6.2m rise:(-0.093, 0.981, 0.170) separation=0.0028 impulse=1669.842;Takeoff - 40m x 6m, 6.2m rise:(-0.093, 0.981, 0.170) separation=0.0011 impulse=1669.842;Takeoff - 40m x 6m, 6.2m rise:(-0.093, 0.981, 0.170) separation=-0.0059 impulse=1669.842;",0.817,0.000,-0.500,34.281,0.000,0.971,58.879,0.115,5.429,-33.848,-13.427,0.289
1.880,33.534,66.724,-631.967,9.273,-51.800,4,38.287,1.848,"Takeoff - 40m x 6m, 6.2m rise:(-0.057, 0.971, 0.232) separation=0.0100 impulse=4944.381;Takeoff - 40m x 6m, 6.2m rise:(-0.057, 0.971, 0.232) separation=-0.0276 impulse=4944.381;Takeoff - 40m x 6m, 6.2m rise:(-0.057, 0.971, 0.232) separation=0.0098 impulse=4944.381;Takeoff - 40m x 6m, 6.2m rise:(-0.475, 0.843, 0.253) separation=-0.2785 impulse=4944.381;Takeoff - 40m x 6m, 6.2m rise:(-0.057, 0.971, 0.232) separation=-0.0772 impulse=4944.381;Takeoff - 40m x 6m, 6.2m rise:(-0.057, 0.971, 0.232) separation=-0.0419 impulse=4944.381;Takeoff - 40m x 6m, 6.2m rise:(-0.057, 0.971, 0.232) separation=0.0100 impulse=4944.381;Takeoff - 40m x 6m, 6.2m rise:(-0.057, 0.971, 0.232) separation=0.0038 impulse=4944.381;Takeoff - 40m x 6m, 6.2m rise:(-0.400, 0.883, 0.246) separation=-0.0109 impulse=4944.381;Takeoff - 40m x 6m, 6.2m rise:(-0.400, 0.883, 0.246) separation=0.0106 impulse=4944.381;Takeoff - 40m x 6m, 6.2m rise:(-0.400, 0.883, 0.246) separation=-0.0392 impulse=4944.381;Takeoff - 40m x 6m, 6.2m rise:(-0.400, 0.883, 0.246) separation=-0.0107 impulse=4944.381;Takeoff - 40m x 6m, 6.2m rise:(-0.436, 0.900, -0.011) separation=0.0103 impulse=4944.381;Takeoff - 40m x 6m, 6.2m rise:(-0.436, 0.900, -0.011) separation=-0.0371 impulse=4944.381;Takeoff - 40m x 6m, 6.2m rise:(-0.436, 0.900, -0.011) separation=-0.0104 impulse=4944.381;Takeoff - 40m x 6m, 6.2m rise:(-0.176, 0.984, -0.007) separation=0.0097 impulse=4944.381;Takeoff - 40m x 6m, 6.2m rise:(-0.176, 0.966, 0.191) separation=0.0100 impulse=4944.381;",0.899,0.000,-0.500,33.541,0.000,0.949,58.276,-1.090,9.616,-32.114,-13.027,1.946
1.900,33.550,67.370,-632.003,9.465,-52.447,3,10.272,8.183,"",1.000,0.000,-0.500,33.563,0.000,0.948,57.630,-1.218,9.624,-32.131,-16.385,1.754
1.920,33.566,68.018,-632.039,9.655,-53.095,3,6.382,7.221,"",1.000,0.000,-0.500,33.588,0.000,0.945,56.982,-1.320,9.552,-32.174,-15.590,1.649
1.940,33.582,68.666,-632.077,9.842,-53.744,3,3.061,6.842,"",1.000,0.000,-0.500,33.613,0.000,0.942,56.334,-1.364,9.424,-32.236,-14.826,1.594
1.960,33.551,69.283,-632.159,10.044,-54.363,3,2.780,7.183,"Takeoff - 40m x 6m, 6.2m rise:(-0.713, 0.661, 0.233) separation=-0.1878 impulse=732.899;Takeoff - 40m x 6m, 6.2m rise:(-0.713, 0.661, 0.233) separation=-0.1878 impulse=732.899;Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.940, 0.341) separation=-0.0146 impulse=732.899;Takeoff - 40m x 6m, 6.2m rise:(-0.682, 0.691, 0.240) separation=-0.0131 impulse=732.899;Takeoff - 40m x 6m, 6.2m rise:(-0.731, 0.682, -0.015) separation=-0.0122 impulse=732.899;",1.000,0.000,-0.500,33.557,0.000,0.913,55.717,-1.601,9.770,-32.063,-14.206,2.032
1.980,33.577,69.924,-632.204,10.233,-55.005,3,3.273,9.055,"",1.000,0.000,-0.500,33.579,0.000,0.901,55.076,-1.679,9.637,-32.122,-16.482,1.865
2.000,33.592,70.568,-632.247,10.419,-55.649,2,1.407,10.981,"",1.000,0.000,-0.500,33.601,0.000,0.890,54.432,-1.649,9.494,-32.189,-16.701,1.742
2.020,33.593,71.212,-632.287,10.603,-56.294,2,2.793,10.532,"",1.000,0.000,-0.500,33.621,0.000,0.880,53.788,-1.545,9.377,-32.250,-16.974,1.664
2.040,33.577,71.858,-632.322,10.786,-56.940,2,4.913,10.188,"",1.000,0.000,-0.500,33.637,0.000,0.870,53.142,-1.375,9.298,-32.297,-17.349,1.630
2.060,33.543,72.505,-632.352,10.968,-57.588,2,7.045,9.978,"",1.000,0.000,-0.500,33.645,0.000,0.861,52.495,-1.140,9.253,-32.328,-17.844,1.628
2.080,33.494,73.152,-632.376,11.149,-58.236,2,9.107,9.907,"",1.000,0.000,0.500,33.644,0.000,0.852,51.848,-0.844,9.241,-32.340,18.459,1.615
2.100,33.200,73.763,-632.414,11.358,-58.847,2,11.078,9.963,"Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.936, 0.352) separation=-0.6838 impulse=232.373;",1.000,0.000,0.500,33.599,0.000,0.792,51.237,-0.516,9.431,-32.244,19.182,1.842
2.120,33.107,74.407,-632.428,11.546,-59.491,2,14.088,6.217,"",1.000,0.000,0.500,33.539,0.000,0.777,50.593,-0.217,9.693,-32.107,23.899,1.775
2.140,33.038,75.049,-632.435,11.739,-60.133,2,13.006,7.091,"",1.000,0.000,0.500,33.477,0.000,0.761,49.952,0.087,9.931,-31.970,24.727,1.701
2.160,33.002,75.688,-632.436,11.937,-60.773,2,11.795,7.523,"",1.000,0.000,0.500,33.416,0.000,0.744,49.312,0.396,10.151,-31.834,25.327,1.628
2.180,33.000,76.326,-632.430,12.138,-61.411,2,10.626,7.880,"",1.000,0.000,0.500,33.357,0.000,0.727,48.674,0.709,10.354,-31.702,25.646,1.594
2.200,33.022,76.961,-632.418,12.343,-62.046,2,9.504,8.021,"",1.000,0.000,0.500,33.305,0.000,0.710,48.039,1.026,10.546,-31.574,25.661,1.602
2.220,33.058,77.594,-632.399,12.551,-62.679,2,8.513,8.234,"",1.000,0.000,0.500,33.261,0.000,0.692,47.406,1.348,10.725,-31.455,25.408,1.625
2.240,33.099,78.225,-632.373,12.763,-63.309,2,7.525,8.368,"",1.000,0.000,0.500,33.227,0.000,0.675,46.775,1.677,10.893,-31.347,24.918,1.647
2.260,33.140,78.856,-632.342,12.977,-63.939,2,6.483,8.427,"",1.000,0.000,0.500,33.214,0.000,0.658,46.144,1.909,10.989,-31.285,24.216,1.663
2.280,33.084,79.486,-632.312,13.188,-64.569,1,5.004,2.590,"",1.000,0.000,0.500,33.132,0.000,0.642,45.514,1.836,10.854,-31.250,23.318,1.699
2.300,33.026,80.116,-632.283,13.396,-65.199,1,4.134,2.621,"",1.000,0.000,0.500,33.052,0.000,0.625,44.884,1.775,10.707,-31.219,22.329,1.726
2.320,32.963,80.747,-632.254,13.601,-65.829,1,1.958,2.649,"",1.000,0.000,0.500,32.974,0.000,0.608,44.253,1.745,10.531,-31.199,21.268,1.714
2.340,32.895,81.377,-632.225,13.802,-66.459,1,0.000,2.663,"",1.000,0.000,0.500,32.899,0.000,0.592,43.623,1.744,10.330,-31.186,20.178,1.662
2.360,32.822,82.006,-632.196,13.999,-67.088,0,0.000,2.661,"",1.000,0.000,0.500,32.825,0.000,0.575,42.994,1.743,10.130,-31.174,19.097,1.611
2.380,32.746,82.635,-632.166,14.191,-67.717,0,0.000,2.657,"",1.000,0.000,0.500,32.752,0.000,0.559,42.365,1.742,9.930,-31.161,18.025,1.560
2.400,32.665,83.264,-632.136,14.380,-68.345,0,0.000,2.650,"",1.000,0.000,0.500,32.680,0.000,0.542,41.736,1.742,9.730,-31.149,16.965,1.509
2.420,32.582,83.893,-632.105,14.565,-68.973,0,0.000,2.642,"",1.000,0.000,0.500,32.609,0.000,0.527,41.107,1.741,9.530,-31.137,15.917,1.459
2.440,32.495,84.521,-632.074,14.747,-69.601,0,0.000,2.631,"",1.000,0.000,0.500,32.539,0.000,0.511,40.479,1.740,9.330,-31.124,14.885,1.410
2.460,32.405,85.148,-632.043,14.924,-70.228,0,0.000,2.619,"",1.000,0.000,0.500,32.470,0.000,0.496,39.852,1.740,9.130,-31.112,13.868,1.361
2.480,32.313,85.776,-632.011,15.098,-70.855,0,0.000,2.606,"",1.000,0.000,0.500,32.403,0.000,0.482,39.224,1.739,8.930,-31.099,12.871,1.314
