time,speed,travel,x,y,z,grounded,lift,torque,contact,throttle,brake,steering,velocity,water,up,localZ,vx,vy,vz,yaw,angularSpeed
0.340,35.670,12.127,-631.026,8.885,2.820,4,10.283,0.009,"",0.165,0.000,-0.010,35.670,0.000,1.000,112.873,0.589,-0.262,-35.664,-0.226,0.004
0.360,35.670,12.841,-631.014,8.880,2.106,4,10.344,0.007,"",0.165,0.000,0.010,35.670,0.000,1.000,112.159,0.589,-0.251,-35.665,0.228,0.003
0.380,35.671,13.554,-631.002,8.875,1.393,4,10.383,0.005,"",0.165,0.000,-0.010,35.671,0.000,1.000,111.446,0.589,-0.240,-35.665,-0.231,0.003
0.400,35.671,14.268,-630.991,8.871,0.680,4,10.404,0.004,"",0.165,0.000,0.010,35.671,0.000,1.000,110.732,0.589,-0.228,-35.666,0.232,0.003
0.420,35.672,14.981,-630.979,8.866,-0.034,4,10.407,0.003,"",0.164,0.000,-0.010,35.672,0.000,1.000,110.019,0.589,-0.216,-35.666,-0.232,0.003
0.440,35.672,15.694,-630.967,8.862,-0.747,4,10.396,0.003,"",0.164,0.000,0.011,35.672,0.000,1.000,109.306,0.589,-0.204,-35.667,0.233,0.003
0.460,35.672,16.408,-630.955,8.858,-1.460,4,10.373,0.002,"",0.164,0.000,-0.011,35.673,0.000,1.000,108.592,0.589,-0.193,-35.667,-0.235,0.003
0.480,35.673,17.121,-630.944,8.855,-2.174,4,10.339,0.002,"",0.164,0.000,0.011,35.673,0.000,1.000,107.879,0.589,-0.182,-35.668,0.235,0.003
0.500,35.673,17.835,-630.932,8.851,-2.887,4,10.298,0.001,"",0.164,0.000,-0.011,35.673,0.000,1.000,107.165,0.589,-0.173,-35.668,-0.235,0.003
0.520,35.674,18.548,-630.920,8.848,-3.600,4,10.252,0.001,"",0.163,0.000,0.011,35.674,0.000,1.000,106.452,0.589,-0.164,-35.668,0.236,0.003
0.540,35.674,19.262,-630.908,8.845,-4.314,4,10.202,0.001,"",0.163,0.000,-0.011,35.674,0.000,1.000,105.738,0.588,-0.156,-35.669,-0.236,0.003
0.560,35.674,19.975,-630.896,8.842,-5.027,4,10.151,0.000,"",0.163,0.000,0.011,35.674,0.000,1.000,105.025,0.589,-0.149,-35.669,0.235,0.003
0.580,35.675,20.689,-630.885,8.839,-5.740,4,10.099,0.000,"",0.163,0.000,-0.011,35.675,0.000,1.000,104.311,0.588,-0.143,-35.670,-0.236,0.003
0.600,35.675,21.402,-630.873,8.836,-6.454,4,10.049,0.000,"",0.163,0.000,0.011,35.675,0.000,1.000,103.598,0.589,-0.139,-35.670,0.236,0.003
0.620,35.675,22.116,-630.861,8.834,-7.167,4,10.000,0.000,"",0.162,0.000,-0.011,35.675,0.000,1.000,102.884,0.588,-0.135,-35.670,-0.235,0.003
0.640,35.676,22.829,-630.849,8.831,-7.881,4,9.955,0.000,"",0.162,0.000,0.011,35.676,0.000,1.000,102.171,0.589,-0.132,-35.671,0.236,0.003
0.660,35.676,23.543,-630.838,8.828,-8.594,4,9.914,0.000,"",0.162,0.000,-0.011,35.676,0.000,1.000,101.457,0.588,-0.130,-35.671,-0.236,0.003
0.680,35.676,24.256,-630.826,8.826,-9.307,4,9.876,0.000,"",0.162,0.000,0.011,35.676,0.000,1.000,100.744,0.588,-0.128,-35.671,0.235,0.003
0.700,35.676,24.970,-630.814,8.823,-10.021,4,9.844,0.000,"",0.162,0.000,-0.011,35.676,0.000,1.000,100.030,0.588,-0.128,-35.671,-0.235,0.003
0.720,35.677,25.683,-630.802,8.821,-10.734,4,9.816,0.000,"",0.162,0.000,0.011,35.677,0.000,1.000,99.317,0.588,-0.128,-35.672,0.234,0.003
0.740,35.677,26.397,-630.790,8.818,-11.448,4,9.792,0.000,"",0.162,0.000,-0.011,35.677,0.000,1.000,98.603,0.588,-0.128,-35.672,-0.235,0.003
0.760,35.677,27.110,-630.779,8.816,-12.161,4,9.773,0.000,"",0.162,0.000,0.011,35.677,0.000,1.000,97.890,0.588,-0.129,-35.672,0.234,0.003
0.780,35.677,27.824,-630.767,8.813,-12.875,4,9.758,0.000,"",0.161,0.000,-0.011,35.677,0.000,1.000,97.176,0.588,-0.130,-35.672,-0.235,0.003
0.800,35.678,28.537,-630.755,8.810,-13.588,4,9.748,0.000,"",0.161,0.000,0.011,35.678,0.000,1.000,96.463,0.588,-0.131,-35.672,0.234,0.003
0.820,35.678,29.251,-630.743,8.808,-14.302,4,9.740,0.000,"",0.161,0.000,-0.010,35.678,0.000,1.000,95.749,0.588,-0.132,-35.673,-0.234,0.003
0.840,35.678,29.965,-630.732,8.805,-15.015,4,9.736,0.000,"",0.161,0.000,0.011,35.678,0.000,1.000,95.035,0.588,-0.134,-35.673,0.233,0.003
0.860,35.678,30.678,-630.720,8.802,-15.728,4,9.735,0.000,"",0.161,0.000,-0.010,35.678,0.000,1.000,94.322,0.588,-0.135,-35.673,-0.232,0.003
0.880,35.678,31.392,-630.708,8.800,-16.442,4,9.736,0.000,"",0.161,0.000,0.010,35.678,0.000,1.000,93.608,0.588,-0.137,-35.673,0.232,0.003
0.900,35.678,32.105,-630.696,8.797,-17.155,4,9.739,0.000,"",0.161,0.000,-0.010,35.678,0.000,1.000,92.895,0.588,-0.138,-35.673,-0.234,0.003
0.920,35.679,32.819,-630.684,8.794,-17.869,4,9.744,0.000,"",0.161,0.000,-0.010,35.679,0.000,1.000,92.181,0.588,-0.140,-35.673,-0.233,0.008
0.940,35.679,33.532,-630.673,8.791,-18.582,4,9.750,0.000,"",0.161,0.000,0.011,35.679,0.000,1.000,91.468,0.589,-0.141,-35.674,0.232,0.001
0.960,35.679,34.246,-630.661,8.788,-19.296,4,9.756,0.000,"",0.161,0.000,0.011,35.679,0.000,1.000,90.754,0.590,-0.142,-35.674,0.232,0.005
0.980,35.679,34.960,-630.649,8.785,-20.009,4,9.764,0.000,"",0.161,0.000,0.011,35.679,0.000,1.000,90.040,0.590,-0.143,-35.674,0.232,0.010
1.000,35.679,35.673,-630.637,8.783,-20.723,4,9.771,0.000,"",0.161,0.000,-0.010,35.679,0.000,1.000,89.327,0.589,-0.144,-35.674,-0.232,0.002
1.020,35.679,36.387,-630.626,8.780,-21.436,4,9.779,0.000,"",0.160,0.000,-0.010,35.679,0.000,1.000,88.613,0.588,-0.144,-35.674,-0.232,0.004
1.040,35.679,37.100,-630.614,8.777,-22.150,4,9.786,0.000,"",0.160,0.000,-0.010,35.679,0.000,1.000,87.900,0.588,-0.145,-35.674,-0.231,0.009
1.060,35.679,37.814,-630.602,8.774,-22.863,4,9.793,0.000,"",0.160,0.000,0.010,35.679,0.000,1.000,87.186,0.589,-0.145,-35.674,0.231,0.002
1.080,35.680,38.527,-630.590,8.771,-23.577,4,9.800,0.000,"",0.160,0.000,0.010,35.680,0.000,1.000,86.473,0.589,-0.145,-35.674,0.232,0.004
1.100,35.680,39.241,-630.578,8.768,-24.290,4,9.806,0.000,"",0.160,0.000,0.010,35.680,0.000,1.000,85.759,0.589,-0.145,-35.674,0.230,0.009
1.120,35.680,39.955,-630.567,8.765,-25.004,4,9.812,0.001,"",0.160,0.000,-0.010,35.680,0.000,1.000,85.045,0.588,-0.145,-35.675,-0.231,0.002
1.140,35.680,40.668,-630.555,8.762,-25.717,4,9.816,0.000,"",0.160,0.000,-0.010,35.680,0.000,1.000,84.332,0.587,-0.145,-35.675,-0.231,0.004
1.160,35.680,41.382,-630.543,8.759,-26.431,4,9.820,0.000,"",0.160,0.000,-0.010,35.680,0.000,1.000,83.618,0.587,-0.145,-35.675,-0.230,0.009
1.180,35.680,42.095,-630.531,8.757,-27.144,4,9.824,0.001,"",0.160,0.000,0.010,35.680,0.000,1.000,82.905,0.587,-0.145,-35.675,0.229,0.002
1.200,35.680,42.809,-630.520,8.754,-27.858,4,9.827,0.000,"",0.160,0.000,0.010,35.680,0.000,1.000,82.191,0.588,-0.144,-35.675,0.229,0.004
1.220,35.680,43.523,-630.508,8.751,-28.571,4,9.829,0.000,"",0.160,0.000,0.010,35.680,0.000,1.000,81.477,0.588,-0.144,-35.675,0.228,0.009
1.240,35.680,44.236,-630.496,8.748,-29.285,4,10.415,0.001,"",0.160,0.000,-0.010,35.680,0.000,1.000,80.764,0.587,-0.132,-35.675,-0.228,0.018
1.260,35.680,44.949,-630.484,8.746,-29.998,4,10.407,0.096,"",0.160,0.000,-0.009,35.680,0.000,1.000,80.051,0.586,-0.120,-35.675,-0.207,0.026
1.280,35.680,45.663,-630.473,8.744,-30.711,4,10.433,0.148,"",0.160,0.000,-0.008,35.680,0.000,1.000,79.337,0.586,-0.107,-35.675,-0.179,0.030
1.300,35.680,46.376,-630.461,8.742,-31.424,4,10.453,0.174,"",0.160,0.000,-0.007,35.680,0.000,1.000,78.624,0.586,-0.095,-35.675,-0.147,0.030
1.320,35.679,47.090,-630.449,8.740,-32.138,4,10.452,0.184,"",0.160,0.000,0.005,35.679,0.000,1.000,77.910,0.588,-0.082,-35.675,0.112,0.027
1.340,35.679,47.803,-630.437,8.739,-32.851,4,11.007,0.185,"",0.160,0.000,0.004,35.679,0.000,1.000,77.197,0.589,-0.058,-35.674,0.084,0.006
1.360,35.679,48.517,-630.426,8.738,-33.565,4,10.741,0.086,"",0.160,0.000,0.004,35.679,0.000,1.000,76.483,0.591,-0.039,-35.674,0.079,0.006
1.380,35.678,49.230,-630.414,8.738,-34.278,4,10.430,0.026,"",0.161,0.000,0.004,35.678,0.000,1.000,75.770,0.593,-0.027,-35.673,0.082,0.011
1.400,35.678,49.944,-630.402,8.737,-34.992,4,10.120,0.007,"",0.161,0.000,0.004,35.678,0.000,1.000,75.056,0.594,-0.021,-35.673,0.097,0.014
1.420,35.678,50.658,-630.390,8.737,-35.705,4,9.840,0.025,"",0.161,0.000,0.005,35.678,0.000,1.000,74.342,0.594,-0.020,-35.673,0.112,0.015
1.440,35.677,51.371,-630.378,8.736,-36.419,4,9.601,0.032,"",0.161,0.000,0.006,35.678,0.000,1.000,73.629,0.594,-0.024,-35.673,0.125,0.015
1.460,35.677,52.085,-630.366,8.736,-37.132,4,9.412,0.034,"",0.161,0.000,-0.006,35.677,0.000,1.000,72.915,0.592,-0.032,-35.672,-0.141,0.012
1.480,35.677,52.799,-630.354,8.735,-37.846,4,9.270,0.033,"",0.161,0.000,-0.007,35.677,0.000,1.000,72.201,0.591,-0.043,-35.672,-0.157,0.010
1.500,35.677,53.512,-630.343,8.734,-38.559,4,9.175,0.030,"",0.161,0.000,-0.007,35.677,0.000,1.000,71.488,0.590,-0.056,-35.672,-0.168,0.010
1.520,35.677,54.226,-630.331,8.732,-39.273,4,9.120,0.026,"",0.161,0.000,-0.008,35.677,0.000,1.000,70.774,0.589,-0.070,-35.672,-0.178,0.011
1.540,35.677,54.939,-630.319,8.731,-39.986,4,9.100,0.023,"",0.161,0.000,0.008,35.677,0.000,1.000,70.061,0.590,-0.084,-35.672,0.186,0.006
1.560,35.677,55.653,-630.307,8.729,-40.700,4,9.110,0.019,"",0.161,0.000,0.009,35.677,0.000,1.000,69.347,0.591,-0.098,-35.672,0.193,0.006
1.580,35.677,56.367,-630.295,8.726,-41.413,4,9.142,0.016,"",0.161,0.000,0.009,35.677,0.000,1.000,68.633,0.591,-0.111,-35.672,0.198,0.008
1.600,35.677,57.080,-630.283,8.724,-42.127,4,9.193,0.013,"",0.161,0.000,-0.009,35.677,0.000,1.000,67.920,0.591,-0.124,-35.672,-0.203,0.003
1.620,35.678,57.794,-630.272,8.721,-42.840,4,9.256,0.011,"",0.161,0.000,-0.009,35.678,0.000,1.000,67.206,0.590,-0.135,-35.672,-0.206,0.005
1.640,35.678,58.507,-630.260,8.718,-43.554,4,9.328,0.008,"",0.161,0.000,0.010,35.678,0.000,1.000,66.493,0.590,-0.145,-35.673,0.209,0.003
1.660,35.678,59.221,-630.248,8.715,-44.267,4,9.404,0.007,"",0.161,0.000,0.010,35.678,0.000,1.000,65.779,0.590,-0.153,-35.673,0.211,0.007
1.680,35.678,59.934,-630.236,8.712,-44.981,4,9.481,0.005,"",0.161,0.000,-0.009,35.678,0.000,1.000,65.066,0.589,-0.159,-35.673,-0.212,0.001
1.700,35.678,60.648,-630.225,8.709,-45.694,4,9.781,0.179,"",0.161,0.000,-0.010,35.678,0.000,1.000,64.352,0.588,-0.160,-35.673,-0.215,0.010
1.720,35.678,61.361,-630.213,8.706,-46.407,4,11.027,0.788,"",0.161,0.000,-0.009,35.678,0.000,1.000,63.639,0.588,-0.135,-35.673,-0.204,0.063
1.740,35.678,62.073,-630.201,8.705,-47.119,4,13.287,0.804,"",0.161,0.000,0.006,35.678,0.000,1.000,62.927,0.589,-0.065,-35.673,0.133,0.156
1.760,35.127,62.759,-630.190,8.738,-47.805,4,16.514,0.836,"Takeoff - 40m x 6m, 6.2m rise:(-0.003, 0.985, 0.175) separation=-0.0076 impulse=2357.372;Takeoff - 40m x 6m, 6.2m rise:(-0.003, 0.985, 0.175) separation=-0.0077 impulse=2357.372;Takeoff - 40m x 6m, 6.2m rise:(-0.003, 0.985, 0.175) separation=0.0128 impulse=2357.372;",0.161,0.000,0.002,35.127,0.000,0.999,62.241,0.579,1.563,-35.088,0.044,2.065
1.780,34.828,63.436,-630.178,8.790,-48.482,4,18.311,9.230,"Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.976, 0.217) separation=-0.0132 impulse=1305.005;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.976, 0.217) separation=-0.0133 impulse=1305.005;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.976, 0.217) separation=-0.0097 impulse=1305.005;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.976, 0.217) separation=-0.0097 impulse=1305.005;",0.436,0.000,0.114,34.835,0.000,0.996,61.564,0.612,2.547,-34.737,2.534,2.305
1.800,34.604,64.109,-630.166,8.858,-49.155,4,23.134,10.927,"Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.972, 0.235) separation=-0.0063 impulse=953.780;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.972, 0.235) separation=-0.0062 impulse=953.780;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.972, 0.235) separation=0.0184 impulse=953.780;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.972, 0.235) separation=-0.0062 impulse=953.780;",0.586,0.000,-0.241,34.632,0.000,0.990,60.891,0.604,3.405,-34.458,-5.349,2.148
1.820,34.407,64.777,-630.155,8.942,-49.823,4,27.318,10.058,"Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.968, 0.253) separation=0.0134 impulse=791.054;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.968, 0.253) separation=-0.0080 impulse=791.054;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.968, 0.253) separation=-0.0080 impulse=791.054;",0.698,0.000,-0.356,34.464,0.000,0.984,60.223,0.543,4.242,-34.198,-7.911,2.017
1.840,34.174,65.439,-630.145,9.045,-50.484,4,31.133,9.851,"Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.959, 0.283) separation=-0.0115 impulse=896.959;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.959, 0.283) separation=-0.0115 impulse=896.959;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.959, 0.283) separation=-0.0105 impulse=896.959;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.959, 0.283) separation=-0.0059 impulse=896.959;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.959, 0.283) separation=-0.0059 impulse=896.959;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.959, 0.283) separation=-0.0115 impulse=896.959;",0.796,0.000,0.466,34.263,0.000,0.975,59.561,0.524,5.210,-33.860,10.351,2.086
1.860,33.852,66.090,-630.135,9.193,-51.135,4,33.043,10.454,"Takeoff - 40m x 6m, 6.2m rise:(-0.002, 0.991, 0.135) separation=-0.0053 impulse=2737.522;Takeoff - 40m x 6m, 6.2m rise:(-0.002, 0.991, 0.135) separation=0.0121 impulse=2737.522;Takeoff - 40m x 6m, 6.2m rise:(-0.002, 0.991, 0.135) separation=-0.0055 impulse=2737.522;Takeoff - 40m x 6m, 6.2m rise:(-0.002, 0.991, 0.135) separation=0.0152 impulse=2737.522;Takeoff - 40m x 6m, 6.2m rise:(-0.002, 0.991, 0.135) separation=0.0121 impulse=2737.522;Takeoff - 40m x 6m, 6.2m rise:(-0.002, 0.991, 0.135) separation=0.0121 impulse=2737.522;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.955, 0.296) separation=0.0115 impulse=2737.522;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.955, 0.296) separation=-0.0050 impulse=2737.522;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.955, 0.296) separation=0.0114 impulse=2737.522;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.955, 0.296) separation=-0.0051 impulse=2737.522;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.955, 0.296) separation=-0.0050 impulse=2737.522;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.955, 0.296) separation=0.0082 impulse=2737.522;",0.913,0.000,0.500,33.867,0.000,0.969,58.910,0.519,7.385,-33.048,12.878,1.218
1.880,33.787,66.737,-630.124,9.359,-51.783,4,32.651,6.108,"Takeoff - 40m x 6m, 6.2m rise:(-0.003, 0.985, 0.175) separation=0.0090 impulse=563.001;Takeoff - 40m x 6m, 6.2m rise:(-0.003, 0.985, 0.175) separation=-0.0058 impulse=563.001;Takeoff - 40m x 6m, 6.2m rise:(-0.003, 0.985, 0.175) separation=-0.0090 impulse=563.001;Takeoff - 40m x 6m, 6.2m rise:(-0.003, 0.985, 0.175) separation=-0.0067 impulse=563.001;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.952, 0.305) separation=0.0064 impulse=563.001;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.952, 0.305) separation=0.0151 impulse=563.001;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.952, 0.305) separation=0.0179 impulse=563.001;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.952, 0.305) separation=-0.0032 impulse=563.001;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.952, 0.305) separation=-0.0055 impulse=563.001;",1.000,0.000,0.500,33.797,0.000,0.964,58.263,0.564,8.182,-32.787,14.317,0.974
1.900,33.741,67.381,-630.112,9.538,-52.426,4,33.670,4.952,"Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.949, 0.316) separation=0.0084 impulse=403.886;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.949, 0.316) separation=0.0174 impulse=403.886;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.949, 0.316) separation=0.0198 impulse=403.886;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.949, 0.316) separation=-0.0080 impulse=403.886;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.949, 0.316) separation=-0.0085 impulse=403.886;Takeoff - 40m x 6m, 6.2m rise:(-0.003, 0.979, 0.203) separation=0.0193 impulse=403.886;Takeoff - 40m x 6m, 6.2m rise:(-0.003, 0.979, 0.203) separation=0.0188 impulse=403.886;Takeoff - 40m x 6m, 6.2m rise:(-0.003, 0.979, 0.203) separation=-0.0059 impulse=403.886;Takeoff - 40m x 6m, 6.2m rise:(-0.003, 0.979, 0.203) separation=-0.0056 impulse=403.886;Takeoff - 40m x 6m, 6.2m rise:(-0.003, 0.979, 0.203) separation=-0.0020 impulse=403.886;Takeoff - 40m x 6m, 6.2m rise:(-0.003, 0.979, 0.203) separation=-0.0055 impulse=403.886;",1.000,0.000,0.500,33.748,0.000,0.959,57.619,0.611,8.894,-32.549,15.439,0.872
1.920,33.692,68.020,-630.099,9.731,-53.065,4,32.829,4.215,"Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.943, 0.332) separation=0.0190 impulse=408.698;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.943, 0.332) separation=-0.0107 impulse=408.698;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.943, 0.332) separation=0.0113 impulse=408.698;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.943, 0.332) separation=-0.0108 impulse=408.698;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.943, 0.332) separation=-0.0107 impulse=408.698;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.943, 0.332) separation=-0.0056 impulse=408.698;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.974, 0.228) separation=0.0116 impulse=408.698;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.974, 0.228) separation=0.0095 impulse=408.698;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.974, 0.228) separation=0.0099 impulse=408.698;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.974, 0.228) separation=-0.0025 impulse=408.698;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.974, 0.228) separation=-0.0033 impulse=408.698;",1.000,0.000,-0.500,33.698,0.000,0.954,56.980,0.634,9.590,-32.299,-16.461,0.823
1.940,33.675,68.657,-630.087,9.933,-53.702,4,31.797,3.906,"Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.941, 0.339) separation=0.0183 impulse=217.819;Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.941, 0.339) separation=-0.0061 impulse=217.819;Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.941, 0.339) separation=-0.0059 impulse=217.819;Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.941, 0.339) separation=0.0062 impulse=217.819;Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.941, 0.339) separation=-0.0027 impulse=217.819;Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.941, 0.339) separation=0.0043 impulse=217.819;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.970, 0.244) separation=0.0112 impulse=217.819;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.970, 0.244) separation=0.0019 impulse=217.819;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.970, 0.244) separation=0.0005 impulse=217.819;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.970, 0.244) separation=-0.0003 impulse=217.819;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.970, 0.244) separation=-0.0006 impulse=217.819;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.970, 0.244) separation=-0.0023 impulse=217.819;",1.000,0.000,-0.500,33.681,0.000,0.950,56.343,0.605,10.152,-32.109,-17.468,0.648
