time,station,active,visible,sightings,calls
3.20,210.0,7,0,0,0
4.20,216.7,7,0,0,0
5.20,234.2,7,0,0,0
6.20,259.0,7,0,0,0
7.22,290.4,7,0,0,0
8.22,326.3,7,0,0,0
9.24,364.9,7,0,0,0
10.24,405.2,8,0,0,0
11.24,446.8,8,0,0,0
12.24,489.8,8,0,0,0
13.24,533.5,8,0,0,0
14.26,572.8,8,0,0,0
15.26,607.0,8,0,0,0
16.26,637.9,8,0,0,0
17.26,667.1,8,0,0,0
18.28,695.3,8,0,0,0
19.28,723.1,8,0,0,0
20.28,750.6,8,0,0,0
21.28,778.2,8,0,0,0
22.30,805.6,8,0,0,0
23.30,833.1,8,0,0,0
24.30,860.6,8,0,0,0
25.32,884.6,8,0,0,0
26.32,901.2,8,0,0,0
27.32,918.2,8,0,0,0
28.32,933.1,8,0,0,0
29.34,951.0,8,0,0,0
30.34,978.6,8,0,0,0
31.34,1010.3,8,0,0,0
32.34,1043.8,8,0,0,0
33.36,1071.0,8,0,0,0
34.36,1101.1,8,0,0,0
35.36,1135.8,8,0,0,0
36.36,1173.6,8,0,0,0
37.36,1213.2,8,0,0,0
38.36,1254.3,8,0,0,0
39.36,1296.6,8,0,0,0
40.38,1340.4,8,0,0,0
41.38,1384.2,8,0,0,0
42.38,1428.6,8,0,0,0
43.38,1473.6,8,0,0,0
44.38,1507.7,8,0,0,0
45.40,1530.6,8,0,0,0
46.40,1559.5,8,0,0,0
47.40,1592.4,8,0,0,0
48.40,1628.9,8,0,0,0
49.42,1668.1,8,0,0,0
50.42,1709.2,8,0,0,0
51.44,1751.8,8,1,1,0
52.44,1795.1,8,0,1,1
53.44,1839.4,8,0,1,1
54.44,1884.0,8,0,1,1
55.44,1929.0,8,0,1,1
56.44,1973.1,8,0,1,1
57.44,2001.4,8,0,1,1
58.44,2013.9,8,0,1,1
59.46,2026.6,8,0,1,1
60.46,2047.9,8,0,1,1
61.46,2075.6,8,1,2,1
62.46,2108.1,8,1,2,2
63.46,2144.1,8,0,2,2
64.46,2182.8,8,0,2,2
65.46,2223.2,8,0,2,2
66.48,2265.5,8,0,2,2
67.48,2301.9,8,0,2,2
68.50,2333.8,8,0,2,2
69.50,2365.2,8,0,2,2
70.52,2396.8,8,0,2,2
71.52,2430.2,8,0,2,2
72.52,2466.6,8,0,2,2
73.52,2505.6,8,0,2,2
74.52,2547.0,8,0,2,2
75.54,2585.6,8,0,2,2
76.54,2613.7,8,0,2,2
77.54,2641.3,8,0,2,2
78.54,2672.3,8,0,2,2
79.54,2707.8,8,0,2,2
80.56,2745.9,8,0,2,2
81.56,2778.0,8,0,2,2
82.58,2810.6,8,0,2,2
83.58,2845.2,8,0,2,2
84.60,2882.5,8,0,2,2
85.60,2909.9,8,0,2,2
86.62,2931.6,8,0,2,2
87.62,2957.9,8,0,2,2
88.62,2990.7,8,0,2,2
89.62,3020.9,8,0,2,2
90.62,3048.7,8,0,2,2
91.64,3079.2,8,0,2,2
92.64,3112.0,8,0,2,2
93.64,3144.0,8,0,2,2
94.66,3176.7,8,1,3,2
95.66,3200.9,8,1,3,3
96.66,3219.1,8,1,3,3
97.68,3244.2,8,0,3,3
98.68,3269.9,8,0,3,3
99.68,3296.6,8,0,3,3
100.68,3322.2,7,0,3,3
101.70,3352.7,7,0,3,3
102.70,3388.3,7,0,4,3
103.70,3425.9,7,1,4,3
104.72,3447.5,7,0,4,3
105.72,3462.1,7,0,4,3
106.72,3480.6,7,0,4,3
107.74,3506.6,7,0,4,3
108.74,3536.9,6,0,4,3
109.74,3569.2,6,0,4,3
110.76,3603.5,6,0,4,3
111.76,3642.1,6,0,4,3
112.78,3684.2,6,0,4,3
113.78,3726.0,6,0,4,3
114.78,3761.8,6,0,4,3
115.80,3794.0,6,0,4,3
116.80,3825.3,6,0,4,3
117.80,3856.2,6,0,4,3
118.80,3887.2,6,0,5,3
119.82,3916.9,6,1,5,4
120.82,3947.9,6,0,5,4
121.82,3982.4,6,0,5,4
122.84,4017.9,6,0,5,4
123.84,4050.7,6,0,5,4
124.84,4082.7,5,0,5,4
125.84,4113.2,5,0,5,4
126.86,4144.0,5,0,5,4
127.86,4173.2,5,0,5,4
128.88,4205.8,5,0,5,4
129.88,4237.7,5,0,5,4
130.90,4268.7,5,0,5,4
131.90,4298.1,5,0,5,4
132.92,4325.3,5,0,5,4
133.92,4356.0,5,0,5,4
134.92,4389.4,5,1,6,4
135.92,4421.4,5,1,6,5
136.94,4453.5,5,0,6,5
137.94,4485.6,5,0,6,5
138.94,4517.5,5,0,6,5
139.94,4549.6,4,0,6,5
140.94,4581.4,4,0,6,5
141.96,4613.5,4,0,6,5
142.96,4645.4,4,0,6,5
143.96,4669.7,4,0,6,5
144.96,7.9,4,0,6,5
145.98,24.0,4,0,6,5
146.98,47.7,4,0,6,5
147.98,78.0,4,0,6,5
148.98,112.4,4,0,6,5
150.00,150.1,4,0,6,5
151.00,190.0,4,0,6,5
152.02,232.1,4,0,6,5
153.02,271.7,4,0,6,5
