time,speed,travel,x,y,z,grounded,lift,torque,contact,throttle,brake,steering,velocity,water,up,localZ,vx,vy,vz,yaw,angularSpeed
0.019,35.662,0.713,-628.516,8.342,-149.319,4,7.800,0.076,"Ground_80_320:(0.000, 1.000, -0.004) separation=0.0123 impulse=3352.515;Ground_80_320:(0.000, 1.000, -0.004) separation=0.0166 impulse=3352.515;Ground_80_320:(0.000, 1.000, -0.004) separation=-0.1894 impulse=16299.180;Ground_80_320:(0.000, 1.000, -0.004) separation=0.0063 impulse=16299.180;Ground_80_320:(0.000, 1.000, -0.004) separation=-0.0854 impulse=16299.180;Ground_80_320:(0.000, 1.000, -0.004) separation=-0.0943 impulse=16299.180;Ground_80_320:(0.000, 1.000, -0.004) separation=-0.1805 impulse=16299.180;Ground_80_320:(0.000, 1.000, -0.004) separation=-0.1698 impulse=16299.180;Ground_80_320:(0.000, 1.000, -0.004) separation=-0.1394 impulse=16299.180;Ground_80_320:(0.000, 1.000, -0.004) separation=-0.0281 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.0123 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=-0.0301 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.0143 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=-0.0296 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=-0.0294 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=-0.0056 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.0018 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=-0.0060 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.0134 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=-0.0059 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=-0.0059 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.0091 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.0149 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.0146 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.0125 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.0103 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.0105 impulse=0.000;",0.000,0.000,0.000,35.662,0.000,1.000,-39.287,-0.588,-0.041,35.657,0.000,0.012
0.039,35.662,1.426,-628.528,8.341,-148.606,4,8.411,0.013,"",0.169,0.000,0.000,35.662,0.000,1.000,-38.574,-0.588,-0.069,35.657,0.000,0.017
0.059,35.662,2.139,-628.539,8.339,-147.893,4,8.982,0.022,"",0.169,0.000,-0.001,35.662,0.000,1.000,-37.861,-0.588,-0.086,35.657,-0.028,0.019
0.079,35.662,2.852,-628.551,8.337,-147.180,4,9.493,0.039,"",0.169,0.000,0.002,35.662,0.000,1.000,-37.148,-0.588,-0.092,35.657,0.052,0.019
0.099,35.661,3.566,-628.563,8.336,-146.467,4,9.929,0.046,"",0.169,0.000,-0.003,35.662,0.000,1.000,-36.434,-0.588,-0.089,35.657,-0.077,0.017
0.119,35.661,4.279,-628.575,8.334,-145.754,4,10.284,0.046,"",0.169,0.000,0.004,35.661,0.000,1.000,-35.721,-0.589,-0.080,35.656,0.095,0.015
0.139,35.661,4.992,-628.587,8.333,-145.041,4,10.559,0.043,"",0.169,0.000,-0.005,35.661,0.000,1.000,-35.008,-0.588,-0.065,35.656,-0.112,0.013
0.159,35.660,5.705,-628.598,8.332,-144.328,4,10.759,0.039,"",0.170,0.000,0.006,35.661,0.000,1.000,-34.295,-0.589,-0.046,35.656,0.127,0.011
0.179,35.660,6.418,-628.610,8.331,-143.615,4,10.891,0.034,"",0.170,0.000,-0.006,35.660,0.000,1.000,-33.582,-0.589,-0.024,35.655,-0.141,0.010
0.199,35.660,7.131,-628.622,8.331,-142.902,4,10.963,0.029,"",0.170,0.000,0.007,35.660,0.000,1.000,-32.869,-0.589,-0.001,35.655,0.151,0.008
