time,x,y,z,speed,throttle,brake,lap,next,branch,recoveries
0.01413202,723.1772,79.44598,-37.78325,0.3595934,1,0,0,0,,0
0.2341318,723.239,79.48077,-37.24133,4.182304,1,0,0,0,,0
0.4541318,723.3831,79.4551,-35.8932,7.767471,1,0,0,0,,0
0.6741316,723.5721,79.4082,-33.78656,11.11715,1,0,0,0,,0
0.8941317,723.7511,79.34914,-30.96729,14.24366,1,0,0,0,,0
1.114131,723.8592,79.26859,-27.48167,17.16229,1,0,0,0,,0
1.334131,723.842,79.16582,-23.3763,19.88743,1,0,0,0,,0
1.534132,723.6866,79.05845,-19.14509,22.20796,1,0,0,0,,0
1.754131,723.3511,78.93373,-13.98201,24.59853,1,0,0,0,,0
1.974131,722.8613,78.81478,-8.323075,26.82796,1,0,0,0,,0
2.174131,722.3268,78.72731,-2.774966,28.71941,1,0,0,1,,0
2.394131,721.7308,78.67822,3.748485,30.65067,1,0,0,1,,0
2.614131,721.2938,78.71635,10.68934,32.40811,1,0,0,1,,0
2.834131,721.2569,78.89896,17.87524,32.05015,0,0.3689871,0,1,,0
3.034131,721.6155,79.27142,23.85637,28.39148,0,0.4753394,0,1,,0
3.254131,722.3436,79.88853,29.76646,26.22519,0,0.3909359,0,1,,0
3.474131,723.2969,80.56723,34.98048,22.4695,0,0.5835896,0,1,,0
3.69413,724.3859,81.23289,39.4995,20.90758,0.8144501,0,0,1,,0
3.894131,725.6126,81.9224,43.60614,22.37226,0.7865402,0,0,1,,0
4.11413,727.3416,82.8477,48.30569,23.81209,0.7812485,0,0,1,,0
4.33413,729.5539,84.01054,53.03371,24.62583,0.1613434,0,0,1,,0
4.554131,732.1176,85.38435,57.29861,22.42019,0.08094635,0,0,1,,0
4.77413,734.9889,86.82274,60.92641,21.76201,0.7486557,0,0,1,,0
4.99413,738.3263,88.23527,64.03021,21.71273,0.4483795,0,0,1,,0
5.21413,741.9542,89.79548,66.47719,20.30915,0.2468063,0,0,1,,0
5.43413,745.6747,91.58462,68.23692,17.15508,1,0,0,1,,0
5.65413,748.9375,93.72964,69.60703,6.548995,1,0,0,1,,0
5.87413,752.1042,95.33356,70.91596,-1.434911,1,0,0,1,,0
6.09413,755.1823,96.47327,72.19427,-6.137451,1,0,0,1,,0
6.31413,731.6995,82.80998,45.55714,1.049207,1,0,0,1,,1
6.534129,731.925,82.85064,46.15752,4.372364,1,0,0,1,,1
6.73413,732.3411,83.13194,47.23162,7.194826,1,0,0,1,,1
6.954129,733.0612,83.59641,48.96025,10.07418,1,0,0,1,,1
7.174129,734.1065,84.23224,51.17794,12.71945,1,0,0,1,,1
7.39413,735.5513,85.09317,53.76319,15.12603,1,0,0,1,,1
7.614129,737.4835,86.22011,56.56127,17.28548,1,0,0,1,,1
7.834129,739.9717,87.64137,59.38562,19.16037,1,0,0,1,,1
8.054129,743.1121,89.29669,62.00594,20.78355,1,0,0,1,,1
8.254129,746.4291,90.98215,63.93582,21.04269,1,0,0,1,,1
8.474129,750.3271,93.18903,65.43055,21.15092,1,0,0,1,,1
8.694129,754.3405,95.0294,66.79246,19.32219,1,0,0,1,,1
8.914128,758.3511,96.38953,68.13869,17.10266,1,0,0,1,,1
9.114129,761.9453,97.32635,69.04541,16.49446,1,0,0,1,,1
9.334128,765.5436,98.80284,68.53904,18.23047,1,0,0,1,,1
9.554129,769.1582,100.37,66.98723,20.09084,1,0,0,1,,1
9.774129,773.0553,101.9853,65.0751,21.84538,1,0,0,1,,1
9.994128,777.2874,103.7635,63.08928,23.43527,1,0,0,1,,1
10.21413,781.9559,105.6871,61.40033,24.76168,1,0,0,1,,1
10.43413,787.0847,107.7102,60.42276,25.97168,1,0,0,1,,1
10.63413,791.9692,109.5806,60.23854,25.71219,0,0,0,1,,1
10.85413,797.0813,111.5249,60.76472,24.28727,0.7011917,0,0,1,,1
11.07413,801.7203,113.3247,61.93809,23.03152,0.9082108,0,0,1,,1
11.29413,806.0461,115.1554,63.73145,22.77786,0.2662826,0,0,1,,1
11.49413,809.8469,116.6939,65.80677,22.50995,0.7197464,0,0,1,,1
11.71413,813.8412,117.9882,68.62862,23.54582,1,0,0,1,,1
11.93413,817.4216,119.2334,72.43609,25.08829,1,0,0,1,,1
12.15413,820.5833,120.3714,77.06517,26.6488,1,0,0,1,,1
12.37413,823.3204,121.2699,82.4074,28.24879,1,0,0,1,,1
