time,x,y,z,speed,wheels,up,station,clearance,throttle,brake,steer
0.01999999,1219.993,110.5692,-300,0.3598559,4,1,5.007202,0.1791992,1,0,0
0.03999998,1219.978,110.5677,-300,0.717445,4,1,5.021606,0.177742,1,0,0
0.05999998,1219.957,110.5658,-300,1.072782,4,1,5.043091,0.1757736,1,0,0
0.07999997,1219.928,110.5634,-300,1.42588,4,1,5.071655,0.1734238,1,0,0
0.09999996,1219.893,110.5608,-300,1.776754,4,1,5.107178,0.1708221,1,0,0
0.12,1219.85,110.5581,-300,2.125417,4,1,5.149658,0.1680679,1,0,0
0.14,1219.801,110.5553,-300,2.471884,4,1,5.199097,0.1652603,1,0,0
0.1599999,1219.745,110.5525,-300,2.816169,4,1,5.255371,0.1624832,1,0,0
0.1799999,1219.682,110.5498,-300,3.158285,4,1,5.318481,0.1598053,1,0,0
0.1999999,1219.612,110.5473,-300,3.498246,4,1,5.388428,0.1572876,1,0,0
0.2199999,1219.535,110.545,-300,3.836066,4,1,5.46521,0.1549454,1,0,0
0.2399999,1219.451,110.5428,-300,4.171757,4,1,5.548706,0.1528397,1,0,0
0.2599999,1219.361,110.541,-300,4.505333,4,1,5.638794,0.1509705,1,0,0
0.2799999,1219.265,110.5393,-300,4.836809,4,1,5.735474,0.1493454,1,0,0
0.2999999,1219.161,110.538,-300,5.166196,4,1,5.838745,0.1479797,1,0,0
0.3199999,1219.051,110.5369,-300,5.493509,4,1,5.948608,0.1468582,1,0,0
0.3399999,1218.935,110.536,-300,5.818759,4,1,6.064941,0.1459656,1,0,0
0.3599999,1218.812,110.5353,-300,6.141962,4,1,6.187744,0.1453094,1,0,0
0.3799999,1218.683,110.5349,-300,6.463128,4,1,6.317017,0.1448517,1,0,0
0.3999999,1218.547,110.5346,-300,6.782271,4,1,6.452637,0.1445694,1,0,0
0.4199998,1218.405,110.5345,-300,7.099403,4,1,6.594604,0.144455,1,0,0
0.4399998,1218.257,110.5345,-300,7.414538,4,1,6.74292,0.1444855,1,0,0
0.4599998,1218.103,110.5346,-300,7.727688,4,1,6.897461,0.1446228,1,0,0
0.4799998,1217.942,110.5349,-300,8.038865,4,1,7.058228,0.1448593,1,0,0
0.4999998,1217.775,110.5352,-300,8.348082,4,1,7.22522,0.1451569,1,0,0
0.5199998,1217.602,110.5355,-300,8.655351,4,1,7.398315,0.1455231,1,0,0
0.5399998,1217.422,110.5359,-300,8.960684,4,1,7.577515,0.1459198,1,0,0
0.5599998,1217.237,110.5363,-300,9.264094,4,1,7.762817,0.1463318,1,0,0
0.5799998,1217.046,110.5368,-300,9.565593,4,1,7.954102,0.1467514,1,0,0
0.5999998,1216.849,110.5372,-300,9.865192,4,1,8.151367,0.1471634,1,0,0
0.6199998,1216.645,110.5376,-300,10.1629,4,1,8.354614,0.1475601,1,0,0
0.6399997,1216.436,110.5379,-300,10.45874,4,1,8.563843,0.147934,1,0,0
0.6599998,1216.221,110.5383,-300,10.75271,4,1,8.778931,0.1482697,1,0,0
0.6799998,1216,110.5386,-300,11.04484,4,1,8.999878,0.1485825,1,0,0
0.6999997,1215.773,110.5389,-300,11.33512,4,1,9.226563,0.1488495,1,0,0
