time,x,y,z,speed,wheels,target,throttle,brake,steer
0.01999999,990.0071,164.562,115.0022,0.3599406,2,1,1,0,-3.127774E-07
0.03999998,990.0215,164.5563,115.0066,0.7182598,2,2,1,0,-0.01055954
0.05999998,990.0428,164.5479,115.0132,1.075449,2,3,1,0,-0.01977134
0.07999997,990.0712,164.5372,115.022,1.431954,2,4,1,0,-0.02763414
0.09999996,990.1066,164.5243,115.0329,1.788163,2,5,1,0,-0.03436882
0.12,990.149,164.5093,115.0459,2.144392,2,6,1,0,-0.04003214
0.14,990.1984,164.4924,115.0611,2.500913,2,6,1,0,-0.04013677
0.1599999,990.2546,164.4736,115.0784,2.858088,2,6,1,0,-0.0402357
0.1799999,990.3176,164.4544,115.0977,3.212623,4,6,1,0,-0.04029614
0.1999999,990.3873,164.435,115.1191,3.566676,4,6,1,0,-0.04024038
0.2199999,990.4635,164.4156,115.1425,3.920313,4,6,1,0,-0.04007013
0.2399999,990.5463,164.3963,115.1681,4.272957,4,6,1,0,-0.03979751
0.2599999,990.6356,164.3772,115.1956,4.624509,4,6,1,0,-0.03941926
0.2799999,990.7316,164.3581,115.2253,4.974906,4,7,1,0,-0.04299234
0.2999999,990.834,164.3391,115.2571,5.324112,4,7,1,0,-0.04228301
0.3199999,990.9435,164.3201,115.2911,5.669793,4,7,1,0,-0.04143951
0.3399999,991.0592,164.3009,115.3272,5.992775,4,7,0.9311448,0,-0.04040403
0.3599999,991.1797,164.2811,115.3649,6.242678,4,7,0.7050572,0,-0.0392064
0.3799999,991.3038,164.2608,115.4038,6.436966,4,7,0.5301256,0,-0.03787064
0.3999999,991.4307,164.2396,115.4436,6.588733,4,7,0.3941235,0,-0.03644573
0.4199998,991.5594,164.2175,115.4842,6.707709,4,7,0.2878871,0,-0.03495844
0.4399998,991.6897,164.1944,115.5253,6.801475,4,7,0.2046035,0,-0.03343162
0.4599998,991.8209,164.1699,115.567,6.875778,4,8,0.1389678,0,-0.03422656
0.4799998,991.9529,164.1439,115.609,6.93507,4,8,0.08695526,0,-0.03251483
0.4999998,992.0842,164.1167,115.6509,6.920481,4,8,0.04545131,0,-0.03080175
0.5199998,992.2159,164.0879,115.6931,6.97288,4,8,0.05566316,0,-0.02911084
0.5399998,992.3467,164.0579,115.7351,6.952181,4,8,0.01898408,0,-0.02746023
0.5599998,992.4767,164.0267,115.7771,6.937448,4,8,0.03347339,0,-0.02586104
