time,speed,travel,x,y,z,grounded,lift,torque,contact,throttle,brake,steering,velocity,water,up,localZ,vx,vy,vz,yaw,angularSpeed
0.280,42.511,11.913,-630.401,8.340,-138.148,4,10.918,0.015,"",0.242,0.000,-0.008,42.511,0.000,1.000,-28.087,-0.701,0.121,42.505,-0.179,0.004
0.300,42.505,12.764,-630.415,8.343,-137.298,4,10.800,0.012,"",0.244,0.000,0.008,42.505,0.000,1.000,-27.236,-0.701,0.141,42.499,0.183,0.004
0.320,42.500,13.614,-630.429,8.346,-136.449,4,10.670,0.009,"",0.247,0.000,-0.008,42.500,0.000,1.000,-26.387,-0.701,0.158,42.494,-0.187,0.003
0.340,42.495,14.463,-630.443,8.349,-135.599,4,10.534,0.008,"",0.250,0.000,0.009,42.495,0.000,1.000,-25.537,-0.701,0.173,42.489,0.190,0.003
0.360,42.489,15.313,-630.457,8.353,-134.749,4,10.399,0.006,"",0.253,0.000,-0.009,42.489,0.000,1.000,-24.687,-0.700,0.185,42.483,-0.192,0.003
0.380,42.484,16.163,-630.471,8.357,-133.900,4,10.267,0.005,"",0.255,0.000,-0.009,42.484,0.000,1.000,-23.837,-0.701,0.194,42.478,-0.194,0.007
0.400,42.479,17.012,-630.485,8.361,-133.050,4,10.143,0.004,"",0.258,0.000,0.009,42.480,0.000,1.000,-22.988,-0.701,0.200,42.473,0.195,0.002
0.420,42.475,17.862,-630.499,8.365,-132.201,4,10.029,0.003,"",0.260,0.000,0.009,42.475,0.000,1.000,-22.138,-0.702,0.205,42.468,0.196,0.004
0.440,42.470,18.711,-630.513,8.369,-131.351,4,9.925,0.002,"",0.263,0.000,0.009,42.470,0.000,1.000,-21.289,-0.703,0.207,42.464,0.196,0.008
0.460,42.465,19.561,-630.527,8.373,-130.502,4,9.835,0.002,"",0.265,0.000,-0.009,42.465,0.000,1.000,-20.439,-0.702,0.207,42.459,-0.197,0.002
0.480,42.461,20.410,-630.541,8.377,-129.653,4,9.757,0.002,"",0.267,0.000,-0.009,42.461,0.000,1.000,-19.590,-0.701,0.206,42.455,-0.198,0.003
0.500,42.457,21.259,-630.555,8.381,-128.804,4,9.693,0.002,"",0.270,0.000,-0.009,42.457,0.000,1.000,-18.741,-0.700,0.204,42.450,-0.198,0.007
0.520,42.452,22.108,-630.569,8.385,-127.955,4,9.641,0.002,"",0.272,0.000,0.009,42.453,0.000,1.000,-17.892,-0.701,0.201,42.446,0.198,0.002
0.540,42.448,22.957,-630.583,8.389,-127.106,4,9.602,0.002,"",0.274,0.000,0.009,42.448,0.000,1.000,-17.043,-0.701,0.196,42.442,0.199,0.004
0.560,42.444,23.806,-630.597,8.393,-126.258,4,9.574,0.002,"",0.276,0.000,0.009,42.444,0.000,1.000,-16.194,-0.701,0.192,42.438,0.199,0.008
0.580,42.440,24.655,-630.611,8.397,-125.409,4,9.556,0.002,"",0.278,0.000,-0.009,42.441,0.000,1.000,-15.345,-0.700,0.186,42.434,-0.199,0.002
0.600,42.437,25.503,-630.625,8.401,-124.560,4,9.548,0.002,"",0.280,0.000,-0.009,42.437,0.000,1.000,-14.497,-0.699,0.181,42.431,-0.199,0.003
0.620,42.433,26.352,-630.639,8.404,-123.712,4,9.547,0.002,"",0.282,0.000,-0.009,42.433,0.000,1.000,-13.648,-0.699,0.176,42.427,-0.199,0.007
0.640,42.429,27.201,-630.653,8.407,-122.863,4,9.554,0.002,"",0.283,0.000,0.009,42.429,0.000,1.000,-12.799,-0.699,0.171,42.423,0.199,0.002
0.660,42.426,28.049,-630.667,8.411,-122.015,4,9.566,0.002,"",0.285,0.000,0.009,42.426,0.000,1.000,-11.951,-0.700,0.166,42.420,0.200,0.004
0.680,42.423,28.897,-630.681,8.414,-121.167,4,9.582,0.002,"",0.287,0.000,0.009,42.423,0.000,1.000,-11.103,-0.700,0.161,42.417,0.199,0.008
0.700,42.419,29.746,-630.695,8.417,-120.318,4,9.601,0.002,"",0.289,0.000,-0.009,42.419,0.000,1.000,-10.254,-0.699,0.157,42.413,-0.199,0.002
0.720,42.416,30.594,-630.709,8.420,-119.470,4,9.623,0.002,"",0.290,0.000,-0.009,42.416,0.000,1.000,-9.406,-0.698,0.153,42.410,-0.200,0.003
0.740,42.413,31.442,-630.723,8.423,-118.622,4,9.646,0.002,"",0.292,0.000,-0.009,42.413,0.000,1.000,-8.558,-0.697,0.150,42.407,-0.199,0.008
0.760,42.410,32.291,-630.737,8.426,-117.774,4,9.670,0.002,"",0.294,0.000,0.009,42.410,0.000,1.000,-7.709,-0.698,0.147,42.404,0.200,0.002
0.780,42.407,33.139,-630.751,8.429,-116.926,4,9.694,0.001,"",0.295,0.000,0.009,42.407,0.000,1.000,-6.861,-0.699,0.145,42.401,0.199,0.003
0.800,42.404,33.987,-630.765,8.432,-116.078,4,9.717,0.001,"",0.297,0.000,0.009,42.404,0.000,1.000,-6.013,-0.699,0.143,42.398,0.200,0.008
0.820,42.401,34.835,-630.779,8.435,-115.230,4,9.739,0.001,"",0.298,0.000,-0.009,42.401,0.000,1.000,-5.165,-0.698,0.142,42.395,-0.200,0.002
0.840,42.399,35.683,-630.793,8.438,-114.382,4,9.759,0.001,"",0.299,0.000,-0.009,42.399,0.000,1.000,-4.317,-0.697,0.141,42.393,-0.200,0.003
0.860,42.396,36.531,-630.806,8.440,-113.534,4,9.778,0.001,"",0.301,0.000,-0.009,42.396,0.000,1.000,-3.469,-0.696,0.140,42.390,-0.200,0.008
0.880,42.393,37.379,-630.820,8.443,-112.687,4,9.794,0.001,"",0.302,0.000,0.009,42.393,0.000,1.000,-2.621,-0.697,0.140,42.387,0.200,0.002
0.900,42.391,38.226,-630.834,8.446,-111.839,4,9.809,0.001,"",0.303,0.000,0.009,42.391,0.000,1.000,-1.774,-0.698,0.140,42.385,0.200,0.003
0.920,42.388,39.074,-630.848,8.449,-110.991,4,9.821,0.001,"",0.305,0.000,-0.009,42.388,0.000,1.000,-0.926,-0.698,0.140,42.382,-0.200,0.002
0.940,42.386,39.922,-630.862,8.452,-110.144,4,9.831,0.000,"",0.306,0.000,0.009,42.386,0.000,1.000,-0.078,-0.698,0.140,42.380,0.200,0.003
0.960,42.384,40.770,-630.876,8.454,-109.296,4,9.839,0.000,"",0.307,0.000,-0.009,42.384,0.000,1.000,0.770,-0.698,0.141,42.378,-0.200,0.002
0.980,42.381,41.617,-630.890,8.457,-108.449,4,9.845,0.000,"",0.308,0.000,0.009,42.381,0.000,1.000,1.617,-0.699,0.142,42.375,0.201,0.003
1.000,42.379,42.465,-630.904,8.460,-107.601,4,9.850,0.000,"",0.309,0.000,-0.009,42.379,0.000,1.000,2.465,-0.698,0.142,42.373,-0.200,0.002
1.020,42.377,43.312,-630.918,8.463,-106.754,4,9.852,0.000,"",0.310,0.000,0.009,42.377,0.000,1.000,3.312,-0.698,0.143,42.371,0.200,0.003
1.040,42.375,44.160,-630.932,8.466,-105.906,4,9.854,0.000,"",0.311,0.000,-0.009,42.375,0.000,1.000,4.160,-0.698,0.144,42.369,-0.200,0.002
1.060,42.373,45.007,-630.946,8.469,-105.059,4,9.854,0.000,"",0.313,0.000,-0.009,42.373,0.000,1.000,5.007,-0.698,0.145,42.367,-0.201,0.007
1.080,42.371,45.855,-630.960,8.472,-104.212,4,9.853,0.000,"",0.314,0.000,0.009,42.371,0.000,1.000,5.855,-0.699,0.146,42.365,0.201,0.001
1.100,42.369,46.702,-630.974,8.475,-103.365,4,9.851,0.000,"",0.315,0.000,0.009,42.369,0.000,1.000,6.702,-0.700,0.147,42.363,0.201,0.004
1.120,42.367,47.549,-630.988,8.478,-102.517,4,9.849,0.000,"",0.315,0.000,0.009,42.367,0.000,1.000,7.549,-0.700,0.147,42.361,0.201,0.008
1.140,42.365,48.397,-631.002,8.480,-101.670,4,9.846,0.000,"",0.316,0.000,-0.009,42.365,0.000,1.000,8.397,-0.700,0.148,42.359,-0.201,0.002
1.160,42.364,49.244,-631.016,8.483,-100.823,4,9.843,0.000,"",0.317,0.000,-0.009,42.364,0.000,1.000,9.244,-0.699,0.149,42.358,-0.201,0.003
1.180,42.362,50.091,-631.030,8.487,-99.976,4,10.424,0.000,"",0.318,0.000,-0.009,42.362,0.000,1.000,10.091,-0.698,0.161,42.356,-0.201,0.019
1.200,42.360,50.938,-631.044,8.490,-99.129,4,10.430,0.095,"",0.319,0.000,0.010,42.360,0.000,1.000,10.938,-0.699,0.173,42.354,0.221,0.026
1.220,42.358,51.785,-631.058,8.494,-98.282,4,10.475,0.148,"",0.320,0.000,0.011,42.358,0.000,1.000,11.785,-0.699,0.187,42.352,0.251,0.029
1.240,42.356,52.632,-631.072,8.498,-97.435,4,11.099,0.174,"",0.321,0.000,-0.013,42.356,0.000,1.000,12.632,-0.699,0.212,42.350,-0.283,0.011
1.260,42.355,53.479,-631.086,8.503,-96.588,4,10.884,0.089,"",0.322,0.000,0.013,42.355,0.000,1.000,13.479,-0.699,0.234,42.348,0.296,0.005
1.280,42.353,54.326,-631.100,8.508,-95.741,4,10.605,0.037,"",0.323,0.000,-0.013,42.353,0.000,1.000,14.326,-0.699,0.250,42.346,-0.296,0.006
1.300,42.351,55.173,-631.114,8.513,-94.894,4,10.312,0.007,"",0.324,0.000,-0.013,42.351,0.000,1.000,15.173,-0.699,0.260,42.345,-0.290,0.012
1.320,42.349,56.020,-631.128,8.518,-94.047,4,10.036,0.010,"",0.324,0.000,0.013,42.349,0.000,1.000,16.020,-0.700,0.264,42.343,0.281,0.009
1.340,42.348,56.867,-631.142,8.524,-93.201,4,9.792,0.018,"",0.325,0.000,0.012,42.348,0.000,1.000,16.867,-0.701,0.264,42.341,0.271,0.010
1.360,42.346,57.714,-631.156,8.529,-92.354,4,9.589,0.021,"",0.326,0.000,0.012,42.346,0.000,1.000,17.714,-0.701,0.259,42.340,0.261,0.013
1.380,42.345,58.561,-631.170,8.534,-91.507,4,9.429,0.022,"",0.327,0.000,-0.011,42.345,0.000,1.000,18.561,-0.700,0.252,42.338,-0.252,0.008
1.400,42.343,59.408,-631.184,8.539,-90.660,4,9.310,0.020,"",0.328,0.000,-0.011,42.344,0.000,1.000,19.408,-0.699,0.242,42.337,-0.243,0.007
1.420,42.342,60.255,-631.198,8.543,-89.813,4,9.231,0.018,"",0.328,0.000,-0.011,42.342,0.000,1.000,20.255,-0.698,0.230,42.336,-0.237,0.010
1.440,42.341,61.102,-631.212,8.548,-88.967,4,9.185,0.016,"",0.329,0.000,0.010,42.341,0.000,1.000,21.102,-0.698,0.217,42.335,0.230,0.005
1.460,42.340,61.949,-631.226,8.552,-88.120,4,9.170,0.014,"",0.330,0.000,0.010,42.340,0.000,1.000,21.949,-0.699,0.205,42.334,0.226,0.005
1.480,42.339,62.795,-631.240,8.555,-87.273,4,9.178,0.011,"",0.330,0.000,-0.010,42.339,0.000,1.000,22.795,-0.699,0.192,42.332,-0.221,0.003
1.500,42.338,63.642,-631.254,8.559,-86.427,4,9.286,0.100,"",0.331,0.000,0.010,42.338,0.000,1.000,23.642,-0.699,0.182,42.331,0.219,0.004
1.520,42.336,64.489,-631.268,8.563,-85.580,4,9.927,0.419,"",0.331,0.000,-0.010,42.336,0.000,1.000,24.489,-0.699,0.184,42.330,-0.220,0.029
1.540,42.335,65.335,-631.282,8.567,-84.734,4,11.243,0.145,"",0.332,0.000,0.011,42.335,0.000,1.000,25.335,-0.699,0.213,42.329,0.253,0.074
1.560,42.334,66.180,-631.296,8.573,-83.889,4,13.334,0.474,"",0.332,0.000,-0.015,42.334,0.000,1.000,26.180,-0.698,0.284,42.327,-0.337,0.162
1.580,42.331,67.025,-631.310,8.581,-83.044,4,16.277,0.502,"",0.333,0.000,0.024,42.332,0.000,1.000,27.025,-0.698,0.415,42.324,0.523,0.271
1.600,41.946,67.842,-631.332,8.628,-82.227,4,20.348,0.427,"Reverse supported roadworks transition:(-0.017, 0.990, -0.138) separation=0.0133 impulse=1823.321;Reverse supported roadworks transition:(-0.017, 0.990, -0.138) separation=-0.0217 impulse=1823.321;Reverse supported roadworks transition:(-0.017, 0.990, -0.138) separation=-0.0561 impulse=1823.321;Reverse supported roadworks transition:(-0.017, 0.990, -0.138) separation=-0.0220 impulse=1823.321;Reverse supported roadworks transition:(-0.017, 0.990, -0.138) separation=-0.0568 impulse=1823.321;Reverse supported roadworks transition:(-0.017, 0.990, -0.138) separation=-0.0301 impulse=1823.321;Reverse supported roadworks transition:(-0.060, 0.998, -0.005) separation=-0.0221 impulse=1823.321;",0.334,0.000,-0.037,41.955,0.000,0.998,27.842,-0.726,1.797,41.910,-0.833,1.820
1.620,41.775,68.662,-631.352,8.683,-81.408,4,26.498,8.230,"Reverse supported roadworks transition:(-0.014, 0.988, -0.153) separation=-0.0018 impulse=719.455;Reverse supported roadworks transition:(-0.014, 0.988, -0.153) separation=-0.0085 impulse=719.455;Reverse supported roadworks transition:(-0.014, 0.988, -0.153) separation=-0.0187 impulse=719.455;Reverse supported roadworks transition:(-0.014, 0.988, -0.153) separation=0.0023 impulse=719.455;Reverse supported roadworks transition:(-0.014, 0.988, -0.153) separation=0.0086 impulse=719.455;Reverse supported roadworks transition:(-0.083, 0.997, -0.005) separation=-0.0085 impulse=719.455;",0.527,0.000,0.164,41.806,0.000,0.994,28.662,-0.780,2.590,41.718,3.616,1.741
1.640,41.629,69.481,-631.374,8.750,-80.589,4,31.283,8.227,"Reverse supported roadworks transition:(-0.092, 0.982, -0.164) separation=0.0181 impulse=532.201;Reverse supported roadworks transition:(-0.092, 0.982, -0.164) separation=-0.0095 impulse=532.201;Reverse supported roadworks transition:(0.003, 0.987, -0.163) separation=0.0181 impulse=532.201;Reverse supported roadworks transition:(0.003, 0.987, -0.163) separation=0.0172 impulse=532.201;Reverse supported roadworks transition:(0.003, 0.987, -0.163) separation=-0.0095 impulse=532.201;Reverse supported roadworks transition:(-0.096, 0.995, -0.005) separation=0.0181 impulse=532.201;",0.613,0.000,0.261,41.686,0.000,0.990,29.481,-0.876,3.350,41.542,5.771,1.605
1.660,41.426,70.301,-631.385,8.848,-79.769,4,34.587,7.859,"Reverse supported roadworks transition:(-0.021, 0.992, -0.126) separation=0.0030 impulse=1485.390;Reverse supported roadworks transition:(-0.021, 0.992, -0.126) separation=-0.0084 impulse=1485.390;Reverse supported roadworks transition:(-0.021, 0.992, -0.126) separation=0.0039 impulse=1485.390;Reverse supported roadworks transition:(-0.021, 0.992, -0.126) separation=0.0074 impulse=1485.390;Reverse supported roadworks transition:(-0.123, 0.992, -0.006) separation=0.0029 impulse=1485.390;Reverse supported roadworks transition:(-0.031, 1.000, -0.004) separation=0.0075 impulse=1485.390;",0.686,0.000,0.345,41.438,0.000,0.990,30.301,-0.882,4.801,41.150,7.618,0.949
1.680,41.213,71.107,-631.405,8.971,-78.964,4,33.901,4.975,"Reverse supported roadworks transition:(-0.011, 0.987, -0.158) separation=0.0114 impulse=1323.792;Reverse supported roadworks transition:(-0.011, 0.987, -0.158) separation=-0.0254 impulse=1323.792;Reverse supported roadworks transition:(-0.011, 0.987, -0.158) separation=-0.0472 impulse=1323.792;Reverse supported roadworks transition:(-0.011, 0.987, -0.158) separation=0.0179 impulse=1323.792;Reverse supported roadworks transition:(-0.011, 0.987, -0.158) separation=-0.0438 impulse=1323.792;Reverse supported roadworks transition:(-0.011, 0.987, -0.158) separation=-0.0251 impulse=1323.792;Reverse supported roadworks transition:(-0.130, 0.991, -0.006) separation=-0.0040 impulse=1323.792;Reverse supported roadworks transition:(-0.130, 0.991, -0.006) separation=0.0112 impulse=1323.792;Reverse supported roadworks transition:(-0.130, 0.991, -0.006) separation=-0.0431 impulse=1323.792;Reverse supported roadworks transition:(-0.130, 0.991, -0.006) separation=-0.0222 impulse=1323.792;Reverse supported roadworks transition:(-0.118, 0.977, -0.176) separation=0.0113 impulse=1323.792;Reverse supported roadworks transition:(-0.118, 0.977, -0.176) separation=-0.0435 impulse=1323.792;Reverse supported roadworks transition:(-0.118, 0.977, -0.176) separation=-0.0224 impulse=1323.792;Reverse supported roadworks transition:(-0.118, 0.977, -0.176) separation=-0.0224 impulse=1323.792;Reverse supported roadworks transition:(-0.118, 0.977, -0.176) separation=-0.0040 impulse=1323.792;Reverse supported roadworks transition:(-0.118, 0.977, -0.176) separation=-0.0040 impulse=1323.792;",0.787,0.000,0.363,41.220,0.000,0.986,31.107,-1.044,6.105,40.752,8.028,1.052
1.700,41.137,71.913,-631.427,9.114,-78.157,4,30.456,5.462,"Reverse supported roadworks transition:(-0.021, 0.990, -0.142) separation=0.0017 impulse=589.770;Reverse supported roadworks transition:(-0.021, 0.990, -0.142) separation=-0.0036 impulse=589.770;Reverse supported roadworks transition:(-0.021, 0.990, -0.142) separation=-0.0211 impulse=589.770;Reverse supported roadworks transition:(-0.021, 0.990, -0.142) separation=0.0026 impulse=589.770;Reverse supported roadworks transition:(-0.021, 0.990, -0.142) separation=-0.0152 impulse=589.770;Reverse supported roadworks transition:(-0.021, 0.990, -0.142) separation=-0.0152 impulse=589.770;Reverse supported roadworks transition:(-0.132, 0.975, -0.181) separation=0.0073 impulse=589.770;Reverse supported roadworks transition:(-0.132, 0.975, -0.181) separation=0.0127 impulse=589.770;Reverse supported roadworks transition:(-0.132, 0.975, -0.181) separation=-0.0114 impulse=589.770;Reverse supported roadworks transition:(-0.132, 0.975, -0.181) separation=-0.0009 impulse=589.770;Reverse supported roadworks transition:(-0.126, 0.992, -0.006) separation=0.0003 impulse=589.770;Reverse supported roadworks transition:(-0.126, 0.992, -0.006) separation=-0.0112 impulse=589.770;Reverse supported roadworks transition:(-0.126, 0.992, -0.006) separation=0.0149 impulse=589.770;Reverse supported roadworks transition:(-0.126, 0.992, -0.006) separation=0.0125 impulse=589.770;Reverse supported roadworks transition:(-0.126, 0.992, -0.006) separation=-0.0009 impulse=589.770;Reverse supported roadworks transition:(-0.126, 0.992, -0.006) separation=0.0072 impulse=589.770;Reverse supported roadworks transition:(-0.060, 0.998, -0.005) separation=-0.0129 impulse=589.770;Reverse supported roadworks transition:(-0.060, 0.998, -0.005) separation=0.0018 impulse=589.770;",0.894,0.000,0.430,41.139,0.000,0.985,31.913,-1.064,6.889,40.544,9.503,0.444
1.720,41.102,72.718,-631.450,9.265,-77.353,4,25.844,3.123,"Reverse supported roadworks transition:(-0.025, 0.986, -0.164) separation=-0.0027 impulse=263.675;Reverse supported roadworks transition:(-0.025, 0.986, -0.164) separation=-0.0011 impulse=263.675;Reverse supported roadworks transition:(-0.025, 0.986, -0.164) separation=-0.0199 impulse=263.675;Reverse supported roadworks transition:(-0.025, 0.986, -0.164) separation=0.0160 impulse=263.675;Reverse supported roadworks transition:(-0.025, 0.986, -0.164) separation=-0.0199 impulse=263.675;Reverse supported roadworks transition:(-0.025, 0.986, -0.164) separation=-0.0154 impulse=263.675;Reverse supported roadworks transition:(-0.156, 0.970, -0.188) separation=0.0177 impulse=263.675;Reverse supported roadworks transition:(-0.156, 0.970, -0.188) separation=-0.0152 impulse=263.675;Reverse supported roadworks transition:(-0.156, 0.970, -0.188) separation=0.0043 impulse=263.675;Reverse supported roadworks transition:(-0.156, 0.970, -0.188) separation=0.0112 impulse=263.675;Reverse supported roadworks transition:(-0.156, 0.970, -0.188) separation=-0.0046 impulse=263.675;Reverse supported roadworks transition:(-0.156, 0.970, -0.188) separation=-0.0046 impulse=263.675;Reverse supported roadworks transition:(-0.148, 0.989, -0.006) separation=0.0033 impulse=263.675;Reverse supported roadworks transition:(-0.148, 0.989, -0.006) separation=-0.0149 impulse=263.675;Reverse supported roadworks transition:(-0.148, 0.989, -0.006) separation=0.0156 impulse=263.675;Reverse supported roadworks transition:(-0.148, 0.989, -0.006) separation=0.0174 impulse=263.675;Reverse supported roadworks transition:(-0.148, 0.989, -0.006) separation=-0.0045 impulse=263.675;Reverse supported roadworks transition:(-0.148, 0.989, -0.006) separation=0.0043 impulse=263.675;",0.932,0.000,-0.442,41.106,0.000,0.983,32.718,-1.026,7.375,40.425,-9.914,0.383
1.740,41.071,73.516,-631.479,9.434,-76.555,4,23.299,0.914,"Reverse supported roadworks transition:(-0.032, 0.983, -0.180) separation=0.0079 impulse=268.958;Reverse supported roadworks transition:(-0.032, 0.983, -0.180) separation=0.0089 impulse=268.958;Reverse supported roadworks transition:(-0.032, 0.983, -0.180) separation=0.0016 impulse=268.958;Reverse supported roadworks transition:(-0.032, 0.983, -0.180) separation=0.0182 impulse=268.958;Reverse supported roadworks transition:(-0.032, 0.983, -0.180) separation=-0.0135 impulse=268.958;Reverse supported roadworks transition:(-0.032, 0.983, -0.180) separation=-0.0135 impulse=268.958;Reverse supported roadworks transition:(-0.165, 0.986, -0.006) separation=0.0194 impulse=268.958;Reverse supported roadworks transition:(-0.165, 0.986, -0.006) separation=0.0147 impulse=268.958;Reverse supported roadworks transition:(-0.165, 0.986, -0.006) separation=-0.0040 impulse=268.958;Reverse supported roadworks transition:(-0.165, 0.986, -0.006) separation=0.0043 impulse=268.958;Reverse supported roadworks transition:(-0.165, 0.986, -0.006) separation=0.0113 impulse=268.958;Reverse supported roadworks transition:(-0.165, 0.986, -0.006) separation=0.0166 impulse=268.958;Reverse supported roadworks transition:(-0.168, 0.967, -0.190) separation=-0.0040 impulse=268.958;Reverse supported roadworks transition:(-0.168, 0.967, -0.190) separation=0.0044 impulse=268.958;Reverse supported roadworks transition:(-0.168, 0.967, -0.190) separation=0.0197 impulse=268.958;Reverse supported roadworks transition:(-0.168, 0.967, -0.190) separation=0.0044 impulse=268.958;Reverse supported roadworks transition:(-0.168, 0.967, -0.190) separation=0.0115 impulse=268.958;Reverse supported roadworks transition:(-0.168, 0.967, -0.190) separation=0.0169 impulse=268.958;Reverse supported roadworks transition:(-0.227, 0.974, -0.007) separation=-0.8865 impulse=268.958;Reverse supported roadworks transition:(-0.227, 0.974, -0.007) separation=-0.8865 impulse=268.958;Reverse supported roadworks transition:(-0.227, 0.974, -0.007) separation=-0.8865 impulse=268.958;",0.949,0.000,-0.460,41.074,0.000,0.980,33.516,-0.918,7.822,40.311,-10.326,0.465
1.760,41.068,74.323,-631.498,9.596,-75.749,4,22.156,0.750,"Reverse supported roadworks transition:(-0.017, 0.983, -0.185) separation=0.0155 impulse=0.000;Reverse supported roadworks transition:(-0.017, 0.983, -0.185) separation=0.0125 impulse=0.000;Reverse supported roadworks transition:(-0.123, 0.992, -0.006) separation=0.0152 impulse=0.000;Reverse supported roadworks transition:(-0.118, 0.977, -0.176) separation=0.0155 impulse=0.000;",0.965,0.000,-0.497,41.073,0.000,0.981,34.323,-0.863,8.074,40.263,-11.178,0.463
1.780,41.065,75.129,-631.516,9.761,-74.943,4,18.113,1.252,"",0.966,0.000,-0.491,41.075,0.000,0.981,35.129,-0.780,8.245,40.231,-11.057,0.436
1.800,41.064,75.934,-631.533,9.928,-74.138,4,14.510,1.112,"",0.967,0.000,-0.484,41.076,0.000,0.981,35.934,-0.687,8.353,40.212,-10.915,0.411
