time,speed,travel,x,y,z,grounded,lift,torque,contact,throttle,brake,steering,velocity,water,up,localZ,vx,vy,vz,yaw,angularSpeed
0.020,42.596,0.852,-625.519,8.342,-149.131,4,7.800,0.076,"Ground_80_320:(-0.009, 1.000, -0.004) separation=-0.1360 impulse=12834.750;Ground_80_320:(-0.009, 1.000, -0.004) separation=-0.0022 impulse=12834.750;Ground_80_320:(-0.009, 1.000, -0.004) separation=-0.1564 impulse=12834.750;Ground_80_320:(-0.009, 1.000, -0.004) separation=0.0197 impulse=12834.750;Ground_80_320:(-0.009, 1.000, -0.004) separation=-0.1518 impulse=12834.750;Ground_80_320:(-0.009, 1.000, -0.004) separation=-0.1513 impulse=12834.750;Ground_80_320:(-0.009, 1.000, -0.004) separation=-0.0207 impulse=280.744;Ground_80_320:(-0.009, 1.000, -0.004) separation=-0.0001 impulse=280.744;Ground_80_320:(-0.009, 1.000, -0.004) separation=-0.0253 impulse=280.744;Ground_80_320:(-0.009, 1.000, -0.004) separation=0.0062 impulse=280.744;Ground_80_320:(-0.009, 1.000, -0.004) separation=-0.0304 impulse=280.744;Ground_80_320:(-0.009, 1.000, -0.004) separation=-0.0271 impulse=280.744;Ground_80_320:(-0.009, 1.000, -0.004) separation=0.0032 impulse=0.000;Ground_80_320:(-0.009, 1.000, -0.004) separation=0.0001 impulse=0.000;Ground_80_320:(-0.009, 1.000, -0.004) separation=0.0033 impulse=0.000;Ground_80_320:(-0.009, 1.000, -0.004) separation=0.0013 impulse=0.000;Ground_80_320:(-0.009, 1.000, -0.004) separation=-0.0080 impulse=0.000;Ground_80_320:(-0.009, 1.000, -0.004) separation=-0.0072 impulse=0.000;Ground_80_320:(-0.009, 1.000, -0.004) separation=0.0081 impulse=0.000;Ground_80_320:(-0.009, 1.000, -0.004) separation=0.0187 impulse=0.000;Ground_80_320:(-0.009, 1.000, -0.004) separation=0.0178 impulse=0.000;Ground_80_320:(-0.009, 1.000, -0.004) separation=0.0103 impulse=0.000;Ground_80_320:(-0.009, 1.000, -0.004) separation=0.0035 impulse=0.000;Ground_80_320:(-0.009, 1.000, -0.004) separation=0.0035 impulse=0.000;Ground_80_320:(-0.008, 1.000, -0.004) separation=0.0194 impulse=0.000;Ground_80_320:(-0.008, 1.000, -0.004) separation=0.0189 impulse=0.000;",0.000,0.000,0.000,42.596,0.000,1.000,-39.148,-0.703,-0.042,42.590,0.000,0.012
0.040,42.589,1.703,-625.533,8.341,-148.279,4,8.457,0.013,"",0.202,0.000,0.000,42.589,0.000,1.000,-38.297,-0.703,-0.069,42.583,0.000,0.017
0.060,42.582,2.555,-625.547,8.339,-147.428,4,9.070,0.022,"",0.206,0.000,0.001,42.582,0.000,1.000,-37.445,-0.703,-0.083,42.576,0.028,0.019
0.080,42.575,3.406,-625.561,8.337,-146.577,4,9.616,0.039,"",0.209,0.000,-0.002,42.575,0.000,1.000,-36.594,-0.702,-0.087,42.569,-0.052,0.019
0.100,42.568,4.258,-625.575,8.336,-145.726,4,10.078,0.046,"",0.213,0.000,0.003,42.568,0.000,1.000,-35.742,-0.702,-0.082,42.562,0.074,0.017
0.120,42.561,5.109,-625.589,8.334,-144.875,4,10.449,0.046,"",0.216,0.000,-0.004,42.561,0.000,1.000,-34.891,-0.702,-0.069,42.555,-0.095,0.015
0.140,42.554,5.960,-625.603,8.333,-144.024,4,10.731,0.043,"",0.220,0.000,0.005,42.554,0.000,1.000,-34.040,-0.702,-0.050,42.549,0.112,0.013
0.160,42.548,6.811,-625.617,8.333,-143.173,4,10.930,0.039,"",0.223,0.000,-0.006,42.548,0.000,1.000,-33.189,-0.702,-0.028,42.542,-0.127,0.011
0.180,42.541,7.661,-625.631,8.333,-142.322,4,11.055,0.034,"",0.226,0.000,0.006,42.541,0.000,1.000,-32.339,-0.702,-0.003,42.535,0.140,0.010
0.200,42.535,8.512,-625.645,8.333,-141.472,4,11.114,0.029,"",0.229,0.000,-0.007,42.535,0.000,1.000,-31.488,-0.701,0.023,42.529,-0.151,0.008
0.220,42.529,9.363,-625.659,8.334,-140.621,4,11.120,0.024,"",0.233,0.000,0.007,42.529,0.000,1.000,-30.637,-0.701,0.049,42.523,0.159,0.007
0.240,42.523,10.213,-625.673,8.336,-139.771,4,11.081,0.020,"",0.236,0.000,-0.008,42.523,0.000,1.000,-29.787,-0.701,0.075,42.517,-0.168,0.006
0.260,42.517,11.063,-625.687,8.338,-138.921,4,11.008,0.017,"",0.239,0.000,0.008,42.517,0.000,1.000,-28.937,-0.701,0.099,42.511,0.172,0.005
0.280,42.511,11.913,-625.701,8.340,-138.071,4,10.908,0.014,"",0.242,0.000,-0.008,42.511,0.000,1.000,-28.087,-0.701,0.121,42.505,-0.178,0.004
0.300,42.505,12.764,-625.715,8.343,-137.221,4,10.790,0.011,"",0.244,0.000,0.008,42.505,0.000,1.000,-27.236,-0.701,0.140,42.499,0.182,0.004
0.320,42.500,13.614,-625.729,8.346,-136.371,4,10.662,0.009,"",0.247,0.000,-0.008,42.500,0.000,1.000,-26.386,-0.701,0.157,42.494,-0.186,0.003
0.340,42.495,14.463,-625.743,8.350,-135.521,4,10.528,0.007,"",0.250,0.000,0.008,42.495,0.000,1.000,-25.537,-0.701,0.172,42.489,0.188,0.003
0.360,42.490,15.313,-625.757,8.353,-134.672,4,10.394,0.006,"",0.253,0.000,-0.009,42.490,0.000,1.000,-24.687,-0.700,0.183,42.483,-0.190,0.003
0.380,42.484,16.163,-625.771,8.357,-133.822,4,10.264,0.005,"",0.255,0.000,0.009,42.484,0.000,1.000,-23.837,-0.700,0.192,42.478,0.192,0.003
0.400,42.480,17.012,-625.785,8.361,-132.973,4,10.141,0.004,"",0.258,0.000,-0.009,42.480,0.000,1.000,-22.988,-0.700,0.199,42.473,-0.193,0.003
0.420,42.475,17.862,-625.799,8.365,-132.123,4,10.028,0.003,"",0.260,0.000,0.009,42.475,0.000,1.000,-22.138,-0.700,0.203,42.469,0.194,0.003
0.440,42.470,18.711,-625.813,8.369,-131.274,4,9.926,0.002,"",0.263,0.000,-0.009,42.470,0.000,1.000,-21.289,-0.700,0.206,42.464,-0.195,0.003
0.460,42.466,19.561,-625.827,8.373,-130.425,4,9.836,0.002,"",0.265,0.000,0.009,42.466,0.000,1.000,-20.439,-0.700,0.206,42.459,0.196,0.003
0.480,42.461,20.410,-625.841,8.377,-129.576,4,9.760,0.002,"",0.267,0.000,-0.009,42.461,0.000,1.000,-19.590,-0.700,0.205,42.455,-0.196,0.003
0.500,42.457,21.259,-625.855,8.382,-128.727,4,9.696,0.001,"",0.269,0.000,0.009,42.457,0.000,1.000,-18.741,-0.700,0.203,42.451,0.197,0.003
0.520,42.453,22.108,-625.869,8.385,-127.878,4,9.645,0.001,"",0.272,0.000,-0.009,42.453,0.000,1.000,-17.892,-0.700,0.199,42.446,-0.197,0.003
0.540,42.448,22.957,-625.883,8.389,-127.029,4,9.606,0.001,"",0.274,0.000,0.009,42.448,0.000,1.000,-17.043,-0.700,0.195,42.442,0.198,0.003
0.560,42.444,23.806,-625.897,8.393,-126.180,4,9.579,0.001,"",0.276,0.000,-0.009,42.444,0.000,1.000,-16.194,-0.700,0.191,42.438,-0.198,0.003
0.580,42.441,24.655,-625.911,8.397,-125.331,4,9.562,0.001,"",0.278,0.000,0.009,42.441,0.000,1.000,-15.345,-0.700,0.186,42.434,0.198,0.003
0.600,42.437,25.503,-625.925,8.401,-124.483,4,9.553,0.000,"",0.280,0.000,-0.009,42.437,0.000,1.000,-14.497,-0.699,0.180,42.431,-0.199,0.003
0.620,42.433,26.352,-625.939,8.404,-123.634,4,9.553,0.000,"",0.282,0.000,0.009,42.433,0.000,1.000,-13.648,-0.700,0.175,42.427,0.198,0.002
0.640,42.430,27.201,-625.953,8.407,-122.786,4,9.560,0.000,"",0.283,0.000,-0.009,42.430,0.000,1.000,-12.799,-0.699,0.170,42.423,-0.199,0.003
0.660,42.426,28.049,-625.967,8.411,-121.937,4,9.572,0.000,"",0.285,0.000,0.009,42.426,0.000,1.000,-11.951,-0.700,0.165,42.420,0.199,0.002
0.680,42.423,28.897,-625.981,8.414,-121.089,4,9.588,0.000,"",0.287,0.000,-0.009,42.423,0.000,1.000,-11.103,-0.699,0.161,42.417,-0.199,0.003
0.700,42.419,29.746,-625.995,8.417,-120.241,4,9.607,0.000,"",0.289,0.000,0.009,42.419,0.000,1.000,-10.254,-0.700,0.157,42.413,0.199,0.002
0.720,42.416,30.594,-626.009,8.420,-119.393,4,9.629,0.000,"",0.290,0.000,-0.009,42.416,0.000,1.000,-9.406,-0.699,0.153,42.410,-0.199,0.003
0.740,42.413,31.442,-626.023,8.423,-118.544,4,9.652,0.000,"",0.292,0.000,0.009,42.413,0.000,1.000,-8.558,-0.700,0.150,42.407,0.200,0.002
0.760,42.410,32.291,-626.037,8.426,-117.696,4,9.675,0.000,"",0.293,0.000,-0.009,42.410,0.000,1.000,-7.709,-0.699,0.147,42.404,-0.199,0.003
0.780,42.407,33.139,-626.051,8.429,-116.848,4,9.698,0.000,"",0.295,0.000,0.009,42.407,0.000,1.000,-6.861,-0.700,0.145,42.401,0.199,0.002
0.800,42.404,33.987,-626.065,8.432,-116.000,4,9.721,0.000,"",0.297,0.000,-0.009,42.404,0.000,1.000,-6.013,-0.699,0.143,42.398,-0.199,0.003
0.820,42.401,34.835,-626.079,8.435,-115.153,4,9.742,0.000,"",0.298,0.000,0.009,42.401,0.000,1.000,-5.165,-0.700,0.142,42.395,0.199,0.002
0.840,42.399,35.683,-626.093,8.438,-114.305,4,9.762,0.000,"",0.299,0.000,-0.009,42.399,0.000,1.000,-4.317,-0.700,0.141,42.393,-0.200,0.003
0.860,42.396,36.531,-626.107,8.440,-113.457,4,9.779,0.000,"",0.301,0.000,0.009,42.396,0.000,1.000,-3.469,-0.700,0.140,42.390,0.199,0.002
0.880,42.393,37.379,-626.121,8.443,-112.609,4,9.795,0.000,"",0.302,0.000,-0.009,42.393,0.000,1.000,-2.621,-0.700,0.140,42.387,-0.200,0.003
0.900,42.391,38.226,-626.135,8.446,-111.761,4,9.809,0.000,"",0.303,0.000,0.009,42.391,0.000,1.000,-1.774,-0.700,0.140,42.385,0.200,0.002
0.920,42.388,39.074,-626.149,8.449,-110.914,4,9.821,0.000,"",0.305,0.000,0.009,42.388,0.000,1.000,-0.926,-0.700,0.140,42.382,0.200,0.007
0.940,42.386,39.922,-626.163,8.452,-110.066,4,9.831,0.000,"",0.306,0.000,-0.009,42.386,0.000,1.000,-0.078,-0.699,0.141,42.380,-0.200,0.001
0.960,42.384,40.770,-626.177,8.454,-109.219,4,9.838,0.000,"",0.307,0.000,-0.009,42.384,0.000,1.000,0.770,-0.698,0.141,42.378,-0.200,0.004
0.980,42.381,41.617,-626.191,8.457,-108.371,4,9.844,0.000,"",0.308,0.000,-0.009,42.381,0.000,1.000,1.617,-0.698,0.142,42.375,-0.200,0.008
1.000,42.379,42.465,-626.205,8.460,-107.524,4,9.848,0.000,"",0.309,0.000,0.009,42.379,0.000,1.000,2.465,-0.698,0.143,42.373,0.200,0.002
1.020,42.377,43.312,-626.218,8.463,-106.676,4,9.851,0.000,"",0.310,0.000,0.009,42.377,0.000,1.000,3.312,-0.699,0.144,42.371,0.200,0.003
1.040,42.375,44.160,-626.232,8.466,-105.829,4,9.852,0.000,"",0.311,0.000,0.009,42.375,0.000,1.000,4.160,-0.700,0.144,42.369,0.200,0.007
1.060,42.373,45.007,-626.246,8.469,-104.981,4,9.852,0.000,"",0.313,0.000,-0.009,42.373,0.000,1.000,5.007,-0.699,0.145,42.367,-0.200,0.001
1.080,42.371,45.855,-626.260,8.472,-104.134,4,9.851,0.000,"",0.314,0.000,-0.009,42.371,0.000,1.000,5.855,-0.699,0.146,42.365,-0.201,0.004
