time,speed,travel,x,y,z,grounded,lift,torque,contact,throttle,brake,steering,velocity,water,up,localZ,vx,vy,vz,yaw,angularSpeed
1.100,42.369,46.702,-626.274,8.475,-103.287,4,9.849,0.000,"",0.315,0.000,-0.009,42.369,0.000,1.000,6.702,-0.699,0.147,42.363,-0.201,0.008
1.120,42.367,47.549,-626.288,8.478,-102.440,4,9.847,0.000,"",0.315,0.000,0.009,42.367,0.000,1.000,7.549,-0.700,0.148,42.361,0.201,0.002
1.140,42.365,48.397,-626.302,8.481,-101.593,4,9.844,0.000,"",0.316,0.000,0.009,42.365,0.000,1.000,8.397,-0.701,0.148,42.359,0.201,0.003
1.160,42.364,49.244,-626.316,8.484,-100.745,4,9.841,0.000,"",0.317,0.000,0.009,42.364,0.000,1.000,9.244,-0.701,0.149,42.358,0.201,0.007
1.180,42.362,50.091,-626.330,8.487,-99.898,4,10.423,0.000,"",0.318,0.000,-0.009,42.362,0.000,1.000,10.091,-0.701,0.161,42.356,-0.201,0.018
1.200,42.360,50.938,-626.344,8.490,-99.051,4,10.429,0.095,"",0.319,0.000,-0.010,42.360,0.000,1.000,10.938,-0.700,0.173,42.354,-0.222,0.026
1.220,42.358,51.785,-626.358,8.494,-98.205,4,10.474,0.148,"",0.320,0.000,0.011,42.358,0.000,1.000,11.785,-0.700,0.187,42.352,0.250,0.029
1.240,42.356,52.632,-626.372,8.498,-97.358,4,11.098,0.174,"",0.321,0.000,-0.013,42.356,0.000,1.000,12.632,-0.700,0.212,42.350,-0.284,0.012
1.260,42.355,53.479,-626.386,8.503,-96.511,4,10.883,0.089,"",0.322,0.000,0.013,42.355,0.000,1.000,13.479,-0.700,0.234,42.348,0.296,0.003
1.280,42.353,54.326,-626.400,8.508,-95.664,4,10.604,0.037,"",0.323,0.000,0.013,42.353,0.000,1.000,14.326,-0.700,0.250,42.346,0.295,0.011
1.300,42.351,55.173,-626.414,8.513,-94.817,4,10.312,0.007,"",0.324,0.000,-0.013,42.351,0.000,1.000,15.173,-0.699,0.260,42.345,-0.290,0.008
1.320,42.349,56.020,-626.428,8.518,-93.970,4,10.036,0.010,"",0.324,0.000,-0.013,42.349,0.000,1.000,16.020,-0.697,0.264,42.343,-0.280,0.011
1.340,42.348,56.867,-626.442,8.524,-93.123,4,9.792,0.018,"",0.325,0.000,-0.012,42.348,0.000,1.000,16.867,-0.697,0.264,42.341,-0.271,0.014
1.360,42.346,57.714,-626.456,8.529,-92.276,4,9.589,0.021,"",0.326,0.000,0.012,42.346,0.000,1.000,17.714,-0.698,0.259,42.340,0.261,0.009
1.380,42.345,58.561,-626.470,8.534,-91.429,4,9.429,0.022,"",0.327,0.000,0.011,42.345,0.000,1.000,18.561,-0.700,0.252,42.338,0.252,0.008
1.400,42.344,59.408,-626.484,8.539,-90.583,4,9.311,0.020,"",0.328,0.000,0.011,42.344,0.000,1.000,19.408,-0.700,0.242,42.337,0.243,0.010
1.420,42.342,60.255,-626.498,8.543,-89.736,4,9.231,0.018,"",0.328,0.000,-0.011,42.342,0.000,1.000,20.255,-0.700,0.230,42.336,-0.237,0.005
1.440,42.341,61.102,-626.512,8.548,-88.889,4,9.186,0.016,"",0.329,0.000,-0.010,42.341,0.000,1.000,21.102,-0.699,0.217,42.335,-0.231,0.006
1.460,42.340,61.949,-626.526,8.552,-88.042,4,9.170,0.014,"",0.330,0.000,0.010,42.340,0.000,1.000,21.949,-0.700,0.205,42.334,0.226,0.004
1.480,42.339,62.795,-626.540,8.556,-87.196,4,9.179,0.011,"",0.330,0.000,0.010,42.339,0.000,1.000,22.795,-0.699,0.192,42.332,0.221,0.007
1.500,42.338,63.642,-626.554,8.559,-86.349,4,9.286,0.100,"",0.331,0.000,-0.010,42.338,0.000,1.000,23.642,-0.698,0.182,42.331,-0.218,0.002
1.520,42.336,64.489,-626.568,8.563,-85.503,4,9.975,0.419,"",0.331,0.000,-0.010,42.336,0.000,1.000,24.489,-0.697,0.185,42.330,-0.219,0.030
1.540,42.335,65.335,-626.582,8.567,-84.657,4,11.425,0.425,"",0.332,0.000,-0.011,42.335,0.000,1.000,25.335,-0.697,0.218,42.329,-0.254,0.086
1.560,42.334,66.180,-626.596,8.573,-83.811,4,13.668,0.405,"",0.332,0.000,0.016,42.334,0.000,1.000,26.180,-0.699,0.296,42.327,0.352,0.176
1.580,42.331,67.025,-626.610,8.582,-82.967,4,16.912,0.406,"",0.333,0.000,0.025,42.332,0.000,1.000,27.025,-0.700,0.439,42.324,0.555,0.292
1.600,41.961,67.842,-626.623,8.630,-82.150,4,21.421,0.258,"Reverse supported roadworks transition:(0.002, 0.991, -0.136) separation=-0.0196 impulse=1755.378;Reverse supported roadworks transition:(0.002, 0.991, -0.136) separation=-0.0197 impulse=1755.378;Reverse supported roadworks transition:(0.002, 0.991, -0.136) separation=0.0045 impulse=1755.378;Reverse supported roadworks transition:(0.002, 0.991, -0.136) separation=-0.0148 impulse=1755.378;Reverse supported roadworks transition:(0.002, 0.991, -0.136) separation=-0.0539 impulse=1755.378;Reverse supported roadworks transition:(0.002, 0.991, -0.136) separation=-0.0539 impulse=1755.378;",0.334,0.000,-0.040,41.971,0.000,0.998,27.842,-0.692,1.800,41.926,-0.889,1.751
1.620,41.765,68.662,-626.635,8.686,-81.330,4,28.827,7.857,"Reverse supported roadworks transition:(0.003, 0.988, -0.153) separation=-0.0163 impulse=855.042;Reverse supported roadworks transition:(0.003, 0.988, -0.153) separation=-0.0195 impulse=855.042;Reverse supported roadworks transition:(0.003, 0.988, -0.153) separation=-0.0063 impulse=855.042;Reverse supported roadworks transition:(0.003, 0.988, -0.153) separation=-0.0095 impulse=855.042;Reverse supported roadworks transition:(0.003, 0.988, -0.153) separation=-0.0060 impulse=855.042;Reverse supported roadworks transition:(0.003, 0.988, -0.153) separation=0.0113 impulse=855.042;",0.520,0.000,-0.167,41.794,0.000,0.995,28.662,-0.621,2.727,41.701,-3.704,1.759
1.640,41.639,69.481,-626.647,8.754,-80.511,4,31.727,8.271,"Reverse supported roadworks transition:(0.003, 0.987, -0.161) separation=0.0182 impulse=427.928;Reverse supported roadworks transition:(0.003, 0.987, -0.161) separation=-0.0093 impulse=427.928;Reverse supported roadworks transition:(0.003, 0.987, -0.161) separation=-0.0087 impulse=427.928;Reverse supported roadworks transition:(0.003, 0.987, -0.161) separation=0.0198 impulse=427.928;Reverse supported roadworks transition:(0.003, 0.987, -0.161) separation=-0.0092 impulse=427.928;Reverse supported roadworks transition:(0.003, 0.987, -0.161) separation=0.0001 impulse=427.928;",0.618,0.000,0.265,41.696,0.000,0.991,29.481,-0.599,3.437,41.550,5.892,1.524
1.660,41.500,70.298,-626.660,8.838,-79.694,4,36.118,7.390,"Reverse supported roadworks transition:(0.003, 0.986, -0.169) separation=0.0186 impulse=489.285;Reverse supported roadworks transition:(0.003, 0.986, -0.169) separation=-0.0106 impulse=489.285;Reverse supported roadworks transition:(0.003, 0.986, -0.169) separation=-0.0105 impulse=489.285;Reverse supported roadworks transition:(0.003, 0.986, -0.169) separation=0.0197 impulse=489.285;Reverse supported roadworks transition:(0.003, 0.986, -0.169) separation=0.0003 impulse=489.285;Reverse supported roadworks transition:(0.003, 0.986, -0.169) separation=0.0004 impulse=489.285;",0.680,0.000,0.347,41.577,0.000,0.987,30.298,-0.641,4.271,41.352,7.719,1.419
1.680,41.248,71.111,-626.673,8.977,-78.881,4,38.616,7.323,"Reverse supported roadworks transition:(0.002, 0.990, -0.141) separation=-0.0467 impulse=2077.990;Reverse supported roadworks transition:(0.002, 0.990, -0.141) separation=-0.0104 impulse=2077.990;Reverse supported roadworks transition:(0.002, 0.990, -0.141) separation=-0.0108 impulse=2077.990;Reverse supported roadworks transition:(0.002, 0.990, -0.141) separation=-0.0462 impulse=2077.990;Reverse supported roadworks transition:(0.002, 0.990, -0.141) separation=-0.0394 impulse=2077.990;Reverse supported roadworks transition:(0.002, 0.990, -0.141) separation=-0.0394 impulse=2077.990;",0.750,0.000,0.421,41.249,0.000,0.988,31.111,-0.624,6.173,40.780,9.374,0.333
1.700,41.149,71.915,-626.685,9.130,-78.078,4,31.569,1.678,"Reverse supported roadworks transition:(0.003, 0.986, -0.170) separation=0.0044 impulse=738.445;Reverse supported roadworks transition:(0.003, 0.986, -0.170) separation=-0.0405 impulse=738.445;Reverse supported roadworks transition:(0.003, 0.986, -0.170) separation=-0.0405 impulse=738.445;Reverse supported roadworks transition:(0.003, 0.986, -0.170) separation=0.0045 impulse=738.445;Reverse supported roadworks transition:(0.003, 0.986, -0.170) separation=-0.0405 impulse=738.445;Reverse supported roadworks transition:(0.003, 0.986, -0.170) separation=-0.0375 impulse=738.445;",0.876,0.000,0.405,41.150,0.000,0.986,31.915,-0.631,7.074,40.533,9.009,0.366
1.720,41.125,72.717,-626.699,9.285,-77.275,4,25.782,1.821,"Reverse supported roadworks transition:(0.003, 0.982, -0.191) separation=0.0194 impulse=217.195;Reverse supported roadworks transition:(0.003, 0.982, -0.191) separation=-0.0280 impulse=217.195;Reverse supported roadworks transition:(0.003, 0.982, -0.191) separation=-0.0293 impulse=217.195;Reverse supported roadworks transition:(0.003, 0.982, -0.191) separation=0.0179 impulse=217.195;Reverse supported roadworks transition:(0.003, 0.982, -0.191) separation=-0.0233 impulse=217.195;Reverse supported roadworks transition:(0.003, 0.982, -0.191) separation=-0.0219 impulse=217.195;",0.926,0.000,0.425,41.127,0.000,0.985,32.717,-0.669,7.530,40.426,9.449,0.323
1.740,41.128,73.522,-626.713,9.443,-76.470,4,24.918,0.717,"Reverse supported roadworks transition:(0.003, 0.981, -0.196) separation=0.0158 impulse=0.000;Reverse supported roadworks transition:(0.003, 0.981, -0.196) separation=-0.0106 impulse=0.000;Reverse supported roadworks transition:(0.003, 0.981, -0.196) separation=-0.0109 impulse=0.000;Reverse supported roadworks transition:(0.003, 0.981, -0.196) separation=0.0127 impulse=0.000;Reverse supported roadworks transition:(0.003, 0.981, -0.196) separation=-0.0099 impulse=0.000;Reverse supported roadworks transition:(0.003, 0.981, -0.196) separation=-0.0061 impulse=0.000;",0.937,0.000,-0.453,41.133,0.000,0.984,33.522,-0.641,7.831,40.376,-10.049,0.405
1.760,41.126,74.328,-626.724,9.606,-75.664,4,23.746,0.431,"Reverse supported roadworks transition:(0.003, 0.980, -0.199) separation=0.0156 impulse=0.000;Reverse supported roadworks transition:(0.003, 0.980, -0.199) separation=-0.0047 impulse=0.000;Reverse supported roadworks transition:(0.003, 0.980, -0.199) separation=-0.0048 impulse=0.000;Reverse supported roadworks transition:(0.003, 0.980, -0.199) separation=0.0121 impulse=0.000;Reverse supported roadworks transition:(0.003, 0.980, -0.199) separation=-0.0048 impulse=0.000;Reverse supported roadworks transition:(0.003, 0.980, -0.199) separation=-0.0045 impulse=0.000;",0.936,0.000,-0.466,41.138,0.000,0.983,34.328,-0.568,8.108,40.327,-10.352,0.423
1.780,41.124,75.133,-626.733,9.772,-74.859,4,21.919,0.316,"Reverse supported roadworks transition:(0.003, 0.980, -0.199) separation=0.0195 impulse=0.000;Reverse supported roadworks transition:(0.003, 0.980, -0.199) separation=-0.0014 impulse=0.000;Reverse supported roadworks transition:(0.003, 0.980, -0.199) separation=-0.0012 impulse=0.000;Reverse supported roadworks transition:(0.003, 0.980, -0.199) separation=0.0193 impulse=0.000;Reverse supported roadworks transition:(0.003, 0.980, -0.199) separation=0.0001 impulse=0.000;Reverse supported roadworks transition:(0.003, 0.980, -0.199) separation=0.0008 impulse=0.000;",0.937,0.000,-0.474,41.141,0.000,0.983,35.133,-0.453,8.350,40.282,-10.523,0.375
1.800,41.122,75.937,-626.739,9.943,-74.055,4,20.185,0.257,"Reverse supported roadworks transition:(0.003, 0.980, -0.198) separation=0.0173 impulse=0.000;Reverse supported roadworks transition:(0.003, 0.980, -0.198) separation=0.0069 impulse=0.000;Reverse supported roadworks transition:(0.003, 0.980, -0.198) separation=0.0078 impulse=0.000;Reverse supported roadworks transition:(0.003, 0.980, -0.198) separation=0.0130 impulse=0.000;Reverse supported roadworks transition:(0.003, 0.980, -0.198) separation=0.0073 impulse=0.000;Reverse supported roadworks transition:(0.003, 0.980, -0.198) separation=0.0098 impulse=0.000;",0.938,0.000,-0.482,41.143,0.000,0.983,35.937,-0.309,8.556,40.243,-10.690,0.271
1.820,41.123,76.741,-626.742,10.118,-73.252,4,18.537,0.267,"",0.939,0.000,-0.490,41.145,0.000,0.982,36.741,-0.154,8.730,40.208,-10.850,0.133
1.840,41.126,77.544,-626.742,10.295,-72.449,4,16.892,0.312,"",0.939,0.000,-0.497,41.146,0.000,0.982,37.544,-0.013,8.872,40.178,-10.979,0.144
1.860,41.129,78.346,-626.740,10.475,-71.646,4,15.151,0.361,"",0.937,0.000,-0.500,41.147,0.000,0.982,38.346,0.091,8.979,40.155,-11.054,0.358
1.880,41.129,79.149,-626.738,10.656,-70.844,4,13.218,0.342,"",0.935,0.000,-0.500,41.147,0.000,0.982,39.149,0.131,9.049,40.140,-11.071,0.550
1.900,41.121,79.951,-626.736,10.837,-70.041,4,11.015,0.371,"",0.935,0.000,-0.500,41.147,0.000,0.982,39.951,0.091,9.075,40.134,-11.052,0.715
1.920,41.103,80.754,-626.737,11.018,-69.238,4,8.517,0.397,"",0.940,0.000,0.487,41.143,0.000,0.982,40.754,-0.037,9.052,40.135,11.022,0.798
1.940,41.077,81.558,-626.742,11.198,-68.434,4,5.638,0.273,"",0.949,0.000,0.485,41.135,0.000,0.982,41.558,-0.250,8.971,40.144,11.005,0.801
1.960,41.049,82.362,-626.752,11.375,-67.630,4,2.415,0.292,"",0.961,0.000,0.484,41.121,0.000,0.983,42.362,-0.534,8.825,40.159,11.002,0.742
1.980,41.025,83.167,-626.770,11.548,-66.825,4,0.496,0.234,"",0.975,0.000,0.483,41.103,0.000,0.983,43.167,-0.868,8.641,40.175,10.985,0.623
2.000,41.008,83.972,-626.794,11.717,-66.020,2,0.000,0.376,"",0.988,0.000,0.483,41.085,0.000,0.984,43.972,-1.227,8.447,40.188,10.969,0.453
2.020,41.003,84.778,-626.826,11.882,-65.215,2,0.000,0.149,"",0.996,0.000,0.483,41.068,0.000,0.985,44.778,-1.583,8.252,40.199,10.935,0.267
2.040,41.008,85.584,-626.865,12.043,-64.409,2,0.000,0.277,"",0.999,0.000,0.480,41.055,0.000,0.985,45.584,-1.909,8.057,40.212,10.829,0.189
2.060,40.956,86.390,-626.903,12.201,-63.604,0,0.000,0.515,"",0.996,0.000,0.472,41.001,0.000,0.986,46.390,-1.908,7.858,40.196,10.614,0.198
2.080,40.905,87.195,-626.941,12.354,-62.799,0,0.000,0.492,"",1.000,0.000,0.465,40.947,0.000,0.987,47.195,-1.907,7.658,40.179,10.389,0.207
2.100,40.855,88.000,-626.980,12.504,-61.995,0,0.000,0.468,"",1.000,0.000,0.457,40.895,0.000,0.987,48.000,-1.906,7.459,40.163,10.155,0.215
2.120,40.805,88.805,-627.018,12.649,-61.190,0,0.000,0.444,"",1.000,0.000,0.448,40.843,0.000,0.988,48.805,-1.906,7.260,40.147,9.912,0.222
2.140,40.756,89.610,-627.056,12.790,-60.386,0,0.000,0.421,"",1.000,0.000,0.440,40.792,0.000,0.989,49.610,-1.905,7.061,40.131,9.661,0.230
2.160,40.708,90.414,-627.095,12.928,-59.582,0,0.000,0.397,"",1.000,0.000,0.430,40.742,0.000,0.989,50.414,-1.904,6.862,40.115,9.402,0.236
2.180,40.661,91.218,-627.133,13.061,-58.779,0,0.000,0.373,"",1.000,0.000,0.421,40.694,0.000,0.990,51.218,-1.903,6.663,40.099,9.136,0.242
2.200,40.614,92.022,-627.171,13.191,-57.975,0,0.000,0.348,"",1.000,0.000,0.411,40.646,0.000,0.991,52.022,-1.903,6.465,40.083,8.864,0.248
2.220,40.568,92.826,-627.209,13.317,-57.172,0,0.000,0.324,"",1.000,0.000,0.401,40.599,0.000,0.991,52.826,-1.902,6.266,40.067,8.586,0.253
