time,speed,travel,x,y,z,grounded,lift,torque,contact,throttle,brake,steering,velocity,water,up,localZ,vx,vy,vz,yaw,angularSpeed
0.020,42.596,0.852,-628.518,8.342,-149.180,4,7.800,0.076,"Ground_80_320:(0.000, 1.000, -0.004) separation=0.0046 impulse=13676.600;Ground_80_320:(0.000, 1.000, -0.004) separation=-0.0686 impulse=13676.600;Ground_80_320:(0.000, 1.000, -0.004) separation=-0.1157 impulse=13676.600;Ground_80_320:(0.000, 1.000, -0.004) separation=0.0141 impulse=13676.600;Ground_80_320:(0.000, 1.000, -0.004) separation=-0.0957 impulse=13676.600;Ground_80_320:(0.000, 1.000, -0.004) separation=-0.0889 impulse=13676.600;Ground_80_320:(0.000, 1.000, -0.004) separation=0.0008 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=-0.0136 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=-0.0233 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.0063 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=-0.0207 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=-0.0201 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.0137 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=-0.0027 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=-0.0018 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.0127 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=-0.0025 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=-0.0020 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.0195 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.0128 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.0166 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.0074 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.0081 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.0107 impulse=0.000;",0.000,0.000,0.000,42.596,0.000,1.000,-39.148,-0.703,-0.042,42.590,0.000,0.012
0.040,42.589,1.703,-628.532,8.341,-148.329,4,8.457,0.013,"",0.202,0.000,0.000,42.589,0.000,1.000,-38.297,-0.703,-0.069,42.583,0.000,0.017
0.060,42.582,2.555,-628.546,8.339,-147.477,4,9.070,0.022,"",0.206,0.000,0.001,42.582,0.000,1.000,-37.445,-0.703,-0.083,42.576,0.028,0.019
0.080,42.575,3.406,-628.560,8.337,-146.626,4,9.616,0.039,"",0.209,0.000,-0.002,42.575,0.000,1.000,-36.594,-0.702,-0.087,42.569,-0.052,0.019
0.100,42.568,4.258,-628.574,8.336,-145.775,4,10.078,0.046,"",0.213,0.000,0.003,42.568,0.000,1.000,-35.742,-0.702,-0.082,42.562,0.074,0.017
0.120,42.561,5.109,-628.588,8.334,-144.924,4,10.449,0.046,"",0.216,0.000,-0.004,42.561,0.000,1.000,-34.891,-0.702,-0.069,42.555,-0.095,0.015
0.140,42.554,5.960,-628.602,8.333,-144.073,4,10.731,0.043,"",0.220,0.000,0.005,42.554,0.000,1.000,-34.040,-0.702,-0.050,42.549,0.112,0.013
0.160,42.548,6.811,-628.616,8.333,-143.222,4,10.930,0.039,"",0.223,0.000,-0.006,42.548,0.000,1.000,-33.189,-0.702,-0.028,42.542,-0.127,0.011
0.180,42.541,7.661,-628.630,8.333,-142.372,4,11.055,0.034,"",0.226,0.000,0.006,42.541,0.000,1.000,-32.339,-0.702,-0.003,42.535,0.140,0.010
0.200,42.535,8.512,-628.645,8.333,-141.521,4,11.114,0.029,"",0.229,0.000,-0.007,42.535,0.000,1.000,-31.488,-0.701,0.023,42.529,-0.151,0.008
0.220,42.529,9.363,-628.659,8.334,-140.671,4,11.120,0.024,"",0.233,0.000,0.007,42.529,0.000,1.000,-30.637,-0.701,0.049,42.523,0.159,0.007
0.240,42.523,10.213,-628.673,8.336,-139.821,4,11.081,0.020,"",0.236,0.000,-0.008,42.523,0.000,1.000,-29.787,-0.701,0.075,42.517,-0.168,0.006
0.260,42.517,11.063,-628.687,8.338,-138.970,4,11.008,0.017,"",0.239,0.000,0.008,42.517,0.000,1.000,-28.937,-0.701,0.099,42.511,0.172,0.005
0.280,42.511,11.913,-628.701,8.340,-138.120,4,10.908,0.014,"",0.242,0.000,-0.008,42.511,0.000,1.000,-28.087,-0.701,0.121,42.505,-0.178,0.004
0.300,42.505,12.764,-628.715,8.343,-137.270,4,10.791,0.011,"",0.244,0.000,0.008,42.505,0.000,1.000,-27.236,-0.701,0.140,42.499,0.182,0.004
0.320,42.500,13.614,-628.729,8.346,-136.420,4,10.662,0.009,"",0.247,0.000,-0.008,42.500,0.000,1.000,-26.386,-0.701,0.157,42.494,-0.186,0.003
0.340,42.495,14.463,-628.743,8.350,-135.571,4,10.528,0.007,"",0.250,0.000,0.008,42.495,0.000,1.000,-25.537,-0.701,0.172,42.489,0.188,0.003
0.360,42.490,15.313,-628.757,8.353,-134.721,4,10.394,0.006,"",0.253,0.000,-0.009,42.490,0.000,1.000,-24.687,-0.700,0.183,42.483,-0.190,0.003
0.380,42.484,16.163,-628.771,8.357,-133.871,4,10.264,0.005,"",0.255,0.000,0.009,42.484,0.000,1.000,-23.837,-0.700,0.192,42.478,0.192,0.003
0.400,42.480,17.012,-628.785,8.361,-133.022,4,10.141,0.004,"",0.258,0.000,-0.009,42.480,0.000,1.000,-22.988,-0.700,0.199,42.473,-0.193,0.003
0.420,42.475,17.862,-628.799,8.365,-132.173,4,10.028,0.003,"",0.260,0.000,0.009,42.475,0.000,1.000,-22.138,-0.700,0.203,42.469,0.194,0.003
0.440,42.470,18.711,-628.813,8.369,-131.323,4,9.926,0.002,"",0.263,0.000,-0.009,42.470,0.000,1.000,-21.289,-0.700,0.206,42.464,-0.195,0.003
0.460,42.466,19.561,-628.827,8.373,-130.474,4,9.836,0.002,"",0.265,0.000,0.009,42.466,0.000,1.000,-20.439,-0.700,0.206,42.459,0.196,0.003
0.480,42.461,20.410,-628.841,8.377,-129.625,4,9.760,0.002,"",0.267,0.000,-0.009,42.461,0.000,1.000,-19.590,-0.700,0.205,42.455,-0.196,0.003
0.500,42.457,21.259,-628.855,8.381,-128.776,4,9.696,0.001,"",0.269,0.000,0.009,42.457,0.000,1.000,-18.741,-0.700,0.203,42.451,0.197,0.003
0.520,42.453,22.108,-628.869,8.385,-127.927,4,9.645,0.001,"",0.272,0.000,-0.009,42.453,0.000,1.000,-17.892,-0.700,0.199,42.446,-0.197,0.003
0.540,42.448,22.957,-628.883,8.389,-127.078,4,9.606,0.001,"",0.274,0.000,0.009,42.448,0.000,1.000,-17.043,-0.700,0.195,42.442,0.198,0.003
0.560,42.444,23.806,-628.897,8.393,-126.230,4,9.579,0.001,"",0.276,0.000,-0.009,42.444,0.000,1.000,-16.194,-0.700,0.191,42.438,-0.198,0.003
0.580,42.441,24.655,-628.911,8.397,-125.381,4,9.561,0.000,"",0.278,0.000,0.009,42.441,0.000,1.000,-15.345,-0.700,0.186,42.434,0.198,0.003
0.600,42.437,25.503,-628.925,8.401,-124.532,4,9.553,0.000,"",0.280,0.000,-0.009,42.437,0.000,1.000,-14.497,-0.699,0.180,42.431,-0.199,0.003
0.620,42.433,26.352,-628.939,8.404,-123.684,4,9.553,0.000,"",0.282,0.000,0.009,42.433,0.000,1.000,-13.648,-0.700,0.175,42.427,0.198,0.002
0.640,42.430,27.201,-628.953,8.407,-122.835,4,9.560,0.000,"",0.283,0.000,-0.009,42.430,0.000,1.000,-12.799,-0.699,0.170,42.423,-0.199,0.003
