time,x,y,z,speed,wheels,up,target,groundGap,throttle,brake,steer
0.020,522.425,82.291,-129.497,0.339,3,1.000,1,0.531,1.000,0.000,0.000
0.040,522.413,82.291,-129.503,0.676,3,1.000,1,0.532,1.000,0.000,0.000
0.060,522.396,82.292,-129.512,1.010,3,1.000,1,0.534,1.000,0.000,0.000
0.080,522.372,82.293,-129.524,1.342,3,1.000,1,0.536,1.000,0.000,-0.001
0.100,522.343,82.295,-129.539,1.672,3,1.000,1,0.539,1.000,0.000,-0.001
0.120,522.307,82.296,-129.557,2.000,3,1.000,1,0.542,1.000,0.000,-0.001
0.140,522.266,82.297,-129.577,2.325,3,0.999,1,0.545,1.000,0.000,-0.002
0.160,522.218,82.297,-129.601,2.648,4,0.999,1,0.549,1.000,0.000,-0.002
0.180,522.165,82.298,-129.627,2.969,4,0.999,1,0.552,1.000,0.000,-0.003
0.200,522.106,82.298,-129.656,3.288,4,0.998,1,0.555,1.000,0.000,-0.003
0.220,522.041,82.297,-129.687,3.605,4,0.998,1,0.558,1.000,0.000,-0.004
0.240,521.970,82.297,-129.721,3.919,4,0.997,1,0.551,1.000,0.000,-0.004
0.260,521.893,82.296,-129.758,4.232,4,0.997,1,0.529,1.000,0.000,-0.004
0.280,521.811,82.294,-129.797,4.543,4,0.996,1,0.505,1.000,0.000,-0.005
0.300,521.743,82.315,-129.854,4.720,4,0.988,1,0.529,1.000,0.000,-0.005
0.320,521.654,82.318,-129.901,5.025,4,0.985,1,0.534,1.000,0.000,-0.025
0.340,521.559,82.321,-129.950,5.328,4,0.982,1,0.538,1.000,0.000,-0.029
0.360,521.458,82.322,-130.000,5.630,3,0.980,1,0.540,1.000,0.000,-0.032
0.380,521.352,82.323,-130.052,5.916,4,0.977,1,0.543,0.959,0.000,-0.034
0.400,521.241,82.323,-130.105,6.140,4,0.976,1,0.546,0.759,0.000,-0.036
0.420,521.126,82.323,-130.158,6.316,4,0.975,1,0.547,0.602,0.000,-0.036
0.440,521.009,82.321,-130.213,6.454,4,0.973,1,0.547,0.479,0.000,-0.035
0.460,520.890,82.320,-130.268,6.562,4,0.973,1,0.547,0.382,0.000,-0.034
0.480,520.769,82.318,-130.324,6.648,4,0.972,1,0.547,0.306,0.000,-0.033
0.500,520.647,82.316,-130.380,6.715,4,0.971,1,0.547,0.247,0.000,-0.031
0.520,520.524,82.314,-130.437,6.769,4,0.970,1,0.547,0.199,0.000,-0.029
0.540,520.400,82.311,-130.494,6.811,4,0.969,1,0.546,0.162,0.000,-0.027
0.560,520.275,82.309,-130.552,6.845,4,0.969,1,0.543,0.132,0.000,-0.025
0.580,520.150,82.307,-130.610,6.872,4,0.968,1,0.541,0.108,0.000,-0.023
0.600,520.024,82.305,-130.668,6.894,4,0.967,1,0.538,0.090,0.000,-0.020
0.620,519.899,82.302,-130.726,6.911,4,0.967,1,0.537,0.074,0.000,-0.018
0.640,519.773,82.300,-130.785,6.925,4,0.966,1,0.537,0.062,0.000,-0.015
0.660,519.646,82.297,-130.844,6.936,4,0.966,1,0.536,0.052,0.000,-0.013
0.680,519.521,82.295,-130.902,6.883,4,0.966,2,0.536,0.044,0.000,-0.003
0.700,519.396,82.292,-130.961,6.904,4,0.965,2,0.536,0.082,0.000,-0.001
0.720,519.270,82.290,-131.020,6.920,4,0.965,2,0.535,0.067,0.000,0.002
0.740,519.145,82.287,-131.079,6.934,4,0.965,2,0.535,0.056,0.000,0.004
0.760,519.020,82.285,-131.137,6.882,4,0.965,2,0.534,0.047,0.000,0.006
0.780,518.894,82.283,-131.196,6.903,4,0.964,2,0.532,0.083,0.000,0.008
0.800,518.769,82.280,-131.255,6.920,4,0.964,3,0.530,0.068,0.000,0.023
0.820,518.643,82.278,-131.314,6.934,4,0.964,3,0.529,0.056,0.000,0.024
0.840,518.519,82.276,-131.373,6.882,4,0.964,3,0.527,0.046,0.000,0.026
0.860,518.393,82.274,-131.432,6.904,4,0.964,3,0.526,0.082,0.000,0.027
0.880,518.268,82.271,-131.491,6.921,4,0.964,3,0.524,0.067,0.000,0.029
0.900,518.142,82.269,-131.550,6.935,4,0.964,3,0.523,0.055,0.000,0.030
0.920,518.018,82.267,-131.609,6.883,4,0.964,3,0.522,0.046,0.000,0.031
0.940,517.893,82.265,-131.668,6.905,4,0.964,4,0.521,0.082,0.000,0.041
0.960,517.767,82.263,-131.726,6.921,4,0.964,4,0.521,0.067,0.000,0.041
0.980,517.642,82.262,-131.785,6.935,4,0.964,4,0.520,0.055,0.000,0.042
1.000,517.517,82.260,-131.843,6.883,4,0.964,4,0.518,0.046,0.000,0.042
1.020,517.392,82.258,-131.902,6.904,4,0.964,4,0.517,0.082,0.000,0.042
1.040,517.266,82.257,-131.960,6.921,4,0.965,4,0.516,0.067,0.000,0.042
1.060,517.140,82.256,-132.019,6.934,4,0.965,4,0.515,0.056,0.000,0.042
1.080,517.015,82.254,-132.077,6.882,4,0.965,4,0.516,0.046,0.000,0.043
1.100,516.890,82.253,-132.134,6.903,4,0.965,4,0.517,0.083,0.000,0.043
1.120,516.764,82.252,-132.192,6.919,4,0.965,5,0.517,0.068,0.000,0.042
1.140,516.638,82.252,-132.250,6.932,4,0.965,5,0.518,0.056,0.000,0.041
1.160,516.513,82.251,-132.307,6.880,4,0.965,5,0.519,0.047,0.000,0.041
1.180,516.387,82.250,-132.365,6.901,4,0.965,5,0.520,0.084,0.000,0.040
1.200,516.261,82.250,-132.422,6.918,4,0.965,5,0.519,0.069,0.000,0.040
1.220,516.135,82.249,-132.479,6.931,4,0.965,5,0.519,0.058,0.000,0.040
1.240,516.009,82.249,-132.536,6.878,4,0.965,5,0.518,0.049,0.000,0.040
1.260,515.883,82.249,-132.592,6.899,4,0.965,5,0.519,0.085,0.000,0.040
1.280,515.757,82.248,-132.649,6.916,4,0.965,5,0.519,0.071,0.000,0.040
1.300,515.630,82.248,-132.705,6.929,4,0.965,5,0.520,0.059,0.000,0.040
1.320,515.505,82.248,-132.761,6.876,4,0.964,6,0.521,0.050,0.000,0.025
1.340,515.378,82.248,-132.817,6.897,4,0.964,6,0.522,0.087,0.000,0.025
1.360,515.252,82.248,-132.873,6.914,4,0.964,6,0.523,0.072,0.000,0.025
1.380,515.125,82.248,-132.929,6.927,4,0.964,6,0.523,0.060,0.000,0.025
1.400,514.998,82.248,-132.985,6.937,4,0.964,6,0.524,0.051,0.000,0.025
1.420,514.871,82.248,-133.040,6.883,4,0.964,6,0.524,0.044,0.000,0.025
1.440,514.745,82.248,-133.095,6.902,4,0.964,6,0.524,0.082,0.000,0.025
1.460,514.618,82.249,-133.150,6.918,4,0.964,6,0.524,0.068,0.000,0.026
1.480,514.490,82.249,-133.205,6.930,4,0.964,6,0.523,0.058,0.000,0.026
1.500,514.364,82.249,-133.259,6.877,4,0.964,6,0.523,0.049,0.000,0.027
1.520,514.237,82.249,-133.314,6.897,4,0.964,6,0.523,0.086,0.000,0.028
1.540,514.110,82.250,-133.368,6.913,4,0.964,7,0.522,0.072,0.000,-0.001
1.560,513.982,82.250,-133.423,6.926,4,0.964,7,0.522,0.061,0.000,-0.001
1.580,513.855,82.250,-133.477,6.936,4,0.964,7,0.523,0.052,0.000,0.000
1.600,513.728,82.250,-133.531,6.882,4,0.964,7,0.523,0.044,0.000,0.001
1.620,513.601,82.251,-133.585,6.902,4,0.964,7,0.524,0.082,0.000,0.001
1.640,513.473,82.251,-133.639,6.917,4,0.964,7,0.523,0.069,0.000,0.003
1.660,513.345,82.251,-133.692,6.929,4,0.964,7,0.523,0.058,0.000,0.004
1.680,513.218,82.251,-133.746,6.876,4,0.964,7,0.522,0.050,0.000,0.005
1.700,513.091,82.251,-133.799,6.897,4,0.964,7,0.522,0.086,0.000,0.007
1.720,512.964,82.252,-133.853,6.914,4,0.964,7,0.521,0.072,0.000,0.008
1.740,512.836,82.252,-133.907,6.926,4,0.964,7,0.521,0.061,0.000,0.010
1.760,512.708,82.252,-133.960,6.937,4,0.964,7,0.520,0.051,0.000,0.012
1.780,512.581,82.252,-134.014,6.882,4,0.964,8,0.520,0.044,0.000,-0.029
1.800,512.453,82.252,-134.067,6.902,4,0.964,8,0.520,0.082,0.000,-0.028
1.820,512.326,82.253,-134.121,6.918,4,0.964,8,0.521,0.069,0.000,-0.027
1.840,512.198,82.253,-134.174,6.930,4,0.964,8,0.521,0.058,0.000,-0.025
1.860,512.071,82.253,-134.227,6.877,4,0.964,8,0.521,0.049,0.000,-0.023
1.880,511.943,82.253,-134.281,6.898,4,0.964,8,0.520,0.086,0.000,-0.021
1.900,511.816,82.254,-134.334,6.915,4,0.964,8,0.520,0.071,0.000,-0.018
1.920,511.688,82.254,-134.388,6.928,4,0.964,8,0.520,0.060,0.000,-0.016
1.940,511.560,82.254,-134.442,6.938,4,0.964,8,0.520,0.051,0.000,-0.013
1.960,511.433,82.255,-134.495,6.884,4,0.964,8,0.520,0.043,0.000,-0.011
1.980,511.306,82.255,-134.549,6.903,4,0.964,8,0.520,0.081,0.000,-0.008
2.000,511.179,82.255,-134.603,6.918,4,0.964,8,0.521,0.068,0.000,-0.006
2.020,511.051,82.256,-134.657,6.931,4,0.964,9,0.521,0.057,0.000,-0.056
2.040,510.925,82.256,-134.711,6.878,4,0.964,9,0.521,0.049,0.000,-0.054
2.060,510.798,82.257,-134.765,6.899,4,0.964,9,0.521,0.085,0.000,-0.052
2.080,510.670,82.257,-134.819,6.915,4,0.964,9,0.521,0.071,0.000,-0.049
2.100,510.543,82.258,-134.873,6.928,4,0.964,9,0.521,0.059,0.000,-0.046
2.120,510.415,82.258,-134.928,6.939,4,0.964,9,0.521,0.050,0.000,-0.043
2.140,510.289,82.259,-134.982,6.885,4,0.964,9,0.521,0.043,0.000,-0.039
2.160,510.162,82.259,-135.037,6.904,4,0.964,9,0.520,0.081,0.000,-0.035
2.180,510.050,82.281,-135.078,6.782,4,0.974,9,0.540,0.067,0.000,-0.032
2.200,509.939,82.306,-135.117,6.778,4,0.980,9,0.563,0.153,0.000,-0.016
2.220,509.825,82.327,-135.161,6.795,4,0.984,9,0.585,0.155,0.000,0.005
2.240,509.714,82.352,-135.207,6.779,4,0.983,9,0.611,0.143,0.000,0.027
2.260,509.593,82.365,-135.261,6.789,4,0.982,9,0.626,0.155,0.000,0.055
2.280,509.487,82.400,-135.315,6.768,4,0.978,10,0.664,0.147,0.000,0.050
