time,x,y,z,speed,wheels,up,target,groundGap,throttle,brake,steer
0.020,522.425,82.291,-129.497,0.360,4,1.000,1,0.530,1.000,0.000,0.000
0.040,522.412,82.291,-129.503,0.717,4,1.000,1,0.531,1.000,0.000,0.000
0.060,522.392,82.291,-129.513,1.073,4,1.000,1,0.533,1.000,0.000,0.000
0.080,522.367,82.292,-129.525,1.426,4,1.000,1,0.535,1.000,0.000,0.000
0.100,522.335,82.292,-129.540,1.777,4,1.000,1,0.537,1.000,0.000,-0.001
0.120,522.296,82.292,-129.559,2.125,4,1.000,1,0.539,1.000,0.000,-0.001
0.140,522.255,82.296,-129.581,2.407,4,1.000,1,0.545,1.000,0.000,-0.001
0.160,522.208,82.301,-129.607,2.719,4,0.999,1,0.552,1.000,0.000,0.000
0.180,522.155,82.304,-129.635,3.060,4,0.999,1,0.559,1.000,0.000,0.000
0.200,522.099,82.312,-129.668,3.313,4,0.997,1,0.570,1.000,0.000,0.000
0.220,522.036,82.317,-129.704,3.649,4,0.996,1,0.579,1.000,0.000,0.000
0.240,521.967,82.321,-129.741,3.982,4,0.994,1,0.575,1.000,0.000,0.000
0.260,521.890,82.323,-129.781,4.312,4,0.993,1,0.557,1.000,0.000,-0.001
0.280,521.808,82.325,-129.823,4.639,4,0.991,1,0.538,1.000,0.000,-0.001
0.300,521.719,82.324,-129.867,4.964,4,0.990,1,0.539,1.000,0.000,-0.001
0.320,521.624,82.323,-129.914,5.287,4,0.988,1,0.539,1.000,0.000,-0.001
0.340,521.522,82.321,-129.963,5.608,4,0.987,1,0.537,1.000,0.000,-0.001
0.360,521.415,82.319,-130.014,5.918,4,0.986,1,0.535,0.975,0.000,-0.001
0.380,521.304,82.315,-130.067,6.157,4,0.985,1,0.534,0.757,0.000,0.000
0.400,521.189,82.312,-130.121,6.341,4,0.984,1,0.532,0.590,0.000,0.000
0.420,521.072,82.308,-130.177,6.482,4,0.983,1,0.531,0.461,0.000,0.001
0.440,520.952,82.306,-130.233,6.591,4,0.982,1,0.531,0.363,0.000,0.001
0.460,520.831,82.304,-130.290,6.676,4,0.981,1,0.531,0.286,0.000,0.001
0.480,520.709,82.302,-130.348,6.741,4,0.981,1,0.532,0.227,0.000,0.002
0.500,520.590,82.352,-130.446,6.571,4,0.950,1,0.595,0.181,0.000,0.002
0.520,520.466,82.356,-130.509,6.668,3,0.944,1,0.602,0.301,0.000,-0.023
0.540,520.342,82.357,-130.572,6.749,2,0.938,1,0.603,0.233,0.000,-0.025
0.560,520.216,82.355,-130.633,6.818,2,0.934,1,0.603,0.176,0.000,-0.025
0.580,520.090,82.352,-130.694,6.875,2,0.930,1,0.599,0.128,0.000,-0.025
0.600,519.963,82.346,-130.753,6.923,2,0.927,1,0.594,0.087,0.000,-0.024
0.620,519.836,82.337,-130.811,6.962,2,0.925,1,0.588,0.054,0.000,-0.023
0.640,519.710,82.327,-130.868,6.931,2,0.924,1,0.579,0.027,0.000,-0.021
0.660,519.585,82.315,-130.923,6.907,2,0.923,2,0.568,0.048,0.000,-0.008
0.680,519.460,82.301,-130.977,6.950,3,0.924,2,0.555,0.065,0.000,-0.007
0.700,519.336,82.285,-131.031,6.919,3,0.924,2,0.540,0.035,0.000,-0.005
0.720,519.211,82.269,-131.084,6.955,4,0.925,2,0.525,0.056,0.000,-0.003
0.740,519.087,82.254,-131.137,6.915,4,0.927,2,0.510,0.031,0.000,-0.001
0.760,518.963,82.239,-131.190,6.941,4,0.929,2,0.495,0.060,0.000,0.000
0.780,518.840,82.226,-131.244,6.903,4,0.931,3,0.481,0.042,0.000,0.018
0.800,518.715,82.214,-131.298,6.934,4,0.934,3,0.469,0.068,0.000,0.018
0.820,518.592,82.203,-131.352,6.894,4,0.936,3,0.458,0.046,0.000,0.018
0.840,518.468,82.194,-131.408,6.924,4,0.938,3,0.449,0.074,0.000,0.019
0.860,518.343,82.188,-131.464,6.945,4,0.940,3,0.442,0.054,0.000,0.019
0.880,518.219,82.183,-131.521,6.899,4,0.942,3,0.438,0.038,0.000,0.020
0.900,518.095,82.180,-131.578,6.924,4,0.943,3,0.435,0.071,0.000,0.021
0.920,517.970,82.178,-131.636,6.943,4,0.945,3,0.434,0.053,0.000,0.022
0.940,517.846,82.179,-131.694,6.894,4,0.947,4,0.436,0.040,0.000,0.034
0.960,517.722,82.181,-131.752,6.917,4,0.948,4,0.439,0.074,0.000,0.034
0.980,517.597,82.184,-131.811,6.935,4,0.950,4,0.443,0.058,0.000,0.034
1.000,517.473,82.188,-131.870,6.885,4,0.951,4,0.448,0.046,0.000,0.034
1.020,517.349,82.193,-131.929,6.908,4,0.953,4,0.454,0.080,0.000,0.035
1.040,517.224,82.199,-131.988,6.926,4,0.954,4,0.460,0.064,0.000,0.035
1.060,517.099,82.205,-132.047,6.939,4,0.955,4,0.468,0.052,0.000,0.035
1.080,516.974,82.212,-132.106,6.886,4,0.956,4,0.476,0.043,0.000,0.036
1.100,516.849,82.218,-132.164,6.907,4,0.957,4,0.485,0.080,0.000,0.036
1.120,516.724,82.224,-132.223,6.923,4,0.958,5,0.493,0.065,0.000,0.035
1.140,516.598,82.230,-132.282,6.935,4,0.959,5,0.501,0.054,0.000,0.035
1.160,516.473,82.236,-132.339,6.882,4,0.960,5,0.508,0.045,0.000,0.034
1.180,516.348,82.241,-132.397,6.903,4,0.961,5,0.515,0.083,0.000,0.034
1.200,516.221,82.246,-132.455,6.919,4,0.961,5,0.519,0.068,0.000,0.034
1.220,516.095,82.250,-132.512,6.932,4,0.962,5,0.523,0.056,0.000,0.034
1.240,515.969,82.254,-132.569,6.879,4,0.962,5,0.527,0.048,0.000,0.034
1.260,515.843,82.257,-132.625,6.901,4,0.963,5,0.531,0.084,0.000,0.034
1.280,515.717,82.259,-132.681,6.918,4,0.963,5,0.534,0.069,0.000,0.035
1.300,515.590,82.261,-132.737,6.931,4,0.964,5,0.536,0.058,0.000,0.035
1.320,515.463,82.262,-132.793,6.878,4,0.964,6,0.538,0.049,0.000,0.019
1.340,515.337,82.262,-132.848,6.900,4,0.964,6,0.540,0.085,0.000,0.019
1.360,515.210,82.263,-132.903,6.917,4,0.964,6,0.541,0.070,0.000,0.019
1.380,515.082,82.263,-132.958,6.931,4,0.965,6,0.541,0.058,0.000,0.019
1.400,514.956,82.262,-133.013,6.879,4,0.965,6,0.541,0.049,0.000,0.019
1.420,514.829,82.262,-133.067,6.901,4,0.965,6,0.540,0.085,0.000,0.020
1.440,514.701,82.261,-133.121,6.918,4,0.965,6,0.538,0.070,0.000,0.020
1.460,514.574,82.260,-133.176,6.931,4,0.965,6,0.536,0.058,0.000,0.021
1.480,514.447,82.259,-133.229,6.879,4,0.965,6,0.535,0.048,0.000,0.022
1.500,514.319,82.258,-133.283,6.901,4,0.965,6,0.533,0.085,0.000,0.023
1.520,514.192,82.257,-133.337,6.918,4,0.965,6,0.531,0.069,0.000,0.024
1.540,514.064,82.256,-133.390,6.931,4,0.965,7,0.528,0.058,0.000,-0.005
1.560,513.937,82.254,-133.444,6.879,4,0.965,7,0.527,0.048,0.000,-0.005
1.580,513.810,82.253,-133.497,6.901,4,0.965,7,0.526,0.085,0.000,-0.004
1.600,513.682,82.253,-133.550,6.918,4,0.965,7,0.526,0.069,0.000,-0.004
1.620,513.554,82.252,-133.604,6.931,4,0.965,7,0.525,0.057,0.000,-0.002
1.640,513.427,82.251,-133.657,6.879,4,0.965,7,0.523,0.048,0.000,-0.001
1.660,513.299,82.251,-133.710,6.901,4,0.965,7,0.522,0.085,0.000,0.000
1.680,513.172,82.251,-133.763,6.918,4,0.965,7,0.521,0.069,0.000,0.002
1.700,513.044,82.251,-133.817,6.931,4,0.965,7,0.520,0.058,0.000,0.004
1.720,512.917,82.251,-133.870,6.879,4,0.965,7,0.519,0.048,0.000,0.005
1.740,512.789,82.251,-133.923,6.901,4,0.965,7,0.519,0.085,0.000,0.007
1.760,512.662,82.252,-133.976,6.918,4,0.965,8,0.518,0.070,0.000,-0.032
1.780,512.534,82.252,-134.030,6.931,4,0.965,8,0.519,0.058,0.000,-0.031
1.800,512.407,82.253,-134.083,6.879,4,0.965,8,0.519,0.048,0.000,-0.029
1.820,512.279,82.253,-134.136,6.901,4,0.965,8,0.520,0.085,0.000,-0.028
1.840,512.152,82.254,-134.189,6.918,4,0.965,8,0.521,0.069,0.000,-0.025
1.860,512.024,82.255,-134.243,6.931,4,0.965,8,0.521,0.057,0.000,-0.023
1.880,511.897,82.255,-134.296,6.879,4,0.965,8,0.521,0.048,0.000,-0.020
1.900,511.770,82.256,-134.350,6.901,4,0.965,8,0.521,0.085,0.000,-0.018
1.920,511.642,82.257,-134.404,6.918,4,0.965,8,0.522,0.069,0.000,-0.015
1.940,511.514,82.257,-134.458,6.932,4,0.965,8,0.522,0.057,0.000,-0.012
1.960,511.387,82.258,-134.511,6.880,4,0.965,8,0.523,0.048,0.000,-0.010
1.980,511.260,82.259,-134.565,6.902,4,0.965,8,0.523,0.084,0.000,-0.007
2.000,511.133,82.259,-134.619,6.919,4,0.965,8,0.524,0.069,0.000,-0.004
2.020,511.005,82.260,-134.674,6.932,4,0.965,9,0.524,0.057,0.000,-0.055
2.040,510.879,82.261,-134.728,6.880,4,0.965,9,0.525,0.047,0.000,-0.053
2.060,510.752,82.261,-134.782,6.903,4,0.964,9,0.525,0.084,0.000,-0.051
2.080,510.624,82.261,-134.836,6.920,4,0.964,9,0.525,0.068,0.000,-0.048
2.100,510.497,82.262,-134.891,6.933,4,0.964,9,0.524,0.056,0.000,-0.045
2.120,510.370,82.262,-134.945,6.882,4,0.964,9,0.524,0.047,0.000,-0.041
2.140,510.243,82.262,-135.000,6.904,4,0.964,9,0.523,0.083,0.000,-0.038
2.160,510.117,82.263,-135.054,6.908,4,0.964,9,0.523,0.067,0.000,-0.034
2.180,509.998,82.276,-135.101,6.655,4,0.968,9,0.535,0.064,0.000,-0.031
2.200,509.881,82.292,-135.145,6.646,4,0.973,9,0.551,0.241,0.000,-0.038
2.220,509.764,82.309,-135.190,6.673,4,0.976,9,0.568,0.248,0.000,-0.045
2.240,509.646,82.327,-135.236,6.697,4,0.978,9,0.586,0.229,0.000,-0.049
2.260,509.528,82.347,-135.282,6.717,4,0.979,10,0.607,0.212,0.000,-0.069
2.280,509.410,82.368,-135.328,6.725,4,0.980,10,0.628,0.198,0.000,-0.067
2.300,509.304,82.405,-135.367,6.756,4,0.977,10,0.646,0.192,0.000,-0.063
2.320,509.191,82.436,-135.412,6.766,4,0.974,10,0.630,0.171,0.000,-0.023
2.340,509.074,82.465,-135.460,6.768,4,0.972,10,0.609,0.164,0.000,0.004
2.360,508.956,82.494,-135.509,6.768,4,0.970,10,0.588,0.162,0.000,0.023
2.380,508.836,82.520,-135.562,6.767,4,0.968,10,0.564,0.162,0.000,0.038
2.400,508.716,82.548,-135.615,6.766,4,0.967,10,0.540,0.163,0.000,0.042
2.420,508.597,82.576,-135.668,6.763,4,0.965,10,0.517,0.164,0.000,0.045
2.440,508.477,82.604,-135.722,6.761,4,0.964,10,0.495,0.166,0.000,0.046
2.460,508.358,82.633,-135.776,6.759,4,0.963,11,0.474,0.167,0.000,0.066
2.480,508.239,82.664,-135.831,6.750,4,0.962,11,0.454,0.169,0.000,0.066
2.500,508.122,82.697,-135.884,6.688,4,0.962,11,0.438,0.175,0.000,0.066
2.520,508.005,82.733,-135.938,6.667,4,0.962,11,0.424,0.219,0.000,0.067
2.540,507.888,82.769,-135.992,6.667,4,0.962,11,0.448,0.233,0.000,0.069
2.560,507.771,82.805,-136.046,6.678,4,0.963,11,0.473,0.233,0.000,0.070
2.580,507.652,82.840,-136.100,6.695,4,0.964,11,0.496,0.225,0.000,0.070
2.600,507.532,82.875,-136.155,6.709,3,0.966,11,0.519,0.214,0.000,0.070
2.620,507.412,82.908,-136.210,6.721,2,0.967,11,0.540,0.204,0.000,0.068
2.640,507.291,82.940,-136.266,6.732,2,0.970,12,0.560,0.195,0.000,0.092
2.660,507.169,82.971,-136.321,6.742,2,0.972,12,0.579,0.188,0.000,0.086
2.680,507.046,83.000,-136.377,6.751,2,0.975,12,0.596,0.181,0.000,0.081
2.700,506.921,83.027,-136.432,6.762,2,0.978,12,0.611,0.174,0.000,0.076
2.720,506.796,83.050,-136.488,6.774,2,0.980,12,0.622,0.167,0.000,0.071
2.740,506.669,83.071,-136.543,6.786,2,0.983,12,0.631,0.158,0.000,0.067
2.760,506.542,83.089,-136.599,6.799,2,0.985,12,0.643,0.150,0.000,0.063
2.780,506.414,83.104,-136.654,6.813,2,0.987,12,0.668,0.140,0.000,0.060
2.800,506.286,83.115,-136.709,6.827,2,0.989,12,0.690,0.131,0.000,0.058
2.820,506.157,83.124,-136.764,6.840,2,0.991,12,0.709,0.121,0.000,0.056
2.840,506.027,83.129,-136.818,6.854,2,0.992,13,0.724,0.112,0.000,0.076
2.860,505.897,83.131,-136.873,6.867,2,0.994,13,0.741,0.102,0.000,0.075
2.880,505.766,83.130,-136.927,6.881,2,0.995,13,0.755,0.093,0.000,0.073
2.900,505.635,83.127,-136.981,6.895,2,0.996,13,0.767,0.083,0.000,0.072
2.920,505.503,83.120,-137.036,6.909,2,0.997,13,0.776,0.074,0.000,0.069
2.940,505.370,83.110,-137.089,6.924,2,0.998,13,0.782,0.064,0.000,0.067
2.960,505.238,83.096,-137.143,6.922,1,0.999,13,0.784,0.053,0.000,0.063
2.980,505.105,83.078,-137.197,6.925,0,0.999,13,0.784,0.054,0.000,0.060
3.000,504.973,83.057,-137.251,6.930,0,1.000,13,0.782,0.053,0.000,0.057
3.020,504.841,83.031,-137.305,6.940,0,1.000,14,0.777,0.049,0.000,0.063
3.040,504.709,83.002,-137.359,6.953,0,1.000,14,0.768,0.042,0.000,0.060
3.060,504.577,82.968,-137.412,6.969,0,1.000,14,0.754,0.033,0.000,0.057
3.080,504.445,82.932,-137.466,6.989,1,1.000,14,0.738,0.022,0.000,0.054
3.100,504.314,82.894,-137.519,6.952,2,0.999,14,0.719,0.008,0.000,0.051
3.120,504.183,82.853,-137.570,6.927,2,0.999,14,0.699,0.034,0.000,0.048
3.140,504.051,82.811,-137.621,6.975,2,0.998,14,0.677,0.051,0.000,0.045
3.160,503.920,82.768,-137.671,6.953,2,0.997,14,0.657,0.017,0.000,0.042
3.180,503.790,82.722,-137.721,6.939,2,0.995,14,0.640,0.033,0.000,0.039
3.200,503.660,82.675,-137.769,6.931,2,0.994,14,0.621,0.043,0.000,0.035
3.220,503.530,82.627,-137.817,6.928,2,0.992,15,0.601,0.048,0.000,0.024
3.240,503.400,82.578,-137.865,6.991,2,0.990,15,0.580,0.050,0.000,0.020
3.260,503.271,82.531,-137.912,6.973,4,0.987,15,0.562,0.006,0.000,0.018
3.280,503.142,82.486,-137.959,6.956,4,0.986,15,0.546,0.019,0.000,0.015
3.300,503.014,82.445,-138.005,6.942,4,0.984,15,0.532,0.031,0.000,0.013
3.320,502.886,82.405,-138.051,6.930,4,0.983,15,0.521,0.041,0.000,0.011
3.340,502.759,82.368,-138.097,6.920,4,0.981,15,0.511,0.049,0.000,0.009
