time,speed,signedSpeed,valid,grounded,timer,visible,rendered
0.000,0.000,0.000,False,2,0.000,False,False
0.008,0.000,0.000,False,2,0.000,False,False
0.017,0.358,0.000,False,4,0.000,False,False
0.038,0.715,-0.415,True,4,0.000,False,False
0.047,0.715,-0.415,True,4,0.000,False,False
0.055,0.715,-0.415,True,4,0.000,False,False
0.063,1.071,-0.787,True,4,0.000,False,False
0.072,1.071,-0.787,True,4,0.000,False,False
0.080,1.427,-1.160,True,4,0.000,False,False
0.088,1.427,-1.160,True,4,0.000,False,False
0.097,1.783,-1.526,True,4,0.000,False,False
0.105,1.783,-1.526,True,4,0.000,False,False
0.113,1.783,-1.526,True,4,0.000,False,False
0.122,2.138,-1.892,True,4,0.000,False,False
0.130,2.138,-1.892,True,4,0.000,False,False
0.138,2.493,-2.240,True,4,0.000,False,False
0.147,2.493,-2.240,True,4,0.000,False,False
0.155,2.493,-2.240,True,4,0.000,False,False
0.163,2.847,-2.594,True,4,0.000,False,False
0.172,2.847,-2.594,True,4,0.000,False,False
0.180,3.200,-2.942,True,4,0.000,False,False
0.188,3.200,-2.942,True,4,0.000,False,False
0.197,3.552,-4.010,True,4,0.020,False,False
0.205,3.553,-4.010,True,4,0.020,False,False
0.213,3.553,-4.010,True,4,0.020,False,False
0.222,3.904,-3.638,True,4,0.040,False,False
0.230,3.904,-3.638,True,4,0.040,False,False
0.241,4.254,-3.979,True,4,0.060,False,False
0.249,4.254,-3.979,True,4,0.060,False,False
0.270,4.603,-4.321,True,4,0.080,False,False
0.278,4.950,-4.663,True,4,0.100,False,False
0.286,4.950,-4.663,True,4,0.100,False,False
0.295,4.950,-4.663,True,4,0.100,False,False
0.303,5.296,-5.005,True,4,0.120,False,False
0.311,5.296,-5.005,True,4,0.120,False,False
0.320,5.640,-5.347,True,4,0.140,False,False
0.328,5.640,-5.347,True,4,0.140,False,False
0.336,5.983,-5.676,True,4,0.160,False,False
0.345,5.983,-5.676,True,4,0.160,False,False
0.353,5.983,-5.676,True,4,0.160,False,False
0.361,6.324,-6.018,True,4,0.180,False,False
0.370,6.324,-6.018,True,4,0.180,False,False
0.378,6.663,-7.068,True,4,0.200,False,False
0.386,6.663,-7.068,True,4,0.200,False,False
0.395,6.663,-7.068,True,4,0.200,False,False
0.403,7.000,-6.683,True,4,0.220,False,False
0.427,7.336,-7.013,True,4,0.240,False,False
0.435,7.336,-7.013,True,4,0.240,False,False
0.444,7.669,-7.343,True,4,0.260,False,False
0.452,7.669,-7.343,True,4,0.260,False,False
0.460,8.000,-7.672,True,4,0.280,False,False
0.469,8.000,-7.672,True,4,0.280,False,False
0.477,8.330,-7.996,True,4,0.300,False,False
0.486,8.330,-7.996,True,4,0.300,False,False
0.500,8.657,-8.319,True,4,0.320,False,False
0.508,8.657,-8.319,True,4,0.320,False,False
0.517,8.981,-9.357,True,4,0.340,False,False
0.525,8.981,-9.357,True,4,0.340,False,False
0.533,8.981,-9.357,True,4,0.340,False,False
0.542,9.304,-8.960,True,4,0.360,False,False
0.550,9.304,-8.960,True,4,0.360,False,False
0.558,9.624,-9.277,True,4,0.380,False,False
0.567,9.624,-9.277,True,4,0.380,False,False
0.575,9.624,-9.277,True,4,0.380,False,False
0.583,9.942,-9.595,True,4,0.400,False,False
0.592,9.942,-9.595,True,4,0.400,False,False
0.600,10.258,-9.906,True,4,0.420,False,False
0.608,10.258,-9.906,True,4,0.420,False,False
0.617,10.572,-10.925,True,4,0.440,False,False
0.625,10.572,-10.925,True,4,0.440,False,False
0.633,10.572,-10.925,True,4,0.440,False,False
0.642,10.883,-10.535,True,4,0.460,False,False
0.650,10.883,-10.535,True,4,0.460,False,False
0.659,11.192,-10.834,True,4,0.480,False,False
0.679,11.498,-11.133,True,4,0.500,False,False
0.687,11.498,-11.133,True,4,0.500,False,False
0.696,11.498,-11.133,True,4,0.500,False,False
