time,x,y,z,speed,wheels,target,throttle,brake,steer
0.01999664,763.8486,110.9003,85.80038,0.3242171,2,1,1,0,2.861014E-07
0.04000092,763.8059,110.9164,85.79028,0.6935938,2,1,1,0,-0.001563049
0.05999756,763.7813,110.9084,85.78312,1.076749,2,1,1,0,-0.0001630092
0.0799942,763.7507,110.8944,85.77443,1.464734,2,1,1,0,-0.0004213972
0.09999847,763.7132,110.8753,85.76379,1.857835,2,1,1,0,-0.0004341044
0.1199951,763.6689,110.8513,85.75122,2.256152,2,1,1,0,-0.0004418792
0.1399994,763.618,110.8223,85.73676,2.659499,2,1,1,0,-0.0004464332
0.159996,763.5605,110.7882,85.72044,3.067471,2,1,1,0,-0.0004512342
0.1800003,763.4965,110.7491,85.70228,3.479517,2,1,1,0,-0.0004522234
0.1999969,763.4261,110.7049,85.6823,3.895058,2,1,1,0,-0.0004530517
0.2199936,763.3492,110.6556,85.66051,4.313293,2,1,1,0,-0.0004481849
0.2399979,763.2657,110.6044,85.63682,4.728653,4,1,1,0,-0.0004468469
0.2599945,763.1755,110.5512,85.61121,5.141253,4,1,1,0,-0.000441613
0.2799988,763.0784,110.4957,85.58367,5.55128,4,1,1,0,-0.0004334462
0.2999954,762.9745,110.4378,85.5542,5.958922,4,1,1,0,-0.0004238027
0.3199997,762.8654,110.3782,85.52322,6.276278,4,1,0.7287546,0,-0.0004164737
0.3399963,762.7521,110.3173,85.4911,6.520819,4,1,0.506605,0,-0.0004011323
0.3600006,762.6357,110.2555,85.45809,6.709949,4,1,0.3354269,0,-0.000388932
0.3799973,762.517,110.193,85.42439,6.856667,4,1,0.2030354,0,-0.00037319
0.3999939,762.3964,110.1301,85.39017,6.970749,4,1,0.1003334,0,-0.0003570322
0.4199982,762.2754,110.0674,85.35585,6.996908,4,1,0.02047543,0,-0.0003392803
0.4399948,762.1541,110.0049,85.32143,7.017242,4,1,0.002164268,0,-0.0003212211
0.4599991,762.0325,109.9426,85.28693,7.036864,4,1,0,0,-0.0003021032
0.4799957,761.9105,109.8806,85.25232,7.056395,4,1,0,0,-0.0002861549
0.5,761.7881,109.8187,85.21759,7.075752,4,1,0,0,-0.0002678852
0.5199966,761.6654,109.7571,85.18275,7.094872,4,1,0,0,-0.0002504554
0.5400009,761.5422,109.6957,85.14779,7.113707,4,1,0,0,-0.0002335142
0.5599976,761.4186,109.6345,85.1127,7.132221,4,1,0,0,-0.0002192013
0.5799942,761.2945,109.5735,85.07748,7.150378,4,1,0,0,-0.0002021122
0.5999985,761.17,109.5128,85.04214,7.168159,4,1,0,0,-0.0001885211
0.6199951,761.045,109.4522,85.00667,7.185552,4,1,0,0,-0.0001757601
0.6399994,760.9196,109.3918,84.97107,7.202553,4,1,0,0,-0.0001644486
0.659996,760.7938,109.3316,84.93535,7.21916,4,1,0,0,-0.0001504434
0.6800003,760.6675,109.2715,84.89951,7.235372,4,1,0,0,-0.0001407794
0.6999969,760.5409,109.2115,84.86354,7.251197,4,1,0,0,-0.0001279942
0.7199936,760.4139,109.1517,84.82747,7.266646,4,1,0,0,-0.0001158503
0.7399979,760.2864,109.0919,84.7913,7.281728,4,1,0,0,-0.0001043841
0.7599945,760.1587,109.0322,84.75502,7.296455,4,1,0,0,-0.0001000268
0.7799988,760.0306,108.9725,84.71864,7.310838,4,1,0,0,-9.073289E-05
0.7999954,759.9022,108.9128,84.68218,7.324894,4,1,0,0,-8.405386E-05
0.8199997,759.7734,108.8531,84.64563,7.338634,4,1,0,0,-7.892996E-05
0.8399963,759.6444,108.7934,84.609,7.352069,4,1,0,0,-7.309356E-05
0.8600006,759.5152,108.7336,84.5723,7.365215,4,1,0,0,-7.161769E-05
0.8799973,759.3857,108.6737,84.53551,7.378082,4,1,0,0,-6.272768E-05
0.8999939,759.2559,108.6138,84.49866,7.390682,4,1,0,0,-5.786308E-05
0.9199982,759.1259,108.5538,84.46175,7.403023,4,1,0,0,-5.357136E-05
0.9399948,758.9957,108.4937,84.42477,7.415118,4,1,0,0,-4.99386E-05
0.9599991,758.8652,108.4335,84.38773,7.426968,4,2,0,0,0.0001345047
0.9799957,758.7346,108.3732,84.35062,7.438585,4,2,0,0,0.000134943
1,758.6038,108.3128,84.31347,7.449973,4,2,0,0,0.0001359271
1.019997,758.4728,108.2522,84.27625,7.461145,4,2,0,0,0.0001322403
1.039993,758.3415,108.1916,84.23898,7.472099,4,2,0,0,0.0001311871
1.059998,758.21,108.131,84.20167,7.482841,4,2,0,0,0.0001242008
1.079994,758.0784,108.0702,84.16429,7.493378,4,2,0,0,0.0001155951
1.099998,757.9466,108.0093,84.12686,7.503712,4,2,0,0,0.0001098535
1.119995,757.8146,107.9484,84.08938,7.513847,4,2,0,0,0.0001016011
1.139999,757.6824,107.8874,84.05184,7.523788,4,2,0,0,9.350336E-05
1.159996,757.55,107.8264,84.01425,7.533534,4,2,0,0,8.572558E-05
1.18,757.4175,107.7653,83.97662,7.543091,4,2,0,0,8.016408E-05
1.199997,757.2847,107.7043,83.93893,7.552457,4,2,0,0,7.24832E-05
1.219994,757.1518,107.6431,83.90118,7.561633,4,2,0,0,6.530622E-05
1.239998,757.0187,107.582,83.86339,7.570626,4,2,0,0,5.824609E-05
1.259995,756.8854,107.5209,83.82555,7.579432,4,2,0,0,5.20867E-05
1.279999,756.752,107.4597,83.78765,7.588058,4,2,0,0,4.764598E-05
1.299995,756.6183,107.3986,83.74971,7.596504,4,2,0,0,4.175559E-05
1.32,756.4845,107.3375,83.71172,7.604767,4,2,0,0,3.566415E-05
1.339996,756.3505,107.2764,83.67367,7.612854,4,2,0,0,3.198883E-05
1.360001,756.2163,107.2153,83.63557,7.620759,4,2,0,0,2.715384E-05
1.379997,756.082,107.1542,83.59743,7.62849,4,2,0,0,2.536396E-05
1.399994,755.9475,107.0932,83.55923,7.636047,4,2,0,0,2.132967E-05
1.419998,755.8128,107.0322,83.52099,7.643432,4,2,0,0,2.058021E-05
1.439995,755.6779,106.9713,83.4827,7.650642,4,2,0,0,1.857237E-05
1.459999,755.543,106.9104,83.44437,7.657685,4,2,0,0,1.49175E-05
1.479996,755.4078,106.8495,83.40598,7.66456,4,2,0,0,1.514043E-05
1.5,755.2724,106.7887,83.36755,7.671264,4,2,0,0,1.341882E-05
1.519997,755.137,106.7279,83.32909,7.677807,4,2,0,0,1.038952E-05
1.539993,755.0013,106.6672,83.29057,7.684181,4,2,0,0,1.12035E-05
