time,x,y,z,speed,wheels,target,throttle,brake,steer
0.02000046,990.0071,164.562,115.0022,0.3599406,2,1,1,0,-3.127774E-07
0.03999996,990.0215,164.5563,115.0066,0.7182598,2,2,1,0,-0.01055954
0.06000042,990.0428,164.5479,115.0132,1.075449,2,3,1,0,-0.01977134
0.07999992,990.0712,164.5372,115.022,1.431954,2,4,1,0,-0.02763414
0.1000004,990.1066,164.5243,115.0329,1.788163,2,5,1,0,-0.03436882
0.1199999,990.149,164.5093,115.0459,2.144392,2,6,1,0,-0.04003214
0.1400003,990.1984,164.4924,115.0611,2.500913,2,6,1,0,-0.04013677
0.1599998,990.2546,164.4736,115.0784,2.858088,2,6,1,0,-0.0402357
0.1800003,990.3176,164.4544,115.0977,3.212623,4,6,1,0,-0.04029614
0.1999998,990.3873,164.435,115.1191,3.566676,4,6,1,0,-0.04024038
0.2200003,990.4635,164.4156,115.1425,3.920313,4,6,1,0,-0.04007013
0.2399998,990.5463,164.3963,115.1681,4.272957,4,6,1,0,-0.03979751
0.2600002,990.6356,164.3772,115.1956,4.624509,4,6,1,0,-0.03941926
0.2800007,990.7316,164.3581,115.2253,4.974906,4,7,1,0,-0.04299234
0.3000002,990.834,164.3391,115.2571,5.324112,4,7,1,0,-0.04228301
0.3200006,990.9435,164.3201,115.2911,5.669793,4,7,1,0,-0.04143951
0.3400002,991.0592,164.3009,115.3272,5.992775,4,7,0.9311448,0,-0.04040403
0.3600006,991.1797,164.2811,115.3649,6.242678,4,7,0.7050572,0,-0.0392064
0.3800001,991.3038,164.2608,115.4038,6.436966,4,7,0.5301256,0,-0.03787064
0.4000006,991.4307,164.2396,115.4436,6.588733,4,7,0.3941235,0,-0.03644573
0.4200001,991.5594,164.2175,115.4842,6.707709,4,7,0.2878871,0,-0.03495844
0.4400005,991.6897,164.1944,115.5253,6.801475,4,7,0.2046035,0,-0.03343162
0.46,991.8209,164.1699,115.567,6.875778,4,8,0.1389678,0,-0.03422656
0.4800005,991.9529,164.1439,115.609,6.93507,4,8,0.08695526,0,-0.03251483
0.5,992.0842,164.1167,115.6509,6.920481,4,8,0.04545131,0,-0.03080175
0.5200005,992.2159,164.0879,115.6931,6.97288,4,8,0.05566316,0,-0.02911084
0.54,992.3467,164.0579,115.7351,6.952181,4,8,0.01898408,0,-0.02746023
0.5600004,992.4767,164.0267,115.7771,6.937448,4,8,0.03347339,0,-0.02586104
0.5799999,992.6062,163.9943,115.8191,6.927168,4,8,0.04378638,0,-0.02433393
0.6000004,992.7362,163.9607,115.8614,6.982474,4,8,0.05098214,0,-0.0228832
0.6199999,992.8655,163.9262,115.9036,6.963341,4,8,0.0122683,0,-0.02151879
0.6400003,992.9941,163.891,115.9457,6.949272,4,9,0.02566147,0,-0.02107996
0.6599998,993.1223,163.8551,115.9879,6.938993,4,9,0.03550949,0,-0.01973862
0.6800003,993.25,163.8188,116.03,6.931535,4,9,0.04270491,0,-0.01847195
0.6999998,993.3774,163.7821,116.0722,6.926171,4,9,0.04792566,0,-0.01727142
0.7200003,993.5058,163.7449,116.1149,6.984657,4,9,0.05168042,0,-0.01615778
0.7399998,993.6337,163.7077,116.1575,6.967448,4,9,0.01074023,0,-0.01512218
0.7600002,993.7613,163.6706,116.2001,6.954439,4,9,0.02278657,0,-0.01416208
0.7799997,993.8885,163.6336,116.2428,6.944621,4,9,0.03189259,0,-0.01326839
0.8000002,994.0156,163.5968,116.2855,6.937223,4,9,0.03876524,0,-0.01243618
0.8199997,994.1426,163.5603,116.3283,6.931663,4,9,0.04394393,0,-0.01167442
0.8400002,994.2696,163.5241,116.3712,6.927503,4,10,0.04783621,0,-0.01071094
0.8599997,994.3976,163.488,116.4145,6.986728,4,10,0.05074816,0,-0.009977962
0.8800001,994.5254,163.4522,116.4579,6.969928,4,10,0.009290266,0,-0.009300608
0.8999996,994.653,163.4169,116.5012,6.957113,4,10,0.02105055,0,-0.0086754
0.9200001,994.7803,163.382,116.5446,6.947348,4,10,0.03002071,0,-0.008101264
0.9399996,994.9077,163.3474,116.5881,6.93991,4,10,0.03685665,0,-0.007573211
0.96,995.035,163.3132,116.6316,6.934252,4,10,0.04206305,0,-0.007101316
0.9799995,995.1622,163.2793,116.6751,6.929959,4,10,0.04602342,0,-0.006660753
1,995.2894,163.2457,116.7188,6.92671,4,10,0.04902849,0,-0.006259869
1.02,995.4177,163.2121,116.7628,6.986585,4,11,0.05130291,0,-0.005004657
1.04,995.5458,163.1787,116.8069,6.970259,4,11,0.009390402,0,-0.00461412
1.06,995.6736,163.1456,116.8509,6.957783,4,11,0.02081857,0,-0.004263342
1.08,995.8013,163.1126,116.8949,6.948258,4,11,0.02955208,0,-0.003951044
1.1,995.9289,163.0797,116.9389,6.940994,4,11,0.03621912,0,-0.003671579
1.12,996.0563,163.047,116.9829,6.93546,4,11,0.04130401,0,-0.003421264
1.14,996.1837,163.0144,117.0269,6.931253,4,11,0.04517794,0,-0.003194786
1.16,996.311,162.9818,117.071,6.928062,4,11,0.0481226,0,-0.002992891
1.18,996.4395,162.9488,117.1154,6.987982,4,11,0.05035629,0,-0.00281459
1.2,996.5676,162.916,117.1598,6.971673,4,11,0.008412742,0,-0.002654604
1.22,996.6954,162.8831,117.2041,6.959202,4,12,0.01982856,0,-0.001166242
1.24,996.8231,162.8503,117.2484,6.949678,4,12,0.0285584,0,-0.0009971036
1.26,996.9506,162.8174,117.2926,6.942414,4,12,0.03522544,0,-0.0008695169
1.28,997.0779,162.7845,117.3369,6.936877,4,12,0.04031033,0,-0.0007652747
1.3,997.2052,162.7515,117.3811,6.932662,4,12,0.04418593,0,-0.0006744525
1.32,997.3324,162.7185,117.4253,6.929461,4,12,0.04713659,0,-0.0006106928
1.34,997.4595,162.6854,117.4695,6.927036,4,12,0.04937696,0,-0.0005614079
1.36,997.5877,162.652,117.514,6.987529,4,12,0.0510746,0,-0.0005141809
1.38,997.7156,162.6185,117.5585,6.97166,4,12,0.008729505,0,-0.0004833868
1.4,997.8433,162.5851,117.6029,6.959516,4,12,0.0198379,0,-0.0004545247
1.42,997.9708,162.5516,117.6473,6.95023,4,12,0.0283391,0,-0.00043705
1.44,998.098,162.5181,117.6916,6.943135,4,13,0.03483925,0,0.001301564
1.46,998.2252,162.4846,117.7359,6.937716,4,13,0.03980565,0,0.001333318
1.48,998.3524,162.451,117.7801,6.933581,4,13,0.04359846,0,0.001335553
1.5,998.4794,162.4175,117.8244,6.930428,4,13,0.04649305,0,0.001314204
1.52,998.6063,162.3839,117.8686,6.928029,4,13,0.04870071,0,0.001286357
1.54,998.7344,162.35,117.9132,6.988534,4,13,0.05037966,0,0.001246015
1.559999,998.8622,162.3162,117.9577,6.97265,4,13,0.008026218,0,0.001194568
1.58,998.9897,162.2824,118.0021,6.960477,4,13,0.01914496,0,0.001144413
1.599999,999.1172,162.2486,118.0465,6.951156,4,13,0.02766619,0,0.001088434
1.62,999.2444,162.2149,118.0908,6.944018,4,13,0.03419103,0,0.001024921
1.639999,999.3716,162.1812,118.135,6.938557,4,14,0.03918714,0,0.002965984
1.66,999.4987,162.1475,118.1793,6.93438,4,14,0.04301033,0,0.002913954
1.679999,999.6257,162.1139,118.2235,6.931186,4,14,0.04593396,0,0.002838159
1.7,999.7526,162.0803,118.2677,6.928743,4,14,0.04816999,0,0.002743072
