time,x,y,z,speed,wheels,target,throttle,brake,steer
0.01999999,456.4307,80.63815,7.826763,0.3580763,2,1,1,0,7.152554E-08
0.03999998,456.4192,80.64023,7.827251,0.7077947,2,1,1,0,-0.003591689
0.05999998,456.4009,80.6417,7.827826,1.053837,2,1,1,0,-0.00382548
0.07999997,456.3762,80.64294,7.828594,1.395769,2,1,1,0,-0.00378657
0.09999996,456.3451,80.6438,7.829554,1.732956,2,1,1,0,-0.003739754
0.12,456.3076,80.64418,7.830704,2.06483,2,1,1,0,-0.003683679
0.14,456.2636,80.64404,7.832044,2.390907,2,1,1,0,-0.003618174
0.1599999,456.2132,80.64338,7.833571,2.710785,2,1,1,0,-0.003543467
0.1799999,456.1566,80.64361,7.835406,3.023698,3,1,1,0,-0.003460711
0.1999999,456.0939,80.64496,7.837535,3.331644,3,1,1,0,-0.003800338
0.2199999,456.0676,80.73106,7.789674,3.346483,4,1,1,0,-0.004464999
0.2399999,455.9997,80.7482,7.785232,3.656419,3,1,1,0,0.00463915
0.2599999,455.9254,80.76387,7.782858,3.939572,3,1,0.9405068,0,0.001613204
0.2799999,455.8591,80.85109,7.821923,3.923934,3,1,0.7422994,0,-0.001708104
0.2999999,455.7771,80.87341,7.826343,4.152535,2,1,0.7532462,0,0.07955179
0.3199999,455.6913,80.89252,7.830219,4.328321,2,1,0.5932255,0,0.0851621
0.3399999,455.6027,80.90842,7.833626,4.463705,2,1,0.470175,0,0.08843007
0.3599999,455.512,80.92123,7.836635,4.567949,2,1,0.3754068,0,0.08978672
0.3799999,455.4196,80.93106,7.839309,4.647999,2,1,0.3024355,0,0.08959679
0.3999999,455.3262,80.93813,7.841716,4.708931,3,1,0.2464008,0,0.08817013
0.4199998,455.2318,80.94283,7.843897,4.754871,3,1,0.203748,0,0.0857762
0.4399998,455.1367,80.94593,7.845843,4.789268,4,1,0.1715904,0,0.08262195
0.4599998,455.041,80.94801,7.847587,4.814726,4,1,0.147512,0,0.07891064
0.4799998,454.9448,80.94956,7.849168,4.833405,4,1,0.1296916,0,0.07480935
0.4999998,454.8483,80.95102,7.850627,4.84699,4,1,0.1166168,0,0.07045707
0.5199998,454.7515,80.95271,7.852005,4.856925,4,1,0.1071073,0,0.06596658
0.5399998,454.6545,80.95484,7.853347,4.864213,4,1,0.1001528,0,0.06140153
0.5599998,454.5573,80.95759,7.854695,4.869602,4,1,0.09505124,0,0.05684048
0.5799998,454.4598,80.96106,7.856085,4.873642,4,1,0.09127846,0,0.05234579
0.5999998,454.3623,80.96532,7.857545,4.876731,4,1,0.08845062,0,0.04796428
0.6199998,454.2647,80.9704,7.8591,4.879159,4,1,0.08628802,0,0.04373117
0.6399997,454.167,80.9763,7.860767,4.881138,4,1,0.08458839,0,0.03967137
0.6599998,454.0692,80.98299,7.862559,4.882821,4,1,0.08320317,0,0.03580274
0.6799998,453.9714,80.9904,7.864484,4.884326,4,1,0.08202524,0,0.03213636
0.6999997,453.8736,80.99847,7.866546,4.885737,4,1,0.08097181,0,0.02867991
0.7199997,453.7757,81.00711,7.868746,4.887121,4,1,0.07998381,0,0.02543577
0.7399997,453.6777,81.01624,7.87108,4.888527,4,1,0.07901516,0,0.02240402
0.7599998,453.5797,81.02576,7.873545,4.889994,4,1,0.07803116,0,0.01958262
0.7799997,453.4816,81.03557,7.876133,4.89155,4,1,0.0770041,0,0.01696759
0.7999997,453.3835,81.04558,7.878833,4.893214,4,1,0.07591528,0,0.01455379
0.8199997,453.2853,81.0557,7.881637,4.895006,4,1,0.07475004,0,0.01234264
0.8399997,453.187,81.06587,7.884534,4.896927,4,1,0.07349601,0,0.01032821
0.8599997,453.0886,81.07595,7.887516,4.898966,4,1,0.07215085,0,0.008501998
0.8799997,452.9901,81.08578,7.890574,4.901212,4,1,0.07072391,0,0.00685002
0.8999997,452.8914,81.09525,7.893699,4.903677,4,1,0.06915145,0,0.0053665
0.9199997,452.7927,81.10423,7.896882,4.906341,4,1,0.06742644,0,0.004044475
0.9399996,452.6939,81.11266,7.900115,4.909163,4,1,0.06556124,0,0.00287598
0.9599997,452.5951,81.12051,7.90339,4.912085,4,1,0.06358624,0,0.001854231
0.9799997,452.4962,81.12777,7.906702,4.915047,4,1,0.06154046,0,0.000970459
0.9999996,452.3973,81.13442,7.910042,4.917988,4,1,0.05946698,0,0.0002167714
1.02,452.2983,81.1405,7.913407,4.920853,4,1,0.05740819,0,-0.0004161393
