elapsed,voiceSample,voicePlaying,themeVolume,radioCount,titleActive
0.001072168,0,False,0.09,0,True
0.01038432,0,False,0.09,0,True
0.02077365,0,False,0.09,0,True
0.037256,0,False,0.09,0,True
0.05381632,0,False,0.09,0,True
0.07045889,0,False,0.09,0,True
0.08716702,0,False,0.09,0,True
0.1038179,0,False,0.09,0,True
0.1205959,0,False,0.09,0,True
0.1371388,0,False,0.09,0,True
0.1548653,0,False,0.09,0,True
0.170464,0,False,0.09,0,True
0.1871657,0,True,0.09,0,True
0.2037947,1024,True,0.09,0,True
0.2204497,1024,True,0.09,0,True
0.2371223,2048,True,0.09,0,True
0.253798,2048,True,0.09,0,True
0.2704632,3072,True,0.09,0,True
0.2871494,4096,True,0.09,0,True
0.3037796,5120,True,0.09,0,True
0.3206136,6144,True,0.09,0,True
0.3372383,7168,True,0.09,0,True
0.3539093,7168,True,0.09,0,True
0.3706288,8192,True,0.09,0,True
0.3872478,9216,True,0.09,0,True
0.4039338,10240,True,0.09,0,True
0.4207306,11264,True,0.09,0,True
0.4372387,12288,True,0.09,0,True
0.4539142,13312,True,0.09,0,True
0.4706984,13312,True,0.09,0,True
0.4872537,14336,True,0.09,0,True
0.503993,15360,True,0.09,0,True
0.5207672,16384,True,0.09,0,True
0.5447247,16384,True,0.09,0,True
0.5656781,17408,True,0.09,0,True
0.6018364,19456,True,0.09,0,True
0.6336091,21504,True,0.09,0,True
0.6471334,21504,True,0.09,0,True
0.6752188,23552,True,0.09,0,True
0.6989682,23552,True,0.09,0,True
0.7213812,24576,True,0.09,0,True
0.7421372,25600,True,0.09,0,True
0.7658617,26624,True,0.09,0,True
0.7889163,28672,True,0.09,0,True
0.8086703,29696,True,0.09,0,True
0.8312459,30720,True,0.09,0,True
0.8532441,31744,True,0.09,0,True
0.873667,32768,True,0.09,0,True
0.8939238,33792,True,0.09,0,True
0.9155934,34816,True,0.09,0,True
0.9333284,35840,True,0.09,0,True
0.9530506,36864,True,0.09,0,True
0.9732068,37888,True,0.09,0,True
0.9951527,38912,True,0.09,0,True
1.012854,38912,True,0.09,0,True
1.033766,39936,True,0.09,0,True
1.055813,40960,True,0.09,0,True
1.07381,41984,True,0.09,0,True
1.101435,43008,True,0.09,0,True
1.124224,44032,True,0.09,0,True
1.153002,46080,True,0.09,0,True
1.177255,47104,True,0.09,0,True
1.209338,49152,True,0.09,0,True
1.236087,50176,True,0.09,0,True
1.261333,51200,True,0.09,0,True
1.290157,53248,True,0.09,0,True
1.311324,54272,True,0.09,0,True
1.335792,54272,True,0.09,0,True
1.362913,56320,True,0.09,0,True
1.385469,57344,True,0.09,0,True
1.403215,58368,True,0.09,0,True
1.425092,59392,True,0.09,0,True
1.446602,60416,True,0.09,0,True
1.466438,61440,True,0.09,0,True
1.483614,62464,True,0.09,0,True
1.499793,62464,True,0.09,0,True
1.52069,63488,True,0.09,0,True
1.535766,63488,True,0.09,0,True
1.553126,64512,True,0.09,0,True
1.569721,65536,True,0.09,0,True
1.587285,66560,True,0.09,0,True
1.604429,67584,True,0.09,0,True
1.62218,68608,True,0.09,0,True
1.63899,69632,True,0.09,0,True
1.657035,69632,True,0.09,0,True
1.672495,70656,True,0.09,0,True
1.689372,71680,True,0.09,0,True
1.705843,72704,True,0.09,0,True
1.72327,73728,True,0.09,0,True
1.739937,74752,True,0.09,0,True
1.758478,75776,True,0.09,0,True
1.775146,75776,True,0.09,0,True
1.792431,76800,True,0.09,0,True
1.808539,77824,True,0.09,0,True
1.825814,77824,True,0.09,0,True
1.842486,78848,True,0.09,0,True
1.859926,79872,True,0.09,0,True
1.875788,79872,True,0.09,0,True
1.892471,80896,True,0.09,0,True
1.928065,82944,True,0.09,0,True
1.945055,83968,True,0.09,0,True
1.961753,84010,False,0.09333342,0,True
1.978385,0,False,0.09666684,0,True
1.995058,0,False,0.1000019,0,True
2.011727,0,False,0.1033353,0,True
2.028385,0,False,0.1066687,0,True
2.045228,0,False,0.1100021,0,True
2.062751,0,False,0.1134355,0,True
2.081166,0,False,0.1170291,0,True
2.09799,0,False,0.1204277,0,True
2.119147,0,False,0.1245944,0,True
2.13657,0,False,0.1282468,0,True
2.154884,0,False,0.1317028,0,True
2.171415,0,False,0.1352503,0,True
2.188218,0,False,0.1385854,0,True
2.204971,0,False,0.1419189,0,True
2.222002,0,False,0.1453704,0,True
2.239388,0,False,0.1488473,0,True
2.263304,0,False,0.1536397,0,True
2.301505,0,False,0.1610795,0,True
2.331285,0,False,0.1672122,0,True
2.360583,0,False,0.1729901,0,True
2.385459,0,False,0.1780798,0,True
2.406542,0,False,0.1822936,0,True
2.427412,0,False,0.1859667,0,True
2.443024,0,False,0.1895721,0,True
2.46045,0,False,0.1930778,0,True
2.477186,0,False,0.1964146,0,True
2.495204,0,False,0.1999952,0,True
2.511826,0,False,0.2033322,0,True
2.528533,0,False,0.2066724,0,True
2.54511,0,False,0.2100058,0,True
2.561876,0,False,0.2133393,0,True
2.578452,0,False,0.2166726,0,True
2.595209,0,False,0.220006,0,True
2.611776,0,False,0.2233395,0,True
2.628454,0,False,0.2266735,0,True
2.645116,0,False,0.2300069,0,True
2.66185,0,False,0.2333403,0,True
2.67896,0,False,0.2367428,0,True
2.695434,0,False,0.2400762,0,True
2.712083,0,False,0.2434096,0,True
2.728853,0,False,0.246743,0,True
2.74543,0,False,0.2500764,0,True
2.762104,0,False,0.2534098,0,True
2.778735,0,False,0.2567431,0,True
2.795427,0,False,0.2600766,0,True
2.812143,0,False,0.26341,0,True
2.829073,0,False,0.2667811,0,True
2.845793,0,False,0.27,0,True
2.862542,0,False,0.27,0,True
2.879662,0,False,0.27,0,True
2.896188,0,False,0.27,0,True
2.912832,0,False,0.27,0,True
2.929507,0,False,0.27,0,True
2.946164,0,False,0.27,0,True
2.962831,0,False,0.27,0,True
2.979547,0,False,0.27,0,True
2.996177,0,False,0.27,0,True
3.012822,0,False,0.27,0,True
3.029504,0,False,0.27,0,True
3.046164,0,False,0.27,0,True
3.06287,0,False,0.27,0,True
3.079503,0,False,0.27,0,True
3.096139,0,False,0.27,0,True
3.112809,0,False,0.27,0,True
3.129478,0,False,0.27,0,True
3.146178,0,False,0.27,0,True
3.16309,0,False,0.27,0,True
3.179747,0,False,0.27,0,True
3.196164,0,False,0.27,0,True
3.212813,0,False,0.27,0,True
3.229449,0,False,0.27,0,True
3.246116,0,False,0.27,0,True
3.262816,0,False,0.27,0,True
3.279452,0,False,0.27,0,True
3.296124,0,False,0.27,0,True
3.312783,0,False,0.27,0,True
3.329481,0,False,0.27,0,True
3.346142,0,False,0.27,0,True
3.362787,0,False,0.27,0,True
3.379465,0,False,0.27,0,True
3.396136,0,False,0.27,0,True
3.412802,0,False,0.27,0,True
3.429463,0,False,0.27,0,True
3.446119,0,False,0.27,0,True
3.46283,0,False,0.27,0,True
3.479444,0,False,0.27,0,True
3.49614,0,False,0.27,0,True
3.512793,0,False,0.27,0,True
3.529485,0,False,0.27,0,True
3.546113,0,False,0.27,0,True
3.562798,0,False,0.27,0,True
3.579472,0,False,0.27,0,True
3.596126,0,False,0.27,0,True
3.612809,0,False,0.27,0,True
3.629483,0,False,0.27,0,True
3.646142,0,False,0.27,0,True
3.662867,0,False,0.27,0,True
3.679525,0,False,0.27,0,True
3.696189,0,False,0.27,0,True
3.712853,0,False,0.27,0,True
3.729504,0,False,0.27,0,True
3.746196,0,False,0.27,0,True
3.762857,0,False,0.27,0,True
3.779492,0,False,0.27,0,True
3.796169,0,False,0.27,0,True
3.812891,0,False,0.27,0,True
3.829491,0,False,0.27,0,True
3.846187,0,False,0.27,0,True
3.862848,0,False,0.27,0,True
3.879528,0,False,0.27,0,True
3.896219,0,False,0.27,0,True
3.912869,0,False,0.27,0,True
3.929518,0,False,0.27,0,True
3.946173,0,False,0.27,0,True
3.962824,0,False,0.27,0,True
3.980558,0,False,0.27,0,True
3.997195,0,False,0.27,0,True
4.013853,0,False,0.27,0,True
4.030478,0,False,0.27,0,True
4.047142,0,False,0.27,0,True
4.063818,0,False,0.27,0,True
4.08081,0,False,0.27,0,True
4.097475,0,False,0.27,0,True
4.114284,0,False,0.27,0,True
4.130928,0,False,0.27,0,True
4.147493,0,False,0.27,0,True
4.164193,0,False,0.27,0,True
4.180864,0,False,0.27,0,True
4.197474,0,False,0.27,0,True
4.214156,0,False,0.27,0,True
4.230813,0,False,0.27,0,True
4.247465,0,False,0.27,0,True
4.264182,0,False,0.27,0,True
4.280857,0,False,0.27,0,True
4.297515,0,False,0.27,0,True
4.314128,0,False,0.27,0,True
4.330818,0,False,0.27,0,True
4.347516,0,False,0.27,0,True
4.364177,0,False,0.27,0,True
4.380875,0,False,0.27,0,True
4.397527,0,False,0.27,0,True
4.414171,0,False,0.27,0,True
4.43087,0,False,0.27,0,True
4.447486,0,False,0.27,0,True
4.464249,0,False,0.27,0,True
4.481041,0,False,0.27,0,True
4.497565,0,False,0.27,0,True
