time,name,streetDistance,routeIsStreet,recoveries,x,y,z
3.00,Traffic 1,2.662,True,0,533.60,58.38,-182.65
3.00,Traffic 2,2.679,True,0,-1.11,34.60,-497.87
3.00,Traffic 3,2.680,True,0,-624.53,8.68,-47.06
3.00,Traffic 4,2.150,True,0,-20.41,8.52,530.88
4.08,Traffic 1,2.677,True,0,536.72,53.98,-190.39
4.08,Traffic 2,2.707,True,0,-1.10,33.81,-490.00
4.08,Traffic 3,2.859,True,0,-624.48,8.72,-39.52
4.08,Traffic 4,2.146,True,0,-27.90,8.53,530.88
5.08,Traffic 1,2.645,True,0,541.66,46.76,-203.25
5.08,Traffic 2,2.736,True,0,-1.24,32.40,-474.40
5.08,Traffic 3,3.283,True,0,-624.31,8.77,-23.78
5.08,Traffic 4,2.136,True,0,-45.80,8.54,530.96
6.16,Traffic 1,2.621,True,0,546.69,39.74,-217.89
6.16,Traffic 2,2.665,True,0,-1.08,31.58,-457.32
6.16,Traffic 3,3.329,True,0,-624.58,8.84,-5.90
6.16,Traffic 4,2.150,True,0,-73.89,8.60,531.12
7.38,Traffic 1,2.614,True,0,551.73,34.17,-235.15
7.38,Traffic 2,2.558,True,0,-0.01,32.28,-440.43
7.38,Traffic 3,3.264,True,0,-625.01,8.92,13.96
7.38,Traffic 4,2.165,True,0,-108.56,8.74,531.16
8.56,Traffic 1,2.618,True,0,555.86,30.71,-252.54
8.56,Traffic 2,2.674,True,0,1.52,34.55,-422.30
8.56,Traffic 3,3.259,True,0,-625.38,9.01,33.23
8.56,Traffic 4,2.147,True,0,-142.34,8.97,531.14
10.14,Traffic 1,2.490,True,0,558.63,28.44,-276.52
10.14,Traffic 2,2.663,True,0,4.04,38.39,-397.84
10.14,Traffic 3,3.266,True,0,-625.85,9.12,59.13
10.14,Traffic 4,2.145,True,0,-187.74,9.29,531.26
12.14,Traffic 1,2.409,True,0,555.83,26.08,-307.20
12.14,Traffic 2,2.573,True,0,9.67,40.69,-366.83
12.14,Traffic 3,2.834,True,0,-626.89,9.25,91.79
12.14,Traffic 4,2.141,True,0,-245.02,9.60,531.75
14.14,Traffic 1,2.624,True,0,548.17,25.22,-337.18
14.14,Traffic 2,2.630,True,0,18.15,37.96,-336.24
14.14,Traffic 3,2.648,True,0,-627.66,9.38,124.46
14.14,Traffic 4,2.130,True,0,-302.33,9.61,532.89
16.14,Traffic 1,2.799,True,0,542.30,25.86,-367.59
16.14,Traffic 2,2.448,True,0,31.13,35.60,-307.45
16.14,Traffic 3,2.683,True,0,-628.14,9.50,157.14
16.14,Traffic 4,2.143,True,0,-359.66,9.33,534.78
18.04,Traffic 1,2.765,True,0,540.45,28.74,-396.66
18.04,Traffic 2,2.126,True,0,52.67,42.47,-289.12
18.04,Traffic 3,2.677,True,0,-628.57,9.60,188.20
18.04,Traffic 4,2.149,True,0,-414.16,8.97,536.83
20.04,Traffic 1,2.674,True,0,539.16,32.34,-427.11
20.04,Traffic 2,2.224,True,0,83.59,43.40,-286.08
20.04,Traffic 3,2.676,True,0,-628.94,9.67,220.88
20.04,Traffic 4,2.172,True,0,-471.50,8.65,538.83
21.88,Traffic 1,2.547,True,0,535.68,33.58,-455.24
21.88,Traffic 2,2.537,True,0,111.96,39.01,-291.71
21.88,Traffic 3,2.686,True,0,-629.38,9.73,250.90
21.88,Traffic 4,2.130,True,0,-524.10,8.73,541.49
23.88,Traffic 1,2.593,True,0,527.90,30.08,-485.05
23.88,Traffic 2,2.645,True,0,142.41,38.25,-300.20
23.88,Traffic 3,2.681,True,0,-629.96,9.76,283.58
23.88,Traffic 4,2.228,True,0,-574.93,8.74,543.32
25.88,Traffic 1,2.542,True,0,516.27,24.93,-513.29
25.88,Traffic 2,2.622,True,0,170.22,43.03,-309.69
25.88,Traffic 3,2.676,True,0,-630.45,9.77,316.25
25.88,Traffic 4,2.139,True,0,-598.94,8.74,538.19
27.88,Traffic 1,2.543,True,0,499.20,23.13,-536.44
27.88,Traffic 2,2.610,True,0,198.69,46.68,-322.58
27.88,Traffic 3,2.668,True,0,-630.60,9.76,348.93
27.88,Traffic 4,4.095,True,0,-610.70,8.57,518.09
29.88,Traffic 1,1.501,True,0,482.05,23.95,-541.98
29.88,Traffic 2,2.527,True,0,225.57,44.10,-339.44
29.88,Traffic 3,2.656,True,0,-629.98,9.71,381.59
29.88,Traffic 4,2.157,True,0,-616.47,8.82,485.13
31.88,Traffic 1,1.855,True,0,466.28,27.46,-518.24
31.88,Traffic 2,2.654,True,0,250.73,39.03,-358.32
31.88,Traffic 3,2.626,True,0,-627.78,9.60,414.19
31.88,Traffic 4,2.796,True,0,-626.44,9.26,453.09
33.88,Traffic 1,2.963,True,0,452.02,30.93,-491.35
33.88,Traffic 2,2.763,True,0,276.63,35.55,-376.37
33.88,Traffic 3,2.585,True,0,-622.60,9.33,446.44
33.88,Traffic 4,2.777,True,0,-632.37,9.57,420.09
35.88,Traffic 1,2.645,True,0,434.91,34.80,-466.20
35.88,Traffic 2,2.731,True,0,304.01,40.40,-390.78
35.88,Traffic 3,2.579,True,0,-614.01,8.90,477.94
35.88,Traffic 4,2.756,True,0,-635.03,9.70,386.67
37.88,Traffic 1,2.699,True,0,417.66,38.07,-440.98
37.88,Traffic 2,3.013,True,0,334.35,40.70,-397.58
37.88,Traffic 3,2.646,True,0,-604.90,8.60,509.00
37.88,Traffic 4,2.711,True,0,-635.79,9.76,353.15
39.88,Traffic 1,2.721,True,0,398.76,37.10,-416.52
39.88,Traffic 2,2.764,True,0,364.01,31.40,-395.76
39.88,Traffic 3,3.034,True,0,-601.45,8.69,530.10
39.88,Traffic 4,2.696,True,0,-635.70,9.77,319.63
41.88,Traffic 1,2.728,True,0,377.43,30.76,-395.47
41.88,Traffic 2,1.790,True,0,389.05,34.86,-411.55
41.88,Traffic 3,1.112,True,0,-570.06,8.74,540.61
41.88,Traffic 4,2.686,True,0,-635.21,9.76,286.11
43.88,Traffic 1,3.446,True,0,349.49,35.69,-389.72
43.88,Traffic 2,2.797,True,0,407.69,38.63,-436.47
43.88,Traffic 3,2.221,True,0,-515.33,8.74,536.86
43.88,Traffic 4,2.681,True,0,-634.61,9.73,252.59
45.88,Traffic 1,2.348,True,0,320.43,42.78,-391.05
45.88,Traffic 2,2.605,True,0,426.16,35.81,-462.26
45.88,Traffic 3,2.225,True,0,-459.49,8.70,534.26
45.88,Traffic 4,2.676,True,0,-634.11,9.67,219.07
47.88,Traffic 1,2.348,True,0,292.33,36.87,-379.66
47.88,Traffic 2,2.671,True,0,443.59,31.76,-488.61
47.88,Traffic 3,2.136,True,0,-403.66,9.04,532.35
47.88,Traffic 4,2.681,True,0,-633.74,9.59,185.55
49.88,Traffic 1,2.603,True,0,266.28,36.75,-363.38
49.88,Traffic 2,2.525,True,0,460.13,28.08,-515.56
49.88,Traffic 3,2.155,True,0,-347.84,9.40,530.26
49.88,Traffic 4,2.683,True,0,-633.27,9.48,152.03
51.88,Traffic 1,2.635,True,0,242.03,41.45,-345.36
51.88,Traffic 2,2.498,True,0,473.77,24.88,-538.91
51.88,Traffic 3,2.162,True,0,-292.00,9.63,528.52
51.88,Traffic 4,2.681,True,0,-632.72,9.36,118.51
53.88,Traffic 1,2.713,True,0,217.45,45.76,-327.69
53.88,Traffic 2,2.471,True,0,489.82,23.26,-547.19
53.88,Traffic 3,2.166,True,0,-236.10,9.56,527.53
53.88,Traffic 4,2.681,True,0,-632.13,9.22,85.00
55.84,Traffic 1,2.829,True,0,191.22,46.01,-312.98
55.84,Traffic 2,3.823,True,0,512.29,23.61,-530.98
55.84,Traffic 3,2.159,True,0,-181.65,9.25,527.13
55.84,Traffic 4,1.625,True,0,-627.45,9.09,53.12
57.84,Traffic 1,2.768,True,0,162.85,41.28,-301.36
57.84,Traffic 2,2.778,True,0,526.80,27.02,-503.19
57.84,Traffic 3,2.154,True,0,-125.71,8.85,527.04
57.84,Traffic 4,6.939,True,0,-621.42,8.93,20.49
59.64,Traffic 1,2.734,True,0,136.56,37.68,-293.01
59.64,Traffic 2,2.803,True,0,535.81,31.62,-476.89
59.64,Traffic 3,2.148,True,0,-75.41,8.61,527.03
59.64,Traffic 4,6.175,True,0,-621.64,8.82,-9.66
61.64,Traffic 1,2.698,True,0,106.86,39.87,-285.29
61.64,Traffic 2,2.744,True,0,542.51,33.63,-446.03
61.64,Traffic 3,2.151,True,0,-19.49,8.52,526.78
61.64,Traffic 4,6.258,True,0,-620.97,8.68,-43.17
63.48,Traffic 1,2.737,True,0,79.38,43.96,-280.95
63.48,Traffic 2,2.814,True,0,545.06,31.20,-416.94
63.48,Traffic 3,2.181,True,0,30.93,8.67,528.41
63.48,Traffic 4,6.253,True,0,-620.48,8.57,-74.01
65.30,Traffic 1,2.940,True,0,51.64,42.66,-284.31
65.30,Traffic 2,2.687,True,0,546.13,27.70,-388.11
65.30,Traffic 3,2.453,True,0,75.37,9.64,539.32
65.30,Traffic 4,6.256,True,0,-620.02,8.46,-104.60
67.26,Traffic 1,3.194,True,0,28.41,35.84,-301.79
67.26,Traffic 2,2.584,True,0,549.01,25.44,-357.26
