t,station,x,y,z,speed,vx,vy,vz,throttle,brake,steering,grounded,suspension,alignment,up,contacts
0.980,579.186,982.805,163.326,121.894,23.868,18.185,-1.648,-15.380,0.072,0.000,0.040,4,9.864,0.131,0.998,""
1.000,578.708,983.168,163.293,121.585,23.879,18.146,-1.647,-15.442,0.066,0.000,0.039,4,9.895,0.120,0.998,""
1.020,578.230,983.530,163.260,121.274,23.889,18.106,-1.645,-15.504,0.061,0.000,0.038,4,9.925,0.109,0.998,""
1.040,577.752,983.892,163.227,120.963,23.898,18.066,-1.642,-15.565,0.056,0.000,0.038,4,9.951,0.100,0.998,""
1.060,577.277,984.252,163.194,120.650,23.907,18.027,-1.639,-15.624,0.051,0.000,0.037,4,9.985,0.094,0.998,""
1.080,576.799,984.609,163.162,120.339,23.700,17.827,-1.621,-15.539,0.046,0.000,0.036,4,10.026,0.085,0.998,""
1.100,576.325,984.965,163.130,120.027,23.724,17.800,-1.617,-15.607,0.150,0.000,0.035,4,10.065,0.075,0.998,""
1.120,575.850,985.321,163.097,119.714,23.747,17.772,-1.612,-15.673,0.138,0.000,0.034,4,10.117,0.068,0.998,""
1.140,575.375,985.676,163.065,119.399,23.767,17.744,-1.605,-15.737,0.127,0.000,0.034,4,10.168,0.053,0.998,""
1.160,574.902,986.030,163.033,119.083,23.786,17.714,-1.598,-15.799,0.116,0.000,0.033,4,10.216,0.054,0.998,""
1.180,574.426,986.384,163.002,118.766,23.804,17.685,-1.589,-15.859,0.107,0.000,0.032,4,10.288,0.041,0.998,""
1.200,573.950,986.737,162.970,118.447,23.821,17.655,-1.579,-15.917,0.098,0.000,0.031,4,10.349,0.030,0.998,""
1.220,573.474,987.089,162.939,118.128,23.836,17.625,-1.567,-15.974,0.090,0.000,0.030,4,10.419,0.027,0.998,""
1.240,572.998,987.441,162.908,117.807,23.850,17.595,-1.554,-16.029,0.082,0.000,0.029,4,10.495,0.023,0.998,""
1.260,572.521,987.792,162.877,117.485,23.863,17.565,-1.539,-16.083,0.075,0.000,0.029,4,10.565,0.021,0.998,""
1.280,572.044,988.143,162.846,117.163,23.875,17.535,-1.523,-16.135,0.068,0.000,0.028,4,10.640,0.017,0.998,""
1.300,571.567,988.493,162.816,116.839,23.886,17.506,-1.505,-16.185,0.062,0.000,0.027,4,10.742,0.032,0.998,""
1.320,571.089,988.842,162.787,116.514,23.897,17.476,-1.485,-16.234,0.057,0.000,0.027,4,10.825,0.032,0.998,""
1.340,570.612,989.191,162.757,116.189,23.906,17.446,-1.463,-16.282,0.052,0.000,0.026,4,10.924,0.034,0.998,""
1.360,570.134,989.536,162.729,115.865,23.700,17.262,-1.427,-16.179,0.047,0.000,0.026,4,11.010,0.049,0.998,""
1.380,569.660,989.881,162.701,115.541,23.724,17.244,-1.402,-16.235,0.150,0.000,0.025,4,11.088,0.069,0.998,""
1.400,569.186,990.225,162.673,115.215,23.746,17.226,-1.376,-16.289,0.138,0.000,0.025,4,11.174,0.061,0.998,""
1.420,568.711,990.569,162.646,114.888,23.767,17.208,-1.348,-16.340,0.127,0.000,0.024,4,11.258,0.078,0.998,""
1.440,568.235,990.912,162.620,114.561,23.785,17.189,-1.318,-16.390,0.117,0.000,0.023,4,11.323,0.072,0.998,""
1.460,567.760,991.256,162.594,114.232,23.803,17.169,-1.287,-16.438,0.107,0.000,0.023,4,11.374,0.089,0.998,""
1.480,567.284,991.598,162.569,113.903,23.818,17.149,-1.256,-16.484,0.099,0.000,0.022,4,11.395,0.096,0.998,""
1.500,566.807,991.941,162.545,113.572,23.833,17.129,-1.225,-16.528,0.091,0.000,0.022,4,11.390,0.100,0.999,""
1.520,566.331,992.283,162.521,113.241,23.846,17.109,-1.194,-16.570,0.084,0.000,0.021,4,11.376,0.101,0.999,""
1.540,565.854,992.624,162.498,112.909,23.858,17.088,-1.164,-16.611,0.077,0.000,0.021,4,11.322,0.117,0.999,""
1.560,565.377,992.965,162.475,112.576,23.869,17.067,-1.136,-16.651,0.071,0.000,0.020,4,11.235,0.119,0.999,""
1.580,564.901,993.306,162.453,112.242,23.879,17.046,-1.111,-16.689,0.065,0.000,0.020,4,11.103,0.115,0.999,""
1.600,564.424,993.646,162.431,111.908,23.889,17.024,-1.088,-16.725,0.060,0.000,0.019,4,10.940,0.115,0.999,""
1.620,563.946,993.986,162.409,111.573,23.897,17.003,-1.070,-16.760,0.056,0.000,0.018,4,10.723,0.095,0.999,""
1.640,563.469,994.326,162.388,111.237,23.905,16.981,-1.057,-16.794,0.052,0.000,0.018,4,10.463,0.096,0.999,""
1.660,562.996,994.662,162.368,110.904,23.697,16.809,-1.039,-16.673,0.048,0.000,0.017,4,10.202,0.053,0.999,""
1.680,562.522,994.998,162.347,110.569,23.719,16.799,-1.037,-16.716,0.152,0.000,0.017,4,9.953,0.012,0.999,""
1.700,562.047,995.334,162.326,110.234,23.741,16.788,-1.039,-16.756,0.140,0.000,0.016,4,9.745,0.014,0.999,""
1.720,561.578,995.669,162.305,109.898,23.760,16.777,-1.043,-16.794,0.130,0.000,0.015,4,9.607,0.185,0.999,""
1.740,561.103,996.004,162.284,109.562,23.778,16.765,-1.045,-16.831,0.120,0.000,0.015,4,9.743,0.169,0.999,""
1.760,560.627,996.339,162.263,109.225,23.795,16.754,-1.038,-16.866,0.111,0.000,0.014,4,10.183,0.211,0.999,""
1.780,560.152,996.674,162.244,108.887,23.810,16.744,-0.990,-16.901,0.103,0.000,0.014,4,12.083,0.955,0.999,""
1.800,559.617,997.010,162.248,108.578,23.501,16.711,0.073,-16.531,0.095,0.000,0.013,4,15.082,0.977,0.999,"Ground_Mountain_1_3:(-0.021, 0.966, 0.257);"
1.820,559.160,997.284,162.308,108.286,22.368,15.475,2.382,-15.976,0.250,0.000,0.030,4,16.936,9.690,0.995,"Ground_Mountain_1_3:(-0.355, 0.903, 0.240);Ground_Mountain_1_3:(-0.241, 0.904, 0.354);Ground_Mountain_1_3:(-0.021, 0.966, 0.257);"
1.840,558.758,997.571,162.363,107.985,22.339,15.401,2.897,-15.949,0.816,0.000,0.016,4,22.500,16.654,0.985,"Ground_Mountain_1_3:(-0.355, 0.903, 0.240);"
1.860,558.341,997.865,162.423,107.678,22.352,15.424,3.165,-15.986,0.830,0.000,0.008,4,22.500,15.221,0.974,""
1.880,557.630,998.151,162.500,107.377,22.133,15.260,4.032,-15.709,0.824,0.000,0.002,4,26.208,10.976,0.958,"Ground_Mountain_1_3:(-0.241, 0.904, 0.354);"
1.900,557.218,998.439,162.593,107.089,21.842,14.990,4.975,-15.350,0.934,0.000,0.003,4,29.302,11.455,0.937,"Ground_Mountain_1_3:(-0.193, 0.958, 0.214);Ground_Mountain_1_3:(-0.334, 0.848, 0.411);"
1.920,556.806,998.708,162.747,106.814,21.581,13.894,7.978,-14.472,1.000,0.000,0.001,4,30.707,13.051,0.918,"Ground_Mountain_2_3:(-0.406, 0.851, 0.333);Ground_Mountain_1_3:(-0.334, 0.848, 0.411);Ground_Mountain_1_3:(-0.021, 0.966, 0.257);"
1.940,556.393,998.973,162.912,106.540,21.545,13.719,8.559,-14.266,1.000,0.000,-0.005,4,26.220,10.531,0.900,"Ground_Mountain_1_3:(-0.021, 0.966, 0.257);Ground_Mountain_2_3:(-0.406, 0.851, 0.333);Ground_Mountain_2_3:(-0.406, 0.851, 0.333);Ground_Mountain_2_3:(-0.391, 0.819, 0.420);"
1.960,555.976,999.233,163.089,106.265,21.501,13.494,9.125,-14.073,1.000,0.000,-0.007,4,28.987,8.636,0.884,"Ground_Mountain_1_3:(-0.021, 0.966, 0.257);Ground_Mountain_2_3:(-0.391, 0.819, 0.420);Ground_Mountain_2_3:(-0.391, 0.819, 0.420);"
1.980,555.455,999.491,163.276,105.991,21.505,13.319,9.624,-13.919,1.000,0.000,-0.006,4,31.277,8.041,0.869,"Ground_Mountain_2_3:(-0.391, 0.819, 0.420);Ground_Mountain_2_3:(-0.391, 0.819, 0.420);"
2.000,555.039,999.739,163.491,105.722,21.416,12.834,10.820,-13.299,1.000,0.000,-0.003,4,34.039,6.267,0.864,"Ground_Mountain_1_3:(-0.327, 0.869, 0.370);Ground_Mountain_2_3:(-0.391, 0.819, 0.420);Ground_Mountain_2_3:(-0.391, 0.819, 0.420);"
2.020,554.615,999.987,163.713,105.456,21.466,12.704,11.201,-13.190,1.000,0.000,0.007,4,27.262,5.137,0.859,"Ground_Mountain_2_3:(-0.391, 0.819, 0.420);Ground_Mountain_2_3:(-0.391, 0.819, 0.420);"
2.040,554.190,1000.233,163.943,105.194,21.502,12.557,11.587,-13.063,1.000,0.000,0.018,4,25.729,4.521,0.853,"Ground_Mountain_2_3:(-0.407, 0.819, 0.405);Ground_Mountain_2_3:(-0.407, 0.819, 0.405);Ground_Mountain_2_3:(-0.407, 0.819, 0.405);"
2.060,553.764,1000.477,164.179,104.933,21.560,12.447,11.887,-12.998,1.000,0.000,0.028,4,24.218,3.328,0.848,"Ground_Mountain_2_3:(-0.415, 0.819, 0.397);Ground_Mountain_2_3:(-0.415, 0.819, 0.397);"
2.080,553.323,1000.721,164.421,104.674,21.615,12.345,12.162,-12.941,1.000,0.000,0.038,4,22.840,2.723,0.844,"Ground_Mountain_2_3:(-0.407, 0.819, 0.405);Ground_Mountain_2_3:(-0.407, 0.819, 0.405);Ground_Mountain_2_3:(-0.407, 0.819, 0.405);"
2.100,552.893,1000.964,164.667,104.416,21.669,12.257,12.405,-12.892,1.000,0.000,0.046,4,21.046,2.449,0.841,""
2.120,552.462,1001.206,164.919,104.160,21.722,12.181,12.617,-12.854,1.000,0.000,0.053,4,19.274,2.001,0.838,""
2.140,552.029,1001.447,165.174,103.903,21.772,12.118,12.785,-12.840,1.000,0.000,0.059,4,16.849,1.320,0.836,""
2.160,551.594,1001.688,165.432,103.647,21.819,12.073,12.910,-12.846,1.000,0.000,0.063,4,14.434,1.024,0.835,""
2.180,551.158,1001.930,165.691,103.390,21.864,12.053,12.987,-12.868,1.000,0.000,0.066,4,11.784,1.086,0.835,""
2.200,550.767,1002.172,165.952,103.131,21.906,12.062,12.987,-12.933,1.000,0.000,0.067,4,7.635,1.188,0.836,""
2.220,550.331,1002.415,166.211,102.870,21.945,12.096,12.932,-13.023,1.000,0.000,0.066,4,4.372,0.724,0.839,""
2.240,549.893,1002.660,166.470,102.607,21.982,12.140,12.865,-13.114,1.000,0.000,0.064,2,2.767,1.163,0.843,""
2.260,549.453,1002.905,166.726,102.342,22.020,12.189,12.758,-13.236,1.000,0.000,0.062,2,1.016,0.929,0.846,""
2.280,549.013,1003.152,166.980,102.073,22.058,12.239,12.640,-13.362,0.990,0.000,0.059,2,0.437,1.034,0.849,""
2.300,548.777,1003.399,167.231,101.803,22.093,12.299,12.510,-13.485,0.971,0.000,0.056,2,0.065,0.332,0.852,""
2.320,548.397,1003.648,167.480,101.529,22.128,12.349,12.360,-13.627,0.953,0.000,0.052,2,0.000,1.248,0.856,""
2.340,547.989,1003.897,167.724,101.256,22.010,12.344,12.159,-13.622,0.936,0.000,0.049,0,0.000,0.887,0.859,""
2.360,547.582,1004.146,167.965,100.983,21.893,12.339,11.958,-13.617,0.995,0.000,0.045,0,0.000,0.863,0.863,""
2.380,547.176,1004.394,168.201,100.709,21.777,12.334,11.758,-13.611,1.000,0.000,0.041,0,0.000,0.838,0.867,""
2.400,546.771,1004.643,168.433,100.436,21.662,12.329,11.557,-13.606,1.000,0.000,0.037,0,0.000,0.813,0.870,""
2.420,546.733,1004.891,168.662,100.162,21.548,12.324,11.356,-13.600,1.000,0.000,0.033,0,0.000,0.788,0.874,""
2.440,546.733,1005.140,168.886,99.889,21.435,12.319,11.155,-13.595,1.000,0.000,0.028,0,0.000,0.763,0.878,""
2.460,546.688,1005.388,169.107,99.616,21.323,12.315,10.955,-13.589,1.000,0.000,0.023,0,0.000,0.737,0.882,""
2.480,546.408,1005.637,169.323,99.343,21.212,12.310,10.754,-13.584,1.000,0.000,0.017,0,0.000,0.712,0.886,""
2.500,546.126,1005.885,169.536,99.069,21.101,12.305,10.554,-13.579,1.000,0.000,0.011,0,0.000,0.686,0.890,""
2.520,545.843,1006.133,169.744,98.796,20.993,12.300,10.353,-13.573,1.000,0.000,0.005,0,0.000,0.660,0.895,""
2.540,545.559,1006.382,169.949,98.523,20.885,12.295,10.153,-13.568,1.000,0.000,-0.002,0,0.000,0.634,0.899,""
2.560,545.274,1006.630,170.150,98.250,20.778,12.290,9.953,-13.562,1.000,0.000,-0.009,0,0.000,0.608,0.903,""
2.580,544.987,1006.878,170.346,97.977,20.672,12.285,9.753,-13.557,1.000,0.000,-0.017,0,0.000,0.582,0.907,""
2.600,544.700,1007.126,170.539,97.704,20.568,12.280,9.553,-13.551,1.000,0.000,-0.024,0,0.000,0.556,0.911,""
2.620,544.375,1007.375,170.727,97.431,20.465,12.275,9.353,-13.546,1.000,0.000,-0.032,0,0.000,0.529,0.915,""
2.640,544.083,1007.623,170.912,97.159,20.363,12.270,9.153,-13.541,1.000,0.000,-0.040,0,0.000,0.503,0.920,""
2.660,543.790,1007.871,171.092,96.886,20.263,12.265,8.953,-13.535,1.000,0.000,-0.049,0,0.000,0.477,0.924,""
2.680,543.495,1008.119,171.269,96.613,20.163,12.260,8.754,-13.530,1.000,0.000,-0.058,0,0.000,0.451,0.928,""
2.700,543.199,1008.367,171.441,96.340,20.065,12.256,8.554,-13.524,1.000,0.000,-0.067,0,0.000,0.424,0.932,""
2.720,542.903,1008.614,171.609,96.068,19.969,12.251,8.354,-13.519,1.000,0.000,-0.076,0,0.000,0.398,0.935,""
2.740,542.605,1008.862,171.774,95.795,19.874,12.246,8.155,-13.513,1.000,0.000,-0.085,0,0.000,0.372,0.939,""
2.760,542.228,1009.110,171.934,95.523,19.780,12.241,7.956,-13.508,1.000,0.000,-0.093,0,0.000,0.346,0.943,""
2.780,541.924,1009.357,172.091,95.250,19.688,12.236,7.756,-13.503,1.000,0.000,-0.102,0,0.000,0.320,0.947,""
2.800,541.620,1009.605,172.243,94.978,19.597,12.231,7.557,-13.497,1.000,0.000,-0.111,0,0.000,0.294,0.950,""
2.820,541.314,1009.852,172.391,94.706,19.508,12.226,7.358,-13.492,1.000,0.000,-0.120,0,0.000,0.269,0.954,""
2.840,541.008,1010.100,172.536,94.434,19.420,12.221,7.159,-13.486,1.000,0.000,-0.129,0,0.000,0.243,0.957,""
2.860,540.700,1010.347,172.676,94.162,19.334,12.216,6.960,-13.481,1.000,0.000,-0.137,0,0.000,0.218,0.960,""
2.880,540.391,1010.594,172.812,93.890,19.250,12.212,6.761,-13.476,1.000,0.000,-0.145,0,0.000,0.193,0.963,""
2.900,539.980,1010.841,172.945,93.618,19.167,12.207,6.562,-13.470,1.000,0.000,-0.150,0,0.000,0.168,0.966,""
2.920,539.667,1011.088,173.073,93.346,19.086,12.202,6.363,-13.465,1.000,0.000,-0.158,0,0.000,0.144,0.969,""
2.940,539.352,1011.335,173.197,93.074,19.007,12.197,6.165,-13.460,1.000,0.000,-0.164,0,0.000,0.120,0.972,""
2.960,539.036,1011.582,173.317,92.802,18.929,12.192,5.966,-13.454,1.000,0.000,-0.171,0,0.000,0.096,0.975,""
2.980,538.719,1011.828,173.434,92.531,18.854,12.187,5.768,-13.449,1.000,0.000,-0.177,0,0.000,0.072,0.977,""
3.000,538.401,1012.075,173.546,92.259,18.780,12.182,5.569,-13.443,1.000,0.000,-0.183,0,0.000,0.050,0.980,""
3.020,537.963,1012.321,173.654,91.988,18.708,12.177,5.371,-13.438,1.000,0.000,-0.185,0,0.000,0.029,0.982,""
3.040,537.640,1012.568,173.758,91.717,18.638,12.173,5.173,-13.433,1.000,0.000,-0.189,0,0.000,0.016,0.984,""
3.060,537.317,1012.814,173.858,91.446,18.570,12.168,4.974,-13.427,1.000,0.000,-0.194,0,0.000,0.026,0.986,""
3.080,536.993,1013.060,173.955,91.174,18.504,12.163,4.776,-13.422,1.000,0.000,-0.197,0,0.000,0.046,0.988,""
3.100,536.667,1013.306,174.047,90.904,18.440,12.158,4.578,-13.417,1.000,0.000,-0.201,0,0.000,0.067,0.989,""
3.120,536.341,1013.552,174.135,90.633,18.378,12.153,4.380,-13.411,1.000,0.000,-0.204,0,0.000,0.088,0.991,""
3.140,536.014,1013.798,174.219,90.362,18.318,12.148,4.182,-13.406,1.000,0.000,-0.207,0,0.000,0.108,0.992,""
3.160,535.546,1014.043,174.299,90.091,18.261,12.143,3.985,-13.400,1.000,0.000,-0.205,0,0.000,0.128,0.994,""
3.180,535.215,1014.289,174.375,89.821,18.205,12.138,3.787,-13.395,1.000,0.000,-0.207,0,0.000,0.148,0.995,""
3.200,534.883,1014.534,174.448,89.550,18.152,12.134,3.589,-13.390,1.000,0.000,-0.208,0,0.000,0.168,0.996,""
3.220,534.550,1014.779,174.516,89.280,18.101,12.129,3.392,-13.384,1.000,0.000,-0.210,0,0.000,0.187,0.997,""
3.240,534.216,1015.024,174.580,89.010,18.052,12.124,3.194,-13.379,1.000,0.000,-0.211,0,0.000,0.205,0.997,""
3.260,533.881,1015.269,174.640,88.740,18.005,12.119,2.997,-13.374,1.000,0.000,-0.212,0,0.000,0.223,0.998,""
3.280,533.390,1015.514,174.696,88.470,17.960,12.114,2.799,-13.368,1.000,0.000,-0.208,0,0.000,0.240,0.999,""
3.300,533.051,1015.759,174.748,88.200,17.918,12.109,2.602,-13.363,1.000,0.000,-0.208,0,0.000,0.257,0.999,""
3.320,532.712,1016.003,174.797,87.931,17.878,12.105,2.405,-13.358,1.000,0.000,-0.208,0,0.000,0.274,0.999,""
3.340,532.372,1016.248,174.841,87.661,17.840,12.100,2.208,-13.352,1.000,0.000,-0.208,0,0.000,0.290,1.000,""
3.360,532.031,1016.492,174.881,87.392,17.805,12.095,2.011,-13.347,1.000,0.000,-0.208,0,0.000,0.305,1.000,""
3.380,531.690,1016.736,174.917,87.123,17.772,12.090,1.814,-13.342,1.000,0.000,-0.207,0,0.000,0.320,1.000,""
3.400,531.178,1016.980,174.950,86.854,17.741,12.085,1.617,-13.336,1.000,0.000,-0.202,0,0.000,0.334,1.000,""
3.420,530.833,1017.224,174.978,86.585,17.712,12.080,1.420,-13.331,1.000,0.000,-0.202,0,0.000,0.348,1.000,""
3.440,530.487,1017.467,175.003,86.316,17.686,12.075,1.224,-13.326,1.000,0.000,-0.201,0,0.000,0.361,1.000,""
3.460,530.141,1017.711,175.023,86.048,17.661,12.071,1.027,-13.320,1.000,0.000,-0.200,0,0.000,0.374,0.999,""
3.480,529.794,1017.954,175.040,85.779,17.639,12.066,0.831,-13.315,1.000,0.000,-0.199,0,0.000,0.386,0.999,""
3.500,529.446,1018.198,175.052,85.511,17.620,12.061,0.634,-13.310,1.000,0.000,-0.198,0,0.000,0.398,0.999,""
3.520,528.916,1018.441,175.061,85.243,17.602,12.056,0.438,-13.304,1.000,0.000,-0.193,0,0.000,0.409,0.998,""
3.540,528.566,1018.683,175.065,84.975,17.586,12.051,0.241,-13.299,1.000,0.000,-0.192,0,0.000,0.419,0.998,""
3.560,528.214,1018.926,175.066,84.707,17.573,12.047,0.045,-13.294,1.000,0.000,-0.191,0,0.000,0.429,0.997,""
3.580,527.863,1019.169,175.063,84.439,17.562,12.042,-0.151,-13.288,1.000,0.000,-0.190,0,0.000,0.438,0.997,""
3.600,527.510,1019.411,175.056,84.171,17.552,12.037,-0.347,-13.283,1.000,0.000,-0.189,0,0.000,0.447,0.996,""
3.620,526.967,1019.654,175.045,83.904,17.545,12.032,-0.543,-13.278,1.000,0.000,-0.184,0,0.000,0.455,0.995,""
3.640,526.612,1019.896,175.030,83.637,17.540,12.027,-0.739,-13.272,1.000,0.000,-0.183,0,0.000,0.463,0.995,""
3.660,526.257,1020.138,175.011,83.370,17.537,12.022,-0.935,-13.267,1.000,0.000,-0.181,0,0.000,0.470,0.994,""
3.680,525.901,1020.379,174.988,83.103,17.535,12.018,-1.130,-13.262,1.000,0.000,-0.180,0,0.000,0.476,0.993,""
3.700,525.544,1020.621,174.961,82.836,17.535,12.013,-1.326,-13.256,1.000,0.000,-0.179,0,0.000,0.482,0.992,""
3.720,525.187,1020.863,174.930,82.569,17.537,12.008,-1.522,-13.251,1.000,0.000,-0.178,0,0.000,0.488,0.992,""
3.740,524.631,1021.104,174.896,82.303,17.541,12.003,-1.717,-13.246,1.000,0.000,-0.173,0,0.000,0.493,0.991,""
3.760,524.272,1021.345,174.857,82.037,17.547,11.998,-1.913,-13.241,1.000,0.000,-0.172,0,0.000,0.497,0.990,""
3.780,523.912,1021.586,174.815,81.770,17.554,11.994,-2.108,-13.235,1.000,0.000,-0.170,0,0.000,0.501,0.989,""
