time,speed,travel,x,y,z,grounded,lift,torque,contact,throttle,brake,steering,velocity,water,up,localZ,vx,vy,vz,yaw,angularSpeed
0.460,42.440,19.556,-630.904,8.846,-4.608,4,10.434,0.002,"",0.277,0.000,0.011,42.440,0.000,1.000,105.444,0.700,-0.236,-42.434,0.237,0.004
0.480,42.435,20.405,-630.890,8.841,-5.457,4,10.412,0.001,"",0.280,0.000,-0.011,42.435,0.000,1.000,104.595,0.699,-0.224,-42.429,-0.237,0.004
0.500,42.430,21.254,-630.876,8.837,-6.305,4,10.379,0.001,"",0.283,0.000,0.011,42.430,0.000,1.000,103.747,0.699,-0.212,-42.424,0.237,0.004
0.520,42.425,22.102,-630.862,8.833,-7.154,4,10.337,0.000,"",0.285,0.000,-0.011,42.425,0.000,1.000,102.898,0.699,-0.202,-42.418,-0.237,0.004
0.540,42.420,22.950,-630.848,8.829,-8.002,4,10.289,0.000,"",0.288,0.000,0.011,42.420,0.000,1.000,102.050,0.699,-0.192,-42.414,0.236,0.004
0.560,42.415,23.799,-630.834,8.826,-8.850,4,10.237,0.000,"",0.290,0.000,-0.011,42.415,0.000,1.000,101.201,0.699,-0.184,-42.409,-0.237,0.004
0.580,42.410,24.647,-630.820,8.822,-9.698,4,10.183,0.000,"",0.293,0.000,0.011,42.410,0.000,1.000,100.353,0.699,-0.176,-42.404,0.237,0.004
0.600,42.405,25.495,-630.806,8.819,-10.546,4,10.128,0.000,"",0.295,0.000,-0.011,42.405,0.000,1.000,99.505,0.699,-0.170,-42.399,-0.237,0.004
0.620,42.401,26.343,-630.792,8.815,-11.394,4,10.074,0.001,"",0.297,0.000,0.011,42.401,0.000,1.000,98.657,0.699,-0.164,-42.395,0.235,0.004
0.640,42.396,27.191,-630.778,8.812,-12.242,4,10.022,0.000,"",0.300,0.000,-0.011,42.396,0.000,1.000,97.809,0.699,-0.160,-42.390,-0.236,0.004
0.660,42.392,28.039,-630.764,8.809,-13.089,4,9.974,0.001,"",0.302,0.000,0.011,42.392,0.000,1.000,96.961,0.699,-0.157,-42.386,0.235,0.004
0.680,42.388,28.887,-630.750,8.806,-13.937,4,9.929,0.001,"",0.304,0.000,-0.011,42.388,0.000,1.000,96.114,0.699,-0.154,-42.382,-0.234,0.004
0.700,42.384,29.734,-630.736,8.803,-14.785,4,9.888,0.001,"",0.306,0.000,0.010,42.384,0.000,1.000,95.266,0.699,-0.153,-42.378,0.234,0.004
0.720,42.380,30.582,-630.722,8.800,-15.632,4,9.853,0.001,"",0.308,0.000,-0.011,42.380,0.000,1.000,94.418,0.699,-0.152,-42.374,-0.234,0.004
0.740,42.376,31.429,-630.708,8.797,-16.480,4,9.822,0.001,"",0.310,0.000,0.010,42.376,0.000,1.000,93.571,0.700,-0.152,-42.370,0.233,0.004
0.760,42.372,32.277,-630.694,8.794,-17.327,4,9.796,0.001,"",0.312,0.000,-0.011,42.372,0.000,1.000,92.723,0.699,-0.152,-42.366,-0.233,0.004
0.780,42.368,33.124,-630.680,8.791,-18.174,4,9.775,0.001,"",0.314,0.000,0.010,42.368,0.000,1.000,91.876,0.700,-0.153,-42.362,0.233,0.004
0.800,42.364,33.971,-630.666,8.788,-19.021,4,9.758,0.001,"",0.316,0.000,-0.011,42.364,0.000,1.000,91.029,0.700,-0.154,-42.358,-0.233,0.004
0.820,42.360,34.819,-630.652,8.785,-19.868,4,9.746,0.001,"",0.318,0.000,0.010,42.360,0.000,1.000,90.182,0.700,-0.155,-42.354,0.233,0.004
0.840,42.357,35.666,-630.638,8.782,-20.715,4,9.738,0.001,"",0.320,0.000,0.010,42.357,0.000,1.000,89.334,0.700,-0.156,-42.351,0.232,0.010
0.860,42.353,36.513,-630.625,8.778,-21.562,4,9.733,0.001,"",0.322,0.000,-0.011,42.353,0.000,1.000,88.487,0.698,-0.158,-42.347,-0.232,0.001
0.880,42.350,37.360,-630.611,8.775,-22.409,4,9.732,0.001,"",0.323,0.000,-0.011,42.350,0.000,1.000,87.640,0.697,-0.159,-42.344,-0.232,0.006
0.900,42.347,38.207,-630.597,8.772,-23.256,4,9.732,0.001,"",0.325,0.000,-0.011,42.347,0.000,1.000,86.793,0.696,-0.161,-42.341,-0.232,0.012
0.920,42.343,39.053,-630.583,8.769,-24.103,4,9.736,0.001,"",0.327,0.000,0.010,42.343,0.000,1.000,85.947,0.698,-0.163,-42.337,0.232,0.003
0.940,42.340,39.900,-630.569,8.765,-24.949,4,9.741,0.001,"",0.328,0.000,0.010,42.340,0.000,1.000,85.100,0.699,-0.164,-42.334,0.231,0.005
0.960,42.337,40.747,-630.555,8.762,-25.796,4,9.747,0.001,"",0.330,0.000,0.010,42.337,0.000,1.000,84.253,0.700,-0.165,-42.331,0.230,0.011
0.980,42.334,41.594,-630.541,8.759,-26.643,4,9.754,0.001,"",0.332,0.000,-0.010,42.334,0.000,1.000,83.406,0.699,-0.166,-42.328,-0.231,0.002
1.000,42.331,42.440,-630.527,8.755,-27.489,4,9.762,0.001,"",0.333,0.000,-0.010,42.331,0.000,1.000,82.560,0.698,-0.167,-42.325,-0.230,0.006
1.020,42.328,43.287,-630.513,8.752,-28.335,4,9.770,0.001,"",0.335,0.000,-0.010,42.328,0.000,1.000,81.713,0.698,-0.168,-42.322,-0.230,0.012
1.040,42.325,44.133,-630.499,8.749,-29.182,4,9.779,0.001,"",0.336,0.000,0.010,42.325,0.000,1.000,80.867,0.700,-0.169,-42.319,0.229,0.003
1.060,42.322,44.980,-630.485,8.746,-30.028,4,10.372,0.001,"",0.338,0.000,0.010,42.322,0.000,1.000,80.020,0.701,-0.157,-42.316,0.228,0.016
1.080,42.319,45.826,-630.471,8.743,-30.874,4,10.374,0.065,"",0.339,0.000,0.009,42.319,0.000,1.000,79.174,0.702,-0.146,-42.313,0.210,0.027
1.100,42.317,46.672,-630.457,8.740,-31.720,4,10.422,0.107,"",0.340,0.000,-0.008,42.317,0.000,1.000,78.328,0.701,-0.134,-42.310,-0.182,0.029
1.120,42.314,47.518,-630.443,8.738,-32.566,4,11.064,0.133,"",0.342,0.000,-0.007,42.314,0.000,1.000,77.482,0.700,-0.109,-42.308,-0.149,0.016
1.140,42.311,48.364,-630.429,8.736,-33.412,4,10.895,0.082,"",0.343,0.000,-0.006,42.311,0.000,1.000,76.636,0.699,-0.087,-42.305,-0.131,0.009
1.160,42.308,49.210,-630.415,8.735,-34.258,4,10.661,0.046,"",0.345,0.000,0.006,42.308,0.000,1.000,75.790,0.700,-0.070,-42.302,0.125,0.001
1.180,42.305,50.057,-630.401,8.734,-35.104,4,10.399,0.020,"",0.346,0.000,0.006,42.305,0.000,1.000,74.943,0.700,-0.058,-42.299,0.124,0.005
1.200,42.302,50.903,-630.387,8.732,-35.950,4,10.136,0.002,"",0.347,0.000,0.006,42.302,0.000,1.000,74.097,0.700,-0.052,-42.297,0.130,0.009
1.220,42.300,51.749,-630.373,8.731,-36.796,4,9.891,0.009,"",0.349,0.000,-0.006,42.300,0.000,1.000,73.251,0.699,-0.050,-42.294,-0.138,0.008
1.240,42.297,52.595,-630.359,8.730,-37.642,4,9.676,0.016,"",0.350,0.000,-0.007,42.297,0.000,1.000,72.405,0.698,-0.053,-42.291,-0.147,0.009
1.260,42.295,53.441,-630.345,8.729,-38.488,4,9.495,0.020,"",0.351,0.000,-0.007,42.295,0.000,1.000,71.559,0.698,-0.059,-42.289,-0.155,0.011
1.280,42.292,54.287,-630.331,8.728,-39.334,4,9.354,0.021,"",0.353,0.000,0.007,42.292,0.000,1.000,70.713,0.699,-0.068,-42.287,0.166,0.008
1.300,42.290,55.132,-630.317,8.726,-40.179,4,9.251,0.021,"",0.354,0.000,0.008,42.290,0.000,1.000,69.868,0.700,-0.080,-42.284,0.174,0.008
1.320,42.288,55.978,-630.303,8.724,-41.025,4,9.185,0.020,"",0.355,0.000,0.008,42.288,0.000,1.000,69.022,0.700,-0.092,-42.282,0.181,0.011
1.340,42.286,56.824,-630.289,8.722,-41.871,4,9.151,0.018,"",0.356,0.000,-0.009,42.286,0.000,1.000,68.176,0.699,-0.105,-42.280,-0.189,0.005
1.360,42.284,57.670,-630.275,8.720,-42.716,4,9.146,0.016,"",0.357,0.000,-0.009,42.284,0.000,1.000,67.330,0.697,-0.119,-42.278,-0.195,0.006
1.380,42.282,58.515,-630.261,8.717,-43.562,4,9.166,0.014,"",0.358,0.000,-0.009,42.282,0.000,1.000,66.485,0.697,-0.132,-42.276,-0.201,0.011
1.400,42.280,59.361,-630.247,8.714,-44.407,4,9.204,0.012,"",0.359,0.000,0.009,42.280,0.000,1.000,65.639,0.698,-0.144,-42.274,0.205,0.004
1.420,42.278,60.206,-630.233,8.711,-45.253,4,9.257,0.010,"",0.360,0.000,0.009,42.278,0.000,1.000,64.794,0.700,-0.155,-42.272,0.208,0.005
1.440,42.276,61.052,-630.219,8.708,-46.098,4,9.586,0.289,"",0.361,0.000,0.009,42.276,0.000,1.000,63.948,0.700,-0.159,-42.270,0.210,0.015
1.460,42.274,61.897,-630.205,8.706,-46.943,4,11.313,0.411,"",0.362,0.000,-0.009,42.274,0.000,1.000,63.103,0.699,-0.128,-42.268,-0.199,0.064
1.480,42.272,62.741,-630.191,8.705,-47.787,4,14.373,0.509,"",0.363,0.000,-0.006,42.272,0.000,1.000,62.259,0.697,-0.036,-42.267,-0.125,0.178
1.500,41.534,63.550,-630.178,8.745,-48.596,4,19.005,0.399,"Takeoff - 40m x 6m, 6.2m rise:(-0.003, 0.980, 0.197) separation=0.0180 impulse=2388.280;Takeoff - 40m x 6m, 6.2m rise:(-0.003, 0.980, 0.197) separation=0.0180 impulse=2388.280;Takeoff - 40m x 6m, 6.2m rise:(-0.003, 0.980, 0.197) separation=0.0179 impulse=2388.280;",0.364,0.000,-0.003,41.537,0.000,0.998,61.450,0.682,2.022,-41.483,-0.077,2.984
1.520,41.206,64.350,-630.166,8.804,-49.395,4,23.504,11.047,"Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.976, 0.217) separation=-0.0047 impulse=931.085;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.976, 0.217) separation=-0.0043 impulse=931.085;",0.733,0.000,-0.158,41.267,0.000,0.992,60.650,0.618,3.023,-41.151,-3.500,3.239
1.540,40.819,65.139,-630.154,8.883,-50.185,4,30.140,12.295,"Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.969, 0.247) separation=-0.0169 impulse=691.171;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.969, 0.247) separation=0.0037 impulse=691.171;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.969, 0.247) separation=0.0099 impulse=691.171;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.969, 0.247) separation=0.0101 impulse=691.171;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.969, 0.247) separation=-0.0186 impulse=691.171;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.969, 0.247) separation=-0.0185 impulse=691.171;",0.897,0.000,0.328,41.042,0.000,0.980,59.861,0.616,3.960,-40.846,7.298,3.353
1.560,40.287,65.922,-630.141,8.981,-50.968,4,38.505,13.379,"Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.963, 0.268) separation=0.0069 impulse=864.922;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.963, 0.268) separation=0.0167 impulse=864.922;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.963, 0.268) separation=-0.0150 impulse=864.922;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.963, 0.268) separation=-0.0165 impulse=864.922;",1.000,0.000,0.500,40.727,0.000,0.962,59.078,0.674,5.182,-40.390,11.518,3.688
1.580,39.815,66.687,-630.129,9.208,-51.732,4,44.346,15.140,"Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.976, 0.216) separation=-0.1277 impulse=4102.019;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.976, 0.216) separation=-0.0136 impulse=4102.019;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.976, 0.216) separation=-0.1301 impulse=4102.019;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.976, 0.216) separation=-0.0112 impulse=4102.019;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.976, 0.216) separation=-0.1300 impulse=4102.019;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.976, 0.216) separation=-0.1292 impulse=4102.019;",1.000,0.000,-0.500,39.824,0.000,0.969,58.313,0.672,9.040,-38.778,-15.741,0.659
1.600,39.351,67.429,-630.116,9.449,-52.474,4,40.509,2.678,"Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.963, 0.271) separation=-0.0027 impulse=2661.502;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.963, 0.271) separation=-0.0739 impulse=2661.502;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.963, 0.271) separation=-0.0041 impulse=2661.502;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.963, 0.271) separation=-0.0725 impulse=2661.502;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.963, 0.271) separation=-0.0541 impulse=2661.502;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.963, 0.271) separation=-0.0425 impulse=2661.502;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.948, 0.318) separation=-0.0259 impulse=2661.502;",1.000,0.000,0.500,39.376,0.000,0.965,57.571,0.660,11.658,-37.605,14.292,0.797
1.620,39.324,68.164,-630.102,9.698,-53.209,4,21.945,3.172,"Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.949, 0.316) separation=0.0187 impulse=230.285;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.949, 0.316) separation=-0.0576 impulse=230.285;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.949, 0.316) separation=0.0179 impulse=230.285;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.949, 0.316) separation=-0.0568 impulse=230.285;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.949, 0.316) separation=-0.0528 impulse=230.285;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.949, 0.316) separation=-0.0409 impulse=230.285;",1.000,0.000,0.500,39.335,0.000,0.959,56.836,0.658,12.066,-37.433,15.167,0.518
1.640,39.297,68.902,-630.088,9.949,-53.948,4,24.289,1.648,"Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.943, 0.332) separation=0.0187 impulse=129.313;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.943, 0.332) separation=-0.0241 impulse=129.313;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.943, 0.332) separation=-0.0240 impulse=129.313;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.943, 0.332) separation=0.0043 impulse=129.313;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.943, 0.332) separation=-0.0070 impulse=129.313;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.943, 0.332) separation=0.0016 impulse=129.313;",1.000,0.000,-0.500,39.306,0.000,0.954,56.098,0.651,12.443,-37.278,-16.492,0.523
1.660,39.263,69.639,-630.076,10.207,-54.684,4,25.263,1.509,"Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.938, 0.346) separation=0.0137 impulse=133.095;Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.938, 0.346) separation=-0.0144 impulse=133.095;Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.938, 0.346) separation=-0.0147 impulse=133.095;Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.938, 0.346) separation=-0.0013 impulse=133.095;Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.938, 0.346) separation=-0.0119 impulse=133.095;Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.938, 0.346) separation=-0.0038 impulse=133.095;",1.000,0.000,-0.500,39.271,0.000,0.950,55.361,0.612,12.839,-37.108,-17.360,0.530
1.680,39.251,70.375,-630.065,10.470,-55.420,4,25.798,1.682,"Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.937, 0.350) separation=0.0070 impulse=0.000;Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.937, 0.350) separation=0.0133 impulse=0.000;Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.937, 0.350) separation=0.0162 impulse=0.000;Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.937, 0.350) separation=0.0155 impulse=0.000;Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.937, 0.350) separation=-0.0062 impulse=0.000;Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.937, 0.350) separation=-0.0060 impulse=0.000;",1.000,0.000,-0.500,39.258,0.000,0.948,54.625,0.535,13.146,-36.988,-18.142,0.378
1.700,39.236,71.109,-630.056,10.739,-56.154,4,25.981,1.221,"Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.934, 0.356) separation=0.0157 impulse=4.972;Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.934, 0.356) separation=-0.0056 impulse=4.972;Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.934, 0.356) separation=-0.0058 impulse=4.972;Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.934, 0.356) separation=0.0030 impulse=4.972;Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.934, 0.356) separation=-0.0047 impulse=4.972;Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.934, 0.356) separation=0.0011 impulse=4.972;",1.000,0.000,-0.500,39.243,0.000,0.945,53.891,0.463,13.460,-36.859,-18.655,0.350
1.720,39.219,71.842,-630.047,11.014,-56.887,4,25.712,0.963,"Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.934, 0.358) separation=0.0066 impulse=0.000;Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.934, 0.358) separation=0.0116 impulse=0.000;Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.934, 0.358) separation=0.0137 impulse=0.000;Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.934, 0.358) separation=0.0133 impulse=0.000;Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.934, 0.358) separation=-0.0023 impulse=0.000;Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.934, 0.358) separation=-0.0023 impulse=0.000;",1.000,0.000,-0.500,39.227,0.000,0.943,53.158,0.424,13.764,-36.731,-19.098,0.497
1.740,39.196,72.573,-630.038,11.294,-57.618,4,24.676,0.764,"Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.934, 0.357) separation=0.0154 impulse=0.000;Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.934, 0.357) separation=0.0014 impulse=0.000;Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.934, 0.357) separation=0.0013 impulse=0.000;Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.934, 0.357) separation=0.0065 impulse=0.000;Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.934, 0.357) separation=0.0013 impulse=0.000;Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.934, 0.357) separation=0.0051 impulse=0.000;",1.000,0.000,-0.500,39.212,0.000,0.942,52.427,0.449,14.048,-36.606,-19.386,0.673
1.760,39.164,73.301,-630.027,11.580,-58.346,4,23.364,0.667,"Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.935, 0.355) separation=0.0117 impulse=0.000;Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.935, 0.355) separation=0.0118 impulse=0.000;Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.935, 0.355) separation=0.0159 impulse=0.000;Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.935, 0.355) separation=0.0198 impulse=0.000;",1.000,0.000,0.500,39.194,0.000,0.940,51.699,0.555,14.307,-36.486,19.655,0.778
1.780,39.126,74.028,-630.012,11.870,-59.072,4,21.794,0.610,"",1.000,0.000,0.500,39.173,0.000,0.939,50.972,0.744,14.533,-36.369,19.928,0.758
1.800,39.087,74.752,-629.992,12.164,-59.796,4,19.902,0.564,"",1.000,0.000,0.500,39.146,0.000,0.938,50.248,0.999,14.722,-36.259,20.204,0.633
1.820,39.052,75.475,-629.966,12.461,-60.519,4,17.630,0.554,"",1.000,0.000,0.500,39.115,0.000,0.938,49.525,1.293,14.865,-36.157,20.453,0.419
1.840,39.025,76.196,-629.934,12.760,-61.240,4,14.913,0.480,"",1.000,0.000,0.500,39.082,0.000,0.937,48.804,1.591,14.957,-36.072,20.637,0.135
1.860,39.005,76.917,-629.897,13.060,-61.960,4,11.712,0.467,"",1.000,0.000,0.500,39.050,0.000,0.937,48.083,1.854,14.988,-36.012,20.717,0.185
1.880,38.985,77.638,-629.856,13.359,-62.681,4,7.962,0.331,"",1.000,0.000,0.500,39.020,0.000,0.938,47.362,2.048,14.950,-35.984,20.668,0.445
1.900,38.959,78.360,-629.813,13.656,-63.402,4,3.691,0.296,"",1.000,0.000,0.500,38.990,0.000,0.939,46.640,2.151,14.833,-35.994,20.499,0.665
1.920,38.926,79.082,-629.770,13.950,-64.123,4,1.116,0.096,"",1.000,0.000,0.500,38.961,0.000,0.940,45.918,2.150,14.670,-36.030,20.221,0.836
1.940,38.881,79.806,-629.729,14.240,-64.846,2,0.000,0.210,"",1.000,0.000,0.500,38.931,0.000,0.942,45.194,2.042,14.486,-36.078,19.920,0.969
1.960,38.824,80.530,-629.692,14.527,-65.570,2,0.000,0.084,"",1.000,0.000,0.500,38.897,0.000,0.943,44.470,1.825,14.302,-36.126,19.663,1.080
1.980,38.756,81.255,-629.661,14.810,-66.295,2,0.000,0.310,"",1.000,0.000,-0.500,38.856,0.000,0.944,43.745,1.504,14.114,-36.171,-19.472,1.121
2.000,38.608,81.980,-629.631,15.088,-67.019,0,0.000,0.617,"",1.000,0.000,-0.500,38.770,0.000,0.946,43.020,1.504,13.912,-36.157,-19.357,1.117
2.020,38.443,82.705,-629.601,15.363,-67.743,0,0.000,0.600,"",1.000,0.000,-0.500,38.685,0.000,0.947,42.295,1.503,13.711,-36.142,-19.312,1.113
2.040,38.262,83.429,-629.570,15.634,-68.468,0,0.000,0.582,"",1.000,0.000,-0.500,38.600,0.000,0.948,41.571,1.503,13.509,-36.128,-19.336,1.110
2.060,38.064,84.153,-629.540,15.900,-69.191,0,0.000,0.565,"",1.000,0.000,-0.500,38.516,0.000,0.950,40.847,1.502,13.307,-36.113,-19.430,1.106
2.080,37.850,84.877,-629.510,16.163,-69.915,0,0.000,0.547,"",1.000,0.000,-0.500,38.434,0.000,0.951,40.123,1.501,13.106,-36.099,-19.592,1.103
2.100,37.620,85.601,-629.479,16.422,-70.638,0,0.000,0.530,"",1.000,0.000,-0.500,38.352,0.000,0.953,39.399,1.501,12.905,-36.084,-19.820,1.099
