time,speed,travel,x,y,z,grounded,lift,torque,contact,throttle,brake,steering,velocity,water,up,localZ,vx,vy,vz,yaw,angularSpeed
0.800,42.437,34.003,-625.965,8.788,-18.975,4,9.754,0.000,"",0.280,0.000,-0.010,42.437,0.000,1.000,90.997,0.700,-0.155,-42.431,-0.232,0.003
0.820,42.435,34.851,-625.951,8.785,-19.824,4,9.744,0.000,"",0.281,0.000,0.011,42.435,0.000,1.000,90.149,0.700,-0.157,-42.429,0.233,0.003
0.840,42.433,35.700,-625.937,8.782,-20.672,4,9.738,0.000,"",0.282,0.000,-0.010,42.433,0.000,1.000,89.300,0.700,-0.158,-42.427,-0.232,0.003
0.860,42.431,36.549,-625.923,8.778,-21.521,4,9.735,0.000,"",0.284,0.000,0.010,42.431,0.000,1.000,88.451,0.700,-0.160,-42.425,0.231,0.003
0.880,42.429,37.397,-625.909,8.775,-22.369,4,9.734,0.000,"",0.285,0.000,-0.010,42.429,0.000,1.000,87.603,0.700,-0.161,-42.423,-0.232,0.003
0.900,42.427,38.246,-625.895,8.772,-23.218,4,9.737,0.001,"",0.286,0.000,0.010,42.427,0.000,1.000,86.754,0.700,-0.163,-42.421,0.231,0.003
0.920,42.425,39.094,-625.882,8.769,-24.066,4,9.741,0.001,"",0.287,0.000,-0.010,42.425,0.000,1.000,85.906,0.700,-0.164,-42.419,-0.232,0.003
0.940,42.423,39.943,-625.868,8.765,-24.914,4,9.746,0.001,"",0.288,0.000,0.010,42.423,0.000,1.000,85.057,0.700,-0.165,-42.417,0.230,0.003
0.960,42.421,40.791,-625.854,8.762,-25.763,4,9.753,0.000,"",0.288,0.000,-0.010,42.421,0.000,1.000,84.209,0.699,-0.166,-42.415,-0.231,0.003
0.980,42.419,41.640,-625.840,8.759,-26.611,4,9.760,0.000,"",0.289,0.000,0.010,42.419,0.000,1.000,83.361,0.700,-0.167,-42.413,0.231,0.003
1.000,42.418,42.488,-625.826,8.755,-27.459,4,9.768,0.000,"",0.290,0.000,-0.010,42.418,0.000,1.000,82.512,0.699,-0.168,-42.412,-0.230,0.003
1.020,42.416,43.336,-625.812,8.752,-28.307,4,9.776,0.001,"",0.291,0.000,0.010,42.416,0.000,1.000,81.664,0.699,-0.169,-42.410,0.230,0.003
1.040,42.414,44.184,-625.798,8.748,-29.155,4,9.785,0.001,"",0.292,0.000,-0.010,42.414,0.000,1.000,80.816,0.699,-0.169,-42.408,-0.229,0.003
1.060,42.413,45.033,-625.784,8.745,-30.003,4,10.377,0.001,"",0.293,0.000,-0.010,42.413,0.000,1.000,79.967,0.699,-0.158,-42.407,-0.227,0.019
1.080,42.411,45.881,-625.770,8.742,-30.851,4,10.395,0.096,"",0.294,0.000,0.009,42.411,0.000,1.000,79.119,0.700,-0.146,-42.405,0.208,0.026
1.100,42.409,46.729,-625.756,8.740,-31.699,4,10.450,0.148,"",0.294,0.000,0.008,42.409,0.000,1.000,78.271,0.701,-0.133,-42.403,0.178,0.029
1.120,42.408,47.577,-625.742,8.738,-32.547,4,11.084,0.174,"",0.295,0.000,0.007,42.408,0.000,1.000,77.423,0.702,-0.108,-42.402,0.144,0.012
1.140,42.406,48.425,-625.728,8.736,-33.395,4,10.877,0.089,"",0.296,0.000,0.006,42.406,0.000,1.000,76.575,0.702,-0.087,-42.400,0.131,0.008
1.160,42.404,49.273,-625.714,8.734,-34.243,4,10.606,0.037,"",0.297,0.000,-0.006,42.404,0.000,1.000,75.727,0.700,-0.071,-42.398,-0.133,0.006
1.180,42.402,50.121,-625.700,8.733,-35.091,4,10.320,0.007,"",0.298,0.000,-0.006,42.402,0.000,1.000,74.879,0.699,-0.061,-42.397,-0.138,0.008
1.200,42.401,50.969,-625.686,8.732,-35.939,4,10.050,0.010,"",0.299,0.000,-0.007,42.401,0.000,1.000,74.031,0.697,-0.056,-42.395,-0.148,0.009
1.220,42.399,51.817,-625.672,8.731,-36.787,4,9.811,0.018,"",0.300,0.000,-0.007,42.399,0.000,1.000,73.183,0.696,-0.056,-42.394,-0.158,0.011
1.240,42.398,52.665,-625.658,8.730,-37.635,4,9.611,0.021,"",0.300,0.000,-0.008,42.398,0.000,1.000,72.335,0.697,-0.060,-42.392,-0.168,0.012
1.260,42.397,53.513,-625.644,8.728,-38.483,4,9.454,0.021,"",0.301,0.000,0.008,42.397,0.000,1.000,71.487,0.698,-0.067,-42.391,0.176,0.008
1.280,42.395,54.361,-625.630,8.727,-39.331,4,9.338,0.020,"",0.302,0.000,0.008,42.395,0.000,1.000,70.639,0.700,-0.077,-42.389,0.183,0.006
1.300,42.394,55.209,-625.616,8.725,-40.178,4,9.259,0.018,"",0.302,0.000,0.009,42.394,0.000,1.000,69.791,0.702,-0.088,-42.388,0.191,0.007
1.320,42.393,56.057,-625.602,8.723,-41.026,4,9.215,0.016,"",0.303,0.000,0.009,42.393,0.000,1.000,68.943,0.702,-0.099,-42.387,0.196,0.010
1.340,42.392,56.905,-625.588,8.721,-41.874,4,9.199,0.013,"",0.304,0.000,-0.009,42.392,0.000,1.000,68.095,0.701,-0.112,-42.386,-0.202,0.004
1.360,42.391,57.753,-625.574,8.718,-42.722,4,9.207,0.011,"",0.304,0.000,-0.009,42.391,0.000,1.000,67.247,0.700,-0.124,-42.385,-0.205,0.004
1.380,42.390,58.600,-625.560,8.716,-43.569,4,9.235,0.009,"",0.305,0.000,-0.009,42.390,0.000,1.000,66.400,0.700,-0.135,-42.384,-0.208,0.007
1.400,42.389,59.448,-625.546,8.713,-44.417,4,9.277,0.007,"",0.305,0.000,0.009,42.389,0.000,1.000,65.552,0.700,-0.146,-42.383,0.209,0.002
1.420,42.388,60.296,-625.532,8.710,-45.265,4,9.330,0.006,"",0.306,0.000,0.010,42.388,0.000,1.000,64.704,0.701,-0.156,-42.382,0.212,0.005
1.440,42.387,61.143,-625.518,8.707,-46.112,4,9.816,0.527,"",0.306,0.000,0.010,42.387,0.000,1.000,63.857,0.700,-0.155,-42.381,0.213,0.025
1.460,42.386,61.991,-625.504,8.704,-46.959,4,11.409,0.478,"",0.307,0.000,-0.008,42.386,0.000,1.000,63.009,0.699,-0.123,-42.380,-0.189,0.082
1.480,41.887,62.798,-625.471,8.758,-47.766,4,14.127,1.072,"Takeoff - 40m x 6m, 6.2m rise:(0.001, 1.000, -0.002) separation=0.0014 impulse=2912.950;Takeoff - 40m x 6m, 6.2m rise:(0.170, 0.970, 0.175) separation=-0.0887 impulse=2912.950;",0.307,0.000,-0.004,41.899,0.000,0.997,62.202,1.100,1.800,-41.846,-0.101,2.509
1.500,41.844,63.625,-625.444,8.798,-48.592,4,21.972,11.723,"",0.557,0.000,0.179,41.893,0.000,0.995,61.375,1.119,2.044,-41.829,3.923,1.638
1.520,41.313,64.407,-625.382,8.901,-49.373,4,28.868,8.457,"Takeoff - 40m x 6m, 6.2m rise:(0.316, 0.921, 0.228) separation=-0.1923 impulse=2026.581;Takeoff - 40m x 6m, 6.2m rise:(0.033, 0.995, 0.098) separation=-0.0041 impulse=2026.581;",0.578,0.000,0.257,41.535,0.000,0.979,60.593,1.718,3.592,-41.344,5.645,2.707
1.540,41.206,65.223,-625.339,8.984,-50.190,3,26.094,14.157,"Takeoff - 40m x 6m, 6.2m rise:(0.025, 0.999, 0.035) separation=0.0075 impulse=521.838;Takeoff - 40m x 6m, 6.2m rise:(0.025, 0.999, 0.035) separation=0.0097 impulse=521.838;Takeoff - 40m x 6m, 6.2m rise:(0.025, 0.999, 0.035) separation=-0.0033 impulse=521.838;Takeoff - 40m x 6m, 6.2m rise:(0.025, 0.999, 0.035) separation=0.0098 impulse=521.838;",0.844,0.000,0.500,41.446,0.000,0.974,59.777,1.987,4.252,-41.179,11.093,1.210
1.560,40.509,65.976,-625.209,9.198,-50.940,3,33.021,6.612,"Takeoff - 40m x 6m, 6.2m rise:(0.061, 0.998, -0.003) separation=-0.0075 impulse=6400.832;Takeoff - 40m x 6m, 6.2m rise:(0.061, 0.998, -0.003) separation=0.0179 impulse=6400.832;Takeoff - 40m x 6m, 6.2m rise:(0.516, 0.816, 0.261) separation=-0.2237 impulse=6400.832;Takeoff - 40m x 6m, 6.2m rise:(0.516, 0.816, 0.261) separation=-0.2237 impulse=6400.832;Takeoff - 40m x 6m, 6.2m rise:(0.085, 0.982, 0.170) separation=0.0157 impulse=6400.832;Takeoff - 40m x 6m, 6.2m rise:(0.085, 0.982, 0.170) separation=0.0178 impulse=6400.832;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.959, 0.283) separation=-0.0034 impulse=6400.832;Takeoff - 40m x 6m, 6.2m rise:(0.468, 0.845, 0.257) separation=-0.0031 impulse=6400.832;Takeoff - 40m x 6m, 6.2m rise:(0.488, 0.873, 0.005) separation=-0.0031 impulse=6400.832;Takeoff - 40m x 6m, 6.2m rise:(0.488, 0.873, 0.005) separation=0.0176 impulse=6400.832;Takeoff - 40m x 6m, 6.2m rise:(-0.002, 0.992, 0.127) separation=0.0158 impulse=6400.832;",0.897,0.000,0.500,40.539,0.000,0.957,59.024,3.873,8.447,-39.460,12.317,2.118
1.580,40.490,66.762,-625.119,9.368,-51.724,3,19.192,12.779,"",1.000,0.000,0.500,40.527,0.000,0.950,58.238,4.023,8.617,-39.395,15.092,1.506
1.600,40.485,67.549,-625.027,9.543,-52.510,3,20.247,9.051,"",1.000,0.000,0.500,40.511,0.000,0.945,57.451,4.202,8.804,-39.319,15.637,1.217
1.620,40.430,68.321,-624.908,9.729,-53.281,3,17.199,8.137,"Takeoff - 40m x 6m, 6.2m rise:(0.675, 0.692, 0.257) separation=-0.0977 impulse=337.306;",1.000,0.000,0.500,40.472,0.000,0.929,56.679,4.517,9.065,-39.185,15.633,1.390
1.640,40.429,69.106,-624.805,9.911,-54.064,3,18.655,9.155,"",1.000,0.000,0.500,40.455,0.000,0.923,55.894,4.706,9.207,-39.111,16.705,1.348
1.660,40.054,69.838,-624.671,10.128,-54.794,2,12.179,12.384,"Takeoff - 40m x 6m, 6.2m rise:(0.759, 0.605, 0.240) separation=-0.1052 impulse=1348.617;Takeoff - 40m x 6m, 6.2m rise:(0.759, 0.605, 0.240) separation=-0.1052 impulse=1348.617;Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.936, 0.351) separation=-0.4924 impulse=1348.617;Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.936, 0.351) separation=-0.4924 impulse=1348.617;Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.938, 0.346) separation=0.0151 impulse=1348.617;Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.938, 0.346) separation=-0.0141 impulse=1348.617;Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.938, 0.346) separation=0.0030 impulse=1348.617;Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.938, 0.346) separation=0.0035 impulse=1348.617;Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.938, 0.346) separation=0.0151 impulse=1348.617;Takeoff - 40m x 6m, 6.2m rise:(0.734, 0.633, 0.246) separation=-0.0123 impulse=1348.617;Takeoff - 40m x 6m, 6.2m rise:(0.734, 0.633, 0.246) separation=0.0132 impulse=1348.617;Takeoff - 40m x 6m, 6.2m rise:(0.745, 0.667, 0.010) separation=-0.0117 impulse=1348.617;Takeoff - 40m x 6m, 6.2m rise:(0.745, 0.667, 0.010) separation=0.0129 impulse=1348.617;",1.000,0.000,0.500,40.163,0.000,0.863,55.162,4.809,10.028,-38.593,16.445,3.016
1.680,39.978,70.608,-624.561,10.321,-55.563,2,7.789,13.792,"",1.000,0.000,0.500,40.141,0.000,0.837,54.392,4.661,10.080,-38.575,19.580,2.886
1.700,39.894,71.380,-624.456,10.516,-56.332,2,9.283,13.303,"",1.000,0.000,0.500,40.107,0.000,0.812,53.620,4.444,10.205,-38.532,20.345,2.801
1.720,39.802,72.152,-624.358,10.715,-57.103,2,10.062,13.396,"",1.000,0.000,0.500,40.061,0.000,0.786,52.848,4.163,10.382,-38.468,21.005,2.735
1.740,39.696,72.922,-624.263,10.919,-57.872,2,9.013,4.156,"",1.000,0.000,0.500,39.994,0.000,0.759,52.078,3.965,10.707,-38.330,21.583,2.823
1.760,39.571,73.691,-624.173,11.129,-58.639,2,5.474,4.689,"",1.000,0.000,0.500,39.926,0.000,0.731,51.309,3.753,10.984,-38.202,22.201,2.844
1.780,39.357,74.460,-624.084,11.335,-59.407,1,2.331,4.630,"",1.000,0.000,0.500,39.854,0.000,0.702,50.540,3.780,10.817,-38.171,22.910,2.804
1.800,39.117,75.230,-623.995,11.538,-60.176,1,0.074,4.659,"",1.000,0.000,-0.500,39.785,0.000,0.674,49.770,3.779,10.618,-38.155,-23.619,2.727
1.820,38.849,76.001,-623.908,11.737,-60.945,0,0.000,4.679,"",1.000,0.000,-0.500,39.717,0.000,0.646,48.999,3.778,10.417,-38.140,-24.389,2.650
1.840,38.553,76.772,-623.821,11.931,-61.715,0,0.000,4.687,"",1.000,0.000,-0.500,39.650,0.000,0.619,48.228,3.776,10.217,-38.125,-25.216,2.575
1.860,38.229,77.543,-623.736,12.123,-62.484,0,0.000,4.685,"",1.000,0.000,-0.500,39.584,0.000,0.593,47.457,3.775,10.017,-38.110,-26.094,2.502
1.880,37.877,78.314,-623.651,12.310,-63.254,0,0.000,4.673,"",1.000,0.000,-0.500,39.519,0.000,0.568,46.686,3.773,9.817,-38.094,-27.020,2.432
1.900,37.496,79.086,-623.568,12.494,-64.025,0,0.000,4.653,"",1.000,0.000,-0.500,39.455,0.000,0.544,45.914,3.772,9.617,-38.079,-27.989,2.364
1.920,37.085,79.857,-623.486,12.674,-64.795,0,0.000,4.624,"",1.000,0.000,-0.500,39.392,0.000,0.521,45.143,3.770,9.417,-38.064,-28.998,2.300
1.940,36.645,80.629,-623.404,12.851,-65.565,0,0.000,4.589,"",1.000,0.000,-0.500,39.330,0.000,0.500,44.371,3.769,9.217,-38.049,-30.045,2.238
1.960,36.174,81.400,-623.323,13.025,-66.336,0,0.000,4.546,"",1.000,0.000,-0.500,39.269,0.000,0.480,43.600,3.767,9.017,-38.033,-31.129,2.180
1.980,35.671,82.172,-623.243,13.195,-67.106,0,0.000,4.498,"",1.000,0.000,-0.500,39.209,0.000,0.462,42.828,3.765,8.817,-38.018,-32.247,2.126
2.000,35.136,82.943,-623.164,13.361,-67.876,0,0.000,4.445,"",1.000,0.000,-0.500,39.149,0.000,0.445,42.057,3.764,8.618,-38.003,-33.399,2.075
2.020,34.568,83.715,-623.086,13.524,-68.646,0,0.000,4.388,"",1.000,0.000,-0.500,39.091,0.000,0.430,41.285,3.762,8.418,-37.988,-34.584,2.029
2.040,33.966,84.486,-623.009,13.684,-69.416,0,0.000,4.326,"",1.000,0.000,-0.500,39.033,0.000,0.417,40.514,3.761,8.219,-37.973,-35.803,1.986
2.060,33.330,85.257,-622.932,13.840,-70.186,0,0.000,4.261,"",1.000,0.000,-0.500,38.977,0.000,0.406,39.743,3.759,8.019,-37.957,-37.054,1.948
2.080,32.657,86.027,-622.856,13.993,-70.955,0,0.000,4.193,"",1.000,0.000,-0.500,38.922,0.000,0.396,38.973,3.758,7.820,-37.942,-38.339,1.914
2.100,31.948,86.797,-622.780,14.143,-71.724,0,0.000,4.122,"",1.000,0.000,-0.500,38.867,0.000,0.388,38.203,3.756,7.621,-37.927,-39.656,1.884
2.120,31.202,87.567,-622.706,14.289,-72.493,0,0.000,4.050,"",1.000,0.000,-0.500,38.814,0.000,0.382,37.433,3.755,7.421,-37.912,-41.007,1.859
2.140,30.417,88.337,-622.632,14.432,-73.262,0,0.000,3.975,"",1.000,0.000,-0.500,38.761,0.000,0.377,36.663,3.753,7.222,-37.897,-42.391,1.837
2.160,29.593,89.106,-622.558,14.572,-74.030,0,0.000,3.899,"",1.000,0.000,-0.500,38.709,0.000,0.374,35.894,3.752,7.023,-37.882,-43.809,1.820
2.180,28.730,89.875,-622.485,14.708,-74.797,0,0.000,3.822,"",1.000,0.000,-0.500,38.659,0.000,0.373,35.125,3.750,6.824,-37.866,-45.260,1.807
2.200,27.826,90.643,-622.413,14.840,-75.564,0,0.000,3.744,"",1.000,0.000,-0.500,38.609,0.000,0.373,34.357,3.749,6.626,-37.851,-46.746,1.797
2.220,26.882,91.411,-622.341,14.970,-76.331,0,0.000,3.665,"",1.000,0.000,-0.500,38.561,0.000,0.375,33.589,3.747,6.427,-37.836,-48.266,1.791
2.240,25.897,92.178,-622.270,15.095,-77.097,0,0.000,3.586,"",1.000,0.000,-0.500,38.513,0.000,0.379,32.822,3.746,6.228,-37.821,-49.820,1.788
2.260,24.870,92.944,-622.199,15.218,-77.863,0,0.000,3.506,"",1.000,0.000,-0.500,38.466,0.000,0.384,32.056,3.744,6.029,-37.806,-51.409,1.789
2.280,23.802,93.711,-622.129,15.337,-78.628,0,0.000,3.425,"",1.000,0.000,-0.500,38.421,0.000,0.390,31.289,3.743,5.831,-37.791,-53.032,1.792
2.300,22.693,94.476,-622.059,15.452,-79.392,0,0.000,3.344,"",1.000,0.000,-0.500,38.376,0.000,0.398,30.524,3.741,5.632,-37.776,-54.688,1.798
2.320,21.544,95.241,-621.990,15.564,-80.156,0,0.000,3.263,"",1.000,0.000,-0.500,38.332,0.000,0.407,29.759,3.740,5.434,-37.760,-56.379,1.806
2.340,20.354,96.005,-621.921,15.672,-80.919,0,0.000,3.181,"",1.000,0.000,-0.500,38.290,0.000,0.417,28.995,3.738,5.236,-37.745,-58.103,1.817
2.360,19.125,96.769,-621.853,15.777,-81.682,0,0.000,3.099,"",1.000,0.000,-0.500,38.248,0.000,0.428,28.231,3.737,5.038,-37.730,-59.860,1.829
2.380,17.857,97.532,-621.785,15.878,-82.444,0,0.000,3.016,"",1.000,0.000,-0.500,38.207,0.000,0.441,27.468,3.735,4.839,-37.715,-61.650,1.843
2.400,16.552,98.294,-621.718,15.975,-83.205,0,0.000,2.934,"",1.000,0.000,-0.500,38.168,0.000,0.454,26.706,3.734,4.641,-37.700,-63.471,1.858
2.420,15.211,99.055,-621.651,16.069,-83.965,0,0.000,2.850,"",1.000,0.000,-0.500,38.129,0.000,0.469,25.945,3.733,4.443,-37.685,-65.324,1.874
2.440,13.837,99.816,-621.585,16.160,-84.725,0,0.000,2.767,"",1.000,0.000,-0.500,38.092,0.000,0.484,25.184,3.731,4.246,-37.670,-67.206,1.891
2.460,12.431,100.576,-621.518,16.246,-85.484,0,0.000,2.683,"",1.000,0.000,-0.500,38.055,0.000,0.500,24.424,3.730,4.048,-37.655,-69.118,1.908
2.480,10.995,101.335,-621.453,16.329,-86.242,0,0.000,2.599,"",1.000,0.000,-0.500,38.019,0.000,0.517,23.665,3.728,3.850,-37.640,-71.058,1.926
