time,x,y,z,speed,wheels,up,throttle,brake,nextGate,lap,recoveries,groundBelow,targetSpeed,obstacle
0.01998901,740.8078,79.85822,-18.31991,0.3391927,4,0.9999985,1,0,0,0,0,79.40766,14.4524,
0.1399994,740.9172,79.88836,-18.46993,2.337784,4,0.999858,1,0,0,0,0,79.39481,14.4524,
0.2599945,741.1627,79.89425,-18.81131,4.278637,4,0.999603,1,0,0,0,0,79.37498,13.88026,
0.3799896,741.5299,79.87426,-19.34382,6.153799,4,0.9994156,1,0,0,0,0,79.35861,14.75967,
0.5,741.9961,79.83366,-20.07284,7.956513,4,0.9993616,1,0,0,0,0,79.32179,14.75967,
0.6199951,742.528,79.79025,-21.00767,9.67507,4,0.9994085,1,0,0,0,0,79.29719,15.39322,
0.7399902,743.0797,79.74719,-22.15849,11.30169,4,0.9994939,1,0,0,0,0,79.25561,16.11691,
0.8600006,743.5925,79.70511,-23.53202,12.82832,4,0.999555,1,0,0,0,0,79.2132,14.91307,
0.9799957,743.9838,79.66605,-25.0532,13.49281,4,0.9996362,0.9615585,0,0,0,0,79.17203,14.46768,
1.099991,744.2007,79.62852,-26.6804,13.83357,4,0.999698,0.5967667,0,0,0,0,79.1325,14.4524,
1.220001,744.21,79.59052,-28.37081,14.23968,4,0.9996998,0.494754,0,0,0,0,79.09452,14.75967,
1.339996,743.9919,79.55237,-30.11632,14.89787,4,0.999755,0.4673294,0,0,0,0,79.05879,15.39322,
1.459991,743.5248,79.51571,-31.9245,16.05781,4,0.9998219,1,0,0,0,0,79.02672,17.20659,
1.580002,742.7802,79.48363,-33.80342,17.31463,4,0.9998847,1,0,0,0,0,78.99183,20.49015,
1.699997,741.7474,79.45956,-35.70994,18.53519,4,0.9999398,1,0,0,0,0,78.97866,20.5104,
1.819992,740.439,79.44765,-37.61696,19.734,4,0.999979,0.9898773,0,0,0,0,78.97317,20.78099,
1.940002,738.9099,79.44955,-39.43721,19.54494,4,0.9999968,0.08826752,0,0,0,0,78.97499,19.6724,
2.059998,737.3261,79.46174,-40.96104,17.19116,4,0.9999996,0,0.5952451,0,0,0,78.98198,15.15804,
2.179993,735.7777,79.47845,-42.17482,15.93645,4,0.9999952,0,0.2218008,0,0,0,78.99113,15.1854,
