time,speed,travel,x,y,z,grounded,lift,torque,contact,throttle,brake,steering,velocity,water,up,localZ,vx,vy,vz,yaw,angularSpeed
0.020,42.596,0.852,-630.218,8.342,-149.208,4,7.780,0.042,"Ground_80_320:(0.000, 1.000, -0.004) separation=0.0068 impulse=1987.593;Ground_80_320:(0.000, 1.000, -0.004) separation=0.0110 impulse=1987.593;Ground_80_320:(0.000, 1.000, -0.004) separation=-0.0280 impulse=9430.518;Ground_80_320:(0.000, 1.000, -0.004) separation=-0.0398 impulse=9430.518;Ground_80_320:(0.000, 1.000, -0.004) separation=0.0025 impulse=9430.518;Ground_80_320:(0.000, 1.000, -0.004) separation=-0.0703 impulse=9430.518;Ground_80_320:(0.000, 1.000, -0.004) separation=-0.0595 impulse=9430.518;Ground_80_320:(0.000, 1.000, -0.004) separation=-0.0595 impulse=9430.518;Ground_80_320:(0.000, 1.000, -0.004) separation=-0.0065 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=-0.0075 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.0005 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=-0.0145 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=-0.0133 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=-0.0133 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.0179 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.0061 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.0197 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=-0.0029 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=-0.0028 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=-0.0025 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.0180 impulse=0.000;",0.000,0.000,0.000,42.596,0.000,1.000,-39.148,-0.703,-0.042,42.590,0.000,0.009
0.040,42.587,1.703,-630.232,8.341,-148.357,4,8.420,0.007,"",0.202,0.000,0.000,42.587,0.000,1.000,-38.297,-0.703,-0.070,42.581,0.000,0.014
0.060,42.577,2.555,-630.246,8.339,-147.506,4,9.018,0.017,"",0.207,0.000,0.001,42.577,0.000,1.000,-37.445,-0.702,-0.085,42.571,0.020,0.016
0.080,42.568,3.406,-630.260,8.337,-146.654,4,9.559,0.032,"",0.211,0.000,-0.002,42.568,0.000,1.000,-36.594,-0.702,-0.090,42.562,-0.044,0.017
0.100,42.559,4.257,-630.274,8.335,-145.804,4,10.025,0.039,"",0.216,0.000,0.003,42.559,0.000,1.000,-35.743,-0.702,-0.086,42.553,0.063,0.017
0.120,42.550,5.108,-630.288,8.334,-144.953,4,10.410,0.043,"",0.221,0.000,-0.004,42.550,0.000,1.000,-34.892,-0.702,-0.074,42.544,-0.079,0.016
0.140,42.541,5.959,-630.302,8.333,-144.102,4,10.710,0.043,"",0.225,0.000,0.005,42.541,0.000,1.000,-34.041,-0.702,-0.056,42.536,0.101,0.015
0.160,42.532,6.809,-630.316,8.332,-143.252,4,10.931,0.041,"",0.229,0.000,-0.005,42.533,0.000,1.000,-33.191,-0.702,-0.033,42.527,-0.117,0.013
0.180,42.524,7.660,-630.330,8.332,-142.401,4,11.074,0.038,"",0.234,0.000,0.006,42.524,0.000,1.000,-32.340,-0.702,-0.008,42.518,0.131,0.012
0.200,42.516,8.510,-630.344,8.332,-141.551,4,11.152,0.033,"",0.238,0.000,-0.006,42.516,0.000,1.000,-31.490,-0.701,0.019,42.510,-0.144,0.010
