time,station,travel,lateral,x,y,z,speed,up,water
383.08,734.97,3.10,0.28,982.60,163.15,118.20,8.60,0.998,0.000
383.10,734.80,3.27,0.31,982.44,163.16,118.27,8.83,0.998,0.000
383.12,734.62,3.45,0.35,982.27,163.17,118.34,9.05,0.998,0.000
383.14,734.44,3.63,0.38,982.10,163.18,118.42,9.27,0.998,0.000
383.16,734.25,3.82,0.42,981.93,163.20,118.49,9.49,0.998,0.000
383.18,734.06,4.01,0.46,981.75,163.21,118.57,9.71,0.998,0.000
383.20,733.87,4.20,0.50,981.57,163.22,118.65,9.93,0.998,0.000
383.22,733.67,4.40,0.54,981.38,163.23,118.73,10.14,0.998,0.000
383.24,733.46,4.61,0.58,981.20,163.25,118.81,10.34,0.998,0.000
383.26,733.26,4.81,0.62,981.00,163.26,118.89,10.51,0.998,0.000
383.28,733.05,5.02,0.67,980.81,163.27,118.98,10.67,0.998,0.000
383.30,732.84,5.23,0.71,980.61,163.28,119.06,10.80,0.998,0.000
383.32,732.62,5.45,0.75,980.41,163.30,119.15,10.92,0.998,0.000
383.34,732.41,5.66,0.80,980.21,163.31,119.24,11.02,0.998,0.000
383.36,732.19,5.88,0.84,980.00,163.33,119.32,11.12,0.998,0.000
383.38,731.97,6.10,0.88,979.80,163.34,119.41,11.20,0.998,0.000
383.40,731.75,6.32,0.93,979.59,163.35,119.50,11.27,0.998,0.000
383.42,731.53,6.54,0.97,979.38,163.37,119.59,11.34,0.998,0.000
383.44,731.30,6.77,1.02,979.17,163.38,119.68,11.40,0.998,0.000
383.46,731.08,6.99,1.07,978.96,163.39,119.77,11.45,0.998,0.000
383.48,730.85,7.22,1.11,978.75,163.41,119.86,11.49,0.998,0.000
383.50,730.63,7.44,1.16,978.54,163.42,119.95,11.53,0.998,0.000
383.52,730.40,7.67,1.20,978.33,163.44,120.04,11.57,0.998,0.000
383.54,730.17,7.90,1.25,978.12,163.45,120.14,11.60,0.998,0.000
383.56,729.95,8.12,1.29,977.90,163.46,120.23,11.63,0.998,0.000
383.58,729.72,8.35,1.34,977.69,163.48,120.32,11.65,0.998,0.000
383.60,729.49,8.58,1.39,977.48,163.49,120.41,11.67,0.998,0.000
383.62,729.26,8.81,1.43,977.26,163.51,120.50,11.69,0.998,0.000
383.64,729.03,9.04,1.48,977.05,163.52,120.60,11.71,0.998,0.000
383.66,728.80,9.27,1.52,976.83,163.53,120.69,11.73,0.998,0.000
383.68,728.57,9.50,1.57,976.62,163.55,120.78,11.74,0.998,0.000
383.70,728.34,9.73,1.62,976.40,163.56,120.88,11.75,0.998,0.000
383.72,728.11,9.96,1.66,976.19,163.57,120.97,11.76,0.998,0.000
383.74,727.88,10.19,1.71,975.97,163.59,121.06,11.77,0.998,0.000
383.76,727.64,10.43,1.75,975.75,163.60,121.15,11.78,0.998,0.000
383.78,727.41,10.66,1.80,975.54,163.61,121.25,11.79,0.998,0.000
383.80,727.18,10.89,1.84,975.32,163.63,121.34,11.80,0.998,0.000
383.82,726.95,11.12,1.89,975.10,163.64,121.44,11.80,0.998,0.000
383.84,726.72,11.35,1.94,974.89,163.65,121.53,11.81,0.998,0.000
383.86,726.49,11.58,1.98,974.67,163.67,121.62,11.81,0.998,0.000
383.88,726.25,11.82,2.03,974.45,163.68,121.72,11.82,0.998,0.000
383.90,726.02,12.05,2.07,974.24,163.69,121.81,11.82,0.998,0.000
383.92,725.79,12.28,2.12,974.02,163.70,121.90,11.83,0.998,0.000
383.94,725.56,12.51,2.16,973.80,163.71,122.00,11.83,0.998,0.000
383.96,725.32,12.75,2.21,973.59,163.73,122.09,11.83,0.998,0.000
383.98,725.09,12.98,2.25,973.37,163.74,122.19,11.84,0.999,0.000
384.00,724.86,13.21,2.29,973.15,163.75,122.28,11.84,0.999,0.000
384.02,724.63,13.44,2.34,972.93,163.76,122.37,11.84,0.999,0.000
384.04,724.39,13.68,2.38,972.72,163.77,122.47,11.85,0.999,0.000
384.06,724.16,13.91,2.43,972.50,163.78,122.56,11.85,0.999,0.000
384.08,723.93,14.14,2.47,972.28,163.79,122.66,11.85,0.999,0.000
384.10,723.69,14.38,2.51,972.06,163.81,122.75,11.85,0.999,0.000
384.12,723.46,14.61,2.56,971.85,163.82,122.84,11.85,0.999,0.000
384.14,723.23,14.84,2.60,971.63,163.83,122.94,11.86,0.999,0.000
384.16,722.99,15.08,2.64,971.41,163.84,123.03,11.86,0.999,0.000
384.18,722.76,15.31,2.69,971.19,163.85,123.13,11.86,0.999,0.000
384.20,722.53,15.54,2.73,970.98,163.86,123.22,11.86,0.999,0.000
384.22,722.29,15.78,2.77,970.76,163.87,123.32,11.86,0.999,0.000
384.24,722.06,16.01,2.81,970.54,163.88,123.41,11.86,0.999,0.000
384.26,721.82,16.25,2.85,970.32,163.88,123.51,11.87,0.999,0.000
384.28,721.59,16.48,2.90,970.10,163.89,123.60,11.87,0.999,0.000
384.30,721.36,16.71,2.94,969.89,163.90,123.69,11.87,0.999,0.000
384.32,721.12,16.95,2.98,969.67,163.91,123.79,11.87,0.999,0.000
384.34,720.89,17.18,3.02,969.45,163.92,123.88,11.87,0.999,0.000
384.36,720.65,17.42,3.06,969.23,163.93,123.98,11.87,0.999,0.000
384.38,720.42,17.65,3.10,969.01,163.93,124.07,11.88,0.999,0.000
384.40,720.18,17.89,3.14,968.80,163.94,124.17,11.88,0.999,0.000
384.42,719.95,18.12,3.18,968.58,163.95,124.26,11.88,0.999,0.000
384.44,719.71,18.36,3.22,968.36,163.95,124.36,11.88,0.999,0.000
384.46,719.48,18.59,3.26,968.14,163.96,124.45,11.88,0.999,0.000
384.48,719.24,18.83,3.30,967.92,163.97,124.55,11.89,0.999,0.000
384.50,719.01,19.06,3.34,967.71,163.97,124.64,11.89,1.000,0.000
384.52,718.77,19.30,3.37,967.49,163.98,124.74,11.89,1.000,0.000
384.54,718.54,19.53,3.41,967.27,163.98,124.84,11.89,1.000,0.000
384.56,718.30,19.77,3.45,967.05,163.99,124.93,11.89,1.000,0.000
384.58,718.07,20.00,3.49,966.83,163.99,125.03,11.89,1.000,0.000
384.60,717.83,20.24,3.52,966.61,163.99,125.12,11.90,1.000,0.000
384.62,717.60,20.47,3.56,966.40,164.00,125.22,11.90,1.000,0.000
384.64,717.36,20.71,3.59,966.18,164.00,125.31,11.90,1.000,0.000
384.66,717.13,20.94,3.63,965.96,164.00,125.41,11.80,1.000,0.000
384.68,716.89,21.18,3.66,965.74,164.00,125.50,11.81,1.000,0.000
384.70,716.66,21.41,3.70,965.53,164.01,125.60,11.82,1.000,0.000
384.72,716.42,21.65,3.73,965.31,164.01,125.69,11.84,1.000,0.000
384.74,716.19,21.88,3.77,965.09,164.01,125.79,11.85,1.000,0.000
384.76,715.95,22.12,3.80,964.87,164.01,125.88,11.86,1.000,0.000
384.78,715.72,22.35,3.83,964.66,164.01,125.98,11.86,1.000,0.000
384.80,715.48,22.59,3.87,964.44,164.01,126.07,11.87,1.000,0.000
384.82,715.25,22.82,3.90,964.22,164.01,126.17,11.88,1.000,0.000
384.84,715.01,23.06,3.93,964.00,164.01,126.27,11.89,1.000,0.000
384.86,714.77,23.30,3.96,963.78,164.00,126.36,11.90,1.000,0.000
384.88,714.54,23.53,3.99,963.56,164.00,126.46,11.90,1.000,0.000
384.90,714.30,23.77,4.02,963.35,164.00,126.55,11.80,1.000,0.000
384.92,714.07,24.00,4.05,963.13,164.00,126.65,11.82,1.000,0.000
384.94,713.83,24.24,4.08,962.91,163.99,126.74,11.83,1.000,0.000
384.96,713.60,24.48,4.11,962.70,163.99,126.84,11.85,1.000,0.000
384.98,713.36,24.71,4.14,962.48,163.98,126.93,11.86,1.000,0.000
385.00,713.12,24.95,4.16,962.26,163.98,127.03,11.87,1.000,0.000
385.02,712.89,25.19,4.19,962.04,163.97,127.12,11.89,1.000,0.000
385.04,712.65,25.42,4.22,961.82,163.97,127.22,11.90,1.000,0.000
385.06,712.41,25.66,4.24,961.60,163.96,127.32,11.91,1.000,0.000
385.08,712.17,25.90,4.27,961.39,163.95,127.41,11.81,1.000,0.000
385.10,711.94,26.13,4.29,961.17,163.94,127.51,11.83,1.000,0.000
385.12,711.70,26.37,4.32,960.95,163.93,127.60,11.85,1.000,0.000
385.14,711.47,26.61,4.34,960.73,163.92,127.70,11.87,1.000,0.000
385.16,711.23,26.84,4.36,960.51,163.91,127.79,11.88,0.999,0.000
385.18,710.99,27.08,4.39,960.30,163.90,127.89,11.90,0.999,0.000
385.20,710.75,27.32,4.41,960.08,163.89,127.98,11.91,0.999,0.000
385.22,710.52,27.55,4.43,959.86,163.88,128.08,11.81,0.999,0.000
385.24,710.28,27.79,4.45,959.64,163.87,128.17,11.84,0.999,0.000
385.26,710.04,28.03,4.47,959.42,163.85,128.26,11.86,0.999,0.000
385.28,709.80,28.27,4.49,959.21,163.84,128.36,11.88,0.999,0.000
385.30,709.57,28.50,4.51,958.99,163.82,128.45,11.90,0.999,0.000
385.32,709.33,28.74,4.53,958.77,163.81,128.55,11.91,0.998,0.000
385.34,709.09,28.98,4.54,958.55,163.79,128.64,11.82,0.998,0.000
385.36,708.85,29.22,4.56,958.33,163.78,128.74,11.84,0.998,0.000
385.38,708.62,29.45,4.57,958.11,163.76,128.83,11.87,0.998,0.000
385.40,708.38,29.69,4.59,957.90,163.74,128.92,11.89,0.998,0.000
385.42,708.14,29.93,4.60,957.68,163.72,129.02,11.91,0.998,0.000
385.44,707.90,30.17,4.62,957.46,163.70,129.11,11.82,0.997,0.000
385.46,707.66,30.41,4.63,957.24,163.68,129.20,11.85,0.997,0.000
385.48,707.43,30.64,4.64,957.02,163.66,129.30,11.87,0.997,0.000
385.50,707.19,30.88,4.66,956.80,163.64,129.39,11.90,0.997,0.000
385.52,706.95,31.12,4.67,956.58,163.62,129.48,11.92,0.996,0.000
385.54,706.71,31.36,4.68,956.37,163.60,129.58,11.83,0.996,0.000
385.56,706.47,31.60,4.69,956.15,163.58,129.67,11.86,0.996,0.000
385.58,706.23,31.84,4.70,955.93,163.55,129.76,11.89,0.995,0.000
385.60,706.00,32.07,4.71,955.71,163.53,129.85,11.91,0.995,0.000
385.62,705.76,32.31,4.71,955.49,163.50,129.94,11.83,0.995,0.000
385.64,705.52,32.55,4.72,955.27,163.48,130.04,11.86,0.994,0.000
385.66,705.28,32.79,4.73,955.05,163.45,130.13,11.89,0.994,0.000
385.68,705.04,33.03,4.73,954.84,163.42,130.22,11.91,0.994,0.000
385.70,704.81,33.26,4.74,954.62,163.40,130.31,11.83,0.993,0.000
385.72,704.57,33.50,4.74,954.40,163.37,130.40,11.86,0.993,0.000
385.74,704.33,33.74,4.75,954.18,163.34,130.49,11.89,0.993,0.000
385.76,704.09,33.98,4.75,953.96,163.31,130.58,11.92,0.992,0.000
385.78,703.85,34.22,4.76,953.74,163.28,130.67,11.84,0.992,0.000
385.80,703.61,34.46,4.76,953.52,163.25,130.76,11.87,0.992,0.000
385.82,703.38,34.69,4.76,953.31,163.22,130.85,11.90,0.991,0.000
385.84,703.14,34.93,4.76,953.09,163.19,130.94,11.83,0.991,0.000
385.86,702.90,35.17,4.77,952.87,163.16,131.03,11.86,0.991,0.000
385.88,702.66,35.41,4.77,952.65,163.13,131.12,11.90,0.990,0.000
385.90,702.42,35.65,4.77,952.43,163.09,131.21,11.93,0.990,0.000
385.92,702.19,35.88,4.77,952.21,163.06,131.30,11.84,0.990,0.000
385.94,701.95,36.12,4.77,951.99,163.03,131.38,11.88,0.989,0.000
385.96,701.71,36.36,4.77,951.77,163.00,131.47,11.91,0.989,0.000
385.98,701.47,36.60,4.77,951.56,162.97,131.56,11.83,0.989,0.000
386.00,701.23,36.84,4.77,951.34,162.93,131.65,11.87,0.988,0.000
386.02,701.00,37.07,4.77,951.12,162.90,131.74,11.91,0.988,0.000
386.04,700.76,37.31,4.77,950.90,162.87,131.82,11.83,0.987,0.000
386.06,700.52,37.55,4.77,950.68,162.83,131.91,11.87,0.987,0.000
386.08,700.28,37.79,4.77,950.46,162.80,132.00,11.90,0.986,0.000
386.10,700.05,38.02,4.77,950.24,162.76,132.08,11.83,0.986,0.000
386.12,699.81,38.26,4.77,950.02,162.73,132.17,11.87,0.986,0.000
386.14,699.57,38.50,4.77,949.81,162.70,132.26,11.91,0.985,0.000
386.16,699.33,38.74,4.77,949.59,162.66,132.34,11.83,0.985,0.000
386.18,699.09,38.98,4.77,949.37,162.63,132.43,11.87,0.984,0.000
386.20,698.86,39.21,4.77,949.15,162.59,132.51,11.91,0.984,0.000
386.22,698.62,39.45,4.76,948.93,162.56,132.60,11.83,0.983,0.000
386.24,698.38,39.69,4.76,948.71,162.52,132.68,11.87,0.983,0.000
386.26,698.14,39.93,4.76,948.49,162.48,132.77,11.91,0.982,0.000
386.28,697.91,40.16,4.76,948.27,162.45,132.85,11.84,0.982,0.000
386.30,697.67,40.40,4.75,948.05,162.41,132.94,11.88,0.981,0.000
386.32,697.43,40.64,4.75,947.83,162.38,133.02,11.91,0.981,0.000
386.34,697.19,40.88,4.75,947.61,162.34,133.11,11.84,0.980,0.000
386.36,696.96,41.11,4.74,947.39,162.30,133.19,11.88,0.980,0.000
386.38,696.72,41.35,4.74,947.17,162.26,133.28,11.92,0.979,0.000
386.40,696.48,41.59,4.74,946.96,162.23,133.36,11.85,0.978,0.000
386.42,696.24,41.83,4.73,946.74,162.19,133.44,11.89,0.977,0.000
386.44,696.00,42.07,4.73,946.51,162.15,133.53,11.93,0.976,0.000
386.46,695.76,42.31,4.72,946.30,162.11,133.61,11.85,0.975,0.000
386.48,695.53,42.54,4.71,946.07,162.06,133.70,11.90,0.973,0.000
386.50,695.29,42.78,4.70,945.85,162.02,133.78,11.94,0.972,0.000
386.52,695.05,43.02,4.69,945.63,161.98,133.86,11.86,0.970,0.000
386.54,694.81,43.26,4.68,945.41,161.93,133.94,11.91,0.968,0.000
386.56,694.57,43.50,4.67,945.20,161.88,134.03,11.84,0.967,0.000
386.58,694.33,43.74,4.65,944.98,161.84,134.11,11.89,0.964,0.000
386.60,694.09,43.98,4.64,944.75,161.79,134.19,11.94,0.962,0.000
386.62,693.85,44.22,4.62,944.54,161.74,134.28,11.87,0.959,0.000
386.64,693.61,44.46,4.60,944.32,161.68,134.36,11.92,0.957,0.000
386.66,693.38,44.69,4.58,944.10,161.63,134.44,11.86,0.954,0.000
386.68,693.14,44.93,4.56,943.88,161.57,134.52,11.91,0.951,0.000
386.70,692.90,45.17,4.53,943.67,161.51,134.60,11.85,0.949,0.000
386.72,692.67,45.40,4.51,943.45,161.45,134.68,11.90,0.946,0.000
386.74,692.43,45.64,4.48,943.23,161.39,134.76,11.84,0.943,0.000
386.76,692.20,45.87,4.45,943.02,161.33,134.84,11.90,0.940,0.000
386.78,691.96,46.11,4.42,942.80,161.27,134.92,11.94,0.936,0.000
386.80,691.73,46.34,4.39,942.59,161.20,135.00,11.88,0.932,0.000
386.82,691.49,46.58,4.36,942.37,161.13,135.08,11.92,0.927,0.000
386.84,691.26,46.81,4.33,942.16,161.07,135.15,11.86,0.922,0.000
386.86,691.02,47.05,4.30,941.95,161.00,135.23,11.90,0.916,0.000
386.88,690.79,47.28,4.26,941.73,160.93,135.31,11.84,0.910,0.000
386.90,690.55,47.52,4.23,941.52,160.86,135.38,11.89,0.902,0.000
386.92,690.32,47.75,4.19,941.30,160.79,135.46,11.93,0.894,0.000
386.94,690.08,47.99,4.15,941.09,160.72,135.54,11.86,0.885,0.000
386.96,689.85,48.22,4.12,940.87,160.64,135.61,11.91,0.875,0.000
386.98,689.61,48.46,4.08,940.66,160.57,135.68,11.85,0.865,0.000
387.00,689.38,48.69,4.04,940.44,160.50,135.76,11.90,0.855,0.000
387.02,689.14,48.93,4.01,940.23,160.43,135.83,11.94,0.846,0.000
387.04,688.91,49.16,3.98,940.01,160.36,135.90,11.87,0.837,0.000
387.06,688.68,49.39,3.95,939.79,160.29,135.97,11.92,0.829,0.000
387.08,688.44,49.63,3.92,939.58,160.23,136.04,11.85,0.820,0.000
387.10,688.21,49.86,3.90,939.36,160.17,136.10,11.90,0.812,0.000
387.12,687.98,50.09,3.88,939.14,160.11,136.17,11.84,0.804,0.000
387.14,687.74,50.33,3.86,938.91,160.05,136.23,11.89,0.797,0.000
387.16,687.51,50.56,3.85,938.69,159.99,136.29,11.94,0.791,0.000
387.18,687.27,50.80,3.84,938.46,159.94,136.35,11.87,0.787,0.000
387.20,687.04,51.03,3.83,938.24,159.89,136.41,11.92,0.785,0.000
387.22,686.80,51.27,3.82,938.02,159.84,136.47,11.86,0.785,0.000
387.24,686.57,51.50,3.82,937.79,159.79,136.52,11.92,0.786,0.000
387.26,686.34,51.73,3.82,937.57,159.75,136.58,11.77,0.796,0.000
387.28,686.11,51.96,3.83,937.34,159.72,136.63,11.84,0.805,0.000
387.30,685.88,52.19,3.84,937.12,159.68,136.68,11.89,0.813,0.000
387.32,685.65,52.42,3.85,936.89,159.64,136.73,11.94,0.819,0.000
387.34,685.42,52.65,3.87,936.66,159.61,136.78,11.87,0.825,0.000
387.36,685.19,52.88,3.88,936.43,159.57,136.82,11.92,0.829,0.000
387.38,684.96,53.11,3.89,936.21,159.54,136.87,11.85,0.834,0.000
387.40,684.73,53.34,3.91,935.98,159.50,136.92,11.89,0.839,0.000
387.42,684.50,53.57,3.93,935.75,159.47,136.96,11.93,0.844,0.000
387.44,684.27,53.80,3.95,935.52,159.44,137.01,11.85,0.849,0.000
387.46,684.04,54.03,3.97,935.29,159.41,137.05,11.89,0.854,0.000
387.48,683.81,54.26,3.99,935.06,159.38,137.10,11.92,0.859,0.000
387.50,683.58,54.49,4.02,934.83,159.35,137.14,11.84,0.864,0.000
387.52,683.34,54.73,4.05,934.60,159.33,137.19,11.87,0.869,0.000
387.54,683.11,54.96,4.08,934.36,159.30,137.23,11.89,0.874,0.000
387.56,682.88,55.19,4.11,934.13,159.28,137.28,11.92,0.878,0.000
387.58,682.64,55.43,4.14,933.90,159.25,137.33,11.83,0.882,0.000
387.60,682.41,55.66,4.17,933.66,159.23,137.38,11.85,0.886,0.000
387.62,682.17,55.90,4.19,933.43,159.20,137.43,11.88,0.890,0.000
387.64,681.93,56.14,4.22,933.20,159.17,137.48,11.90,0.893,0.000
387.66,681.70,56.37,4.24,932.96,159.14,137.54,11.92,0.896,0.000
387.68,681.46,56.61,4.26,932.73,159.11,137.60,11.83,0.898,0.000
387.70,681.22,56.85,4.28,932.50,159.08,137.66,11.86,0.901,0.000
387.72,680.98,57.09,4.29,932.27,159.04,137.73,11.88,0.903,0.000
387.74,680.74,57.33,4.30,932.04,159.00,137.80,11.91,0.905,0.000
387.76,680.50,57.57,4.31,931.82,158.96,137.87,11.83,0.907,0.000
387.78,680.26,57.81,4.31,931.59,158.92,137.94,11.86,0.908,0.000
387.80,680.02,58.05,4.31,931.37,158.87,138.02,11.89,0.910,0.000
387.82,679.78,58.29,4.31,931.14,158.82,138.10,11.92,0.911,0.000
387.84,679.54,58.53,4.30,930.92,158.77,138.18,11.85,0.912,0.000
387.86,679.30,58.77,4.29,930.70,158.72,138.26,11.87,0.913,0.000
387.88,679.06,59.01,4.27,930.48,158.66,138.34,11.89,0.914,0.000
387.90,678.82,59.25,4.26,930.26,158.60,138.43,11.92,0.914,0.000
387.92,678.58,59.49,4.24,930.05,158.54,138.51,11.85,0.914,0.000
387.94,678.34,59.73,4.22,929.83,158.47,138.60,11.89,0.914,0.000
387.96,678.10,59.97,4.19,929.62,158.41,138.69,11.92,0.914,0.000
387.98,677.87,60.20,4.17,929.41,158.35,138.79,11.84,0.914,0.000
388.00,677.63,60.44,4.14,929.20,158.29,138.88,11.88,0.913,0.000
388.02,677.39,60.68,4.12,928.99,158.23,138.98,11.92,0.912,0.000
388.04,677.16,60.91,4.10,928.78,158.17,139.08,11.84,0.911,0.000
388.06,676.92,61.15,4.07,928.57,158.12,139.17,11.88,0.910,0.000
388.08,676.68,61.39,4.05,928.36,158.06,139.27,11.91,0.909,0.000
388.10,676.45,61.62,4.03,928.15,158.01,139.38,11.84,0.908,0.000
388.12,676.21,61.86,4.01,927.94,157.96,139.48,11.88,0.907,0.000
388.14,675.97,62.10,3.99,927.73,157.92,139.58,11.91,0.906,0.000
388.16,675.74,62.34,3.98,927.53,157.87,139.68,11.84,0.905,0.000
388.18,675.50,62.57,3.96,927.32,157.83,139.79,11.87,0.904,0.000
388.20,675.26,62.81,3.95,927.11,157.79,139.89,11.91,0.904,0.000
388.22,675.02,63.05,3.94,926.90,157.75,140.00,11.83,0.903,0.000
388.24,674.79,63.28,3.93,926.69,157.71,140.10,11.87,0.902,0.000
388.26,674.55,63.52,3.92,926.48,157.68,140.21,11.91,0.902,0.000
388.28,674.31,63.76,3.91,926.27,157.64,140.31,11.83,0.901,0.000
388.30,674.08,63.99,3.90,926.06,157.61,140.42,11.87,0.901,0.000
388.32,673.84,64.23,3.89,925.85,157.57,140.52,11.91,0.901,0.000
388.34,673.60,64.47,3.88,925.64,157.54,140.63,11.83,0.901,0.000
388.36,673.36,64.71,3.87,925.43,157.51,140.74,11.87,0.901,0.000
388.38,673.13,64.94,3.87,925.22,157.48,140.84,11.91,0.901,0.000
388.40,672.89,65.18,3.86,925.01,157.44,140.95,11.83,0.901,0.000
388.42,672.65,65.42,3.85,924.80,157.41,141.06,11.87,0.901,0.000
388.44,672.41,65.66,3.84,924.59,157.38,141.17,11.91,0.901,0.000
388.46,672.18,65.89,3.84,924.38,157.35,141.27,11.83,0.901,0.000
388.48,671.94,66.13,3.83,924.17,157.32,141.38,11.87,0.902,0.000
388.50,671.70,66.37,3.82,923.96,157.28,141.49,11.91,0.902,0.000
388.52,671.47,66.60,3.81,923.75,157.25,141.60,11.84,0.903,0.000
388.54,671.23,66.84,3.80,923.54,157.21,141.70,11.88,0.904,0.000
388.56,670.99,67.08,3.79,923.33,157.18,141.81,11.91,0.904,0.000
388.58,670.75,67.32,3.78,923.12,157.15,141.92,11.84,0.905,0.000
388.60,670.52,67.55,3.77,922.92,157.11,142.03,11.88,0.906,0.000
388.62,670.28,67.79,3.76,922.71,157.08,142.13,11.92,0.907,0.000
388.64,670.04,68.03,3.76,922.50,157.04,142.24,11.84,0.908,0.000
388.66,669.81,68.26,3.75,922.29,157.01,142.34,11.88,0.909,0.000
388.68,669.57,68.50,3.74,922.08,156.97,142.45,11.92,0.909,0.000
388.70,669.33,68.74,3.73,921.87,156.94,142.56,11.84,0.910,0.000
388.72,669.10,68.97,3.72,921.66,156.90,142.66,11.88,0.911,0.000
388.74,668.86,69.21,3.71,921.45,156.86,142.77,11.92,0.912,0.000
388.76,668.62,69.45,3.70,921.24,156.83,142.88,11.84,0.913,0.000
388.78,668.38,69.69,3.69,921.03,156.79,142.98,11.88,0.914,0.000
388.80,668.14,69.93,3.68,920.82,156.75,143.09,11.92,0.915,0.000
388.82,667.91,70.16,3.67,920.61,156.72,143.19,11.84,0.916,0.000
388.84,667.67,70.40,3.66,920.40,156.68,143.30,11.89,0.917,0.000
388.86,667.43,70.64,3.64,920.19,156.64,143.41,11.92,0.918,0.000
388.88,667.19,70.88,3.63,919.98,156.60,143.51,11.85,0.919,0.000
388.90,666.95,71.12,3.62,919.77,156.56,143.62,11.89,0.921,0.000
388.92,666.72,71.35,3.61,919.56,156.52,143.73,11.93,0.922,0.000
388.94,666.48,71.59,3.59,919.35,156.48,143.83,11.86,0.923,0.000
388.96,666.24,71.83,3.58,919.14,156.44,143.94,11.90,0.925,0.000
388.98,666.00,72.07,3.57,918.93,156.40,144.04,11.94,0.926,0.000
389.00,665.76,72.31,3.55,918.72,156.36,144.15,11.86,0.927,0.000
389.02,665.53,72.54,3.54,918.51,156.32,144.26,11.91,0.929,0.000
389.04,665.29,72.78,3.52,918.30,156.27,144.36,11.84,0.931,0.000
389.06,665.05,73.02,3.50,918.10,156.23,144.47,11.88,0.932,0.000
389.08,664.82,73.26,3.49,917.89,156.19,144.58,11.92,0.934,0.000
389.10,664.58,73.49,3.47,917.68,156.14,144.68,11.85,0.936,0.000
389.12,664.34,73.73,3.45,917.47,156.10,144.79,11.90,0.937,0.000
389.14,664.10,73.97,3.44,917.26,156.05,144.90,11.93,0.939,0.000
389.16,663.87,74.21,3.42,917.05,156.01,145.00,11.86,0.940,0.000
389.18,663.63,74.44,3.40,916.85,155.96,145.11,11.91,0.941,0.000
389.20,663.39,74.68,3.38,916.64,155.92,145.22,11.84,0.942,0.000
389.22,663.15,74.92,3.36,916.43,155.87,145.33,11.89,0.943,0.000
389.24,662.91,75.16,3.34,916.22,155.82,145.44,11.93,0.944,0.000
389.26,662.68,75.40,3.32,916.02,155.78,145.55,11.86,0.945,0.000
389.28,662.44,75.63,3.30,915.81,155.73,145.65,11.91,0.945,0.000
389.30,662.20,75.87,3.27,915.60,155.68,145.76,11.84,0.946,0.000
389.32,661.96,76.11,3.25,915.39,155.63,145.87,11.89,0.947,0.000
389.34,661.72,76.35,3.22,915.19,155.57,145.99,11.94,0.947,0.000
