time,station,travel,lateral,x,y,z,speed,up,water
93.38,1105.71,0.00,0.68,690.09,79.66,-90.00,0.00,1.000,0.000
93.40,1105.70,0.00,0.68,690.09,79.66,-90.00,0.29,1.000,0.000
93.42,1105.69,0.01,0.68,690.09,79.66,-89.98,0.58,1.000,0.000
93.44,1105.67,0.03,0.68,690.09,79.66,-89.97,0.86,1.000,0.000
93.46,1105.65,0.05,0.67,690.09,79.65,-89.94,1.15,1.000,0.000
93.48,1105.62,0.08,0.67,690.09,79.65,-89.91,1.43,1.000,0.000
93.50,1105.59,0.12,0.67,690.09,79.65,-89.88,1.71,1.000,0.000
93.52,1105.55,0.16,0.67,690.09,79.64,-89.84,1.99,1.000,0.000
93.54,1105.50,0.20,0.66,690.09,79.64,-89.79,2.27,1.000,0.000
93.56,1105.45,0.25,0.66,690.09,79.64,-89.74,2.55,1.000,0.000
93.58,1105.39,0.31,0.66,690.09,79.64,-89.69,2.82,1.000,0.000
93.60,1105.33,0.37,0.66,690.09,79.63,-89.62,3.10,1.000,0.000
93.62,1105.27,0.44,0.65,690.09,79.63,-89.56,3.37,1.000,0.000
93.64,1105.19,0.51,0.65,690.09,79.63,-89.48,3.64,1.000,0.000
93.66,1105.11,0.59,0.65,690.09,79.63,-89.41,3.91,1.000,0.000
93.68,1105.03,0.67,0.65,690.10,79.62,-89.32,4.17,1.000,0.000
93.70,1104.94,0.76,0.65,690.10,79.62,-89.23,4.44,1.000,0.000
93.72,1104.85,0.86,0.65,690.10,79.62,-89.14,4.70,1.000,0.000
93.74,1104.75,0.96,0.65,690.10,79.62,-89.04,4.96,1.000,0.000
93.76,1104.64,1.06,0.64,690.10,79.62,-88.94,5.22,1.000,0.000
93.78,1104.54,1.17,0.64,690.10,79.62,-88.83,5.48,1.000,0.000
93.80,1104.42,1.28,0.64,690.10,79.62,-88.71,5.74,1.000,0.000
93.82,1104.30,1.40,0.64,690.10,79.61,-88.59,5.99,1.000,0.000
93.84,1104.18,1.53,0.64,690.10,79.61,-88.47,6.24,1.000,0.000
93.86,1104.05,1.66,0.65,690.10,79.61,-88.34,6.50,1.000,0.000
93.88,1103.91,1.79,0.65,690.10,79.61,-88.20,6.75,1.000,0.000
93.90,1103.77,1.93,0.65,690.10,79.61,-88.06,6.99,1.000,0.000
93.92,1103.63,2.08,0.65,690.10,79.61,-87.92,7.24,1.000,0.000
93.94,1103.48,2.23,0.65,690.10,79.61,-87.77,7.49,1.000,0.000
93.96,1103.32,2.38,0.65,690.10,79.61,-87.61,7.73,1.000,0.000
93.98,1103.16,2.54,0.65,690.10,79.61,-87.45,7.97,1.000,0.000
94.00,1103.00,2.71,0.65,690.10,79.61,-87.29,8.22,1.000,0.000
94.02,1102.83,2.88,0.65,690.10,79.61,-87.12,8.45,1.000,0.000
94.04,1102.66,3.05,0.65,690.10,79.61,-86.95,8.69,1.000,0.000
94.06,1102.48,3.23,0.65,690.10,79.60,-86.77,8.93,1.000,0.000
94.08,1102.29,3.41,0.65,690.10,79.60,-86.58,9.16,1.000,0.000
94.10,1102.11,3.60,0.65,690.10,79.60,-86.40,9.40,1.000,0.000
94.12,1101.91,3.79,0.65,690.10,79.60,-86.20,9.63,1.000,0.000
94.14,1101.72,3.99,0.65,690.10,79.60,-86.01,9.86,1.000,0.000
94.16,1101.51,4.19,0.65,690.10,79.60,-85.80,10.09,1.000,0.000
94.18,1101.31,4.40,0.65,690.10,79.60,-85.60,10.31,1.000,0.000
94.20,1101.10,4.61,0.65,690.10,79.59,-85.39,10.50,1.000,0.000
94.22,1100.88,4.82,0.65,690.10,79.59,-85.17,10.67,1.000,0.000
94.24,1100.67,5.04,0.65,690.10,79.59,-84.96,10.82,1.000,0.000
94.26,1100.45,5.26,0.65,690.09,79.59,-84.74,10.95,1.000,0.000
94.28,1100.23,5.48,0.65,690.09,79.59,-84.52,11.06,1.000,0.000
94.30,1100.01,5.70,0.65,690.09,79.58,-84.29,11.16,1.000,0.000
94.32,1099.78,5.93,0.65,690.09,79.58,-84.07,11.26,1.000,0.000
94.34,1099.55,6.15,0.65,690.09,79.58,-83.84,11.34,1.000,0.000
94.36,1099.33,6.38,0.65,690.09,79.58,-83.61,11.41,1.000,0.000
94.38,1099.10,6.61,0.65,690.09,79.58,-83.39,11.47,1.000,0.000
94.40,1098.87,6.84,0.65,690.08,79.57,-83.16,11.53,1.000,0.000
94.42,1098.63,7.07,0.65,690.08,79.57,-82.92,11.58,1.000,0.000
94.44,1098.40,7.30,0.65,690.08,79.57,-82.69,11.62,1.000,0.000
94.46,1098.17,7.54,0.65,690.08,79.57,-82.46,11.66,1.000,0.000
94.48,1097.93,7.77,0.65,690.08,79.56,-82.22,11.69,1.000,0.000
94.50,1097.70,8.01,0.65,690.07,79.56,-81.99,11.73,1.000,0.000
94.52,1097.46,8.24,0.65,690.07,79.56,-81.75,11.75,1.000,0.000
94.54,1097.23,8.48,0.65,690.07,79.56,-81.52,11.78,1.000,0.000
94.56,1096.99,8.71,0.65,690.07,79.55,-81.28,11.80,1.000,0.000
94.58,1096.76,8.95,0.65,690.06,79.55,-81.05,11.82,1.000,0.000
94.60,1096.52,9.19,0.65,690.06,79.55,-80.81,11.84,1.000,0.000
94.62,1096.28,9.42,0.65,690.06,79.55,-80.57,11.85,1.000,0.000
94.64,1096.05,9.66,0.65,690.06,79.54,-80.34,11.86,1.000,0.000
94.66,1095.81,9.90,0.65,690.05,79.54,-80.10,11.88,1.000,0.000
94.68,1095.57,10.13,0.65,690.05,79.54,-79.86,11.89,1.000,0.000
94.70,1095.33,10.37,0.65,690.05,79.54,-79.62,11.90,1.000,0.000
94.72,1095.09,10.61,0.65,690.04,79.53,-79.38,11.91,1.000,0.000
94.74,1094.86,10.85,0.65,690.04,79.53,-79.15,11.81,1.000,0.000
94.76,1094.62,11.08,0.65,690.04,79.53,-78.91,11.82,1.000,0.000
94.78,1094.39,11.32,0.65,690.03,79.53,-78.67,11.84,1.000,0.000
94.80,1094.15,11.56,0.65,690.03,79.52,-78.44,11.86,1.000,0.000
94.82,1093.91,11.79,0.65,690.03,79.52,-78.20,11.87,1.000,0.000
94.84,1093.67,12.03,0.65,690.02,79.52,-77.96,11.88,1.000,0.000
94.86,1093.44,12.27,0.65,690.02,79.52,-77.73,11.89,1.000,0.000
94.88,1093.20,12.51,0.65,690.02,79.51,-77.49,11.90,1.000,0.000
94.90,1092.96,12.74,0.65,690.01,79.51,-77.25,11.80,1.000,0.000
94.92,1092.72,12.98,0.65,690.01,79.51,-77.01,11.82,1.000,0.000
94.94,1092.49,13.22,0.65,690.01,79.50,-76.78,11.84,1.000,0.000
94.96,1092.25,13.45,0.65,690.00,79.50,-76.54,11.85,1.000,0.000
94.98,1092.01,13.69,0.65,690.00,79.50,-76.30,11.87,1.000,0.000
95.00,1091.78,13.93,0.65,690.00,79.50,-76.07,11.88,1.000,0.000
95.02,1091.54,14.17,0.65,689.99,79.49,-75.83,11.89,1.000,0.000
95.04,1091.30,14.40,0.65,689.99,79.49,-75.59,11.90,1.000,0.000
95.06,1091.06,14.64,0.65,689.99,79.49,-75.35,11.91,1.000,0.000
