seconds,travel,recoveries,x,y,z,safeStation,speed
0.02,0.00,0,565.13,82.39,59.93,100.00,0.00
0.03,0.00,0,565.13,82.40,59.93,100.00,0.00
0.05,0.00,0,565.13,82.40,59.93,100.00,0.00
0.07,0.00,0,565.13,82.40,59.93,100.00,0.00
0.08,0.00,0,565.13,82.40,59.93,100.00,0.00
0.10,0.00,0,565.13,82.40,59.93,100.00,0.00
0.12,0.00,0,565.13,82.40,59.93,100.00,0.00
0.13,0.00,0,565.13,82.40,59.93,100.00,0.00
0.19,0.00,0,565.13,82.40,59.93,100.00,0.00
0.20,0.00,0,565.13,82.40,59.93,100.00,0.00
0.22,0.00,0,565.13,82.39,59.93,100.00,0.00
0.24,0.00,0,565.13,82.39,59.93,100.00,0.00
0.26,0.00,0,565.13,82.39,59.93,100.00,0.00
0.27,0.00,0,565.13,82.39,59.93,100.00,0.00
0.29,0.00,0,565.13,82.39,59.93,100.00,0.00
0.31,0.00,0,565.13,82.39,59.93,100.00,0.00
0.32,0.00,0,565.13,82.39,59.93,100.00,0.00
0.34,0.00,0,565.13,82.39,59.93,100.00,0.00
0.36,0.00,0,565.13,82.39,59.93,100.00,0.01
0.37,0.00,0,565.13,82.39,59.93,100.00,0.01
0.39,0.00,0,565.13,82.39,59.93,100.00,0.01
0.41,0.00,0,565.13,82.39,59.93,100.00,0.01
0.43,0.00,0,565.13,82.39,59.93,100.00,0.01
0.45,0.00,0,565.13,82.39,59.93,100.00,0.01
0.46,0.00,0,565.13,82.39,59.93,100.00,0.01
0.48,0.00,0,565.13,82.39,59.93,100.00,0.01
0.50,0.00,0,565.13,82.39,59.93,100.00,0.01
0.51,0.00,0,565.13,82.39,59.93,100.00,0.01
0.53,0.00,0,565.13,82.39,59.93,100.00,0.01
0.55,0.00,0,565.13,82.39,59.93,100.00,0.01
0.56,0.00,0,565.13,82.39,59.93,100.00,0.01
0.58,0.00,0,565.13,82.39,59.93,100.00,0.01
0.60,0.00,0,565.13,82.39,59.93,100.00,0.01
0.61,0.00,0,565.13,82.39,59.93,100.00,0.01
