time,station,active,visible,sightings,calls
0.16,2006.3,7,1,1,0
1.16,2014.6,7,1,1,0
2.18,2036.1,7,1,1,0
3.18,2067.4,7,0,1,0
4.18,2.5,7,0,1,0
5.20,39.4,8,0,1,0
6.20,68.7,8,0,1,0
7.20,98.0,7,0,1,0
8.20,115.3,7,0,1,0
9.20,130.9,7,0,1,0
10.22,151.5,7,0,1,0
11.22,175.3,7,0,1,0
12.22,198.1,7,0,1,0
13.22,221.2,7,0,1,0
14.24,241.5,7,0,1,0
15.24,268.1,7,0,1,0
16.24,286.2,7,0,1,0
17.24,303.5,7,0,1,0
18.26,343.1,7,0,1,0
19.26,458.8,7,0,1,0
20.26,499.3,7,0,1,0
21.26,523.9,7,2,2,0
22.26,554.6,7,0,3,0
23.28,592.9,7,0,3,0
24.28,634.3,7,0,3,0
25.28,662.3,7,0,3,0
26.28,682.8,7,0,3,0
27.28,700.2,7,0,3,0
28.30,720.3,7,0,3,0
29.30,748.0,7,0,3,0
30.30,771.4,7,0,3,0
31.30,787.7,7,0,3,0
32.30,807.0,7,0,3,0
33.32,1218.8,7,0,3,0
34.32,1233.7,7,0,3,0
35.32,1244.7,7,0,3,0
36.34,1256.4,7,1,4,0
37.34,1272.6,7,0,4,0
38.34,1297.3,7,0,4,0
39.34,1325.0,7,0,4,0
40.34,1349.5,7,0,4,0
41.36,1379.7,7,0,4,0
42.36,1406.4,7,0,4,0
43.36,1445.6,7,1,5,0
44.38,1475.3,7,2,6,1
45.38,1506.9,7,1,6,1
46.38,1537.1,7,0,6,1
47.38,1557.4,7,0,6,1
48.38,1575.5,7,0,6,1
49.40,1603.8,6,0,6,1
50.40,1635.1,5,0,6,1
51.40,1663.6,5,0,6,1
52.42,1687.1,5,0,6,1
53.42,1718.1,5,0,6,1
54.44,1745.0,5,0,6,1
55.44,1775.4,5,0,6,1
56.46,1810.1,5,0,6,1
57.46,1850.4,5,0,6,1
58.46,1895.0,5,0,6,1
59.46,1939.7,5,0,6,1
60.46,1978.8,5,0,6,1
61.48,2021.9,5,0,6,1
62.48,2069.1,5,0,6,1
63.48,14.4,5,0,6,1
64.48,47.5,5,0,6,1
65.48,78.0,5,0,6,1
66.48,104.0,5,0,6,1
67.50,119.3,5,0,6,1
68.50,136.0,5,0,6,1
69.50,158.1,5,0,6,1
70.50,181.8,5,0,6,1
71.50,204.2,5,0,6,1
72.50,227.0,5,0,6,1
73.50,249.2,5,0,6,1
74.52,276.9,5,0,6,1
75.52,294.0,5,0,6,1
76.54,325.8,5,0,6,1
77.54,442.8,5,0,6,1
78.54,482.5,5,0,6,1
79.54,514.4,5,2,6,1
80.56,534.6,5,2,6,1
81.56,560.5,5,0,6,1
82.56,595.1,5,0,6,1
83.56,635.9,5,0,6,1
84.58,663.6,5,0,6,1
85.58,683.8,5,0,6,1
86.58,701.2,5,0,6,1
87.58,720.9,5,0,6,1
88.58,749.6,5,0,6,1
89.60,772.1,5,0,6,1
90.60,788.6,5,0,6,1
91.60,808.0,5,0,6,1
92.60,1219.8,5,0,6,1
93.60,1234.0,5,0,6,1
94.60,1245.0,5,0,6,1
95.62,1256.8,5,1,6,1
96.62,1273.3,5,0,6,1
97.62,1298.3,5,0,6,1
98.62,1325.9,5,0,6,1
99.62,1350.5,5,0,6,1
100.62,1380.7,5,0,6,1
101.64,1415.5,5,0,6,1
102.64,1446.4,5,0,6,1
103.64,1476.1,5,0,6,1
104.64,1507.8,5,0,6,1
105.64,1538.0,5,0,6,1
106.66,1557.7,5,0,6,1
107.66,1576.1,5,0,6,1
108.66,1604.6,5,0,6,1
109.66,1635.8,5,0,6,1
110.66,1664.0,5,0,6,1
111.66,1687.1,5,0,6,1
112.66,1717.8,5,0,6,1
113.66,1743.1,5,0,6,1
114.68,1772.8,5,0,6,1
115.68,1806.9,5,0,6,1
116.68,1846.9,5,0,6,1
117.68,1891.4,5,0,6,1
118.68,1936.2,5,0,6,1
119.70,1975.0,5,0,6,1
120.70,2017.6,5,0,6,1
121.70,2064.4,5,0,6,1
122.70,9.8,5,0,6,1
123.72,44.8,5,0,6,1
124.72,74.9,5,0,6,1
125.72,102.1,5,0,6,1
126.72,117.9,5,0,6,1
127.72,134.2,5,0,6,1
128.72,155.9,5,0,6,1
129.72,179.6,5,0,6,1
130.74,202.2,5,0,6,1
131.74,225.7,5,0,6,1
132.74,244.8,5,0,6,1
133.74,270.6,5,0,6,1
134.76,285.5,5,0,6,1
135.76,299.3,5,0,6,1
136.76,332.6,5,0,6,1
137.76,447.9,5,0,6,1
138.78,483.6,5,0,6,1
139.78,515.9,5,2,6,1
140.78,546.7,5,0,6,1
141.78,583.3,5,0,6,1
142.78,624.6,5,0,6,1
143.80,657.5,5,0,6,1
144.80,679.6,5,0,6,1
145.80,696.7,5,0,6,1
146.80,717.8,5,0,6,1
147.82,743.1,5,0,6,1
148.82,768.4,5,0,6,1
149.82,784.6,5,0,6,1
