time,x,y,z,speed,wheels,up,target,groundGap,throttle,brake,steer
0.020,522.569,82.249,-129.833,0.340,3,1.000,1,0.530,1.000,0.000,0.000
0.040,522.556,82.248,-129.839,0.678,3,1.000,1,0.529,1.000,0.000,0.000
0.060,522.538,82.247,-129.847,1.013,3,1.000,1,0.528,1.000,0.000,0.000
0.080,522.514,82.245,-129.859,1.347,3,1.000,1,0.527,1.000,0.000,-0.001
0.100,522.483,82.243,-129.874,1.678,3,1.000,1,0.526,1.000,0.000,-0.001
0.120,522.446,82.240,-129.891,2.007,3,1.000,1,0.524,1.000,0.000,-0.001
0.140,522.404,82.238,-129.911,2.335,3,0.999,1,0.522,1.000,0.000,-0.002
0.160,522.355,82.234,-129.933,2.661,3,0.999,1,0.520,1.000,0.000,-0.002
0.180,522.300,82.231,-129.958,2.984,3,0.999,1,0.518,1.000,0.000,-0.002
0.200,522.240,82.227,-129.986,3.306,3,0.998,1,0.515,1.000,0.000,-0.003
0.220,522.173,82.223,-130.016,3.627,3,0.998,1,0.512,1.000,0.000,-0.003
0.240,522.122,82.241,-130.063,3.791,4,0.992,1,0.532,1.000,0.000,-0.003
0.260,522.049,82.242,-130.101,4.105,4,0.989,1,0.547,1.000,0.000,-0.021
0.280,521.970,82.243,-130.140,4.417,4,0.987,1,0.568,1.000,0.000,-0.026
0.300,521.885,82.243,-130.181,4.726,4,0.984,1,0.568,1.000,0.000,-0.029
0.320,521.791,82.246,-130.223,5.034,4,0.984,1,0.571,1.000,0.000,-0.031
0.340,521.694,82.245,-130.267,5.340,4,0.983,1,0.570,1.000,0.000,-0.034
0.360,521.590,82.243,-130.312,5.644,4,0.982,1,0.568,1.000,0.000,-0.034
0.380,521.481,82.240,-130.360,5.931,4,0.981,1,0.565,0.949,0.000,-0.034
0.400,521.368,82.237,-130.408,6.155,4,0.980,1,0.561,0.748,0.000,-0.033
0.420,521.251,82.233,-130.458,6.331,4,0.980,1,0.557,0.591,0.000,-0.032
0.440,521.132,82.229,-130.509,6.469,4,0.979,1,0.552,0.468,0.000,-0.030
0.460,521.011,82.225,-130.560,6.578,4,0.979,1,0.547,0.371,0.000,-0.029
0.480,520.888,82.221,-130.613,6.664,4,0.978,1,0.543,0.295,0.000,-0.027
0.500,520.765,82.217,-130.666,6.731,4,0.978,1,0.538,0.235,0.000,-0.025
0.520,520.640,82.213,-130.720,6.784,4,0.977,1,0.533,0.188,0.000,-0.023
0.540,520.515,82.209,-130.774,6.826,4,0.976,1,0.528,0.151,0.000,-0.021
