course,vehicle,lip,direction,target,line,completed,minUp,recovered,awards
LakeWoods,moto,213,-1,16,0,True,0.849,True,0
LakeWoods,moto,213,-1,16,-2,True,0.832,True,0
LakeWoods,moto,213,-1,16,2,True,0.872,True,0
LakeWoods,moto,213,-1,16,-15.675,False,0.009,True,0
LakeWoods,moto,213,-1,16,15.675,False,-0.577,True,0
LakeWoods,moto,213,-1,24,0,False,0.431,True,0
LakeWoods,moto,213,-1,24,-2,False,0.750,True,0
LakeWoods,moto,213,-1,24,2,False,-0.106,True,0
LakeWoods,moto,213,-1,24,-15.675,False,0.198,True,0
LakeWoods,moto,213,-1,24,15.675,False,0.478,True,0
LakeWoods,moto,213,-1,32,0,False,0.495,True,0
LakeWoods,moto,213,-1,32,-2,True,-0.992,True,0
LakeWoods,moto,213,-1,32,2,True,0.475,True,0
LakeWoods,moto,213,-1,32,-15.675,True,-0.344,True,0
LakeWoods,moto,213,-1,32,15.675,False,-0.345,True,0
LakeWoods,moto,537,-1,16,0,True,0.824,True,0
LakeWoods,moto,537,-1,16,-2,True,0.820,True,0
LakeWoods,moto,537,-1,16,2,True,0.836,True,0
LakeWoods,moto,537,-1,16,-6.675,True,0.832,True,0
LakeWoods,moto,537,-1,16,6.675,True,0.822,True,0
LakeWoods,moto,537,-1,24,0,True,0.806,True,0
LakeWoods,moto,537,-1,24,-2,True,0.813,True,0
LakeWoods,moto,537,-1,24,2,True,0.533,True,0
LakeWoods,moto,537,-1,24,-6.675,True,0.827,True,0
LakeWoods,moto,537,-1,24,6.675,True,0.694,True,0
LakeWoods,moto,537,-1,32,0,False,0.522,True,0
LakeWoods,moto,537,-1,32,-2,False,-0.120,True,0
LakeWoods,moto,537,-1,32,2,False,0.817,True,0
LakeWoods,moto,537,-1,32,-6.675,False,0.811,True,0
LakeWoods,moto,537,-1,32,6.675,False,0.809,True,0
LakeWoods,atv,213,-1,16,0,True,0.858,True,0
LakeWoods,atv,213,-1,16,-2,True,0.855,True,0
LakeWoods,atv,213,-1,16,2,True,0.875,True,0
LakeWoods,atv,213,-1,16,-15.275,False,0.300,True,0
LakeWoods,atv,213,-1,16,15.275,False,0.395,True,0
LakeWoods,atv,213,-1,24,0,False,-0.618,True,0
LakeWoods,atv,213,-1,24,-2,True,0.649,True,0
LakeWoods,atv,213,-1,24,2,True,-0.335,True,0
LakeWoods,atv,213,-1,24,-15.275,False,0.471,True,0
LakeWoods,atv,213,-1,24,15.275,False,-0.148,True,0
LakeWoods,atv,213,-1,32,0,False,0.368,True,0
LakeWoods,atv,213,-1,32,-2,False,0.875,True,0
LakeWoods,atv,213,-1,32,2,False,0.002,True,0
LakeWoods,atv,213,-1,32,-15.275,False,0.297,True,0
LakeWoods,atv,213,-1,32,15.275,False,0.242,True,0
LakeWoods,atv,537,-1,16,0,True,0.830,True,0
LakeWoods,atv,537,-1,16,-2,True,0.832,True,0
LakeWoods,atv,537,-1,16,2,True,0.827,True,0
LakeWoods,atv,537,-1,16,-6.275,True,0.827,True,0
LakeWoods,atv,537,-1,16,6.275,True,0.825,True,0
LakeWoods,atv,537,-1,24,0,True,0.803,True,0
LakeWoods,atv,537,-1,24,-2,True,0.817,True,0
LakeWoods,atv,537,-1,24,2,False,0.745,True,0
LakeWoods,atv,537,-1,24,-6.275,True,0.827,True,0
LakeWoods,atv,537,-1,24,6.275,True,0.704,True,0
LakeWoods,atv,537,-1,32,0,True,-0.367,True,0
LakeWoods,atv,537,-1,32,-2,True,0.343,True,0
LakeWoods,atv,537,-1,32,2,False,0.444,True,0
LakeWoods,atv,537,-1,32,-6.275,False,0.455,True,0
LakeWoods,atv,537,-1,32,6.275,False,-0.738,True,0
