time,vehicle,lap,gate,speed,recoveries,misses,x,y,z,verified,finishArmed,roadPosition
3.020,original,0,0,0.00,0,0,320.21,11.70,536.04,0.000,False,0.000
5.000,original,0,0,18.04,0,0,318.36,14.99,517.46,0.000,False,4668.870
6.120,original,0,1,24.36,0,0,317.18,20.22,494.04,18.637,False,18.637
7.140,original,0,1,28.24,0,0,317.17,26.85,467.88,45.536,False,45.536
8.140,original,0,1,30.66,0,0,317.05,34.71,439.34,75.104,False,75.104
9.140,original,0,1,30.87,0,0,316.88,43.01,409.65,105.907,False,105.907
10.220,original,0,1,30.93,0,0,317.17,51.78,377.45,139.239,False,139.239
11.300,original,0,1,30.97,0,0,317.86,60.36,345.15,172.678,False,172.678
12.300,original,0,1,31.01,0,0,318.61,68.30,315.21,203.624,False,203.624
13.300,original,0,2,31.09,0,0,320.53,75.58,285.08,234.550,False,234.550
14.300,original,0,2,31.29,0,0,325.45,80.88,254.75,265.462,False,265.462
15.360,original,0,2,31.53,0,0,335.36,82.92,223.03,298.387,False,298.387
16.360,original,0,2,25.01,0,0,350.15,82.59,199.08,326.021,False,326.021
17.360,original,0,2,30.37,0,0,373.13,79.28,185.03,352.128,False,352.128
18.720,original,0,2,31.38,0,0,409.52,77.26,165.54,395.076,False,395.076
19.740,original,0,2,31.35,0,0,429.27,81.89,140.85,427.116,False,427.116
20.740,original,0,2,30.70,0,0,446.48,86.08,115.04,458.555,False,458.555
21.740,original,0,3,31.29,0,0,459.90,85.65,88.34,488.675,False,488.675
22.740,original,0,3,31.57,0,0,468.00,80.01,58.34,520.455,False,520.455
23.760,original,0,3,31.61,0,0,472.00,77.64,26.62,552.854,False,552.854
24.840,original,0,3,31.17,0,0,471.61,83.16,-6.72,586.969,False,586.969
25.840,original,0,3,31.16,0,0,471.54,88.19,-37.41,617.752,False,617.752
26.920,original,0,3,31.39,0,0,480.89,89.29,-69.78,650.907,False,650.907
27.960,original,0,3,31.53,0,0,496.06,88.65,-98.76,683.406,False,683.406
28.960,original,0,4,30.44,0,0,510.48,84.47,-126.25,714.747,False,714.747
30.020,original,0,4,31.26,0,0,522.88,73.96,-154.53,747.300,False,747.300
31.040,original,0,4,31.37,0,0,533.84,59.36,-180.88,779.331,False,779.331
32.140,original,0,4,31.23,0,0,544.84,43.37,-209.36,813.928,False,813.928
33.220,original,0,4,31.25,0,0,554.05,32.80,-240.01,847.950,False,847.950
34.220,original,0,6,28.27,0,0,559.13,29.05,-267.98,861.162,False,886.414
35.240,original,0,6,31.40,0,0,558.64,26.55,-298.95,861.162,False,938.136
36.240,original,0,6,31.40,0,0,551.59,25.27,-329.44,861.162,False,992.045
37.240,original,0,6,31.29,0,0,544.17,25.51,-359.86,861.162,False,1029.649
38.240,original,0,6,31.15,0,0,541.21,27.99,-390.79,861.162,False,1043.014
39.320,original,0,6,31.12,0,0,540.21,32.06,-424.12,861.162,False,1035.758
40.320,original,0,6,31.36,0,0,536.82,33.67,-455.10,861.162,False,1067.116
41.320,original,0,6,31.50,0,0,529.03,30.17,-485.35,861.162,False,1098.642
42.320,original,0,6,31.37,0,0,517.15,24.81,-513.95,861.162,False,1130.379
43.320,original,0,6,20.21,0,0,501.30,23.14,-536.03,861.162,False,1158.382
44.320,original,0,6,14.33,0,0,487.53,23.33,-543.45,861.162,False,1175.654
45.320,original,0,6,20.04,0,0,472.90,25.19,-536.27,861.162,False,1192.927
46.400,original,0,6,26.27,0,0,462.63,28.16,-513.55,861.162,False,1217.714
47.420,original,0,6,30.61,0,0,449.21,31.42,-487.92,861.162,False,1246.554
48.520,original,0,6,31.37,0,0,429.74,35.81,-459.97,861.162,False,1280.874
