time,x,y,z,speed,wheels,target,throttle,brake,steer
0.02000046,763.8484,110.8998,85.80239,0.3242094,2,1,1,0,2.861014E-07
0.04000092,763.806,110.9158,85.79011,0.6936597,2,1,1,0,0.002208188
0.06000137,763.7814,110.908,85.78275,1.076916,2,1,1,0,0.0007625229
0.08000183,763.7508,110.8939,85.77406,1.464999,2,1,1,0,0.0001362481
0.1000023,763.7133,110.8749,85.76341,1.85819,2,1,1,0,0.0001335431
0.1200027,763.669,110.8509,85.75084,2.256586,2,1,1,0,0.0001293365
0.1399994,763.618,110.8218,85.73637,2.659998,2,1,1,0,0.0001270328
0.1599998,763.5605,110.7878,85.72004,3.068027,2,1,1,0,0.0001212412
0.1800003,763.4965,110.7486,85.70186,3.480117,2,1,1,0,0.0001176712
0.2000008,763.4261,110.7044,85.68185,3.89569,2,1,1,0,0.0001122925
0.2200012,763.3493,110.6552,85.66005,4.313948,2,1,1,0,0.0001075076
0.2400017,763.2658,110.604,85.63633,4.729325,4,1,1,0,0.0001024913
0.2600021,763.1755,110.5507,85.61069,5.141934,4,1,1,0,9.966057E-05
0.2800026,763.0784,110.4953,85.58313,5.55197,4,1,1,0,9.160215E-05
0.2999992,762.9745,110.4374,85.55363,5.959623,4,1,1,0,8.829711E-05
0.3199997,762.8653,110.3778,85.52262,6.276833,4,1,0.7282637,0,8.119205E-05
0.3400002,762.7521,110.317,85.49047,6.521262,4,1,0.5062172,0,7.69426E-05
0.3600006,762.6357,110.2552,85.45743,6.710309,4,1,0.3351165,0,7.321074E-05
0.3800011,762.517,110.1927,85.42371,6.856963,4,1,0.2027837,0,7.083341E-05
0.4000015,762.3964,110.1298,85.38947,6.970995,4,1,0.1001261,0,6.413424E-05
0.420002,762.2754,110.067,85.35511,6.997112,4,1,0.02030353,0,6.104199E-05
0.4400024,762.1541,110.0046,85.32067,7.017414,4,1,0.002021408,0,5.821934E-05
0.4599991,762.0325,109.9423,85.28614,7.03705,4,1,0,0,5.146256E-05
0.4799995,761.9105,109.8803,85.25151,7.056589,4,1,0,0,5.020429E-05
0.5,761.7881,109.8185,85.21677,7.075953,4,1,0,0,4.778077E-05
0.5200005,761.6654,109.7569,85.18191,7.09508,4,1,0,0,4.402626E-05
0.5400009,761.5422,109.6955,85.14693,7.113919,4,1,0,0,4.314426E-05
0.5600014,761.4186,109.6343,85.11183,7.132435,4,1,0,0,3.690608E-05
0.5800018,761.2945,109.5733,85.0766,7.150594,4,1,0,0,3.6736E-05
0.6000023,761.1699,109.5126,85.04124,7.168375,4,1,0,0,3.492774E-05
0.6199989,761.045,109.452,85.00576,7.185768,4,1,0,0,2.898774E-05
0.6399994,760.9196,109.3916,84.97016,7.202768,4,1,0,0,2.987887E-05
0.6599998,760.7938,109.3314,84.93443,7.219373,4,1,0,0,2.473615E-05
0.6800003,760.6675,109.2713,84.89858,7.23558,4,1,0,0,2.655607E-05
0.7000008,760.5408,109.2114,84.86263,7.251401,4,1,0,0,2.409603E-05
0.7200012,760.4138,109.1515,84.82655,7.26685,4,1,0,0,2.255107E-05
0.7400017,760.2864,109.0918,84.79038,7.281929,4,1,0,0,2.0212E-05
