time,x,y,z,speed,wheels,target,throttle,brake,steer
0.01999999,990.007,164.5691,115.0021,0.359837,4,1,1,0,-3.127774E-07
0.03999998,990.0209,164.5674,115.0063,0.7175099,4,2,1,0,-0.01033582
0.05999998,990.0417,164.5651,115.0125,1.073089,4,3,1,0,-0.01919664
0.07999997,990.0693,164.5624,115.0208,1.426621,4,4,1,0,-0.02665646
0.09999996,990.1036,164.5593,115.0311,1.778133,4,5,1,0,-0.03291327
0.12,990.1446,164.556,115.0435,2.127641,4,6,1,0,-0.03805465
0.14,990.1923,164.5526,115.0579,2.475154,4,6,1,0,-0.03749336
0.1599999,990.2465,164.5492,115.0742,2.820675,4,6,1,0,-0.03681789
0.1799999,990.3073,164.5457,115.0927,3.164204,4,6,1,0,-0.03602624
0.1999999,990.3746,164.5424,115.1131,3.505742,4,6,1,0,-0.03512886
0.2199999,990.4484,164.5391,115.1355,3.845286,4,6,1,0,-0.03414228
0.2399999,990.5287,164.536,115.1598,4.182835,4,6,1,0,-0.03307539
0.2599999,990.6154,164.533,115.1862,4.518388,4,6,1,0,-0.03194703
0.2799999,990.7083,164.5301,115.2146,4.851947,4,7,1,0,-0.03528643
0.2999999,990.8076,164.5273,115.2449,5.183512,4,7,1,0,-0.03396669
0.3199999,990.9131,164.5247,115.2773,5.513084,4,7,1,0,-0.03257027
0.3399999,991.0249,164.5222,115.3116,5.840663,4,7,1,0,-0.03111311
0.3599999,991.1417,164.5198,115.3475,6.104928,4,7,0.8115356,0,-0.02961262
0.3799999,991.2623,164.5175,115.3848,6.307978,4,7,0.6265504,0,-0.02808604
0.3999999,991.3859,164.5153,115.423,6.464397,4,7,0.4844153,0,-0.02654929
0.4199998,991.5118,164.5131,115.462,6.585127,4,7,0.3749221,0,-0.02500677
0.4399998,991.6393,164.511,115.5017,6.678458,4,7,0.2904108,0,-0.02347464
0.4599998,991.7683,164.509,115.5419,6.750692,4,7,0.2250796,0,-0.02196712
0.4799998,991.8983,164.5071,115.5825,6.806652,4,8,0.1745157,0,-0.02371118
0.4999998,992.0291,164.5052,115.6235,6.850037,4,8,0.1353436,0,-0.02219351
0.5199998,992.1605,164.5033,115.6647,6.883693,4,8,0.104974,0,-0.02069348
0.5399998,992.2923,164.5013,115.7063,6.909816,4,8,0.08141508,0,-0.01924044
0.5599998,992.4244,164.4994,115.748,6.930103,4,8,0.06312895,0,-0.01783377
0.5799998,992.5557,164.4975,115.7896,6.883519,4,8,0.04892802,0,-0.01648824
0.5999998,992.6874,164.4955,115.8315,6.909745,4,8,0.08153658,0,-0.01520654
0.6199998,992.8195,164.4936,115.8735,6.93011,4,8,0.06317868,0,-0.01401659
0.6399997,992.9507,164.4916,115.9154,6.883588,4,8,0.04892335,0,-0.01290335
0.6599998,993.0823,164.4895,115.9575,6.90986,4,9,0.08148851,0,-0.01388248
0.6799998,993.2144,164.4874,115.9999,6.930263,4,9,0.06309824,0,-0.01284803
0.6999997,993.3455,164.4853,116.042,6.883769,4,9,0.0488162,0,-0.01186883
0.7199997,993.477,164.4831,116.0844,6.910069,4,9,0.08136201,0,-0.01094746
0.7399997,993.6089,164.4809,116.127,6.930495,4,9,0.06295171,0,-0.01008136
0.7599998,993.7399,164.4786,116.1694,6.884017,4,9,0.04865365,0,-0.009282164
