time,x,y,z,speed,wheels,target,throttle,brake,steer
0.01999664,763.8508,110.8989,85.80272,0.3053407,2,1,1,0,2.861014E-07
0.04000092,763.8257,110.9053,85.79546,0.6528234,2,1,1,0,-0.001217818
0.05999756,763.8028,110.8972,85.78895,1.009318,2,1,1,0,-0.001087108
0.08000183,763.7729,110.8846,85.78048,1.371266,2,1,1,0,-0.00107712
0.09999847,763.7365,110.8675,85.77013,1.739351,2,1,1,0,-0.001065307
0.1199951,763.6934,110.8458,85.75793,2.113767,2,1,1,0,-0.001051322
0.1399994,763.644,110.8193,85.74394,2.494319,2,1,1,0,-0.001039626
0.159996,763.5884,110.7879,85.72819,2.880523,2,1,1,0,-0.001022635
0.1800003,763.5267,110.7516,85.7107,3.271701,2,1,1,0,-0.001000529
0.1999969,763.459,110.7104,85.69153,3.667056,2,1,1,0,-0.0009812524
0.2200012,763.3854,110.6641,85.67067,4.065792,2,1,1,0,-0.0009559488
0.2399979,763.3055,110.6161,85.64804,4.461709,4,1,1,0,-0.00092986
0.2600021,763.2194,110.5661,85.62362,4.85499,4,1,1,0,-0.0009044566
0.2799988,763.1268,110.5141,85.5974,5.245872,4,1,1,0,-0.0008757958
0.2999954,763.028,110.4598,85.56937,5.634569,4,1,1,0,-0.0008450552
0.3199997,762.9229,110.4031,85.5396,6.007735,4,1,0.9558015,0,-0.0008129789
0.3399963,762.8132,110.3447,85.50848,6.2999,4,1,0.6945856,0,-0.0007797467
0.3600006,762.6996,110.2849,85.4763,6.529601,4,1,0.4900703,0,-0.0007416297
0.3799973,762.5833,110.2241,85.4433,6.710796,4,1,0.3292796,0,-0.0007051562
0.4000015,762.4645,110.1624,85.40965,6.854096,4,1,0.2024425,0,-0.0006665357
0.4199982,762.344,110.1001,85.37547,6.967627,4,1,0.1021328,0,-0.0006304279
0.4399948,762.2231,110.0379,85.34119,6.995009,4,1,0.02266107,0,-0.0005946785
0.4599991,762.1019,109.9758,85.30682,7.016585,4,1,0.003493738,0,-0.0005554009
0.4799957,761.9804,109.9139,85.27235,7.036976,4,1,0,0,-0.0005204392
0.5,761.8585,109.8521,85.23778,7.057146,4,1,0,0,-0.0004847188
0.5199966,761.7362,109.7906,85.20309,7.077014,4,1,0,0,-0.0004497688
0.5400009,761.6135,109.7292,85.16827,7.096528,4,1,0,0,-0.0004210624
0.5599976,761.4903,109.668,85.13333,7.115648,4,1,0,0,-0.0003909195
0.5800018,761.3666,109.607,85.09824,7.134349,4,1,0,0,-0.0003626418
0.5999985,761.2426,109.5463,85.06302,7.152611,4,1,0,0,-0.0003355442
0.6199951,761.1179,109.4857,85.02766,7.170426,4,1,0,0,-0.0003068894
0.6399994,760.9929,109.4254,84.99218,7.187789,4,1,0,0,-0.0002864387
0.659996,760.8674,109.3653,84.95656,7.204712,4,1,0,0,-0.0002666514
0.6800003,760.7414,109.3053,84.92081,7.221198,4,1,0,0,-0.0002451099
0.6999969,760.6151,109.2455,84.88493,7.237259,4,1,0,0,-0.0002279769
0.7200012,760.4882,109.1858,84.84895,7.252908,4,1,0,0,-0.0002083432
0.7399979,760.361,109.1261,84.81284,7.268164,4,1,0,0,-0.0001967545
0.7599945,760.2335,109.0666,84.77663,7.283046,4,1,0,0,-0.0001824834
0.7799988,760.1056,109.0071,84.74031,7.297564,4,1,0,0,-0.0001657013
0.7999954,759.9774,108.9476,84.70391,7.311738,4,1,0,0,-0.000155073
0.8199997,759.8489,108.8882,84.66742,7.325585,4,1,0,0,-0.0001417643
0.8399963,759.72,108.8286,84.63084,7.339117,4,1,0,0,-0.0001330977
0.8600006,759.591,108.7691,84.59418,7.352352,4,1,0,0,-0.0001251608
0.8799973,759.4617,108.7094,84.55745,7.365301,4,1,0,0,-0.000112905
0.9000015,759.3321,108.6497,84.52065,7.37798,4,1,0,0,-0.0001030441
0.9199982,759.2023,108.5898,84.48378,7.3904,4,1,0,0,-9.680048E-05
0.9399948,759.0722,108.5299,84.44685,7.402569,4,1,0,0,-8.904512E-05
0.9599991,758.942,108.4698,84.40986,7.414501,4,2,0,0,0.000171729
0.9799957,758.8115,108.4097,84.37281,7.426201,4,2,0,0,0.0001765244
1,758.6808,108.3494,84.3357,7.437677,4,2,0,0,0.0001764034
1.019997,758.55,108.289,84.29854,7.448938,4,2,0,0,0.0001761625
1.040001,758.4189,108.2285,84.26132,7.459985,4,2,0,0,0.0001714821
1.059998,758.2878,108.1678,84.22405,7.470826,4,2,0,0,0.0001647342
1.080002,758.1564,108.1071,84.18673,7.481461,4,2,0,0,0.0001591196
1.099998,758.0248,108.0463,84.14935,7.4919,4,2,0,0,0.0001505402
1.119995,757.893,107.9855,84.11193,7.502143,4,2,0,0,0.000142045
1.139999,757.761,107.9245,84.07446,7.512188,4,2,0,0,0.0001324636
1.159996,757.6289,107.8635,84.03693,7.52204,4,2,0,0,0.0001227232
1.18,757.4966,107.8025,83.99934,7.531707,4,2,0,0,0.0001129477
1.199997,757.3641,107.7414,83.96172,7.541184,4,2,0,0,0.0001068594
1.220001,757.2314,107.6803,83.92403,7.550474,4,2,0,0,9.737809E-05
1.239998,757.0986,107.6192,83.8863,7.559582,4,2,0,0,8.84653E-05
1.259995,756.9655,107.558,83.84851,7.568505,4,2,0,0,8.054338E-05
1.279999,756.8323,107.4969,83.81068,7.577243,4,2,0,0,7.306478E-05
1.299995,756.6989,107.4358,83.77279,7.585801,4,2,0,0,6.769707E-05
1.32,756.5653,107.3746,83.73485,7.594179,4,2,0,0,6.144536E-05
1.339996,756.4315,107.3136,83.69686,7.602381,4,2,0,0,5.491348E-05
1.360001,756.2976,107.2525,83.65883,7.610401,4,2,0,0,4.891088E-05
1.379997,756.1635,107.1914,83.62074,7.618247,4,2,0,0,4.439229E-05
1.400002,756.0291,107.1304,83.5826,7.625919,4,2,0,0,3.947772E-05
1.419998,755.8947,107.0695,83.54441,7.633419,4,2,0,0,3.359951E-05
1.439995,755.76,107.0086,83.50617,7.640745,4,2,0,0,3.034312E-05
1.459999,755.6252,106.9477,83.4679,7.647903,4,2,0,0,2.757499E-05
1.479996,755.4902,106.8868,83.42957,7.65489,4,2,0,0,2.309517E-05
1.5,755.3551,106.826,83.39119,7.661706,4,2,0,0,2.218195E-05
1.519997,755.2198,106.7653,83.35278,7.668355,4,2,0,0,2.026606E-05
1.540001,755.0844,106.7046,83.31431,7.674838,4,2,0,0,1.671356E-05
1.559998,754.9487,106.6439,83.2758,7.681155,4,2,0,0,1.620597E-05
1.579994,754.8129,106.5833,83.23726,7.68731,4,2,0,0,1.348526E-05
1.599998,754.6771,106.5227,83.19867,7.693301,4,2,0,0,9.536424E-06
1.619995,754.541,106.4622,83.16005,7.699129,4,2,0,0,1.008351E-05
1.639999,754.4049,106.4017,83.12138,7.704796,4,2,0,0,6.743698E-06
1.659996,754.2686,106.3413,83.08268,7.7103,4,2,0,0,9.288476E-06
1.68,754.1321,106.2809,83.04395,7.715652,4,2,0,0,5.79995E-06
1.699997,753.9955,106.2206,83.00517,7.720845,4,2,0,0,2.123176E-06
1.720001,753.8588,106.1603,82.96635,7.725879,4,2,0,0,3.814406E-06
1.739998,753.722,106.1001,82.92751,7.730764,4,2,0,0,1.138438E-06
1.759995,753.5851,106.0399,82.88863,7.735492,4,2,0,0,3.142941E-06
1.779999,753.448,105.9798,82.84971,7.740066,4,2,0,0,1.173086E-06
1.799995,753.3109,105.9197,82.81077,7.744491,4,2,0,0,-1.143585E-06
1.82,753.1736,105.8597,82.7718,7.748765,4,2,0,0,-1.016364E-06
1.839996,753.0363,105.7997,82.73279,7.752892,4,2,0,0,-2.311069E-06
1.860001,752.8987,105.7398,82.69376,7.75687,4,2,0,0,9.494377E-07
1.879997,752.7612,105.6799,82.65469,7.760704,4,2,0,0,-1.727076E-06
1.900002,752.6235,105.6201,82.61559,7.764391,4,2,0,0,-2.582517E-07
1.919998,752.4857,105.5604,82.57647,7.767935,4,2,0,0,-7.354769E-07
1.939995,752.3478,105.5007,82.53732,7.771335,4,2,0,0,1.443118E-06
1.959999,752.2099,105.4411,82.49815,7.774592,4,2,0,0,1.033535E-06
1.979996,752.0718,105.3815,82.45895,7.777713,4,2,0,0,1.273713E-06
2,751.9337,105.322,82.41972,7.780693,4,2,0,0,3.214676E-06
