vehicle,jump,time,station,speed,throttle,brake,steer,grounded,up,angularSpeed,contact,impulse,suspensionLift,alignmentTorque
moto,340,0.000,294.960,32.000,0.024,0.000,-0.005,0,1.000,0.000,,0.000,0.000,0.000
moto,340,0.005,295.602,31.998,0.030,0.000,-0.006,0,1.000,0.000,Ground_560_400,0.000,0.000,0.000
moto,340,0.025,296.240,31.998,0.036,0.000,-0.006,2,1.000,0.000,Ground_560_400,0.000,8.702,1.116
moto,340,0.045,296.875,31.705,0.180,0.000,-0.007,2,1.000,0.165,Ground_560_400,0.000,7.900,0.019
moto,340,0.065,297.513,31.727,0.165,0.000,-0.007,2,1.000,0.295,Ground_560_400,0.000,7.002,0.899
moto,340,0.085,298.148,31.748,0.149,0.000,-0.007,2,1.000,0.391,Ground_560_400,0.000,6.048,1.632
moto,340,0.105,298.786,31.768,0.133,0.000,-0.007,2,1.000,0.457,Ground_560_400,0.000,5.074,2.170
moto,340,0.125,299.424,31.788,0.119,0.000,-0.007,2,0.999,0.495,Ground_560_400,0.000,4.170,2.530
moto,340,0.145,300.065,31.807,0.105,0.000,-0.008,4,0.999,0.512,Ground_560_400,0.000,9.793,2.929
moto,340,0.165,300.703,31.822,0.094,0.000,-0.008,4,0.999,0.405,Ground_560_400,0.000,8.670,2.406
moto,340,0.185,301.340,31.836,0.085,0.000,-0.008,4,0.998,0.315,Ground_560_400,0.000,8.306,1.962
moto,340,0.205,301.980,31.851,0.077,0.000,-0.008,4,0.998,0.237,Ground_560_400,0.000,8.335,1.500
moto,340,0.225,302.618,31.864,0.069,0.000,-0.008,4,0.998,0.173,Ground_560_400,0.000,8.789,1.256
moto,340,0.245,303.254,31.877,0.063,0.000,-0.008,4,0.997,0.121,Ground_560_400,0.000,9.518,0.983
moto,340,0.265,303.894,31.889,0.056,0.000,-0.008,4,0.997,0.080,Ground_560_400,0.000,10.371,0.751
moto,340,0.285,304.532,31.900,0.051,0.000,-0.008,4,0.997,0.054,Ground_560_400,0.000,11.258,0.566
moto,340,0.305,305.169,31.910,0.046,0.000,-0.008,4,0.997,0.046,Ground_560_400,0.000,12.129,0.344
moto,340,0.325,305.803,31.632,0.185,0.000,-0.007,4,0.997,0.052,Ground_560_400,0.000,13.036,0.239
moto,340,0.345,306.436,31.665,0.168,0.000,-0.007,4,0.997,0.062,Ground_560_400,0.000,13.688,0.187
moto,340,0.365,307.068,31.695,0.153,0.000,-0.007,4,0.998,0.072,Ground_560_400,0.000,14.319,0.006
moto,340,0.385,307.703,31.722,0.139,0.000,-0.007,4,0.998,0.080,Ground_560_400,0.000,14.722,0.139
moto,340,0.405,308.337,31.746,0.127,0.000,-0.007,4,0.998,0.084,Ground_560_400,0.000,15.031,0.166
moto,340,0.425,308.973,31.769,0.116,0.000,-0.007,4,0.998,0.086,Ground_560_400,0.000,15.183,0.142
moto,340,0.445,309.608,31.789,0.106,0.000,-0.007,4,0.998,0.088,Ground_560_400,0.000,15.263,0.158
moto,340,0.465,310.244,31.807,0.097,0.000,-0.007,4,0.998,0.089,Ground_560_400,0.000,15.178,0.227
moto,340,0.485,310.882,31.824,0.088,0.000,-0.007,4,0.998,0.090,Ground_560_400,0.000,15.081,0.233
