time,station,active,visible,sightings,calls
3.22,6.4,5,0,0,0
4.22,12.1,5,0,0,0
5.22,27.3,5,0,0,0
6.22,49.3,5,0,0,0
7.24,76.1,5,0,0,0
8.24,105.9,5,0,0,0
9.24,137.1,5,0,0,0
10.24,168.4,5,0,0,0
11.24,199.8,5,1,1,0
12.24,231.3,5,1,1,1
13.26,262.9,5,0,1,1
14.26,294.7,5,0,1,1
15.28,327.9,5,0,1,1
16.28,359.8,6,0,1,1
17.28,386.9,5,0,1,1
18.28,416.9,6,0,1,1
19.30,448.1,6,0,1,1
20.30,479.4,6,0,1,1
21.30,510.0,6,0,1,1
22.30,540.1,6,0,1,1
23.32,571.9,6,0,1,1
24.32,603.7,6,0,1,1
25.32,635.5,6,0,1,1
26.32,668.3,6,0,1,1
27.34,703.7,6,1,2,2
28.34,740.2,6,0,2,2
29.34,771.1,6,0,2,2
30.36,803.1,6,0,2,2
31.36,835.0,6,0,2,2
32.36,867.0,5,0,2,2
33.36,898.7,5,0,2,2
34.36,927.6,5,0,2,2
35.38,961.8,5,0,2,2
36.38,999.5,6,0,2,3
37.40,1039.1,6,0,2,3
38.40,1079.6,6,0,2,3
39.40,1114.5,6,0,2,3
40.40,1147.4,6,1,3,3
41.42,1180.1,6,1,3,3
42.42,1203.5,6,0,3,3
43.42,1220.1,6,0,3,3
44.42,1239.2,6,0,3,3
45.44,1264.3,6,0,3,3
46.44,1293.9,5,0,3,3
47.44,1327.3,5,0,3,3
48.46,1356.9,5,0,3,3
49.46,1383.9,5,0,3,3
50.46,1409.5,5,0,3,3
51.46,1433.8,5,0,3,3
52.48,1455.2,5,0,3,3
53.48,1475.6,5,0,3,3
54.48,1503.6,5,0,3,3
55.48,1535.0,5,0,3,3
56.48,1566.6,5,0,3,3
57.48,1597.7,5,0,3,3
58.50,1629.0,5,0,3,3
59.50,1660.9,5,0,3,3
60.50,1693.6,5,0,3,3
61.50,1724.6,5,0,3,3
62.50,1746.9,5,0,3,3
63.50,1770.6,5,0,3,3
64.52,1798.8,5,0,3,3
65.52,1829.9,5,0,3,3
66.52,1863.0,5,0,3,3
67.52,1895.7,5,0,3,3
68.52,1927.9,5,0,3,3
69.52,1963.8,5,0,3,3
70.54,2001.8,5,0,3,3
71.54,2034.5,5,0,3,3
72.54,2064.4,5,0,3,3
73.54,2094.9,5,0,3,3
74.56,2129.2,5,1,4,3
75.56,2166.3,5,1,4,4
76.56,2205.5,5,0,4,4
77.56,2246.5,5,0,4,4
78.56,2285.0,5,0,4,4
79.58,2317.1,4,0,4,4
80.58,2349.1,4,0,4,4
81.58,2381.1,4,0,4,4
82.58,2416.2,4,0,4,4
83.60,2455.0,4,0,4,4
84.60,2495.8,4,0,4,4
85.60,2537.9,4,0,4,4
86.60,2580.8,4,0,4,4
87.60,2622.0,4,1,5,5
88.60,2644.8,4,1,5,5
89.62,2658.8,4,0,5,5
90.62,2672.9,4,1,5,5
91.62,2695.6,4,0,5,5
92.64,2724.8,3,0,5,5
93.64,2758.5,3,0,5,5
94.64,2795.5,3,0,5,5
95.66,2835.3,3,0,5,5
96.66,2876.5,3,0,5,5
97.66,2918.9,3,0,5,5
98.66,2962.4,3,0,5,5
99.66,3006.7,3,0,5,5
100.68,3051.4,3,0,5,5
101.68,3096.6,3,0,5,5
102.70,3142.3,3,0,5,5
103.70,3187.7,3,0,5,5
104.70,3233.2,3,0,5,5
105.70,3278.8,3,0,5,5
106.72,3324.7,3,0,5,5
107.72,3370.7,3,0,5,5
108.74,3417.3,3,0,5,5
109.74,3463.2,3,0,5,5
110.76,3509.1,3,0,5,5
111.76,3555.0,3,0,5,5
112.76,3600.9,3,0,5,5
113.76,3644.9,3,0,5,5
114.76,3685.4,3,0,5,5
115.78,3718.8,3,0,5,5
116.78,3737.5,3,0,5,5
117.82,3757.6,3,0,5,5
118.82,3782.6,3,0,5,5
119.82,3813.2,3,0,5,5
120.82,3848.2,3,0,5,5
121.84,3886.2,3,0,5,5
122.84,3926.4,3,0,5,5
123.86,3968.3,3,0,5,5
124.86,4011.0,3,0,5,5
125.86,4054.6,3,0,5,5
126.86,4098.9,3,0,5,5
127.86,4144.0,3,0,5,5
128.86,4189.0,3,0,5,5
129.88,4234.7,3,0,5,5
130.88,4280.8,3,0,5,5
131.90,4326.7,3,0,5,5
132.90,4371.9,3,0,5,5
133.90,4411.6,3,0,5,5
134.90,4452.5,3,0,5,5
135.92,4494.4,3,0,5,5
136.92,4537.2,3,0,5,5
137.92,4580.9,3,0,5,5
138.92,4624.2,3,0,5,5
139.94,4651.4,3,0,5,5
140.94,4664.9,3,0,5,5
141.94,6.3,3,0,5,5
142.94,28.3,3,0,5,5
143.96,55.6,3,0,5,5
144.96,85.8,3,0,5,5
145.96,116.9,3,0,5,5
146.96,143.9,3,0,5,5
147.98,164.2,3,0,5,5
148.98,181.5,3,0,5,5
149.98,197.9,3,0,5,5
150.98,214.0,3,0,5,5
152.00,230.0,3,0,5,5
153.00,246.0,3,0,5,5
