profile,route,attempt,road,finished,seconds,entry_mps,exit_mps,max_lateral,min_up,air_seconds,misses,penalty,branch_exits,recoveries
moto,Creek Leap,0,False,True,13.967,33.664,25.992,9.784,0.950,2.801,0,0.000,1,0
moto,Creek Leap,1,False,True,13.700,35.224,25.978,10.255,0.950,2.800,0,0.000,1,0
moto,Creek Leap,2,False,True,15.980,33.820,25.937,10.292,0.932,2.540,0,0.000,1,1
moto,Creek Leap,3,False,True,17.059,33.820,25.953,10.825,0.882,2.600,0,0.000,1,1
moto,Creek Leap,0,True,True,21.019,29.271,30.024,0.000,0.950,0.100,0,0.000,0,0
moto,Creek Leap,1,True,True,21.020,29.271,30.026,0.000,0.950,0.100,0,0.000,0,0
moto,Fox Gully,0,False,True,18.284,24.621,28.555,5.948,0.971,1.840,0,0.000,1,0
moto,Fox Gully,1,False,True,17.716,25.400,28.524,7.389,0.970,2.097,0,0.000,1,0
moto,Fox Gully,2,False,True,20.820,24.621,28.479,5.948,0.965,1.739,0,0.000,1,1
moto,Fox Gully,3,False,True,21.240,25.082,28.591,5.354,0.971,1.841,0,0.000,1,1
moto,Fox Gully,0,True,True,19.239,30.771,43.601,0.000,0.965,0.100,0,0.000,0,0
moto,Fox Gully,1,True,True,19.239,30.771,43.671,0.000,0.965,0.099,0,0.000,0,0
moto,Pine Ridge,0,False,True,17.356,35.138,28.068,6.660,0.981,3.380,0,0.000,1,0
moto,Pine Ridge,1,False,True,16.859,35.792,28.050,8.189,0.981,3.463,0,0.000,1,0
moto,Pine Ridge,2,False,True,18.859,35.138,28.032,6.611,0.981,0.995,0,0.000,1,1
moto,Pine Ridge,3,False,True,19.539,35.138,28.093,6.612,0.982,0.991,0,0.000,1,1
moto,Pine Ridge,0,True,True,21.320,40.965,53.728,0.000,0.982,0.100,0,0.000,0,0
moto,Pine Ridge,1,True,True,21.318,40.965,53.727,0.000,0.982,0.091,0,0.000,0,0
moto,Existing Southwest Cut,0,False,True,5.859,23.787,23.835,5.793,1.000,0.100,0,0.000,1,0
moto,Existing Southwest Cut,1,False,True,5.460,24.687,25.807,5.638,1.000,0.101,0,0.000,1,0
moto,Existing Southwest Cut,2,False,True,7.479,23.787,23.837,5.793,1.000,0.100,0,0.000,1,1
moto,Existing Southwest Cut,3,False,True,8.580,23.787,23.840,5.793,1.000,0.100,0,0.000,1,1
moto,Existing Southwest Cut,0,True,True,6.540,27.728,41.287,0.000,1.000,0.100,0,0.000,0,0
moto,Existing Southwest Cut,1,True,True,6.539,27.728,41.299,0.000,1.000,0.100,0,0.000,0,0
