time,name,profile,lap,nextGate,speed,target,throttle,brake,grounded,recoveries,misses,x,y,z,roadDistance
3.008,YOU reference pilot,original,0,0,0.000,0.000,0.000,0.000,0,0,0,322.058,9.782,544.064,2.291
3.008,EMBER,tourer,0,0,0.000,0.000,0.000,0.000,0,0,0,318.010,11.281,535.877,2.291
3.008,GOLD,moto,0,0,0.000,0.000,0.000,0.000,0,0,0,322.375,12.467,528.988,2.254
3.008,BLUE,atv,0,0,0.000,0.000,0.000,0.000,0,0,0,317.798,13.848,522.232,2.254
3.240,YOU reference pilot,original,0,0,3.166,32.000,1.000,0.000,4,0,0,322.093,9.836,543.701,2.293
3.240,EMBER,tourer,0,0,2.876,32.000,1.000,0.000,4,0,0,318.013,11.342,535.562,2.290
3.240,GOLD,moto,0,0,3.965,32.000,1.000,0.000,4,0,0,322.369,12.555,528.515,2.256
3.240,BLUE,atv,0,0,3.759,32.000,1.000,0.000,4,0,0,317.784,13.929,521.781,2.251
3.500,YOU reference pilot,original,0,0,6.122,22.193,1.000,0.000,4,0,0,322.202,10.071,542.492,2.316
3.500,EMBER,tourer,0,0,5.609,20.072,1.000,0.000,4,0,0,318.025,11.565,534.454,2.289
3.500,GOLD,moto,0,0,7.718,32.000,1.000,0.000,4,0,0,322.343,12.857,526.993,2.263
3.500,BLUE,atv,0,0,7.248,32.000,1.000,0.000,4,0,0,317.748,14.236,520.354,2.241
3.760,YOU reference pilot,original,0,0,8.827,23.945,1.000,0.000,4,0,0,322.355,10.433,540.557,2.364
3.760,EMBER,tourer,0,0,8.136,21.876,1.000,0.000,4,0,0,318.056,11.921,532.674,2.260
3.760,GOLD,moto,0,0,11.130,32.000,1.000,0.000,4,0,0,322.294,13.365,524.556,2.281
3.760,BLUE,atv,0,0,10.406,32.000,1.000,0.000,4,0,0,317.714,14.731,518.075,2.201
4.000,YOU reference pilot,original,0,0,11.129,25.822,1.000,0.000,4,0,0,322.502,10.870,538.180,2.423
4.000,EMBER,tourer,0,0,10.309,23.799,1.000,0.000,4,0,0,318.103,12.351,530.478,2.193
4.000,GOLD,moto,0,0,14.040,32.000,1.000,0.000,4,0,0,322.221,13.967,521.563,2.297
4.000,BLUE,atv,0,0,13.096,32.000,1.000,0.000,4,0,0,317.693,15.312,515.283,2.122
4.260,YOU reference pilot,original,0,0,13.427,28.051,1.000,0.000,4,0,0,322.632,11.461,535.019,2.501
4.260,EMBER,tourer,0,0,12.499,26.007,1.000,0.000,4,0,0,318.163,12.932,527.546,2.085
4.260,GOLD,moto,0,0,16.947,32.000,1.000,0.000,4,0,0,322.106,14.784,517.586,2.318
4.260,BLUE,atv,0,1,15.780,32.000,1.000,0.000,4,0,0,317.673,16.099,511.581,2.007
4.500,YOU reference pilot,original,0,0,15.380,30.188,1.000,0.000,4,0,0,322.703,12.113,531.603,2.574
4.500,EMBER,tourer,0,0,14.379,28.073,1.000,0.000,4,0,0,318.207,13.573,524.364,1.966
4.500,GOLD,moto,0,0,19.418,32.000,1.000,0.000,4,0,0,321.969,15.692,513.291,2.336
4.500,BLUE,atv,0,1,18.056,32.000,1.000,0.000,4,0,0,317.644,16.969,507.589,1.897
4.760,YOU reference pilot,original,0,0,17.325,32.000,1.000,0.000,4,0,0,322.712,12.934,527.409,2.649
4.760,EMBER,tourer,0,0,16.270,30.282,1.000,0.000,4,0,0,318.217,14.376,520.440,1.839
4.760,GOLD,moto,0,1,21.881,32.000,1.000,0.000,4,0,0,321.796,16.836,508.020,2.353
4.760,BLUE,atv,0,1,20.319,32.000,1.000,0.000,4,0,0,317.590,18.060,502.695,1.795
5.000,YOU reference pilot,original,0,0,18.975,32.000,1.000,0.000,4,0,0,322.658,13.793,523.121,2.707
5.000,EMBER,tourer,0,0,17.889,32.000,1.000,0.000,4,0,0,318.175,15.217,516.411,1.745
