time,station,active,visible,sightings,calls
3.18,33.0,8,0,0,0
4.20,41.4,8,0,0,0
5.20,63.3,8,0,0,0
6.22,94.9,8,1,1,0
7.22,133.8,8,2,2,0
8.22,173.3,8,0,2,1
9.24,215.7,8,0,2,1
10.24,262.3,8,0,2,1
11.24,302.9,8,0,2,1
12.24,334.9,8,0,2,1
13.24,361.8,8,0,2,1
14.26,377.0,8,0,2,1
15.26,406.1,8,0,2,1
16.26,418.0,8,0,2,1
17.26,430.5,8,0,2,1
18.28,450.7,8,0,2,1
19.28,473.7,8,0,2,1
20.28,498.6,8,0,2,1
21.30,524.8,8,1,3,1
22.30,557.9,8,1,3,2
23.30,587.6,8,0,3,2
24.30,597.1,8,0,3,2
25.32,597.3,8,0,3,2
26.32,597.4,8,0,3,2
27.32,597.5,8,0,3,2
28.32,597.6,8,0,3,2
29.34,597.7,8,0,3,2
30.34,597.4,8,0,3,2
31.34,597.1,8,0,3,2
32.34,596.8,8,0,3,2
33.36,596.5,8,0,3,2
34.36,596.2,8,0,3,2
35.36,596.0,8,0,3,2
36.36,594.6,8,0,3,2
37.38,606.9,7,0,3,2
38.38,632.2,7,0,3,2
39.38,658.2,7,1,4,2
40.38,700.5,7,1,4,3
41.38,730.6,7,0,4,3
42.38,760.2,7,0,4,3
43.38,797.7,7,0,4,3
44.40,841.2,7,0,4,3
45.40,874.9,6,0,4,3
46.40,906.8,6,0,4,3
47.40,935.9,6,0,4,3
48.40,973.0,6,1,5,3
49.42,1000.1,6,1,5,3
50.42,1030.9,6,0,5,3
51.42,1062.1,6,0,5,3
52.42,1097.4,6,1,6,3
53.44,1112.6,5,1,6,3
54.44,1127.4,5,1,6,3
55.44,1154.0,5,0,6,4
56.44,1188.7,5,0,6,4
57.44,1228.6,5,0,6,4
58.46,1267.2,5,0,6,4
59.46,1299.0,5,0,6,4
60.46,1330.9,5,0,6,4
61.46,1362.7,5,0,6,4
62.46,1399.3,5,0,6,4
63.46,1428.0,5,0,6,4
64.48,1453.6,5,0,6,4
65.48,1484.4,5,0,6,4
66.48,1516.3,5,0,6,4
67.48,1548.3,5,0,6,4
68.50,1580.3,5,0,6,4
69.50,1605.9,5,0,6,4
70.50,1647.8,5,0,6,4
71.50,1675.7,5,1,7,4
72.50,1707.1,5,1,7,4
73.52,1742.5,5,0,7,5
74.52,1766.1,5,0,7,5
75.52,1790.6,5,0,7,5
76.54,1822.2,5,0,7,5
77.54,1854.4,5,0,7,5
78.54,1888.2,5,0,7,5
79.54,1919.8,5,0,7,5
80.56,1951.2,5,0,7,5
81.56,1979.9,5,0,7,5
82.56,1995.7,5,0,7,5
83.56,2010.8,5,0,7,5
84.56,2031.4,5,0,8,5
85.56,2059.9,5,1,8,5
86.56,2088.9,5,1,8,6
87.56,4.8,5,0,8,6
88.58,46.6,5,0,8,6
89.58,92.6,5,0,8,6
90.58,138.2,4,1,8,6
91.60,176.8,3,0,8,6
92.60,219.4,3,0,8,6
93.60,266.5,3,0,8,6
94.60,307.0,3,0,8,6
95.60,339.1,3,0,8,6
96.62,371.0,3,0,8,6
97.62,405.0,3,0,8,6
98.62,432.4,3,0,8,6
99.62,456.9,3,0,8,6
100.64,480.1,3,0,8,6
101.64,504.5,3,0,8,6
102.64,536.6,3,0,8,6
103.64,570.4,3,0,8,6
104.64,602.4,3,0,8,6
105.66,634.5,3,0,8,6
106.66,658.9,3,0,8,6
107.66,703.3,3,0,8,6
108.66,733.0,3,0,8,6
109.66,747.1,3,0,8,6
110.68,764.4,3,0,8,6
111.68,793.9,3,0,8,6
112.68,831.8,3,0,8,6
113.68,866.4,3,0,8,6
114.70,898.3,3,0,8,6
115.70,930.1,3,0,8,6
116.70,964.8,3,0,8,6
117.70,993.1,3,0,8,6
118.72,1022.8,3,0,8,6
119.72,1054.7,3,0,8,6
120.72,1089.8,3,1,8,6
121.72,1112.0,3,1,8,6
122.72,1128.5,3,1,8,6
123.74,1156.8,3,0,8,7
124.74,1192.4,3,0,8,7
125.74,1233.0,3,0,8,7
126.74,1270.8,3,0,8,7
127.74,1302.7,3,0,8,7
128.76,1334.6,3,0,8,7
129.76,1360.8,3,0,8,7
130.76,1389.4,3,0,8,7
131.76,1410.8,3,0,8,7
132.76,1428.9,3,0,8,7
133.78,1449.8,3,0,8,7
134.78,1479.1,3,0,8,7
135.78,1510.8,3,0,8,7
136.78,1542.7,3,0,8,7
137.80,1574.8,3,0,8,7
138.80,1604.3,3,0,8,7
139.80,1642.6,3,0,8,7
140.80,1671.2,3,0,8,7
141.82,1701.4,3,1,8,7
142.82,1737.2,3,0,8,8
143.82,1762.2,3,0,8,8
144.82,1785.7,3,0,8,8
145.82,1816.6,3,0,8,8
146.84,1848.5,3,0,8,8
147.84,1882.0,3,0,8,8
148.84,1914.4,3,0,8,8
149.84,1945.8,3,0,8,8
150.84,1976.2,3,0,8,8
151.86,1993.5,3,0,8,8
152.86,2008.4,3,0,8,8
