time,driver,station,speed,target,throttle,brake,errors,errorWeight,line,brakeJudgment,grounded,water,recoveries
0.000,Reference,6.42,0.000,0.000,0.000,0.000,0,0.000,0.000,1.000,0,0.000,0
0.000,EMBER,14.55,0.000,0.000,0.000,0.000,0,0.000,0.000,1.000,0,0.000,0
0.000,GOLD,21.51,0.000,0.000,0.000,0.000,0,0.000,0.000,1.000,0,0.000,0
0.000,BLUE,28.52,0.000,0.000,0.000,0.000,0,0.000,0.000,1.000,0,0.000,0
3.007,Reference,6.42,0.000,0.000,0.000,0.000,0,0.000,0.000,1.000,0,0.000,0
3.007,EMBER,14.55,0.000,0.000,0.000,0.000,0,0.000,0.000,1.000,0,0.000,0
3.007,GOLD,21.51,0.000,0.000,0.000,0.000,0,0.000,0.000,1.000,0,0.000,0
3.007,BLUE,28.52,0.000,0.000,0.000,0.000,0,0.000,0.000,1.000,0,0.000,0
3.220,Reference,6.69,2.924,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
3.220,EMBER,14.81,2.655,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
3.220,GOLD,21.91,3.656,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
3.220,BLUE,28.91,3.468,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
3.440,Reference,7.63,5.465,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
3.440,EMBER,15.67,4.998,19.719,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
3.440,GOLD,23.10,6.887,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
3.440,BLUE,30.03,6.479,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
3.660,Reference,9.08,7.814,23.240,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
3.660,EMBER,17.06,7.186,21.137,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
3.660,GOLD,24.96,9.851,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
3.660,BLUE,31.79,9.222,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
3.880,Reference,11.01,10.001,24.855,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
3.880,EMBER,18.90,9.241,22.817,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
3.880,GOLD,27.45,12.613,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
3.880,BLUE,34.13,11.777,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
4.080,Reference,13.19,11.857,26.492,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
4.080,EMBER,20.96,11.000,24.470,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
4.080,GOLD,30.23,14.961,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
4.080,BLUE,36.73,13.947,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
4.280,Reference,15.73,13.596,28.227,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
4.280,EMBER,23.36,12.661,26.179,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
4.280,GOLD,33.46,17.161,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
4.280,BLUE,39.74,15.977,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
4.480,Reference,18.59,15.223,30.009,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
4.480,EMBER,26.07,14.227,27.901,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
4.480,GOLD,37.12,19.220,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
4.480,BLUE,43.14,17.873,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
4.700,Reference,22.11,16.891,31.979,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
4.700,EMBER,29.41,15.846,29.777,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
4.700,GOLD,41.61,21.331,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
4.700,BLUE,47.31,19.815,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
4.900,Reference,25.63,18.304,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
4.900,EMBER,32.73,17.229,31.445,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
4.900,GOLD,46.08,23.119,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
4.900,BLUE,51.45,21.456,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
5.100,Reference,29.42,19.624,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
5.100,EMBER,36.33,18.530,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
5.100,GOLD,50.91,24.789,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
5.100,BLUE,55.90,22.986,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
5.300,Reference,33.48,20.856,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
5.300,EMBER,40.17,19.754,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
5.300,GOLD,56.05,26.346,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
5.300,BLUE,60.64,24.412,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
5.520,Reference,38.22,22.115,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
5.520,EMBER,44.67,21.016,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
5.520,GOLD,62.06,27.937,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
5.520,BLUE,66.17,25.865,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
5.720,Reference,42.77,23.176,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
5.720,EMBER,48.98,22.089,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
5.720,GOLD,67.83,29.278,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
5.720,BLUE,71.48,27.089,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
5.920,Reference,47.53,24.163,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
5.920,EMBER,53.51,23.096,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
5.920,GOLD,73.82,30.526,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
5.920,BLUE,77.03,28.223,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
6.120,Reference,52.48,25.080,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
6.120,EMBER,58.22,24.038,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
6.120,GOLD,80.02,31.330,32.000,0.566,0.000,0,0.000,0.000,1.000,4,0.000,0
6.120,BLUE,82.80,29.274,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
6.340,Reference,58.13,26.010,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
6.340,EMBER,63.61,25.004,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
6.340,GOLD,86.94,31.510,32.000,0.397,0.000,0,0.000,0.000,1.000,4,0.000,0
6.340,BLUE,89.37,30.342,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
6.540,Reference,63.44,26.791,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
6.540,EMBER,68.69,25.821,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
6.540,GOLD,93.25,31.537,32.000,0.371,0.000,0,0.000,0.000,1.000,4,0.000,0
6.540,BLUE,95.54,31.123,32.000,0.740,0.000,0,0.000,0.000,1.000,4,0.000,0
6.740,Reference,68.90,27.512,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
6.740,EMBER,73.95,26.582,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
6.740,GOLD,99.55,31.539,32.000,0.369,0.000,0,0.000,0.000,1.000,4,0.000,0
6.740,BLUE,101.79,31.370,32.000,0.514,0.000,0,0.000,0.000,1.000,4,0.000,0
6.940,Reference,74.47,28.178,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
6.940,EMBER,79.35,27.290,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
6.940,GOLD,105.86,31.537,32.000,0.371,0.000,0,0.000,0.000,1.000,4,0.000,0
6.940,BLUE,108.07,31.434,32.000,0.456,0.000,0,0.000,0.000,1.000,4,0.000,0
7.160,Reference,80.75,28.851,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
7.160,EMBER,85.44,28.012,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
7.160,GOLD,112.80,31.534,32.000,0.373,0.000,0,0.000,0.000,1.000,4,0.000,0
7.160,BLUE,114.99,31.449,32.000,0.441,0.000,0,0.000,0.000,1.000,4,0.000,0
7.360,Reference,86.58,29.412,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
7.360,EMBER,91.12,28.623,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
7.360,GOLD,119.11,31.532,32.000,0.375,0.000,0,0.000,0.000,1.000,4,0.000,0
7.360,BLUE,121.28,31.452,32.000,0.439,0.000,0,0.000,0.000,1.000,4,0.000,0
7.560,Reference,92.52,29.931,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
7.560,EMBER,96.90,29.194,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
7.560,GOLD,125.42,31.530,32.000,0.376,0.000,0,0.000,0.000,1.000,4,0.000,0
7.560,BLUE,127.57,31.452,32.000,0.439,0.000,0,0.000,0.000,1.000,4,0.000,0
7.780,Reference,99.17,30.458,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
7.780,EMBER,103.40,29.781,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
7.780,GOLD,132.36,31.529,32.000,0.376,0.000,0,0.000,0.000,1.000,4,0.000,0
7.780,BLUE,134.48,31.451,32.000,0.439,0.000,0,0.000,0.000,1.000,4,0.000,0
7.980,Reference,105.31,30.885,32.000,0.919,0.000,0,0.000,0.000,1.000,4,0.000,0
7.980,EMBER,109.41,30.280,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
7.980,GOLD,138.67,31.529,32.000,0.377,0.000,0,0.000,0.000,1.000,4,0.000,0
7.980,BLUE,140.77,31.452,32.000,0.439,0.000,0,0.000,0.000,1.000,4,0.000,0
8.200,Reference,112.14,31.106,32.000,0.725,0.000,0,0.000,0.000,1.000,4,0.000,0
8.200,EMBER,116.13,30.795,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
8.200,GOLD,145.61,31.530,32.000,0.376,0.000,0,0.000,0.000,1.000,4,0.000,0
8.200,BLUE,147.69,31.452,32.000,0.438,0.000,0,0.000,0.000,1.000,4,0.000,0
8.400,Reference,118.37,31.179,32.000,0.661,0.000,0,0.000,0.000,1.000,4,0.000,0
8.400,EMBER,122.32,31.071,32.000,0.757,0.000,0,0.000,0.000,1.000,4,0.000,0
