time,x,y,z,speed,target,grounded,branchS,earned,misses,contact,impulse,throttle,brake,steer,suspension,alignment
0.000,244.954,56.367,293.297,31.800,18.000,2,0.000,0.000,0,,0.000,0.000,1.000,-0.048,15.167,2.274
0.117,241.375,55.963,293.953,29.767,18.000,0,0.000,0.000,0,Ground_480_480,0.000,0.000,1.000,-0.054,0.000,1.025
0.217,238.462,55.546,294.480,29.316,18.000,4,0.000,0.000,0,Ground_480_480,0.000,0.000,1.000,-0.060,6.797,3.058
0.317,235.751,55.114,294.910,26.684,18.000,4,0.000,0.000,0,Ground_480_480,0.000,0.000,1.000,-0.059,13.574,0.591
0.417,233.290,54.746,295.228,24.050,18.000,4,0.000,0.000,0,Ground_480_480,0.000,0.000,1.000,-0.054,16.950,0.179
0.517,231.072,54.475,295.450,21.417,18.000,4,0.000,0.000,0,Ground_480_480,0.000,0.000,1.000,-0.049,15.531,0.581
0.617,229.076,54.284,295.591,19.468,18.000,4,0.000,0.000,0,Ground_480_480,0.000,0.000,0.440,-0.044,12.356,0.439
0.717,227.194,54.130,295.674,18.584,18.000,4,0.000,0.000,0,Ground_480_480,0.000,0.000,0.000,-0.038,9.168,0.180
0.817,225.388,53.980,295.714,17.829,18.000,4,0.000,0.000,0,Ground_480_480,0.000,0.102,0.000,-0.033,7.943,0.161
0.917,223.609,53.816,295.719,17.829,18.000,4,0.000,0.000,0,Ground_480_480,0.000,0.103,0.000,-0.028,7.989,0.154
1.017,221.832,53.634,295.695,17.829,18.000,4,0.000,0.000,0,Ground_480_480,0.000,0.103,0.000,-0.024,7.836,0.068
1.117,220.056,53.433,295.647,17.833,18.000,4,0.000,0.000,0,Ground_480_480,0.000,0.100,0.000,-0.020,7.274,0.069
1.217,218.282,53.207,295.579,17.841,18.000,4,0.000,0.000,0,Ground_480_480,0.000,0.095,0.000,-0.017,6.743,0.241
1.317,216.511,52.952,295.494,17.854,18.000,4,0.000,0.000,0,Ground_480_480,0.000,0.087,0.000,-0.015,7.407,0.400
1.417,214.746,52.676,295.394,17.886,18.000,4,0.000,0.000,0,Ground_480_480,0.000,0.068,0.000,-0.013,9.710,0.391
1.517,212.984,52.401,295.283,17.918,18.000,4,0.000,0.000,0,Ground_480_480,0.000,0.049,0.000,-0.012,12.891,0.188
1.617,211.221,52.158,295.160,17.942,16.710,4,0.000,0.000,0,Ground_480_480,0.000,0.000,0.370,0.046,15.349,0.172
1.717,209.494,51.972,295.033,17.185,16.710,4,0.000,0.000,0,Ground_480_480,0.000,0.000,0.000,0.054,16.073,0.359
1.817,207.830,51.853,294.918,16.506,16.710,4,0.000,0.000,0,Ground_480_480,0.000,0.123,0.000,0.059,14.655,0.495
1.917,206.179,51.781,294.828,16.504,16.710,4,0.000,0.000,0,Ground_480_480,0.000,0.124,0.000,0.062,11.820,0.650
2.017,204.522,51.728,294.771,16.638,15.338,4,0.000,0.000,0,Ground_480_480,0.000,0.000,0.390,0.050,7.109,0.463
2.117,202.905,51.653,294.752,15.871,15.458,4,0.000,0.000,0,Ground_480_480,0.000,0.000,0.000,0.024,2.980,0.208
2.217,201.334,51.518,294.764,15.709,15.090,4,0.000,0.000,0,Ground_480_480,0.000,0.000,0.000,-0.008,3.898,0.484
2.317,199.770,51.327,294.798,15.836,15.907,4,0.000,0.000,0,Ground_480_480,0.000,0.042,0.000,-0.044,7.295,0.385
2.417,198.202,51.111,294.836,15.818,15.984,4,0.000,0.000,0,Ground_480_480,0.000,0.100,0.000,-0.079,10.202,0.216
2.517,196.633,50.898,294.859,15.661,15.458,4,0.000,0.000,0,Ground_480_480,0.000,0.000,0.000,-0.109,11.498,0.122
2.617,195.076,50.702,294.847,15.739,16.085,4,0.000,0.000,0,Ground_480_480,0.000,0.207,0.000,-0.135,11.469,0.041
2.717,193.509,50.523,294.781,15.790,15.907,4,0.000,0.000,0,Ground_480_480,0.000,0.070,0.000,-0.150,10.951,0.033
2.817,191.915,50.351,294.642,16.228,18.000,4,0.000,0.000,0,Ground_480_480,0.000,1.000,0.000,-0.157,10.525,0.068
2.917,190.253,50.179,294.405,17.192,18.000,4,0.000,0.000,0,Ground_480_480,0.000,0.485,0.000,-0.159,10.492,0.091
3.017,188.546,50.009,294.060,17.631,18.000,4,0.000,0.000,0,Ground_480_480,0.000,0.221,0.000,-0.154,10.714,0.105
3.117,186.836,49.845,293.604,17.829,18.000,4,0.000,0.000,0,Ground_480_480,0.000,0.102,0.000,-0.145,10.886,0.136
3.217,185.145,49.691,293.037,17.920,18.000,4,0.000,0.000,0,Ground_480_480,0.000,0.048,0.000,-0.134,10.873,0.177
3.317,183.497,49.549,292.370,17.874,18.000,4,0.000,0.000,0,Ground_480_480,0.000,0.075,0.000,-0.122,10.653,0.167
3.417,181.886,49.416,291.606,17.804,18.000,4,0.000,0.000,0,Ground_480_480,0.000,0.118,0.000,-0.110,10.359,0.139
3.517,180.318,49.290,290.757,17.911,18.000,4,0.000,0.000,0,Ground_480_480,0.000,0.053,0.000,-0.097,10.116,0.111
3.617,178.795,49.169,289.833,17.862,18.000,4,0.000,0.000,0,Ground_480_480,0.000,0.083,0.000,-0.085,10.023,0.073
3.717,177.313,49.053,288.843,17.804,18.000,4,0.000,0.000,0,Ground_480_480,0.000,0.118,0.000,-0.074,10.065,0.057
3.817,175.869,48.942,287.796,17.916,18.000,4,0.000,0.000,0,Ground_480_480,0.000,0.050,0.000,-0.064,10.220,0.056
3.917,174.463,48.837,286.702,17.867,18.000,4,0.000,0.000,0,Ground_480_480,0.000,0.080,0.000,-0.055,10.379,0.071
4.017,173.088,48.740,285.566,17.807,18.000,4,0.000,0.000,0,Ground_480_480,0.000,0.116,0.000,-0.047,10.576,0.060
4.117,171.741,48.653,284.395,17.916,18.000,4,0.000,0.000,0,Ground_480_480,0.000,0.051,0.000,-0.040,10.706,0.110
4.217,170.422,48.577,283.198,17.862,18.000,4,0.000,0.000,0,Ground_480_480,0.000,0.083,0.000,-0.035,10.824,0.046
4.317,169.122,48.514,281.973,17.775,18.000,4,0.000,0.000,0,Ground_480_480,0.000,0.135,0.000,-0.030,10.947,0.145
4.417,167.843,48.463,280.731,17.891,18.000,4,0.000,0.000,0,Ground_480_480,0.000,0.065,0.000,-0.027,10.929,0.182
4.517,166.581,48.425,279.472,17.823,18.000,4,0.000,0.000,0,Ground_480_480,0.000,0.106,0.000,-0.024,10.715,0.139
4.617,165.332,48.398,278.194,17.906,18.000,4,0.000,0.000,0,Ground_480_480,0.000,0.056,0.000,-0.022,10.473,0.148
4.717,164.099,48.379,276.906,17.822,18.000,4,0.000,0.000,0,Ground_480_480,0.000,0.107,0.000,-0.021,10.057,0.232
4.817,162.877,48.363,275.602,17.899,18.000,4,0.000,0.000,0,Ground_480_480,0.000,0.060,0.000,-0.020,9.500,0.175
4.917,161.668,48.345,274.287,17.796,18.000,4,0.000,0.000,0,Ground_480_480,0.000,0.123,0.000,-0.020,8.881,0.060
5.017,160.472,48.319,272.960,17.886,18.000,4,0.000,0.000,0,Ground_400_480,0.000,0.068,0.000,-0.020,8.401,0.072
