time,x,y,z,speed,target,grounded,branchS,earned,misses,contact,impulse,throttle,brake,steer,suspension,alignment
0.000,244.954,56.367,293.297,31.800,18.000,2,0.000,0.000,0,,0.000,0.000,1.000,-0.048,15.167,2.274
0.107,241.375,55.963,293.953,29.767,18.000,0,0.000,0.000,0,Ground_480_480,0.000,0.000,1.000,-0.054,0.000,1.025
0.207,238.462,55.546,294.480,29.316,18.000,4,0.000,0.000,0,Ground_480_480,0.000,0.000,1.000,-0.060,6.797,3.058
0.307,235.751,55.114,294.910,26.684,18.000,4,0.000,0.000,0,Ground_480_480,0.000,0.000,1.000,-0.059,13.574,0.591
0.407,233.290,54.746,295.228,24.050,18.000,4,0.000,0.000,0,Ground_480_480,0.000,0.000,1.000,-0.054,16.950,0.179
0.507,231.072,54.475,295.450,21.417,18.000,4,0.000,0.000,0,Ground_480_480,0.000,0.000,1.000,-0.049,15.531,0.581
0.607,229.076,54.284,295.591,19.468,18.000,4,0.000,0.000,0,Ground_480_480,0.000,0.000,0.440,-0.044,12.356,0.439
0.707,227.194,54.130,295.674,18.584,18.000,4,0.000,0.000,0,Ground_480_480,0.000,0.000,0.000,-0.038,9.168,0.180
0.807,225.388,53.980,295.714,17.829,18.000,4,0.000,0.000,0,Ground_480_480,0.000,0.102,0.000,-0.033,7.943,0.161
0.907,223.609,53.816,295.719,17.829,18.000,4,0.000,0.000,0,Ground_480_480,0.000,0.103,0.000,-0.028,7.989,0.154
1.007,221.832,53.634,295.695,17.829,18.000,4,0.000,0.000,0,Ground_480_480,0.000,0.103,0.000,-0.024,7.836,0.068
1.127,219.701,53.390,295.635,17.871,18.000,4,0.000,0.000,0,Ground_480_480,0.000,0.078,0.000,-0.020,7.131,0.073
1.247,217.572,53.108,295.547,17.915,18.000,4,0.000,0.000,0,Ground_480_480,0.000,0.051,0.000,-0.016,6.815,0.305
1.367,215.451,52.788,295.436,17.796,18.000,4,0.000,0.000,0,Ground_480_480,0.000,0.122,0.000,-0.014,8.634,0.423
1.487,213.337,52.455,295.306,17.882,18.000,4,0.000,0.000,0,Ground_480_480,0.000,0.071,0.000,-0.012,12.291,0.202
1.607,211.221,52.158,295.160,17.942,16.710,4,0.000,0.000,0,Ground_480_480,0.000,0.000,0.370,0.046,15.349,0.172
1.707,209.494,51.972,295.033,17.185,16.710,4,0.000,0.000,0,Ground_480_480,0.000,0.000,0.000,0.054,16.073,0.359
