time,speed,travel,x,y,z,grounded,lift,torque,contact,throttle,brake,steering,velocity,water,up,localZ,vx,vy,vz,yaw,angularSpeed
0.020,42.596,0.852,-628.518,8.342,-149.180,4,7.800,0.042,"Ground_80_320:(-0.006, 1.000, -0.004) separation=-0.0497 impulse=10526.300;Ground_80_320:(-0.006, 1.000, -0.004) separation=-0.0521 impulse=10526.300;Ground_80_320:(-0.006, 1.000, -0.004) separation=-0.1457 impulse=10526.300;Ground_80_320:(-0.006, 1.000, -0.004) separation=0.0100 impulse=10526.300;Ground_80_320:(-0.006, 1.000, -0.004) separation=-0.1376 impulse=10526.300;Ground_80_320:(-0.006, 1.000, -0.004) separation=-0.1333 impulse=10526.300;Ground_80_320:(-0.006, 1.000, -0.004) separation=-0.0049 impulse=145.757;Ground_80_320:(-0.006, 1.000, -0.004) separation=-0.0067 impulse=145.757;Ground_80_320:(-0.006, 1.000, -0.004) separation=-0.0272 impulse=145.757;Ground_80_320:(-0.006, 1.000, -0.004) separation=0.0152 impulse=145.757;Ground_80_320:(-0.006, 1.000, -0.004) separation=-0.0268 impulse=145.757;Ground_80_320:(-0.006, 1.000, -0.004) separation=-0.0262 impulse=145.757;Ground_80_320:(-0.006, 1.000, -0.004) separation=0.0179 impulse=0.000;Ground_80_320:(-0.006, 1.000, -0.004) separation=-0.0014 impulse=0.000;Ground_80_320:(-0.006, 1.000, -0.004) separation=-0.0055 impulse=0.000;Ground_80_320:(-0.006, 1.000, -0.004) separation=0.0010 impulse=0.000;Ground_80_320:(-0.006, 1.000, -0.004) separation=-0.0054 impulse=0.000;Ground_80_320:(-0.006, 1.000, -0.004) separation=-0.0053 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.0160 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.0139 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.0162 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.0074 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.0093 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.0104 impulse=0.000;",0.000,0.000,0.000,42.596,0.000,1.000,-39.148,-0.703,-0.042,42.590,0.000,0.008
0.040,42.587,1.703,-628.532,8.341,-148.329,4,8.435,0.006,"",0.202,0.000,0.000,42.587,0.000,1.000,-38.297,-0.703,-0.069,42.581,0.000,0.013
0.060,42.577,2.555,-628.546,8.339,-147.478,4,9.027,0.017,"",0.207,0.000,0.001,42.577,0.000,1.000,-37.445,-0.702,-0.085,42.571,0.020,0.016
0.080,42.568,3.406,-628.560,8.337,-146.626,4,9.563,0.032,"",0.211,0.000,-0.002,42.568,0.000,1.000,-36.594,-0.702,-0.089,42.562,-0.044,0.017
0.100,42.559,4.257,-628.574,8.336,-145.775,4,10.025,0.039,"",0.216,0.000,0.003,42.559,0.000,1.000,-35.743,-0.702,-0.085,42.553,0.063,0.017
0.120,42.550,5.108,-628.588,8.334,-144.925,4,10.406,0.042,"",0.221,0.000,-0.004,42.550,0.000,1.000,-34.892,-0.702,-0.073,42.544,-0.079,0.016
0.140,42.541,5.959,-628.602,8.333,-144.074,4,10.704,0.042,"",0.225,0.000,0.004,42.541,0.000,1.000,-34.041,-0.702,-0.055,42.536,0.099,0.014
0.160,42.532,6.809,-628.616,8.332,-143.224,4,10.921,0.040,"",0.229,0.000,-0.005,42.533,0.000,1.000,-33.191,-0.701,-0.033,42.527,-0.115,0.013
0.180,42.524,7.660,-628.630,8.332,-142.373,4,11.064,0.037,"",0.234,0.000,0.006,42.524,0.000,1.000,-32.340,-0.701,-0.008,42.518,0.131,0.011
0.200,42.516,8.510,-628.645,8.333,-141.523,4,11.140,0.033,"",0.238,0.000,-0.006,42.516,0.000,1.000,-31.490,-0.701,0.019,42.510,-0.144,0.010
0.220,42.507,9.360,-628.659,8.334,-140.673,4,11.159,0.029,"",0.242,0.000,0.007,42.507,0.000,1.000,-30.640,-0.701,0.046,42.502,0.155,0.008
0.240,42.499,10.210,-628.673,8.335,-139.823,4,11.129,0.025,"",0.246,0.000,-0.007,42.499,0.000,1.000,-29.790,-0.701,0.072,42.493,-0.163,0.007
0.260,42.491,11.060,-628.687,8.337,-138.974,4,11.061,0.021,"",0.250,0.000,0.008,42.491,0.000,1.000,-28.940,-0.701,0.097,42.485,0.171,0.006
0.280,42.483,11.910,-628.701,8.339,-138.124,4,10.963,0.017,"",0.254,0.000,-0.008,42.483,0.000,1.000,-28.090,-0.700,0.120,42.477,-0.177,0.005
0.300,42.476,12.759,-628.715,8.342,-137.275,4,10.843,0.014,"",0.258,0.000,0.008,42.476,0.000,1.000,-27.241,-0.700,0.141,42.470,0.181,0.005
0.320,42.468,13.608,-628.729,8.345,-136.426,4,10.710,0.012,"",0.262,0.000,-0.008,42.468,0.000,1.000,-26.392,-0.700,0.159,42.462,-0.186,0.004
0.340,42.461,14.458,-628.743,8.349,-135.577,4,10.570,0.009,"",0.266,0.000,0.008,42.461,0.000,1.000,-25.542,-0.700,0.174,42.455,0.189,0.004
0.360,42.454,15.307,-628.757,8.353,-134.728,4,10.429,0.007,"",0.270,0.000,-0.009,42.454,0.000,1.000,-24.693,-0.700,0.186,42.448,-0.192,0.004
0.380,42.447,16.156,-628.771,8.356,-133.879,4,10.291,0.006,"",0.273,0.000,0.009,42.447,0.000,1.000,-23.845,-0.700,0.196,42.440,0.194,0.003
0.400,42.440,17.004,-628.785,8.361,-133.030,4,10.159,0.004,"",0.277,0.000,-0.009,42.440,0.000,1.000,-22.996,-0.700,0.203,42.433,-0.195,0.003
0.420,42.433,17.853,-628.799,8.365,-132.182,4,10.038,0.003,"",0.280,0.000,0.009,42.433,0.000,1.000,-22.147,-0.700,0.207,42.427,0.196,0.003
0.440,42.426,18.701,-628.813,8.369,-131.333,4,9.928,0.003,"",0.284,0.000,-0.009,42.426,0.000,1.000,-21.299,-0.699,0.210,42.420,-0.197,0.003
0.460,42.420,19.550,-628.827,8.373,-130.485,4,9.832,0.002,"",0.287,0.000,0.009,42.420,0.000,1.000,-20.450,-0.699,0.210,42.414,0.198,0.003
0.480,42.413,20.398,-628.841,8.377,-129.637,4,9.750,0.001,"",0.290,0.000,-0.009,42.413,0.000,1.000,-19.602,-0.699,0.209,42.407,-0.198,0.003
0.500,42.407,21.246,-628.854,8.381,-128.789,4,9.681,0.001,"",0.293,0.000,0.009,42.407,0.000,1.000,-18.754,-0.699,0.206,42.401,0.199,0.003
0.520,42.401,22.094,-628.868,8.385,-127.941,4,9.627,0.001,"",0.296,0.000,-0.009,42.401,0.000,1.000,-17.906,-0.699,0.203,42.395,-0.199,0.003
0.540,42.395,22.942,-628.882,8.389,-127.093,4,9.585,0.000,"",0.299,0.000,0.009,42.395,0.000,1.000,-17.058,-0.699,0.198,42.389,0.199,0.003
0.560,42.389,23.790,-628.896,8.393,-126.245,4,9.556,0.000,"",0.302,0.000,-0.009,42.389,0.000,1.000,-16.210,-0.699,0.193,42.383,-0.199,0.003
0.580,42.384,24.638,-628.910,8.397,-125.398,4,9.538,0.000,"",0.305,0.000,0.009,42.384,0.000,1.000,-15.362,-0.699,0.187,42.377,0.199,0.003
0.600,42.378,25.485,-628.924,8.401,-124.550,4,9.530,0.000,"",0.308,0.000,-0.009,42.378,0.000,1.000,-14.515,-0.698,0.182,42.372,-0.199,0.003
0.620,42.373,26.333,-628.938,8.404,-123.703,4,9.531,0.000,"",0.311,0.000,0.009,42.373,0.000,1.000,-13.667,-0.699,0.176,42.367,0.199,0.003
0.640,42.367,27.180,-628.952,8.408,-122.856,4,9.539,0.000,"",0.314,0.000,-0.009,42.367,0.000,1.000,-12.820,-0.698,0.171,42.361,-0.199,0.003
0.660,42.362,28.027,-628.966,8.411,-122.009,4,9.552,0.000,"",0.316,0.000,0.009,42.362,0.000,1.000,-11.973,-0.699,0.166,42.356,0.199,0.003
0.680,42.357,28.874,-628.980,8.414,-121.162,4,9.571,0.000,"",0.319,0.000,-0.009,42.357,0.000,1.000,-11.126,-0.698,0.161,42.351,-0.199,0.003
0.700,42.352,29.721,-628.994,8.417,-120.315,4,9.592,0.000,"",0.322,0.000,0.009,42.352,0.000,1.000,-10.279,-0.698,0.156,42.346,0.200,0.003
0.720,42.347,30.568,-629.008,8.420,-119.468,4,9.616,0.000,"",0.324,0.000,-0.009,42.347,0.000,1.000,-9.432,-0.698,0.152,42.341,-0.200,0.003
0.740,42.342,31.415,-629.022,8.423,-118.621,4,9.642,0.000,"",0.326,0.000,0.009,42.342,0.000,1.000,-8.585,-0.698,0.149,42.336,0.199,0.003
0.760,42.338,32.262,-629.036,8.426,-117.775,4,9.667,0.000,"",0.329,0.000,-0.009,42.338,0.000,1.000,-7.738,-0.698,0.146,42.332,-0.200,0.003
0.780,42.333,33.108,-629.050,8.429,-116.928,4,9.693,0.000,"",0.331,0.000,0.009,42.333,0.000,1.000,-6.892,-0.698,0.144,42.327,0.200,0.003
0.800,42.329,33.955,-629.064,8.432,-116.082,4,9.717,0.000,"",0.333,0.000,-0.009,42.329,0.000,1.000,-6.045,-0.698,0.142,42.323,-0.200,0.003
0.820,42.324,34.802,-629.078,8.435,-115.235,4,9.740,0.000,"",0.336,0.000,0.009,42.324,0.000,1.000,-5.198,-0.698,0.141,42.318,0.200,0.003
0.840,42.320,35.648,-629.092,8.438,-114.389,4,9.761,0.000,"",0.338,0.000,-0.009,42.320,0.000,1.000,-4.352,-0.698,0.140,42.314,-0.200,0.003
0.860,42.316,36.494,-629.106,8.440,-113.543,4,9.781,0.000,"",0.340,0.000,0.009,42.316,0.000,1.000,-3.506,-0.698,0.139,42.310,0.200,0.003
0.880,42.312,37.340,-629.120,8.443,-112.697,4,9.798,0.000,"",0.342,0.000,-0.009,42.312,0.000,1.000,-2.660,-0.698,0.139,42.306,-0.200,0.003
0.900,42.308,38.187,-629.134,8.446,-111.851,4,9.812,0.000,"",0.344,0.000,0.009,42.308,0.000,1.000,-1.813,-0.698,0.139,42.302,0.200,0.003
0.920,42.304,39.033,-629.148,8.449,-111.005,4,9.825,0.000,"",0.346,0.000,-0.009,42.304,0.000,1.000,-0.967,-0.698,0.139,42.298,-0.200,0.003
0.940,42.300,39.879,-629.162,8.451,-110.159,4,9.835,0.000,"",0.348,0.000,0.009,42.300,0.000,1.000,-0.121,-0.698,0.140,42.294,0.200,0.003
0.960,42.296,40.725,-629.176,8.454,-109.313,4,9.843,0.000,"",0.350,0.000,-0.009,42.296,0.000,1.000,0.725,-0.698,0.140,42.290,-0.201,0.003
0.980,42.293,41.570,-629.190,8.457,-108.467,4,9.849,0.000,"",0.352,0.000,0.009,42.293,0.000,1.000,1.570,-0.698,0.141,42.287,0.200,0.003
1.000,42.289,42.416,-629.204,8.460,-107.622,4,9.853,0.000,"",0.354,0.000,-0.009,42.289,0.000,1.000,2.416,-0.698,0.142,42.283,-0.201,0.003
1.020,42.286,43.262,-629.218,8.463,-106.776,4,9.856,0.000,"",0.355,0.000,0.009,42.286,0.000,1.000,3.262,-0.698,0.143,42.280,0.200,0.003
1.040,42.282,44.108,-629.232,8.466,-105.931,4,9.857,0.000,"",0.357,0.000,-0.009,42.282,0.000,1.000,4.108,-0.698,0.144,42.276,-0.201,0.003
1.060,42.279,44.953,-629.246,8.469,-105.085,4,9.856,0.000,"",0.359,0.000,0.009,42.279,0.000,1.000,4.953,-0.698,0.145,42.273,0.201,0.003
