time,name,profile,lap,nextGate,speed,target,throttle,brake,grounded,recoveries,misses,x,y,z,roadDistance
3.014,YOU reference pilot,original,0,0,0.000,0.000,0.000,0.000,0,0,0,322.058,9.782,544.064,2.291
3.014,EMBER,tourer,0,0,0.000,0.000,0.000,0.000,0,0,0,318.010,11.281,535.877,2.291
3.014,GOLD,moto,0,0,0.000,0.000,0.000,0.000,0,0,0,322.375,12.467,528.988,2.254
3.014,BLUE,atv,0,0,0.000,0.000,0.000,0.000,0,0,0,317.798,13.848,522.232,2.254
3.260,YOU reference pilot,original,0,0,3.405,29.000,1.000,0.000,4,0,0,322.099,9.847,543.636,2.294
3.260,EMBER,tourer,0,0,3.095,29.000,1.000,0.000,4,0,0,318.014,11.352,535.502,2.289
3.260,GOLD,moto,0,0,4.270,29.000,1.000,0.000,4,0,0,322.362,12.568,528.433,2.251
3.260,BLUE,atv,0,0,4.045,29.000,1.000,0.000,4,0,0,317.781,13.944,521.704,2.250
3.500,YOU reference pilot,original,0,0,6.122,20.949,1.000,0.000,4,0,0,322.202,10.071,542.492,2.316
3.500,EMBER,tourer,0,0,5.609,19.043,1.000,0.000,4,0,0,318.025,11.565,534.454,2.289
3.500,GOLD,moto,0,0,7.709,29.000,1.000,0.000,4,0,0,322.257,12.857,526.998,2.178
3.500,BLUE,atv,0,0,7.248,29.000,1.000,0.000,4,0,0,317.748,14.236,520.354,2.241
3.760,YOU reference pilot,original,0,0,8.826,22.801,1.000,0.000,4,0,0,322.354,10.433,540.557,2.364
3.760,EMBER,tourer,0,0,8.136,20.879,1.000,0.000,4,0,0,318.056,11.921,532.674,2.260
3.760,GOLD,moto,0,0,11.112,29.000,1.000,0.000,4,0,0,321.879,13.360,524.592,1.877
3.760,BLUE,atv,0,0,10.406,29.000,1.000,0.000,4,0,0,317.714,14.731,518.075,2.201
4.000,YOU reference pilot,original,0,0,11.089,24.326,1.000,0.000,4,0,0,322.414,10.869,538.180,2.339
4.000,EMBER,tourer,0,0,10.309,22.822,1.000,0.000,4,0,0,318.103,12.351,530.478,2.193
4.000,GOLD,moto,0,0,14.026,29.000,1.000,0.000,4,0,0,321.217,13.951,521.675,1.333
4.000,BLUE,atv,0,0,13.096,29.000,1.000,0.000,4,0,0,317.693,15.312,515.283,2.122
4.260,YOU reference pilot,original,0,0,13.350,27.574,1.000,0.000,4,0,0,322.149,11.455,535.042,2.037
4.260,EMBER,tourer,0,0,12.499,25.041,1.000,0.000,4,0,0,318.163,12.932,527.546,2.085
4.260,GOLD,moto,0,0,16.797,17.938,0.630,0.000,4,0,0,320.234,14.749,517.822,0.625
4.260,BLUE,atv,0,1,15.780,29.000,1.000,0.000,4,0,0,317.673,16.099,511.581,2.007
4.500,YOU reference pilot,original,0,0,15.299,18.481,1.000,0.000,4,0,0,321.555,12.096,531.695,1.489
4.500,EMBER,tourer,0,0,14.379,23.274,1.000,0.000,4,0,0,318.207,13.573,524.364,1.966
4.500,GOLD,moto,0,0,17.446,18.550,0.606,0.000,4,0,0,319.291,15.580,513.921,0.643
4.500,BLUE,atv,0,1,18.056,29.000,1.000,0.000,4,0,0,317.644,16.969,507.589,1.897
4.760,YOU reference pilot,original,0,0,16.015,16.545,0.270,0.000,4,0,0,320.662,12.878,527.734,0.823
4.760,EMBER,tourer,0,0,16.270,23.727,1.000,0.000,4,0,0,318.217,14.376,520.440,1.839
4.760,GOLD,moto,0,1,19.464,21.103,0.906,0.000,4,0,0,318.371,16.583,509.316,1.265
4.760,BLUE,atv,0,1,20.319,29.000,1.000,0.000,4,0,0,317.590,18.060,502.695,1.795
5.000,YOU reference pilot,original,0,0,16.805,18.279,0.790,0.000,4,0,0,319.799,13.636,523.985,0.692
5.000,EMBER,tourer,0,0,17.889,26.115,1.000,0.000,4,0,0,318.175,15.217,516.411,1.745
5.000,GOLD,moto,0,1,21.523,23.228,0.936,0.000,4,0,0,317.670,17.642,504.542,1.773
5.000,BLUE,atv,0,1,22.235,29.000,1.000,0.000,4,0,0,317.518,19.204,497.698,1.731
5.260,YOU reference pilot,original,0,0,18.433,20.284,0.992,0.000,4,0,0,318.896,14.546,519.578,1.200
5.260,EMBER,tourer,0,1,19.515,28.563,1.000,0.000,4,0,0,318.068,16.235,511.640,1.681
5.260,GOLD,moto,0,1,23.572,25.253,0.915,0.000,4,0,0,317.134,18.943,498.827,2.129
5.260,BLUE,atv,0,1,24.135,29.000,1.000,0.000,4,0,0,317.431,20.589,491.810,1.700
5.500,YOU reference pilot,original,0,0,19.968,21.932,1.000,0.000,4,0,0,318.168,15.489,515.109,1.706
5.500,EMBER,tourer,0,1,20.905,29.000,1.000,0.000,4,0,0,317.919,17.274,506.889,1.662
5.500,GOLD,moto,0,1,25.258,26.905,0.891,0.000,4,0,0,316.862,20.280,493.108,2.273
5.500,BLUE,atv,0,1,25.738,29.000,1.000,0.000,4,0,0,317.356,22.004,485.978,1.718
5.760,YOU reference pilot,original,0,1,21.493,23.499,1.000,0.000,4,0,0,317.561,16.623,509.857,2.096
5.760,EMBER,tourer,0,1,22.296,29.000,1.000,0.000,4,0,0,317.726,18.507,501.399,1.678
5.760,GOLD,moto,0,1,26.891,28.506,0.867,0.000,4,0,0,316.776,21.873,486.501,2.282
5.760,BLUE,atv,0,1,27.298,29.000,0.901,0.000,4,0,0,317.287,23.685,479.272,1.770
