time,speed,grounded,timer,visible
0.000,0.000,0,0.000,False
0.009,0.000,0,0.000,False
0.017,0.288,2,0.000,False
0.031,0.574,2,0.000,False
0.042,0.575,2,0.000,False
0.050,0.577,2,0.000,False
0.059,0.857,4,0.000,False
0.067,0.859,4,0.000,False
0.075,1.134,4,0.000,False
0.084,1.136,4,0.000,False
0.092,1.407,4,0.000,False
0.100,1.408,4,0.000,False
0.109,1.409,4,0.000,False
0.117,1.676,4,0.000,False
0.125,1.677,4,0.000,False
0.134,1.940,4,0.000,False
0.142,1.940,4,0.000,False
0.150,1.941,4,0.000,False
0.159,2.200,4,0.000,False
0.167,2.200,4,0.000,False
0.175,2.457,4,0.000,False
0.184,2.457,4,0.000,False
0.192,2.710,4,0.000,False
0.201,2.710,4,0.000,False
0.209,2.710,4,0.000,False
0.217,2.960,4,0.000,False
0.226,2.960,4,0.000,False
0.234,3.208,4,0.000,False
0.242,3.208,4,0.000,False
0.251,3.453,4,0.000,False
0.259,3.453,4,0.000,False
0.267,3.453,4,0.000,False
0.276,3.696,4,0.000,False
0.284,3.696,4,0.000,False
0.292,3.937,4,0.000,False
0.301,3.937,4,0.000,False
0.309,3.937,4,0.000,False
0.317,4.176,4,0.000,False
0.326,4.176,4,0.000,False
0.334,4.413,4,0.000,False
0.342,4.413,4,0.000,False
0.351,4.649,4,0.000,False
0.359,4.649,4,0.000,False
0.367,4.649,4,0.000,False
0.376,4.882,4,0.020,False
0.384,4.882,4,0.020,False
0.392,5.114,4,0.040,False
0.401,5.114,4,0.040,False
0.409,5.114,4,0.040,False
0.417,5.345,4,0.060,False
0.426,5.345,4,0.060,False
0.434,5.574,4,0.080,False
0.442,5.574,4,0.080,False
0.451,5.801,4,0.100,False
0.459,5.801,4,0.100,False
0.467,5.801,4,0.100,False
0.476,6.027,4,0.120,False
0.484,6.027,4,0.120,False
0.492,6.251,4,0.140,False
0.501,6.251,4,0.140,False
0.509,6.251,4,0.140,False
0.517,6.474,4,0.160,False
0.526,6.474,4,0.160,False
0.534,6.695,4,0.180,False
0.542,6.695,4,0.180,False
0.551,6.915,4,0.200,False
0.559,6.915,4,0.200,False
0.567,6.915,4,0.200,False
0.576,7.133,4,0.220,False
0.584,7.133,4,0.220,False
0.592,7.350,4,0.240,False
0.601,7.350,4,0.240,False
0.609,7.350,4,0.240,False
0.617,7.565,4,0.260,False
0.626,7.565,4,0.260,False
0.634,7.779,4,0.280,False
0.642,7.779,4,0.280,False
0.651,7.991,4,0.300,False
0.659,7.991,4,0.300,False
0.667,7.991,4,0.300,False
0.676,8.202,4,0.320,False
0.684,8.202,4,0.320,False
0.692,8.411,4,0.340,False
0.701,8.411,4,0.340,False
0.709,8.411,4,0.340,False
0.717,8.619,4,0.360,False
0.726,8.619,4,0.360,False
0.734,8.826,4,0.380,False
0.743,8.826,4,0.380,False
0.751,9.031,4,0.400,False
0.759,9.031,4,0.400,False
0.768,9.031,4,0.400,False
0.776,9.234,4,0.420,False
0.784,9.234,4,0.420,False
0.793,9.436,4,0.440,False
0.801,9.436,4,0.440,False
0.809,9.436,4,0.440,False
0.818,9.637,4,0.460,False
0.826,9.637,4,0.460,False
0.834,9.836,4,0.480,False
0.843,9.836,4,0.480,False
0.851,10.034,4,0.500,False
0.859,10.034,4,0.500,False
0.868,10.034,4,0.500,False
0.876,10.230,4,0.520,False
0.884,10.230,4,0.520,False
0.893,10.425,4,0.540,False
0.901,10.425,4,0.540,False
0.909,10.425,4,0.540,False
0.918,10.619,4,0.560,False
0.926,10.619,4,0.560,False
0.934,10.811,4,0.580,False
0.943,10.811,4,0.580,False
0.951,11.001,4,0.600,False
0.959,11.001,4,0.600,False
0.968,11.001,4,0.600,False
0.976,11.191,4,0.620,False
0.984,11.191,4,0.620,False
0.993,11.378,4,0.640,False
1.001,11.378,4,0.640,False
1.009,11.378,4,0.640,False
1.018,11.565,4,0.660,False
1.026,11.565,4,0.660,False
1.034,11.750,4,0.680,False
1.043,11.750,4,0.680,False
1.051,11.933,4,0.700,False
1.059,11.933,4,0.700,False
1.068,11.933,4,0.700,False
1.076,12.116,4,0.720,False
1.084,12.116,4,0.720,False
1.093,12.297,4,0.740,False
1.101,12.297,4,0.740,False
1.110,12.297,4,0.740,False
1.118,12.476,4,0.760,False
1.126,12.476,4,0.760,False
1.135,12.654,4,0.780,False
1.143,12.654,4,0.780,False
1.151,12.831,4,0.800,False
1.160,12.831,4,0.800,False
1.168,12.831,4,0.800,False
1.176,13.006,4,0.820,False
1.185,13.006,4,0.820,False
1.193,13.180,4,0.840,False
1.201,13.180,4,0.840,False
1.210,13.180,4,0.840,False
1.218,13.353,4,0.860,False
1.226,13.353,4,0.860,False
1.235,13.524,4,0.880,False
1.243,13.524,4,0.880,False
1.251,13.693,4,0.900,False
1.260,13.694,4,0.900,False
1.268,13.694,4,0.900,False
1.276,13.862,4,0.920,False
1.285,13.862,4,0.920,False
1.293,14.029,4,0.940,False
1.301,14.029,4,0.940,False
1.310,14.029,4,0.940,False
1.318,14.195,4,0.960,False
1.326,14.195,4,0.960,False
1.335,14.359,4,0.980,False
1.343,14.359,4,0.980,False
1.351,14.522,4,1.000,False
1.360,14.522,4,1.000,False
1.368,14.522,4,1.000,False
1.376,14.684,4,1.020,False
1.385,14.684,4,1.020,False
1.393,14.844,4,1.040,False
1.401,14.844,4,1.040,False
1.410,14.844,4,1.040,False
1.418,15.003,4,1.060,False
1.426,15.003,4,1.060,False
1.435,15.161,4,1.080,False
1.443,15.161,4,1.080,False
1.451,15.317,4,1.100,False
1.460,15.317,4,1.100,False
1.468,15.317,4,1.100,False
1.476,15.472,4,1.120,False
1.485,15.472,4,1.120,False
1.493,15.626,4,1.140,False
1.501,15.626,4,1.140,False
1.510,15.626,4,1.140,False
1.518,15.779,4,1.160,False
1.526,15.779,4,1.160,False
1.535,15.930,4,1.180,False
1.543,15.930,4,1.180,False
1.551,16.080,4,1.200,False
1.560,16.080,4,1.200,False
1.568,16.080,4,1.200,False
1.576,16.228,4,1.220,False
1.585,16.228,4,1.220,False
1.593,16.376,4,1.240,False
1.601,16.376,4,1.240,False
1.610,16.376,4,1.240,False
1.618,16.522,4,1.260,False
1.626,16.522,4,1.260,False
1.635,16.666,4,1.280,False
1.643,16.666,4,1.280,False
1.652,16.810,4,1.300,False
1.660,16.810,4,1.300,False
1.668,16.810,4,1.300,False
1.677,16.952,4,1.320,False
1.685,16.952,4,1.320,False
1.693,17.093,4,1.340,False
1.702,17.093,4,1.340,False
1.710,17.093,4,1.340,False
1.718,17.233,4,1.360,False
1.727,17.233,4,1.360,False
1.735,17.371,4,1.380,False
1.744,17.372,4,1.380,False
1.752,17.509,4,1.400,False
1.760,17.509,4,1.400,False
1.769,17.509,4,1.400,False
1.777,17.645,4,1.420,False
1.785,17.645,4,1.420,False
1.794,17.779,4,1.440,False
1.802,17.780,4,1.440,False
1.810,17.780,4,1.440,False
1.819,17.913,4,1.460,False
1.827,17.913,4,1.460,False
1.835,18.045,4,1.480,False
1.844,18.046,4,1.480,False
1.852,18.176,4,1.500,False
1.860,18.177,4,1.500,False
1.869,18.177,4,1.500,False
1.877,18.306,4,1.520,False
1.885,18.307,4,1.520,False
1.894,18.435,4,1.540,False
1.902,18.435,4,1.540,False
1.910,18.435,4,1.540,False
1.919,18.563,4,1.560,False
1.927,18.563,4,1.560,False
1.935,18.689,4,1.580,False
1.944,18.689,4,1.580,False
1.952,18.814,4,1.600,False
1.960,18.814,4,1.600,False
1.969,18.814,4,1.600,False
1.977,18.938,4,1.620,False
1.985,18.938,4,1.620,False
1.994,19.061,4,1.640,False
2.002,19.061,4,1.640,False
2.010,19.061,4,1.640,False
2.019,19.182,4,1.660,False
2.027,19.182,4,1.660,False
2.035,19.303,4,1.680,False
2.044,19.303,4,1.680,False
2.052,19.422,4,1.700,False
2.060,19.422,4,1.700,False
2.069,19.422,4,1.700,False
2.077,19.540,4,1.720,False
2.085,19.540,4,1.720,False
2.094,19.657,4,1.740,False
2.102,19.657,4,1.740,False
2.110,19.657,4,1.740,False
2.119,19.773,4,1.760,False
2.127,19.773,4,1.760,False
2.135,19.887,4,1.780,False
2.144,19.887,4,1.780,False
2.152,20.001,4,1.800,False
2.160,20.001,4,1.800,False
2.169,20.001,4,1.800,False
2.177,20.113,4,1.820,False
2.185,20.113,4,1.820,False
2.194,20.224,4,1.840,False
2.202,20.225,4,1.840,False
2.210,20.334,4,1.860,False
2.219,20.335,4,1.860,False
2.227,20.335,4,1.860,False
2.235,20.444,4,1.880,False
2.244,20.444,4,1.880,False
2.252,20.552,4,1.900,False
2.260,20.552,4,1.900,False
2.269,20.552,4,1.900,False
2.277,20.659,4,1.920,False
2.285,20.659,4,1.920,False
2.294,20.764,4,1.940,False
2.302,20.765,4,1.940,False
