time,speed,travel,x,y,z,grounded,lift,torque,contact,throttle,brake,steering,velocity,water,up,localZ
0.020,35.662,0.713,-630.216,8.192,-149.347,4,7.788,0.078,"Ground_80_320:(0.00, 1.00, 0.00)",0.000,0.000,0.000,35.662,0.000,1.000,-39.287
0.040,35.668,1.427,-630.227,8.191,-148.634,4,8.361,0.047,"Ground_80_240:(0.00, 1.00, 0.00)",0.169,0.000,0.000,35.668,0.000,1.000,-38.573
0.060,35.674,2.140,-630.239,8.189,-147.920,4,8.891,0.024,"Ground_80_240:(0.00, 1.00, 0.00)",0.166,0.000,0.000,35.675,0.000,1.000,-37.860
0.080,35.680,2.853,-630.251,8.187,-147.207,4,9.374,0.003,"Ground_80_240:(0.00, 1.00, 0.00)",0.163,0.000,-0.001,35.680,0.000,1.000,-37.147
0.100,35.685,3.567,-630.263,8.185,-146.494,4,9.798,0.011,"Ground_80_240:(0.00, 1.00, 0.00)",0.160,0.000,0.002,35.686,0.000,1.000,-36.433
0.120,35.690,4.281,-630.275,8.183,-145.780,4,10.162,0.021,"Ground_80_240:(0.00, 1.00, 0.00)",0.157,0.000,-0.002,35.691,0.000,1.000,-35.719
0.140,35.695,4.995,-630.286,8.182,-145.066,4,10.459,0.031,"Ground_80_240:(0.00, 1.00, 0.00)",0.155,0.000,0.003,35.695,0.000,1.000,-35.005
0.160,35.699,5.709,-630.298,8.180,-144.352,4,10.691,0.035,"Ground_80_240:(0.00, 1.00, 0.00)",0.153,0.000,-0.004,35.699,0.000,1.000,-34.291
0.180,35.703,6.423,-630.310,8.180,-143.638,4,10.862,0.038,"Ground_80_240:(0.00, 1.00, 0.00)",0.150,0.000,0.004,35.703,0.000,1.000,-33.577
0.200,35.707,7.137,-630.322,8.179,-142.924,4,10.973,0.041,"Ground_80_240:(0.00, 1.00, 0.00)",0.149,0.000,-0.005,35.707,0.000,1.000,-32.863
0.220,35.710,7.851,-630.334,8.179,-142.210,4,11.032,0.040,"Ground_80_240:(0.00, 1.00, 0.00)",0.147,0.000,0.006,35.710,0.000,1.000,-32.149
0.240,35.713,8.565,-630.345,8.180,-141.496,4,11.045,0.039,"Ground_80_240:(0.00, 1.00, 0.00)",0.145,0.000,-0.006,35.713,0.000,1.000,-31.435
0.260,35.716,9.279,-630.357,8.181,-140.782,4,11.018,0.038,"Ground_80_240:(0.00, 1.00, 0.00)",0.144,0.000,0.007,35.716,0.000,1.000,-30.721
0.280,35.719,9.994,-630.369,8.183,-140.068,4,10.957,0.034,"Ground_80_240:(0.00, 1.00, 0.00)",0.142,0.000,-0.007,35.719,0.000,1.000,-30.006
0.300,35.721,10.708,-630.381,8.185,-139.354,4,10.873,0.032,"Ground_80_240:(0.00, 1.00, 0.00)",0.141,0.000,0.007,35.721,0.000,1.000,-29.292
0.320,35.723,11.422,-630.392,8.187,-138.639,4,10.767,0.030,"Ground_80_240:(0.00, 1.00, 0.00)",0.140,0.000,-0.008,35.723,0.000,1.000,-28.578
0.340,35.725,12.137,-630.404,8.190,-137.925,4,10.649,0.026,"Ground_80_240:(0.00, 1.00, 0.00)",0.138,0.000,0.008,35.725,0.000,1.000,-27.863
0.360,35.727,12.851,-630.416,8.193,-137.211,4,10.524,0.023,"Ground_80_240:(0.00, 1.00, 0.00)",0.137,0.000,-0.008,35.727,0.000,1.000,-27.149
0.380,35.729,13.566,-630.428,8.197,-136.496,4,10.394,0.021,"Ground_80_240:(0.00, 1.00, 0.00)",0.136,0.000,0.009,35.729,0.000,1.000,-26.434
0.400,35.731,14.281,-630.440,8.200,-135.782,4,10.268,0.017,"Ground_80_240:(0.00, 1.00, 0.00)",0.135,0.000,-0.009,35.731,0.000,1.000,-25.719
0.420,35.732,14.995,-630.451,8.204,-135.067,4,10.146,0.015,"Ground_80_240:(0.00, 1.00, 0.00)",0.135,0.000,0.009,35.733,0.000,1.000,-25.005
0.440,35.734,15.710,-630.463,8.207,-134.352,4,10.031,0.013,"Ground_80_240:(0.00, 1.00, 0.00)",0.134,0.000,-0.009,35.734,0.000,1.000,-24.290
0.460,35.735,16.425,-630.475,8.211,-133.638,4,9.927,0.010,"Ground_80_240:(0.00, 1.00, 0.00)",0.133,0.000,0.009,35.735,0.000,1.000,-23.575
0.480,35.737,17.139,-630.487,8.215,-132.923,4,9.835,0.009,"Ground_80_240:(0.00, 1.00, 0.00)",0.132,0.000,-0.009,35.737,0.000,1.000,-22.861
0.500,35.738,17.854,-630.499,8.219,-132.209,4,9.753,0.007,"Ground_80_240:(0.00, 1.00, 0.00)",0.132,0.000,0.009,35.738,0.000,1.000,-22.146
0.520,35.739,18.569,-630.510,8.222,-131.494,4,9.686,0.005,"Ground_80_240:(0.00, 1.00, 0.00)",0.131,0.000,-0.009,35.739,0.000,1.000,-21.431
