time,speed,travel,x,y,z,grounded,lift,torque,contact,throttle,brake,steering,velocity,water,up,localZ
0.020,11.887,0.238,-623.809,8.342,-149.717,4,7.800,0.042,"",0.000,0.000,0.000,11.887,0.000,1.000,-39.762
0.040,11.895,0.475,-623.813,8.341,-149.479,4,8.247,0.006,"",0.056,0.000,0.000,11.895,0.000,1.000,-39.525
0.060,11.901,0.713,-623.817,8.339,-149.241,4,8.669,0.017,"",0.053,0.000,0.001,11.902,0.000,1.000,-39.287
0.080,11.800,0.949,-623.820,8.337,-149.005,4,9.058,0.032,"",0.049,0.000,-0.002,11.801,0.000,1.000,-39.051
0.100,11.817,1.186,-623.824,8.334,-148.769,4,9.408,0.039,"",0.100,0.000,0.003,11.818,0.000,1.000,-38.814
0.120,11.832,1.422,-623.828,8.332,-148.533,4,9.709,0.042,"",0.091,0.000,-0.004,11.833,0.000,1.000,-38.578
0.140,11.846,1.659,-623.832,8.330,-148.296,4,9.963,0.042,"",0.084,0.000,0.004,11.846,0.000,1.000,-38.341
0.160,11.857,1.896,-623.836,8.328,-148.059,4,10.170,0.040,"",0.077,0.000,-0.005,11.858,0.000,1.000,-38.104
0.180,11.868,2.133,-623.840,8.326,-147.822,4,10.331,0.037,"",0.071,0.000,0.006,11.869,0.000,1.000,-37.867
0.200,11.877,2.371,-623.844,8.324,-147.584,4,10.450,0.033,"",0.066,0.000,-0.006,11.878,0.000,1.000,-37.629
0.220,11.885,2.608,-623.848,8.322,-147.347,4,10.530,0.029,"",0.061,0.000,0.007,11.886,0.000,1.000,-37.392
0.240,11.893,2.846,-623.852,8.321,-147.109,4,10.576,0.025,"",0.057,0.000,-0.007,11.893,0.000,1.000,-37.154
0.260,11.899,3.084,-623.856,8.320,-146.871,4,10.592,0.021,"",0.054,0.000,0.008,11.899,0.000,1.000,-36.916
0.280,11.905,3.322,-623.859,8.320,-146.633,4,10.583,0.017,"",0.050,0.000,-0.008,11.905,0.000,1.000,-36.678
0.300,11.803,3.558,-623.863,8.320,-146.397,4,10.553,0.014,"",0.048,0.000,0.008,11.803,0.000,1.000,-36.442
0.320,11.819,3.795,-623.867,8.320,-146.160,4,10.507,0.012,"",0.099,0.000,-0.008,11.819,0.000,1.000,-36.205
0.340,11.834,4.031,-623.871,8.320,-145.924,4,10.449,0.009,"",0.090,0.000,0.008,11.834,0.000,1.000,-35.969
0.360,11.846,4.268,-623.875,8.321,-145.687,4,10.382,0.007,"",0.083,0.000,-0.009,11.846,0.000,1.000,-35.732
0.380,11.858,4.505,-623.879,8.321,-145.450,4,10.311,0.006,"",0.077,0.000,0.009,11.858,0.000,1.000,-35.495
0.400,11.868,4.743,-623.883,8.322,-145.213,4,10.237,0.004,"",0.071,0.000,-0.009,11.868,0.000,1.000,-35.257
0.420,11.877,4.980,-623.887,8.324,-144.975,4,10.163,0.003,"",0.066,0.000,0.009,11.877,0.000,1.000,-35.020
0.440,11.885,5.218,-623.891,8.325,-144.737,4,10.091,0.002,"",0.061,0.000,-0.009,11.885,0.000,1.000,-34.782
0.460,11.892,5.456,-623.895,8.326,-144.500,4,10.023,0.002,"",0.057,0.000,0.009,11.892,0.000,1.000,-34.544
0.480,11.899,5.694,-623.899,8.327,-144.262,4,9.960,0.001,"",0.054,0.000,-0.009,11.899,0.000,1.000,-34.306
0.500,11.904,5.932,-623.902,8.329,-144.024,4,9.904,0.001,"",0.051,0.000,0.009,11.905,0.000,1.000,-34.068
0.520,11.802,6.168,-623.906,8.330,-143.788,4,9.853,0.001,"",0.048,0.000,-0.009,11.802,0.000,1.000,-33.832
0.540,11.819,6.404,-623.910,8.331,-143.551,4,9.810,0.000,"",0.099,0.000,0.009,11.819,0.000,1.000,-33.596
0.560,11.833,6.641,-623.914,8.333,-143.315,4,9.773,0.000,"",0.091,0.000,-0.009,11.833,0.000,1.000,-33.359
0.580,11.846,6.878,-623.918,8.334,-143.078,4,9.743,0.000,"",0.083,0.000,0.009,11.846,0.000,1.000,-33.122
0.600,11.858,7.115,-623.922,8.335,-142.841,4,9.720,0.000,"",0.077,0.000,-0.009,11.858,0.000,1.000,-32.885
0.620,11.868,7.352,-623.926,8.337,-142.603,4,9.703,0.000,"",0.071,0.000,0.009,11.868,0.000,1.000,-32.648
0.640,11.877,7.590,-623.930,8.338,-142.366,4,9.691,0.000,"",0.066,0.000,-0.009,11.877,0.000,1.000,-32.410
0.660,11.885,7.828,-623.934,8.339,-142.128,4,9.684,0.000,"",0.062,0.000,0.009,11.885,0.000,1.000,-32.172
0.680,11.892,8.065,-623.938,8.340,-141.890,4,9.682,0.000,"",0.057,0.000,-0.009,11.892,0.000,1.000,-31.935
0.700,11.899,8.303,-623.942,8.341,-141.652,4,9.683,0.000,"",0.054,0.000,0.009,11.899,0.000,1.000,-31.697
0.720,11.904,8.541,-623.945,8.342,-141.414,4,9.688,0.000,"",0.051,0.000,-0.009,11.904,0.000,1.000,-31.459
0.740,11.802,8.777,-623.949,8.343,-141.178,4,9.694,0.000,"",0.048,0.000,0.009,11.802,0.000,1.000,-31.223
0.760,11.819,9.014,-623.953,8.344,-140.942,4,9.703,0.000,"",0.099,0.000,-0.009,11.819,0.000,1.000,-30.986
0.780,11.833,9.251,-623.957,8.345,-140.705,4,9.713,0.000,"",0.091,0.000,0.009,11.833,0.000,1.000,-30.749
