time,x,y,z,speed,wheels,up,station,clearance,throttle,brake,steer
0.01999999,1219.993,110.5692,-300,0.3398639,4,1,5.006836,0.2542038,1,0,0
0.03999998,1219.98,110.5677,-300,0.6775292,4,1,5.020386,0.252739,1,0,0
0.05999998,1219.959,110.5658,-300,1.01301,4,1,5.040649,0.2507706,1,0,0
0.07999997,1219.932,110.5634,-300,1.346321,4,1,5.067627,0.2484207,1,0,0
0.09999996,1219.899,110.5608,-300,1.677475,4,1,5.101196,0.2458191,1,0,0
0.12,1219.859,110.5581,-300,2.006488,4,1,5.141357,0.2430725,1,0,0
0.14,1219.812,110.5553,-300,2.333372,4,1,5.187988,0.2402725,1,0,0
0.1599999,1219.759,110.5525,-300,2.658141,4,1,5.241211,0.2374878,1,0,0
0.1799999,1219.699,110.5498,-300,2.980809,4,1,5.300781,0.2348099,1,0,0
0.1999999,1219.633,110.5473,-300,3.301391,4,1,5.366821,0.2322922,1,0,0
0.2199999,1219.561,110.545,-300,3.619898,4,1,5.439209,0.22995,1,0,0
0.2399999,1219.482,110.5428,-300,3.936345,4,1,5.517944,0.2278366,1,0,0
0.2599999,1219.397,110.541,-300,4.250744,4,1,5.602905,0.2259674,1,0,0
0.2799999,1219.306,110.5393,-300,4.56311,4,1,5.694214,0.2243423,1,0,0
0.2999999,1219.208,110.538,-300,4.873456,4,1,5.791626,0.2229767,1,0,0
0.3199999,1219.105,110.5369,-300,5.181793,4,1,5.895264,0.2218628,1,0,0
0.3399999,1218.995,110.536,-300,5.488135,4,1,6.005005,0.2209702,1,0,0
0.3599999,1218.879,110.5353,-300,5.792497,4,1,6.12085,0.220314,1,0,0
0.3799999,1218.757,110.5349,-300,6.094889,4,1,6.242798,0.2198486,1,0,0
0.3999999,1218.629,110.5346,-300,6.395325,4,1,6.370728,0.219574,1,0,0
0.4199998,1218.495,110.5345,-300,6.693818,4,1,6.504639,0.2194672,1,0,0
0.4399998,1218.356,110.5345,-300,6.990379,4,1,6.644409,0.2194901,1,0,0
0.4599998,1218.21,110.5346,-300,7.285022,4,1,6.790161,0.2196198,1,0,0
0.4799998,1218.058,110.5349,-300,7.577759,4,1,6.941772,0.2198639,1,0,0
0.4999998,1217.901,110.5352,-300,7.868603,4,1,7.099121,0.2201614,1,0,0
0.5199998,1217.738,110.5355,-300,8.157564,4,1,7.262329,0.22052,1,0,0
0.5399998,1217.569,110.5359,-300,8.444657,4,1,7.431274,0.2209244,1,0,0
0.5599998,1217.394,110.5363,-300,8.729893,4,1,7.605835,0.2213287,1,0,0
0.5799998,1217.214,110.5368,-300,9.013283,4,1,7.786133,0.221756,1,0,0
0.5999998,1217.028,110.5372,-300,9.29484,4,1,7.972046,0.2221603,1,0,0
0.6199998,1216.836,110.5376,-300,9.574574,4,1,8.163574,0.2225647,1,0,0
0.6399997,1216.639,110.5379,-300,9.852501,4,1,8.360596,0.2229309,1,0,0
0.6599998,1216.437,110.5383,-300,10.12863,4,1,8.56311,0.2232742,1,0,0
0.6799998,1216.229,110.5386,-300,10.40297,4,1,8.771118,0.2235794,1,0,0
0.6999997,1216.015,110.5389,-300,10.67554,4,1,8.984619,0.2238541,1,0,0
0.7199997,1215.797,110.5391,-300,10.94634,4,1,9.203491,0.2240906,1,0,0
0.7399997,1215.572,110.5393,-300,11.21539,4,1,9.427856,0.2242966,1,0,0
0.7599998,1215.343,110.5395,-300,11.4827,4,1,9.657471,0.2244568,1,0,0
0.7799997,1215.108,110.5396,-300,11.74829,4,1,9.892456,0.2245712,1,0,0
0.7999997,1214.867,110.5397,-300,12.01215,4,1,10.13269,0.2246628,1,0,0
0.8199997,1214.622,110.5397,-300,12.27431,4,1,10.37817,0.2247238,1,0,0
0.8399997,1214.371,110.5398,-300,12.53477,4,1,10.62891,0.224762,1,0,0
0.8599997,1214.115,110.5398,-300,12.79355,4,1,10.88477,0.2247696,1,0,0
0.8799997,1213.854,110.5398,-300,13.05065,4,1,11.14575,0.224762,1,0,0
0.8999997,1213.588,110.5397,-300,13.30609,4,1,11.41187,0.2247391,1,0,0
0.9199997,1213.317,110.5397,-300,13.55988,4,1,11.68311,0.2247009,1,0,0
0.9399996,1213.041,110.5397,-300,13.81202,4,1,11.95935,0.2246552,1,0,0
0.9599997,1212.759,110.5396,-300,14.06253,4,1,12.2406,0.2246094,1,0,0
0.9799997,1212.473,110.5395,-300,14.31143,4,1,12.52686,0.2245407,1,0,0
0.9999996,1212.182,110.5395,-300,14.55871,4,1,12.81799,0.2244797,1,0,0
1.02,1211.886,110.5394,-300,14.80439,4,1,13.11414,0.2244263,1,0,0
1.04,1211.585,110.5394,-300,15.04849,4,1,13.41516,0.2243576,1,0,0
1.06,1211.279,110.5393,-300,15.29101,4,1,13.72095,0.2243042,1,0,0
1.08,1210.968,110.5392,-300,15.53195,4,1,14.03162,0.2242508,1,0,0
1.1,1210.653,110.5392,-300,15.77134,4,1,14.34705,0.2241974,1,0,0
1.12,1210.333,110.5391,-300,16.00918,4,1,14.66724,0.2241516,1,0,0
1.14,1210.008,110.5391,-300,16.24548,4,1,14.99219,0.2241058,1,0,0
1.16,1209.678,110.5391,-300,16.48025,4,1,15.32178,0.2240677,1,0,0
1.18,1209.344,110.539,-300,16.7135,4,1,15.65601,0.2240372,1,0,0
1.2,1209.005,110.539,-300,16.94525,4,1,15.99487,0.2240143,1,0,0
1.22,1208.662,110.539,-300,17.17549,4,1,16.33838,0.223999,1,0,0
1.24,1208.313,110.539,-300,17.40425,4,1,16.68652,0.2239838,1,0,0
1.26,1207.961,110.539,-300,17.63153,4,1,17.03918,0.2239761,1,0,0
1.279999,1207.604,110.539,-300,17.85733,4,1,17.39636,0.2239685,1,0,0
1.3,1207.242,110.539,-300,18.08167,4,1,17.75806,0.2239685,1,0,0
1.32,1206.876,110.539,-300,18.30457,4,1,18.12415,0.2239685,1,0,0
1.34,1206.505,110.539,-300,18.52602,4,1,18.49463,0.2239838,1,0,0
1.36,1206.13,110.539,-300,18.74604,4,1,18.86951,0.2239838,1,0,0
1.38,1205.751,110.539,-300,18.96463,4,1,19.24878,0.2239914,1,0,0
1.399999,1205.368,110.539,-300,19.18182,4,1,19.63245,0.2240067,1,0,0
1.419999,1204.98,110.539,-300,19.39759,4,1,20.02039,0.2240067,1,0,0
1.439999,1204.587,110.539,-300,19.61197,4,1,20.4126,0.2240219,1,0,0
1.459999,1204.191,110.539,-300,19.82497,4,1,20.80908,0.2240219,1,0,0
1.479999,1203.79,110.539,-300,20.03658,4,1,21.20984,0.2240295,1,0,0
1.5,1203.385,110.539,-300,20.24683,4,1,21.61475,0.2240448,1,0,0
1.52,1202.976,110.539,-300,20.45572,4,1,22.0238,0.2240524,1,0,0
1.539999,1202.563,110.5391,-300,20.66325,4,1,22.43701,0.2240601,1,0,0
1.559999,1202.146,110.5391,-300,20.86945,4,1,22.85437,0.2240601,1,0,0
1.579999,1201.724,110.5391,-300,21.07431,4,1,23.27588,0.2240753,1,0,0
1.599999,1201.299,110.5391,-300,21.27784,4,1,23.70142,0.2240753,1,0,0
1.619999,1200.869,110.5391,-300,21.48006,4,1,24.13098,0.2240829,1,0,0
1.639999,1200.435,110.5391,-300,21.68097,4,1,24.56458,0.2240906,1,0,0
1.659999,1199.998,110.5391,-300,21.88058,4,1,25.0022,0.2240906,1,0,0
1.679999,1199.556,110.5391,-300,22.0789,4,1,25.44373,0.2240906,1,0,0
1.699999,1199.111,110.5391,-300,22.27593,4,1,25.88928,0.2240906,1,0,0
1.719999,1198.661,110.5391,-300,22.47169,4,1,26.33875,0.2240906,1,0,0
1.739999,1198.208,110.5391,-300,22.66619,4,1,26.79211,0.2240906,1,0,0
1.759999,1197.751,110.5391,-300,22.85942,4,1,27.24927,0.2240906,1,0,0
1.779999,1197.29,110.5391,-300,23.05141,4,1,27.71033,0.2240982,1,0,0
1.799999,1196.825,110.5391,-300,23.24215,4,1,28.17517,0.2240982,1,0,0
1.819999,1196.356,110.5391,-300,23.43166,4,1,28.6438,0.2240906,1,0,0
1.839999,1195.884,110.5391,-300,23.61995,4,1,29.11621,0.2240906,1,0,0
1.859999,1195.408,110.5391,-300,23.80701,4,1,29.59241,0.2240982,1,0,0
1.879999,1194.928,110.5391,-300,23.99287,4,1,30.07227,0.2240906,1,0,0
1.899999,1194.444,110.5391,-300,24.17752,4,1,30.55579,0.2240906,1,0,0
1.919999,1193.957,110.5391,-300,24.36098,4,1,31.04297,0.2240906,1,0,0
1.939999,1193.466,110.5391,-300,24.54326,4,1,31.53381,0.2240906,1,0,0
1.959999,1192.972,110.5391,-300,24.72435,4,1,32.02832,0.2240906,1,0,0
1.979999,1192.474,110.5391,-300,24.90427,4,1,32.52637,0.2240906,1,0,0
1.999999,1191.972,110.5391,-300,25.08303,4,1,33.02808,0.2240906,1,0,0
2.019999,1191.467,110.5391,-300,25.26063,4,1,33.53333,0.2240982,1,0,0
2.039999,1190.958,110.5391,-300,25.43708,4,1,34.04211,0.2240906,1,0,0
2.059999,1190.446,110.5391,-300,25.61239,4,1,34.55432,0.2240906,1,0,0
2.079999,1189.93,110.5391,-300,25.78657,4,1,35.07007,0.2240906,1,0,0
2.099999,1189.411,110.5391,-300,25.95962,4,1,35.58923,0.2240906,1,0,0
2.119999,1188.888,110.5391,-300,26.13156,4,1,36.11182,0.2240906,1,0,0
2.139999,1188.362,110.5391,-300,26.30238,4,1,36.63782,0.2240906,1,0,0
2.159999,1187.833,110.5391,-300,26.47209,4,1,37.16724,0.2240982,1,0,0
2.179999,1187.3,110.5391,-300,26.64071,4,1,37.70007,0.2240906,1,0,0
2.199999,1186.764,110.5391,-300,26.80823,4,1,38.23621,0.2240982,1,0,0
2.219999,1186.224,110.5391,-300,26.97468,4,1,38.77576,0.2240906,1,0,0
2.239999,1185.681,110.5391,-300,27.14004,4,1,39.3186,0.2240982,1,0,0
2.259999,1185.135,110.5391,-300,27.30433,4,1,39.86475,0.2240982,1,0,0
2.279999,1184.586,110.5391,-300,27.46757,4,1,40.41406,0.2240906,1,0,0
2.299999,1184.033,110.5391,-300,27.62974,4,1,40.96667,0.2240906,1,0,0
2.319999,1183.478,110.5391,-300,27.79087,4,1,41.52246,0.2240982,1,0,0
2.339999,1182.919,110.5391,-300,27.95095,4,1,42.08142,0.2240906,1,0,0
2.359999,1182.356,110.5391,-300,28.11,4,1,42.64368,0.2240906,1,0,0
2.379999,1181.791,110.5391,-300,28.26802,4,1,43.20898,0.2240906,1,0,0
2.399999,1181.223,110.5391,-300,28.42502,4,1,43.77747,0.2240906,1,0,0
2.419999,1180.651,110.5391,-300,28.581,4,1,44.34912,0.2240906,1,0,0
2.439999,1180.076,110.5391,-300,28.73598,4,1,44.92383,0.2240982,1,0,0
2.459999,1179.498,110.5391,-300,28.88995,4,1,45.50159,0.2240982,1,0,0
2.479999,1178.918,110.5391,-300,29.04292,4,1,46.0824,0.2240906,1,0,0
2.499999,1178.334,110.5391,-300,29.19491,4,1,46.66626,0.2240906,1,0,0
2.519999,1177.747,110.5391,-300,29.34591,4,1,47.25317,0.2240906,1,0,0
2.539999,1177.157,110.5391,-300,29.49594,4,1,47.84314,0.2240906,1,0,0
2.559999,1176.564,110.5391,-300,29.64499,4,1,48.43604,0.2240982,1,0,0
2.579999,1175.968,110.5391,-300,29.79308,4,1,49.03186,0.2240906,1,0,0
2.599999,1175.369,110.5391,-300,29.94021,4,1,49.63062,0.2240906,1,0,0
2.619999,1174.768,110.5391,-300,30.08639,4,1,50.2323,0.2240906,1,0,0
2.639999,1174.163,110.5391,-300,30.23163,4,1,50.83691,0.2240906,1,0,0
2.659999,1173.556,110.5391,-300,30.37592,4,1,51.44446,0.2240982,1,0,0
2.679999,1172.945,110.5391,-300,30.51928,4,1,52.05481,0.2240906,1,0,0
2.699999,1172.332,110.5391,-300,30.66172,4,1,52.66809,0.2240906,1,0,0
2.719999,1171.716,110.5391,-300,30.80323,4,1,53.28418,0.2240906,1,0,0
2.739999,1171.097,110.5391,-300,30.94383,4,1,53.90308,0.2240906,1,0,0
