t,station,x,y,z,speed,vx,vy,vz,throttle,brake,steering,grounded,suspension,alignment,up,contacts
1.020,178.169,854.202,106.969,-103.919,30.897,20.326,6.511,22.341,0.555,0.000,0.110,4,10.613,0.034,0.978,""
1.040,178.783,854.609,107.099,-103.472,30.903,20.346,6.528,22.328,0.552,0.000,0.117,4,10.374,0.020,0.978,""
1.060,179.462,855.016,107.230,-103.026,30.909,20.381,6.541,22.301,0.548,0.000,0.126,4,10.126,0.039,0.978,""
1.080,180.076,855.424,107.361,-102.581,30.913,20.430,6.550,22.262,0.546,0.000,0.133,4,9.944,0.068,0.978,""
1.100,180.690,855.834,107.492,-102.136,30.916,20.492,6.559,22.210,0.543,0.000,0.139,4,9.877,0.106,0.978,""
1.120,181.373,856.245,107.623,-101.693,30.918,20.566,6.567,22.145,0.542,0.000,0.145,4,9.803,0.052,0.978,""
1.140,181.986,856.657,107.755,-101.252,30.919,20.652,6.571,22.068,0.541,0.000,0.151,4,9.645,0.130,0.978,""
1.160,182.600,857.072,107.886,-100.812,30.918,20.751,6.573,21.978,0.541,0.000,0.157,4,9.462,0.093,0.978,""
1.180,183.284,857.489,108.018,-100.374,30.917,20.861,6.572,21.876,0.541,0.000,0.162,4,9.328,0.114,0.978,""
1.200,183.897,857.908,108.149,-99.938,30.914,20.982,6.570,21.762,0.542,0.000,0.166,4,9.203,0.053,0.978,""
1.220,184.510,858.330,108.280,-99.505,30.910,21.114,6.565,21.636,0.543,0.000,0.171,4,9.082,0.063,0.978,""
1.240,185.194,858.755,108.412,-99.075,30.905,21.255,6.558,21.498,0.545,0.000,0.175,4,8.921,0.079,0.978,""
1.260,185.806,859.183,108.543,-98.648,30.900,21.405,6.549,21.348,0.547,0.000,0.179,4,8.839,0.107,0.978,""
1.280,186.419,859.614,108.673,-98.224,30.893,21.563,6.539,21.187,0.550,0.000,0.182,4,8.829,0.142,0.978,""
1.300,187.032,860.048,108.804,-97.803,30.885,21.729,6.531,21.015,0.554,0.000,0.185,4,8.865,0.110,0.978,""
1.320,187.717,860.486,108.934,-97.386,30.877,21.900,6.530,20.830,0.557,0.000,0.188,4,9.156,0.223,0.978,""
1.340,188.329,860.927,109.065,-96.973,30.868,22.076,6.537,20.633,0.561,0.000,0.190,4,9.535,0.192,0.977,""
1.360,188.941,861.371,109.196,-96.565,30.859,22.256,6.552,20.425,0.566,0.000,0.191,4,10.008,0.196,0.977,""
1.380,189.628,861.819,109.328,-96.160,30.849,22.440,6.578,20.206,0.571,0.000,0.193,4,10.479,0.117,0.977,""
1.400,190.239,862.271,109.460,-95.761,30.838,22.625,6.614,19.975,0.576,0.000,0.194,4,11.027,0.105,0.977,""
1.420,190.851,862.726,109.593,-95.366,30.826,22.810,6.667,19.732,0.581,0.000,0.195,4,11.846,0.140,0.976,""
1.440,191.463,863.185,109.727,-94.977,30.814,22.995,6.736,19.479,0.587,0.000,0.195,4,12.665,0.195,0.975,""
1.460,192.142,863.647,109.864,-94.592,30.802,23.179,6.821,19.214,0.593,0.000,0.195,4,13.523,0.236,0.975,""
1.480,192.753,864.113,110.002,-94.214,30.789,23.359,6.928,18.939,0.599,0.000,0.195,4,14.585,0.188,0.974,""
1.500,193.365,864.583,110.143,-93.841,30.776,23.537,7.052,18.653,0.606,0.000,0.195,4,15.469,0.263,0.973,""
1.520,193.977,865.056,110.286,-93.474,30.762,23.711,7.191,18.359,0.612,0.000,0.194,4,16.205,0.270,0.973,""
1.540,194.647,865.532,110.433,-93.113,30.749,23.883,7.339,18.056,0.619,0.000,0.193,4,16.712,0.394,0.972,""
1.560,195.258,866.011,110.582,-92.758,30.735,24.050,7.497,17.746,0.626,0.000,0.192,4,17.264,0.352,0.971,""
1.580,195.870,866.494,110.735,-92.410,30.721,24.213,7.668,17.428,0.632,0.000,0.191,4,17.884,0.408,0.970,""
1.600,196.534,866.980,110.892,-92.068,30.708,24.372,7.843,17.105,0.639,0.000,0.188,4,18.179,0.512,0.969,""
1.620,197.144,867.469,111.052,-91.732,30.695,24.526,8.024,16.776,0.646,0.000,0.187,4,18.466,0.398,0.968,""
1.640,197.755,867.961,111.216,-91.403,30.682,24.676,8.209,16.443,0.653,0.000,0.186,4,18.603,0.384,0.967,""
1.660,198.366,868.456,111.383,-91.081,30.670,24.821,8.394,16.106,0.659,0.000,0.184,4,18.643,0.416,0.966,"Ground_Mountain_0_1:(-0.280, 0.951, -0.129);"
1.680,199.023,868.953,111.554,-90.766,30.657,24.962,8.577,15.767,0.665,0.000,0.182,4,18.565,0.419,0.965,"Ground_Mountain_0_1:(-0.279, 0.952, -0.128);Ground_Mountain_0_1:(-0.279, 0.952, -0.128);"
1.700,199.634,869.454,111.729,-90.458,30.646,25.100,8.754,15.425,0.671,0.000,0.180,4,18.328,0.464,0.963,"Ground_Mountain_0_1:(-0.279, 0.952, -0.128);"
1.720,200.245,869.957,111.907,-90.156,30.634,25.233,8.930,15.082,0.677,0.000,0.179,4,18.254,0.436,0.962,"Ground_Mountain_0_1:(-0.279, 0.952, -0.128);Ground_Mountain_0_1:(-0.279, 0.952, -0.128);"
1.740,200.856,870.461,112.090,-89.861,30.618,25.349,9.123,14.737,0.683,0.000,0.178,4,18.044,0.442,0.961,"Ground_Mountain_0_1:(-0.291, 0.947, -0.133);Ground_Mountain_0_1:(-0.291, 0.947, -0.133);Ground_Mountain_0_1:(-0.291, 0.947, -0.133);"
1.760,201.506,870.968,112.275,-89.573,30.607,25.474,9.289,14.392,0.691,0.000,0.178,4,17.762,0.733,0.960,"Ground_Mountain_0_1:(-0.297, 0.947, -0.127);"
1.780,202.116,871.479,112.464,-89.291,30.597,25.594,9.450,14.048,0.696,0.000,0.178,4,17.499,0.651,0.958,"Ground_Mountain_0_1:(-0.297, 0.947, -0.127);Ground_Mountain_0_1:(-0.297, 0.947, -0.127);"
1.800,202.727,871.991,112.656,-89.017,30.586,25.711,9.603,13.704,0.702,0.000,0.178,4,17.171,0.589,0.957,"Ground_Mountain_0_1:(-0.295, 0.947, -0.125);"
1.820,203.338,872.506,112.850,-88.750,30.576,25.825,9.749,13.360,0.707,0.000,0.178,4,16.781,0.553,0.956,"Ground_Mountain_0_1:(-0.299, 0.946, -0.125);"
1.840,203.949,873.023,113.048,-88.489,30.565,25.937,9.885,13.016,0.712,0.000,0.179,4,16.304,0.575,0.955,"Ground_Mountain_0_1:(-0.311, 0.940, -0.138);"
1.860,204.594,873.543,113.247,-88.236,30.555,26.046,10.012,12.673,0.717,0.000,0.180,4,15.859,0.438,0.954,"Ground_Mountain_0_1:(-0.311, 0.940, -0.138);Ground_Mountain_0_1:(-0.311, 0.940, -0.138);"
1.880,205.204,874.065,113.450,-87.989,30.545,26.151,10.134,12.329,0.723,0.000,0.180,4,15.658,0.388,0.953,"Ground_Mountain_0_1:(-0.317, 0.939, -0.138);Ground_Mountain_0_1:(-0.317, 0.939, -0.138);Ground_Mountain_0_1:(-0.317, 0.939, -0.138);Ground_Mountain_0_1:(-0.317, 0.939, -0.138);"
1.900,205.815,874.588,113.654,-87.749,30.534,26.253,10.251,11.985,0.728,0.000,0.181,4,15.424,0.475,0.952,"Ground_Mountain_0_1:(-0.318, 0.940, -0.121);Ground_Mountain_0_1:(-0.318, 0.940, -0.121);"
1.920,206.426,875.114,113.861,-87.516,30.524,26.352,10.362,11.641,0.733,0.000,0.181,4,15.089,0.491,0.950,""
1.940,207.067,875.641,114.070,-87.290,30.514,26.450,10.463,11.296,0.738,0.000,0.181,4,14.696,0.457,0.949,""
1.960,207.678,876.171,114.281,-87.071,30.503,26.544,10.560,10.951,0.743,0.000,0.181,4,14.458,0.414,0.948,""
1.980,208.288,876.702,114.493,-86.859,30.493,26.634,10.653,10.605,0.748,0.000,0.181,4,14.383,0.475,0.947,""
2.000,208.898,877.235,114.708,-86.654,30.482,26.721,10.745,10.257,0.754,0.000,0.180,4,14.319,0.399,0.946,""
2.020,209.508,877.770,114.924,-86.455,30.472,26.802,10.837,9.909,0.759,0.000,0.179,4,14.258,0.314,0.945,""
2.040,210.147,878.306,115.142,-86.264,30.462,26.881,10.925,9.561,0.764,0.000,0.176,4,14.089,0.394,0.943,""
2.060,210.757,878.844,115.362,-86.080,30.452,26.956,11.008,9.212,0.769,0.000,0.172,4,13.877,0.386,0.942,""
2.080,211.366,879.383,115.583,-85.902,30.442,27.026,11.091,8.863,0.774,0.000,0.168,4,13.886,0.299,0.941,""
2.100,211.975,879.923,115.807,-85.732,30.433,27.091,11.179,8.513,0.779,0.000,0.162,4,14.147,0.318,0.940,""
2.120,212.584,880.465,116.031,-85.568,30.424,27.149,11.270,8.163,0.784,0.000,0.155,4,14.372,0.403,0.938,""
2.140,213.216,881.007,116.258,-85.411,30.415,27.201,11.362,7.817,0.788,0.000,0.148,4,14.287,0.685,0.937,""
2.160,213.825,881.551,116.487,-85.262,30.407,27.255,11.434,7.474,0.792,0.000,0.140,4,13.436,0.946,0.936,""
2.180,214.451,882.097,116.716,-85.118,30.399,27.312,11.486,7.137,0.796,0.000,0.132,4,12.387,0.734,0.935,""
2.200,215.060,882.644,116.946,-84.981,30.391,27.372,11.516,6.807,0.800,0.000,0.124,4,11.317,0.812,0.935,""
2.220,215.669,883.194,117.176,-84.851,30.382,27.463,11.453,6.493,0.805,0.000,0.116,4,7.250,3.918,0.936,""
2.240,216.229,883.747,117.403,-84.726,30.372,27.564,11.349,6.191,0.809,0.000,0.107,2,4.186,1.156,0.938,""
2.260,216.835,884.302,117.628,-84.607,30.364,27.675,11.206,5.900,0.814,0.000,0.099,2,2.336,1.131,0.940,""
2.280,217.442,884.860,117.850,-84.494,30.360,27.794,11.033,5.621,0.818,0.000,0.090,2,0.725,1.492,0.942,""
2.300,217.728,885.420,118.067,-84.386,30.358,27.913,10.849,5.354,0.820,0.000,0.085,2,0.051,1.076,0.944,""
2.320,218.260,885.983,118.281,-84.283,30.359,28.042,10.633,5.098,0.821,0.000,0.077,2,0.000,5.675,0.947,""
2.340,218.795,886.547,118.491,-84.180,30.265,28.031,10.433,5.096,0.820,0.000,0.069,0,0.000,0.907,0.950,""
2.360,219.127,887.110,118.696,-84.077,30.171,28.019,10.232,5.094,0.867,0.000,0.063,0,0.000,0.860,0.953,""
2.380,219.379,887.673,118.898,-83.974,30.075,28.008,10.032,5.092,0.915,0.000,0.059,0,0.000,0.813,0.955,""
2.400,219.834,888.236,119.095,-83.871,29.979,27.997,9.832,5.090,0.962,0.000,0.052,0,0.000,0.766,0.958,""
2.420,220.291,888.799,119.289,-83.769,29.883,27.986,9.632,5.088,1.000,0.000,0.045,0,0.000,0.718,0.961,""
2.440,220.749,889.361,119.479,-83.666,29.786,27.975,9.432,5.086,1.000,0.000,0.038,0,0.000,0.670,0.963,""
2.460,220.879,889.924,119.664,-83.563,29.689,27.963,9.232,5.084,1.000,0.000,0.034,0,0.000,0.623,0.966,""
2.480,221.185,890.486,119.846,-83.460,29.590,27.952,9.032,5.082,1.000,0.000,0.028,0,0.000,0.575,0.969,""
2.500,221.599,891.048,120.023,-83.358,29.492,27.941,8.833,5.080,1.000,0.000,0.021,0,0.000,0.528,0.971,""
2.520,222.014,891.610,120.197,-83.255,29.393,27.930,8.633,5.078,1.000,0.000,0.015,0,0.000,0.481,0.974,""
2.540,222.432,892.172,120.366,-83.152,29.293,27.919,8.433,5.076,1.000,0.000,0.008,0,0.000,0.434,0.976,""
2.560,222.778,892.734,120.532,-83.050,29.193,27.908,8.234,5.074,1.000,0.000,0.002,0,0.000,0.388,0.978,""
2.580,223.145,893.295,120.693,-82.947,29.093,27.896,8.034,5.072,1.000,0.000,-0.004,0,0.000,0.342,0.981,""
2.600,223.559,893.857,120.851,-82.845,28.992,27.885,7.835,5.070,1.000,0.000,-0.010,0,0.000,0.297,0.983,""
2.620,223.974,894.418,121.004,-82.742,28.891,27.874,7.636,5.068,1.000,0.000,-0.017,0,0.000,0.252,0.985,""
2.640,224.391,894.979,121.153,-82.640,28.790,27.863,7.437,5.066,1.000,0.000,-0.023,0,0.000,0.210,0.986,""
2.660,225.429,895.539,121.299,-82.538,28.688,27.852,7.238,5.064,1.000,0.000,-0.034,0,0.000,0.169,0.988,""
2.680,231.190,896.100,121.440,-82.435,28.587,27.841,7.039,5.062,1.000,0.000,-0.050,0,0.000,0.131,0.990,""
2.700,231.775,896.660,121.577,-82.333,28.486,27.829,6.840,5.060,1.000,0.000,-0.055,0,0.000,0.098,0.991,""
2.720,232.364,897.220,121.711,-82.231,28.384,27.818,6.641,5.058,1.000,0.000,-0.060,0,0.000,0.078,0.993,""
2.740,232.948,897.780,121.840,-82.129,28.283,27.807,6.442,5.056,1.000,0.000,-0.064,0,0.000,0.078,0.994,""
2.760,233.531,898.340,121.965,-82.027,28.182,27.796,6.243,5.054,1.000,0.000,-0.069,0,0.000,0.097,0.995,""
2.780,234.115,898.899,122.087,-81.925,28.082,27.785,6.045,5.052,1.000,0.000,-0.073,0,0.000,0.126,0.996,""
2.800,234.696,899.458,122.204,-81.823,27.982,27.774,5.846,5.050,1.000,0.000,-0.077,0,0.000,0.159,0.997,""
2.820,235.276,900.017,122.317,-81.721,27.883,27.763,5.648,5.048,1.000,0.000,-0.082,0,0.000,0.193,0.998,""
2.840,235.854,900.575,122.426,-81.619,27.784,27.752,5.449,5.046,1.000,0.000,-0.086,0,0.000,0.228,0.998,""
2.860,236.435,901.134,122.531,-81.517,27.686,27.741,5.251,5.044,1.000,0.000,-0.089,0,0.000,0.261,0.999,""
2.880,237.011,901.692,122.633,-81.416,27.589,27.729,5.053,5.042,1.000,0.000,-0.093,0,0.000,0.295,0.999,""
2.900,237.587,902.249,122.730,-81.314,27.494,27.718,4.855,5.040,1.000,0.000,-0.097,0,0.000,0.327,1.000,""
2.920,238.240,902.807,122.823,-81.213,27.399,27.707,4.657,5.038,1.000,0.000,-0.100,0,0.000,0.358,1.000,""
2.940,238.813,903.364,122.912,-81.111,27.306,27.696,4.459,5.036,1.000,0.000,-0.104,0,0.000,0.388,1.000,""
2.960,239.386,903.921,122.997,-81.010,27.214,27.685,4.261,5.034,1.000,0.000,-0.107,0,0.000,0.417,1.000,""
2.980,239.957,904.478,123.079,-80.908,27.123,27.674,4.063,5.032,1.000,0.000,-0.111,0,0.000,0.445,1.000,""
3.000,240.648,905.034,123.156,-80.807,27.034,27.663,3.865,5.030,1.000,0.000,-0.114,0,0.000,0.472,1.000,""
3.020,241.217,905.590,123.229,-80.706,26.947,27.652,3.667,5.028,1.000,0.000,-0.117,0,0.000,0.497,0.999,""
3.040,241.784,906.146,123.298,-80.605,26.861,27.641,3.470,5.026,1.000,0.000,-0.120,0,0.000,0.521,0.999,""
3.060,242.459,906.701,123.364,-80.504,26.777,27.630,3.272,5.024,1.000,0.000,-0.123,0,0.000,0.543,0.999,""
3.080,243.023,907.256,123.425,-80.403,26.695,27.619,3.075,5.022,1.000,0.000,-0.126,0,0.000,0.565,0.998,""
3.100,243.586,907.811,123.482,-80.302,26.614,27.608,2.878,5.019,1.000,0.000,-0.129,0,0.000,0.585,0.998,""
3.120,244.243,908.366,123.536,-80.201,26.536,27.597,2.680,5.017,1.000,0.000,-0.131,0,0.000,0.603,0.997,""
3.140,244.802,908.920,123.585,-80.100,26.460,27.586,2.483,5.015,1.000,0.000,-0.134,0,0.000,0.620,0.997,""
3.160,245.361,909.474,123.631,-79.999,26.385,27.575,2.286,5.013,1.000,0.000,-0.137,0,0.000,0.636,0.996,""
3.180,245.918,910.027,123.672,-79.899,26.313,27.564,2.089,5.011,1.000,0.000,-0.140,0,0.000,0.651,0.996,""
3.200,246.554,910.580,123.710,-79.798,26.242,27.553,1.892,5.009,1.000,0.000,-0.142,0,0.000,0.664,0.995,""
3.220,247.108,911.133,123.744,-79.698,26.174,27.541,1.695,5.007,1.000,0.000,-0.145,0,0.000,0.676,0.995,""
3.240,247.660,911.686,123.774,-79.597,26.108,27.530,1.498,5.005,1.000,0.000,-0.148,0,0.000,0.686,0.994,""
3.260,248.212,912.238,123.799,-79.497,26.043,27.519,1.302,5.003,1.000,0.000,-0.150,0,0.000,0.695,0.993,""
3.280,248.826,912.790,123.821,-79.397,25.981,27.508,1.105,5.001,1.000,0.000,-0.153,0,0.000,0.703,0.993,""
3.300,249.374,913.342,123.839,-79.296,25.920,27.497,0.908,4.999,1.000,0.000,-0.155,0,0.000,0.709,0.992,""
3.320,249.920,913.893,123.853,-79.196,25.861,27.486,0.712,4.997,1.000,0.000,-0.158,0,0.000,0.715,0.992,""
3.340,250.465,914.444,123.863,-79.096,25.804,27.475,0.515,4.995,1.000,0.000,-0.160,0,0.000,0.719,0.991,""
3.360,251.059,914.994,123.870,-78.996,25.749,27.464,0.319,4.993,1.000,0.000,-0.163,0,0.000,0.722,0.990,""
3.380,251.601,915.545,123.872,-78.896,25.695,27.453,0.123,4.991,1.000,0.000,-0.165,0,0.000,0.723,0.990,""
3.400,252.141,916.095,123.870,-78.796,25.643,27.442,-0.073,4.989,1.000,0.000,-0.167,0,0.000,0.724,0.989,""
3.420,252.716,916.644,123.865,-78.696,25.593,27.432,-0.269,4.987,1.000,0.000,-0.170,0,0.000,0.723,0.989,""
3.440,253.253,917.194,123.855,-78.596,25.544,27.421,-0.465,4.985,1.000,0.000,-0.172,0,0.000,0.721,0.989,""
3.460,253.788,917.743,123.842,-78.497,25.496,27.410,-0.661,4.983,1.000,0.000,-0.174,0,0.000,0.718,0.988,""
3.480,254.322,918.291,123.825,-78.397,25.449,27.399,-0.857,4.981,1.000,0.000,-0.177,0,0.000,0.714,0.988,""
3.500,254.855,918.840,123.803,-78.297,25.403,27.388,-1.053,4.979,1.000,0.000,-0.179,0,0.000,0.709,0.988,""
3.520,255.409,919.388,123.778,-78.198,25.359,27.377,-1.249,4.977,1.000,0.000,-0.181,0,0.000,0.703,0.987,""
3.540,255.938,919.936,123.749,-78.098,25.315,27.366,-1.444,4.976,1.000,0.000,-0.183,0,0.000,0.696,0.987,""
3.560,256.466,920.483,123.717,-77.999,25.271,27.355,-1.640,4.974,1.000,0.000,-0.185,0,0.000,0.688,0.987,""
3.580,256.993,921.030,123.680,-77.900,25.228,27.344,-1.835,4.972,1.000,0.000,-0.187,0,0.000,0.679,0.987,""
3.600,257.530,921.577,123.639,-77.800,25.186,27.333,-2.031,4.970,1.000,0.000,-0.190,0,0.000,0.670,0.987,""
3.620,258.053,922.123,123.595,-77.701,25.143,27.322,-2.226,4.968,1.000,0.000,-0.192,0,0.000,0.659,0.987,""
