t,station,x,y,z,speed,vx,vy,vz,throttle,brake,steering,grounded,suspension,alignment,up,contacts
0.020,148.142,828.713,100.829,-119.112,23.370,20.264,1.010,11.627,0.000,0.000,-0.177,2,14.618,4.635,0.997,"Ground_Mountain_0_1:(-0.180, 0.977, -0.118);Ground_Mountain_0_1:(-0.180, 0.977, -0.118);Ground_Mountain_0_1:(-0.180, 0.977, -0.118);Ground_Mountain_0_1:(-0.180, 0.977, -0.118);Ground_Mountain_0_1:(-0.180, 0.977, -0.118);Ground_Mountain_0_1:(-0.180, 0.977, -0.118);"
0.040,148.650,829.105,100.853,-118.891,23.278,20.237,1.103,11.578,0.315,0.000,-0.182,2,5.263,7.142,0.993,"Ground_Mountain_0_1:(-0.176, 0.977, -0.119);Ground_Mountain_0_1:(-0.176, 0.977, -0.119);Ground_Mountain_0_1:(-0.176, 0.977, -0.119);Ground_Mountain_0_1:(-0.176, 0.977, -0.119);Ground_Mountain_0_1:(-0.176, 0.977, -0.119);"
0.060,149.095,829.499,100.884,-118.667,23.215,20.183,1.598,11.524,0.361,0.000,-0.189,4,28.605,7.928,0.988,"Ground_Mountain_0_1:(-0.173, 0.978, -0.118);Ground_Mountain_0_1:(-0.173, 0.978, -0.118);Ground_Mountain_0_1:(-0.173, 0.978, -0.118);"
0.080,149.545,829.894,100.927,-118.441,23.164,20.102,2.201,11.458,0.392,0.000,-0.196,4,34.199,6.227,0.984,"Ground_Mountain_0_1:(-0.175, 0.977, -0.120);Ground_Mountain_0_1:(-0.175, 0.977, -0.120);Ground_Mountain_0_1:(-0.175, 0.977, -0.120);Ground_Mountain_0_1:(-0.175, 0.977, -0.120);Ground_Mountain_0_1:(-0.175, 0.977, -0.120);"
0.100,150.070,830.289,100.981,-118.216,23.146,20.016,2.771,11.423,0.418,0.000,-0.201,4,36.458,5.246,0.981,"Ground_Mountain_0_1:(-0.167, 0.978, -0.122);Ground_Mountain_0_1:(-0.167, 0.978, -0.122);Ground_Mountain_0_1:(-0.167, 0.978, -0.122);Ground_Mountain_0_1:(-0.167, 0.978, -0.122);Ground_Mountain_0_1:(-0.167, 0.978, -0.122);Ground_Mountain_0_1:(-0.167, 0.978, -0.122);"
0.120,150.525,830.682,101.048,-117.991,23.135,19.908,3.375,11.388,0.427,0.000,-0.206,4,38.260,4.034,0.978,"Ground_Mountain_0_1:(-0.169, 0.978, -0.122);Ground_Mountain_0_1:(-0.169, 0.978, -0.122);Ground_Mountain_0_1:(-0.169, 0.978, -0.122);Ground_Mountain_0_1:(-0.169, 0.978, -0.122);Ground_Mountain_0_1:(-0.169, 0.978, -0.122);Ground_Mountain_0_1:(-0.169, 0.978, -0.122);"
0.140,150.981,831.072,101.140,-117.766,23.014,19.570,4.564,11.227,0.433,0.000,-0.209,4,38.810,3.140,0.977,"Ground_Mountain_0_1:(-0.171, 0.977, -0.125);Ground_Mountain_0_1:(-0.171, 0.977, -0.125);Ground_Mountain_0_1:(-0.171, 0.977, -0.125);Ground_Mountain_0_1:(-0.171, 0.977, -0.125);Ground_Mountain_0_1:(-0.171, 0.977, -0.125);Ground_Mountain_0_1:(-0.171, 0.977, -0.125);"
0.160,151.438,831.460,101.239,-117.541,23.034,19.480,5.002,11.236,0.493,0.000,-0.215,4,31.479,1.752,0.977,"Ground_Mountain_0_1:(-0.172, 0.977, -0.123);Ground_Mountain_0_1:(-0.172, 0.977, -0.123);Ground_Mountain_0_1:(-0.172, 0.977, -0.123);Ground_Mountain_0_1:(-0.172, 0.977, -0.123);Ground_Mountain_0_1:(-0.172, 0.977, -0.123);Ground_Mountain_0_1:(-0.172, 0.977, -0.123);"
0.180,151.957,831.847,101.347,-117.315,23.053,19.396,5.371,11.261,0.483,0.000,-0.217,4,28.178,1.217,0.976,"Ground_Mountain_0_1:(-0.176, 0.977, -0.119);Ground_Mountain_0_1:(-0.176, 0.977, -0.119);Ground_Mountain_0_1:(-0.176, 0.977, -0.119);Ground_Mountain_0_1:(-0.176, 0.977, -0.119);Ground_Mountain_0_1:(-0.176, 0.977, -0.119);Ground_Mountain_0_1:(-0.176, 0.977, -0.119);"
0.200,152.415,832.233,101.460,-117.089,23.070,19.316,5.672,11.303,0.473,0.000,-0.219,4,24.757,0.941,0.976,"Ground_Mountain_0_1:(-0.175, 0.977, -0.119);Ground_Mountain_0_1:(-0.175, 0.977, -0.119);Ground_Mountain_0_1:(-0.175, 0.977, -0.119);Ground_Mountain_0_1:(-0.175, 0.977, -0.119);Ground_Mountain_0_1:(-0.175, 0.977, -0.119);Ground_Mountain_0_1:(-0.175, 0.977, -0.119);"
