t,station,x,y,z,speed,vx,vy,vz,throttle,brake,steering,grounded,suspension,alignment,up,contacts
0.020,148.138,832.635,100.786,-125.851,23.478,20.328,0.834,11.721,0.000,0.000,-0.152,2,12.530,3.969,0.999,"Ground_Mountain_0_1:(-0.145, 0.985, -0.091);Ground_Mountain_0_1:(-0.145, 0.985, -0.091);Ground_Mountain_0_1:(-0.145, 0.985, -0.091);Ground_Mountain_0_1:(-0.145, 0.985, -0.091);"
0.040,148.344,833.030,100.806,-125.626,23.414,20.306,0.905,11.667,0.261,0.000,-0.158,2,4.495,5.090,0.997,"Ground_Mountain_0_1:(-0.153, 0.982, -0.112);Ground_Mountain_0_1:(-0.153, 0.982, -0.112);Ground_Mountain_0_1:(-0.153, 0.982, -0.112);Ground_Mountain_0_1:(-0.153, 0.982, -0.112);Ground_Mountain_0_1:(-0.153, 0.982, -0.112);Ground_Mountain_0_1:(-0.153, 0.982, -0.112);"
0.060,148.792,833.428,100.831,-125.399,23.373,20.274,1.277,11.633,0.293,0.000,-0.163,4,23.221,6.265,0.994,"Ground_Mountain_0_1:(-0.151, 0.983, -0.106);Ground_Mountain_0_1:(-0.151, 0.983, -0.106);Ground_Mountain_0_1:(-0.151, 0.983, -0.106);"
0.080,149.245,833.826,100.866,-125.172,23.339,20.220,1.758,11.600,0.314,0.000,-0.167,4,29.169,5.113,0.991,"Ground_Mountain_0_1:(-0.152, 0.983, -0.106);Ground_Mountain_0_1:(-0.152, 0.983, -0.106);Ground_Mountain_0_1:(-0.152, 0.983, -0.106);"
0.100,149.700,834.225,100.911,-124.946,23.318,20.152,2.279,11.574,0.331,0.000,-0.171,4,32.602,4.306,0.989,"Ground_Mountain_0_1:(-0.148, 0.983, -0.109);Ground_Mountain_0_1:(-0.148, 0.983, -0.109);Ground_Mountain_0_1:(-0.148, 0.983, -0.109);Ground_Mountain_0_1:(-0.148, 0.983, -0.109);Ground_Mountain_0_1:(-0.148, 0.983, -0.109);Ground_Mountain_0_1:(-0.148, 0.983, -0.109);"
0.120,149.996,834.622,100.968,-124.719,23.284,20.050,2.899,11.518,0.341,0.000,-0.176,4,34.035,3.571,0.986,"Ground_Mountain_0_1:(-0.152, 0.981, -0.118);Ground_Mountain_0_1:(-0.152, 0.981, -0.118);Ground_Mountain_0_1:(-0.152, 0.981, -0.118);Ground_Mountain_0_1:(-0.152, 0.981, -0.118);Ground_Mountain_0_1:(-0.152, 0.981, -0.118);Ground_Mountain_0_1:(-0.152, 0.981, -0.118);"
0.140,150.393,835.017,101.037,-124.491,23.262,19.945,3.469,11.484,0.358,0.000,-0.179,4,33.262,3.228,0.984,"Ground_Mountain_0_1:(-0.159, 0.979, -0.126);Ground_Mountain_0_1:(-0.159, 0.979, -0.126);Ground_Mountain_0_1:(-0.159, 0.979, -0.126);Ground_Mountain_0_1:(-0.159, 0.979, -0.126);"
0.160,150.852,835.412,101.115,-124.262,23.267,19.853,3.922,11.498,0.369,0.000,-0.181,4,31.890,2.527,0.983,"Ground_Mountain_0_1:(-0.159, 0.979, -0.126);Ground_Mountain_0_1:(-0.159, 0.979, -0.126);Ground_Mountain_0_1:(-0.159, 0.979, -0.126);Ground_Mountain_0_1:(-0.159, 0.979, -0.126);"
0.180,151.313,835.806,101.203,-124.032,23.262,19.740,4.382,11.516,0.367,0.000,-0.182,4,30.103,1.546,0.983,"Ground_Mountain_0_1:(-0.156, 0.982, -0.109);Ground_Mountain_0_1:(-0.156, 0.982, -0.109);Ground_Mountain_0_1:(-0.156, 0.982, -0.109);Ground_Mountain_0_1:(-0.156, 0.982, -0.109);Ground_Mountain_0_1:(-0.156, 0.982, -0.109);Ground_Mountain_0_1:(-0.156, 0.982, -0.109);"
0.200,151.700,836.198,101.297,-123.800,23.268,19.648,4.722,11.563,0.369,0.000,-0.184,4,26.821,0.865,0.983,"Ground_Mountain_0_1:(-0.142, 0.985, -0.101);Ground_Mountain_0_1:(-0.142, 0.985, -0.101);Ground_Mountain_0_1:(-0.142, 0.985, -0.101);Ground_Mountain_0_1:(-0.142, 0.985, -0.101);Ground_Mountain_0_1:(-0.142, 0.985, -0.101);Ground_Mountain_0_1:(-0.142, 0.985, -0.101);"
0.220,152.031,836.588,101.397,-123.567,23.273,19.556,5.003,11.625,0.366,0.000,-0.185,4,23.817,0.719,0.982,""
0.240,152.494,836.977,101.502,-123.333,23.276,19.467,5.223,11.704,0.363,0.000,-0.185,4,20.707,0.687,0.982,""
0.260,152.958,837.365,101.609,-123.097,23.278,19.379,5.382,11.797,0.362,0.000,-0.184,4,17.633,0.653,0.982,""
0.280,153.405,837.750,101.719,-122.859,23.278,19.293,5.488,11.905,0.361,0.000,-0.182,4,14.837,0.482,0.982,""
0.300,153.694,838.135,101.830,-122.618,23.278,19.206,5.551,12.025,0.361,0.000,-0.182,4,12.665,0.322,0.982,""
0.320,154.157,838.517,101.942,-122.375,23.276,19.119,5.576,12.156,0.361,0.000,-0.179,4,10.754,0.250,0.982,""
0.340,154.621,838.898,102.053,-122.130,23.274,19.032,5.564,12.299,0.362,0.000,-0.176,4,8.866,0.135,0.982,""
0.360,155.086,839.278,102.163,-121.881,23.272,18.944,5.515,12.451,0.363,0.000,-0.173,4,7.014,0.087,0.982,""
