t,station,x,y,z,speed,vx,vy,vz,throttle,brake,steering,grounded,suspension,alignment,up,contacts
0.020,148.138,832.503,100.779,-125.927,15.692,13.590,0.463,7.834,0.000,0.000,-0.142,2,12.530,3.969,0.999,"Ground_Mountain_0_1:(-0.145, 0.985, -0.091);Ground_Mountain_0_1:(-0.145, 0.985, -0.091);Ground_Mountain_0_1:(-0.145, 0.985, -0.091);Ground_Mountain_0_1:(-0.145, 0.985, -0.091);"
0.040,148.288,832.766,100.790,-125.777,15.670,13.585,0.480,7.813,0.154,0.000,-0.147,2,6.446,2.798,0.998,"Ground_Mountain_0_1:(-0.156, 0.982, -0.104);Ground_Mountain_0_1:(-0.156, 0.982, -0.104);Ground_Mountain_0_1:(-0.156, 0.982, -0.104);Ground_Mountain_0_1:(-0.156, 0.982, -0.104);Ground_Mountain_0_1:(-0.156, 0.982, -0.104);Ground_Mountain_0_1:(-0.156, 0.982, -0.104);"
0.060,148.492,833.031,100.803,-125.624,15.668,13.584,0.624,7.818,0.165,0.000,-0.151,4,16.578,3.681,0.996,"Ground_Mountain_0_1:(-0.147, 0.984, -0.100);Ground_Mountain_0_1:(-0.147, 0.984, -0.100);Ground_Mountain_0_1:(-0.147, 0.984, -0.100);Ground_Mountain_0_1:(-0.147, 0.984, -0.100);"
0.080,148.793,833.296,100.820,-125.471,15.652,13.559,0.890,7.805,0.166,0.000,-0.154,4,20.948,3.299,0.994,"Ground_Mountain_0_1:(-0.151, 0.983, -0.106);Ground_Mountain_0_1:(-0.151, 0.983, -0.106);Ground_Mountain_0_1:(-0.151, 0.983, -0.106);"
0.100,149.096,833.562,100.844,-125.318,15.642,13.526,1.192,7.799,0.174,0.000,-0.157,4,23.698,2.933,0.993,"Ground_Mountain_0_1:(-0.151, 0.982, -0.109);Ground_Mountain_0_1:(-0.151, 0.982, -0.109);"
0.120,149.401,833.828,100.874,-125.165,15.637,13.483,1.512,7.799,0.179,0.000,-0.159,4,25.395,2.425,0.991,"Ground_Mountain_0_1:(-0.151, 0.982, -0.109);Ground_Mountain_0_1:(-0.151, 0.982, -0.109);"
0.140,149.707,834.093,100.911,-125.011,15.634,13.431,1.842,7.801,0.181,0.000,-0.161,4,26.150,2.000,0.990,"Ground_Mountain_0_1:(-0.152, 0.982, -0.114);Ground_Mountain_0_1:(-0.152, 0.982, -0.114);Ground_Mountain_0_1:(-0.152, 0.982, -0.114);Ground_Mountain_0_1:(-0.152, 0.982, -0.114);"
0.160,149.996,834.359,100.954,-124.857,15.632,13.374,2.167,7.806,0.183,0.000,-0.162,4,26.046,1.575,0.988,"Ground_Mountain_0_1:(-0.155, 0.981, -0.119);Ground_Mountain_0_1:(-0.155, 0.981, -0.119);Ground_Mountain_0_1:(-0.155, 0.981, -0.119);"
0.180,150.101,834.623,101.003,-124.702,15.630,13.311,2.476,7.815,0.184,0.000,-0.164,4,25.232,1.334,0.988,"Ground_Mountain_0_1:(-0.157, 0.980, -0.119);Ground_Mountain_0_1:(-0.157, 0.980, -0.119);"
0.200,150.410,834.887,101.058,-124.546,15.627,13.247,2.757,7.830,0.185,0.000,-0.164,4,23.906,1.000,0.987,"Ground_Mountain_0_1:(-0.157, 0.980, -0.119);Ground_Mountain_0_1:(-0.157, 0.980, -0.119);"
0.220,150.720,835.149,101.118,-124.390,15.624,13.181,3.008,7.852,0.186,0.000,-0.164,4,22.358,0.603,0.986,"Ground_Mountain_0_1:(-0.161, 0.980, -0.119);"
0.240,151.031,835.411,101.182,-124.233,15.621,13.116,3.226,7.880,0.188,0.000,-0.164,4,20.694,0.474,0.986,"Ground_Mountain_0_1:(-0.147, 0.984, -0.105);Ground_Mountain_0_1:(-0.147, 0.984, -0.105);"
0.260,151.342,835.671,101.250,-124.076,15.617,13.052,3.410,7.916,0.190,0.000,-0.163,4,18.966,0.370,0.985,""
0.280,151.653,835.930,101.321,-123.917,15.613,12.989,3.558,7.958,0.191,0.000,-0.162,4,17.230,0.564,0.985,""
0.300,151.757,836.188,101.394,-123.758,15.608,12.928,3.672,8.007,0.194,0.000,-0.163,4,15.433,0.416,0.984,""
0.320,152.068,836.445,101.469,-123.597,15.603,12.869,3.752,8.062,0.196,0.000,-0.161,4,13.737,0.462,0.984,""
0.340,152.379,836.701,101.545,-123.435,15.598,12.813,3.800,8.123,0.198,0.000,-0.159,4,12.119,0.480,0.983,""
0.360,152.690,836.956,101.622,-123.272,15.592,12.759,3.820,8.188,0.201,0.000,-0.157,4,10.638,0.527,0.983,""
0.380,153.001,837.210,101.698,-123.107,15.587,12.707,3.811,8.259,0.204,0.000,-0.156,4,9.249,0.430,0.983,""
0.400,153.313,837.463,101.773,-122.941,15.581,12.657,3.781,8.335,0.207,0.000,-0.153,4,8.098,0.280,0.983,""
0.420,153.435,837.715,101.848,-122.773,15.575,12.607,3.737,8.413,0.210,0.000,-0.153,4,7.389,0.044,0.983,""
0.440,153.746,837.966,101.922,-122.603,15.569,12.558,3.683,8.494,0.213,0.000,-0.151,4,6.843,0.061,0.983,""
0.460,154.056,838.217,101.994,-122.432,15.564,12.509,3.620,8.577,0.215,0.000,-0.148,4,6.451,0.116,0.983,""
0.480,154.367,838.466,102.065,-122.259,15.559,12.461,3.552,8.662,0.218,0.000,-0.146,4,6.144,0.119,0.983,""
0.500,154.678,838.715,102.135,-122.085,15.554,12.412,3.476,8.748,0.221,0.000,-0.143,4,5.778,0.096,0.983,""
0.520,154.990,838.962,102.202,-121.908,15.550,12.364,3.393,8.835,0.223,0.000,-0.140,4,5.434,0.082,0.983,""
0.540,155.132,839.209,102.269,-121.730,15.546,12.317,3.306,8.924,0.225,0.000,-0.139,4,5.225,0.089,0.983,""
0.560,155.443,839.455,102.333,-121.550,15.543,12.269,3.219,9.012,0.227,0.000,-0.136,4,5.189,0.082,0.983,""
0.580,155.753,839.699,102.396,-121.368,15.540,12.220,3.135,9.099,0.229,0.000,-0.133,4,5.361,0.319,0.983,""
0.600,156.064,839.943,102.457,-121.184,15.538,12.170,3.062,9.185,0.230,0.000,-0.130,4,5.864,0.303,0.983,""
0.620,156.375,840.185,102.517,-120.999,15.536,12.118,3.000,9.269,0.231,0.000,-0.127,4,6.423,0.234,0.983,""
0.640,156.685,840.427,102.576,-120.813,15.535,12.065,2.949,9.351,0.232,0.000,-0.123,4,7.013,0.175,0.983,""
0.660,156.849,840.667,102.634,-120.625,15.533,12.010,2.909,9.431,0.233,0.000,-0.122,4,7.559,0.079,0.983,""
0.680,157.159,840.906,102.691,-120.435,15.532,11.954,2.877,9.509,0.233,0.000,-0.118,4,7.941,0.169,0.982,""
0.700,157.469,841.144,102.748,-120.244,15.530,11.897,2.853,9.584,0.234,0.000,-0.115,4,8.373,0.260,0.982,""
0.720,157.779,841.380,102.805,-120.051,15.529,11.839,2.835,9.658,0.235,0.000,-0.112,4,8.724,0.330,0.982,""
0.740,158.090,841.616,102.862,-119.857,15.527,11.781,2.823,9.729,0.236,0.000,-0.108,4,9.026,0.341,0.982,""
0.760,158.400,841.851,102.918,-119.661,15.526,11.723,2.816,9.799,0.236,0.000,-0.104,4,9.263,0.353,0.982,""
0.780,158.588,842.084,102.974,-119.464,15.525,11.664,2.818,9.866,0.237,0.000,-0.102,4,9.682,0.099,0.982,""
0.800,158.898,842.316,103.031,-119.266,15.524,11.605,2.829,9.930,0.238,0.000,-0.098,4,10.123,0.114,0.982,""
0.820,159.208,842.547,103.088,-119.067,15.523,11.545,2.845,9.992,0.238,0.000,-0.095,4,10.436,0.071,0.981,""
0.840,159.518,842.777,103.145,-118.866,15.522,11.486,2.865,10.053,0.239,0.000,-0.091,4,10.570,0.048,0.981,""
0.860,159.829,843.006,103.203,-118.664,15.521,11.428,2.885,10.111,0.239,0.000,-0.087,4,10.635,0.063,0.981,""
