t,station,x,y,z,speed,vx,vy,vz,throttle,brake,steering,grounded,suspension,alignment,up,contacts
0.020,148.140,829.742,100.781,-120.828,23.398,20.300,0.961,11.597,0.000,0.000,-0.143,2,12.807,2.446,0.999,"Ground_Mountain_0_1:(-0.172, 0.979, -0.114);Ground_Mountain_0_1:(-0.172, 0.979, -0.114);"
0.040,148.589,830.135,100.802,-120.605,23.335,20.262,1.075,11.545,0.301,0.000,-0.148,2,4.379,5.382,0.997,"Ground_Mountain_0_1:(-0.172, 0.979, -0.112);Ground_Mountain_0_1:(-0.172, 0.979, -0.112);Ground_Mountain_0_1:(-0.172, 0.979, -0.112);"
0.060,149.036,830.530,100.830,-120.381,23.307,20.234,1.438,11.536,0.332,0.000,-0.153,4,23.411,6.539,0.994,"Ground_Mountain_0_1:(-0.168, 0.979, -0.115);Ground_Mountain_0_1:(-0.168, 0.979, -0.115);Ground_Mountain_0_1:(-0.168, 0.979, -0.115);Ground_Mountain_0_1:(-0.168, 0.979, -0.115);Ground_Mountain_0_1:(-0.168, 0.979, -0.115);"
0.080,149.485,830.924,100.868,-120.157,23.275,20.177,1.955,11.516,0.346,0.000,-0.157,4,31.516,5.869,0.990,"Ground_Mountain_0_1:(-0.166, 0.979, -0.116);Ground_Mountain_0_1:(-0.166, 0.979, -0.116);Ground_Mountain_0_1:(-0.166, 0.979, -0.116);Ground_Mountain_0_1:(-0.166, 0.979, -0.116);"
0.100,149.936,831.320,100.917,-119.932,23.265,20.107,2.491,11.516,0.362,0.000,-0.160,4,35.924,5.175,0.986,"Ground_Mountain_0_1:(-0.163, 0.980, -0.116);Ground_Mountain_0_1:(-0.163, 0.980, -0.116);Ground_Mountain_0_1:(-0.163, 0.980, -0.116);Ground_Mountain_0_1:(-0.163, 0.980, -0.116);"
0.120,150.387,831.715,100.977,-119.705,23.259,20.014,3.062,11.515,0.368,0.000,-0.163,4,38.151,4.122,0.983,"Ground_Mountain_0_1:(-0.164, 0.979, -0.121);Ground_Mountain_0_1:(-0.164, 0.979, -0.121);Ground_Mountain_0_1:(-0.164, 0.979, -0.121);Ground_Mountain_0_1:(-0.164, 0.979, -0.121);Ground_Mountain_0_1:(-0.164, 0.979, -0.121);"
0.140,150.844,832.109,101.049,-119.478,23.258,19.900,3.648,11.518,0.370,0.000,-0.164,4,39.186,3.308,0.981,"Ground_Mountain_0_1:(-0.164, 0.979, -0.122);Ground_Mountain_0_1:(-0.164, 0.979, -0.122);Ground_Mountain_0_1:(-0.164, 0.979, -0.122);Ground_Mountain_0_1:(-0.164, 0.979, -0.122);Ground_Mountain_0_1:(-0.164, 0.979, -0.122);Ground_Mountain_0_1:(-0.164, 0.979, -0.122);"
0.160,151.303,832.502,101.134,-119.248,23.249,19.752,4.283,11.517,0.371,0.000,-0.165,4,39.358,2.586,0.979,"Ground_Mountain_0_1:(-0.162, 0.980, -0.118);Ground_Mountain_0_1:(-0.162, 0.980, -0.118);Ground_Mountain_0_1:(-0.162, 0.980, -0.118);Ground_Mountain_0_1:(-0.162, 0.980, -0.118);Ground_Mountain_0_1:(-0.162, 0.980, -0.118);Ground_Mountain_0_1:(-0.162, 0.980, -0.118);"
0.180,151.756,832.892,101.232,-119.018,23.240,19.593,4.881,11.529,0.375,0.000,-0.165,4,37.014,1.786,0.978,"Ground_Mountain_0_1:(-0.167, 0.979, -0.114);Ground_Mountain_0_1:(-0.167, 0.979, -0.114);Ground_Mountain_0_1:(-0.167, 0.979, -0.114);Ground_Mountain_0_1:(-0.167, 0.979, -0.114);Ground_Mountain_0_1:(-0.167, 0.979, -0.114);Ground_Mountain_0_1:(-0.167, 0.979, -0.114);"
0.200,152.217,833.280,101.338,-118.786,23.244,19.458,5.335,11.578,0.380,0.000,-0.165,4,32.632,1.116,0.978,"Ground_Mountain_0_1:(-0.169, 0.979, -0.116);Ground_Mountain_0_1:(-0.169, 0.979, -0.116);Ground_Mountain_0_1:(-0.169, 0.979, -0.116);Ground_Mountain_0_1:(-0.169, 0.979, -0.116);Ground_Mountain_0_1:(-0.169, 0.979, -0.116);Ground_Mountain_0_1:(-0.169, 0.979, -0.116);"
0.220,152.679,833.665,101.452,-118.552,23.245,19.327,5.709,11.647,0.378,0.000,-0.164,4,28.616,0.797,0.977,"Ground_Mountain_0_1:(-0.166, 0.979, -0.115);Ground_Mountain_0_1:(-0.166, 0.979, -0.115);Ground_Mountain_0_1:(-0.166, 0.979, -0.115);Ground_Mountain_0_1:(-0.166, 0.979, -0.115);Ground_Mountain_0_1:(-0.166, 0.979, -0.115);Ground_Mountain_0_1:(-0.166, 0.979, -0.115);"
0.240,153.141,834.049,101.572,-118.317,23.245,19.201,6.003,11.736,0.377,0.000,-0.162,4,24.464,0.644,0.977,""
0.260,153.592,834.431,101.697,-118.080,23.243,19.081,6.217,11.844,0.378,0.000,-0.160,4,20.414,0.461,0.977,""
0.280,154.054,834.810,101.824,-117.841,23.240,18.967,6.358,11.970,0.379,0.000,-0.158,4,16.669,0.340,0.978,""
0.300,154.517,835.187,101.953,-117.598,23.236,18.858,6.433,12.110,0.380,0.000,-0.155,4,13.266,0.265,0.978,""
0.320,154.980,835.563,102.082,-117.353,23.232,18.754,6.449,12.264,0.382,0.000,-0.151,4,10.277,0.205,0.978,""
0.340,155.427,835.936,102.210,-117.105,23.229,18.653,6.416,12.429,0.384,0.000,-0.148,4,7.747,0.171,0.978,""
0.360,155.890,836.308,102.337,-116.853,23.225,18.554,6.340,12.603,0.386,0.000,-0.144,4,5.575,0.115,0.978,""
0.380,156.353,836.677,102.462,-116.598,23.223,18.456,6.230,12.785,0.387,0.000,-0.140,4,3.861,0.102,0.978,""
0.400,156.816,837.045,102.583,-116.338,23.220,18.359,6.097,12.972,0.389,0.000,-0.136,4,2.595,0.120,0.978,""
0.420,157.262,837.411,102.702,-116.076,23.218,18.261,5.946,13.163,0.390,0.000,-0.131,4,1.755,0.149,0.979,""
0.440,157.725,837.775,102.818,-115.809,23.217,18.161,5.786,13.355,0.391,0.000,-0.127,4,1.274,0.183,0.979,""
0.460,158.188,838.136,102.931,-115.538,23.216,18.061,5.621,13.548,0.392,0.000,-0.122,4,1.026,0.171,0.979,""
0.480,158.635,838.496,103.040,-115.264,23.216,17.958,5.456,13.740,0.392,0.000,-0.117,4,1.033,0.199,0.979,""
0.500,159.098,838.854,103.146,-114.986,23.216,17.854,5.296,13.929,0.392,0.000,-0.112,4,1.255,0.188,0.979,""
0.520,159.562,839.209,103.249,-114.704,23.217,17.748,5.143,14.116,0.392,0.000,-0.107,4,1.634,0.210,0.979,""
0.540,160.026,839.562,103.349,-114.418,23.219,17.641,5.000,14.298,0.391,0.000,-0.101,4,2.183,0.228,0.979,""
0.560,160.474,839.914,103.446,-114.129,23.221,17.532,4.870,14.475,0.391,0.000,-0.096,4,2.853,0.212,0.979,""
0.580,160.938,840.263,103.541,-113.837,23.223,17.421,4.755,14.647,0.390,0.000,-0.091,4,3.590,0.223,0.979,""
0.600,161.403,840.609,103.634,-113.541,23.226,17.310,4.656,14.811,0.388,0.000,-0.085,4,4.401,0.215,0.979,""
0.620,161.867,840.954,103.726,-113.242,23.229,17.199,4.572,14.970,0.387,0.000,-0.080,4,5.225,0.212,0.979,""
0.640,162.319,841.296,103.816,-112.940,23.233,17.087,4.504,15.121,0.385,0.000,-0.074,4,6.043,0.212,0.979,""
0.660,162.784,841.636,103.905,-112.635,23.237,16.977,4.452,15.264,0.384,0.000,-0.068,4,6.837,0.210,0.979,""
0.680,163.249,841.973,103.993,-112.327,23.241,16.867,4.414,15.401,0.382,0.000,-0.063,4,7.570,0.195,0.979,""
0.700,163.714,842.309,104.081,-112.017,23.245,16.759,4.389,15.530,0.380,0.000,-0.057,4,8.249,0.187,0.979,""
0.720,164.170,842.642,104.169,-111.704,23.249,16.653,4.376,15.651,0.378,0.000,-0.052,4,8.882,0.178,0.979,""
0.740,164.635,842.973,104.256,-111.389,23.254,16.550,4.373,15.765,0.375,0.000,-0.046,4,9.429,0.167,0.979,""
0.760,165.100,843.303,104.344,-111.072,23.259,16.450,4.380,15.872,0.373,0.000,-0.040,4,9.896,0.156,0.979,""
0.780,165.566,843.630,104.431,-110.753,23.263,16.353,4.394,15.972,0.371,0.000,-0.035,4,10.281,0.146,0.979,""
0.800,166.026,843.955,104.520,-110.432,23.268,16.261,4.414,16.065,0.368,0.000,-0.030,4,10.582,0.131,0.979,""
0.820,166.492,844.279,104.609,-110.109,23.273,16.173,4.438,16.151,0.366,0.000,-0.024,4,10.808,0.120,0.979,""
0.840,166.958,844.601,104.698,-109.784,23.278,16.090,4.466,16.231,0.364,0.000,-0.018,4,10.974,0.107,0.979,""
0.860,167.423,844.921,104.788,-109.458,23.282,16.012,4.495,16.304,0.361,0.000,-0.013,4,11.082,0.099,0.979,""
0.880,167.889,845.240,104.878,-109.131,23.287,15.940,4.526,16.372,0.359,0.000,-0.008,4,11.144,0.088,0.979,""
0.900,168.355,845.557,104.969,-108.803,23.291,15.873,4.556,16.433,0.357,0.000,-0.003,4,11.160,0.077,0.979,""
0.920,168.820,845.874,105.061,-108.473,23.296,15.812,4.586,16.488,0.354,0.000,0.003,4,11.129,0.067,0.979,""
0.940,169.286,846.189,105.153,-108.142,23.300,15.756,4.615,16.537,0.352,0.000,0.008,4,11.065,0.057,0.979,""
0.960,169.756,846.503,105.246,-107.811,23.304,15.707,4.642,16.581,0.350,0.000,0.013,4,10.977,0.049,0.979,""
0.980,170.222,846.816,105.340,-107.478,23.308,15.664,4.668,16.619,0.348,0.000,0.018,4,10.887,0.045,0.979,""
1.000,170.687,847.129,105.433,-107.145,23.312,15.627,4.691,16.651,0.346,0.000,0.023,4,10.777,0.042,0.979,""
1.020,171.153,847.441,105.528,-106.812,23.315,15.597,4.711,16.678,0.344,0.000,0.028,4,10.642,0.032,0.979,""
1.040,171.626,847.752,105.622,-106.478,23.318,15.572,4.729,16.700,0.343,0.000,0.032,4,10.505,0.022,0.979,""
1.060,172.092,848.063,105.717,-106.143,23.321,15.554,4.745,16.716,0.341,0.000,0.037,4,10.372,0.016,0.979,""
1.080,172.558,848.374,105.812,-105.809,23.324,15.542,4.757,16.727,0.339,0.000,0.041,4,10.245,0.013,0.979,""
1.100,173.024,848.685,105.908,-105.474,23.326,15.537,4.768,16.733,0.338,0.000,0.046,4,10.141,0.007,0.979,""
1.120,173.499,848.996,106.003,-105.139,23.328,15.537,4.777,16.733,0.337,0.000,0.050,4,10.043,0.020,0.979,""
1.140,173.965,849.306,106.099,-104.805,23.330,15.542,4.784,16.728,0.336,0.000,0.054,4,9.942,0.012,0.979,""
1.160,174.431,849.617,106.195,-104.470,23.331,15.554,4.789,16.718,0.335,0.000,0.058,4,9.833,0.024,0.979,""
1.180,174.896,849.929,106.290,-104.136,23.333,15.572,4.793,16.703,0.334,0.000,0.062,4,9.734,0.023,0.979,""
1.200,175.374,850.240,106.386,-103.803,23.333,15.595,4.794,16.683,0.334,0.000,0.066,4,9.638,0.027,0.979,""
1.220,175.839,850.553,106.482,-103.469,23.334,15.623,4.794,16.658,0.333,0.000,0.069,4,9.574,0.028,0.979,""
1.240,176.305,850.866,106.578,-103.137,23.335,15.657,4.793,16.628,0.333,0.000,0.072,4,9.522,0.010,0.979,""
1.260,176.770,851.179,106.674,-102.805,23.335,15.695,4.791,16.593,0.333,0.000,0.075,4,9.468,0.018,0.979,""
1.280,177.248,851.494,106.770,-102.473,23.335,15.739,4.788,16.553,0.333,0.000,0.079,4,9.407,0.032,0.979,""
1.300,177.713,851.810,106.865,-102.143,23.334,15.787,4.785,16.509,0.333,0.000,0.082,4,9.362,0.046,0.979,""
1.320,178.178,852.126,106.961,-101.814,23.334,15.840,4.780,16.459,0.333,0.000,0.085,4,9.331,0.040,0.979,""
1.340,178.644,852.444,107.057,-101.486,23.333,15.898,4.776,16.405,0.333,0.000,0.088,4,9.341,0.053,0.979,""
1.360,179.121,852.763,107.152,-101.159,23.332,15.959,4.773,16.346,0.334,0.000,0.090,4,9.352,0.031,0.979,""
1.380,179.586,853.083,107.247,-100.833,23.331,16.024,4.770,16.283,0.334,0.000,0.093,4,9.397,0.042,0.979,""
1.400,180.051,853.405,107.343,-100.508,23.329,16.093,4.768,16.215,0.335,0.000,0.095,4,9.413,0.059,0.979,""
1.420,180.516,853.728,107.438,-100.185,23.328,16.165,4.765,16.142,0.335,0.000,0.097,4,9.374,0.067,0.979,""
1.440,180.991,854.053,107.533,-99.864,23.326,16.241,4.761,16.066,0.336,0.000,0.099,4,9.359,0.057,0.979,""
1.460,181.456,854.379,107.628,-99.544,23.324,16.320,4.758,15.985,0.337,0.000,0.101,4,9.359,0.074,0.979,""
1.480,181.921,854.707,107.723,-99.226,23.322,16.402,4.755,15.900,0.338,0.000,0.103,4,9.367,0.056,0.979,""
1.500,182.387,855.037,107.819,-98.909,23.320,16.487,4.753,15.811,0.339,0.000,0.105,4,9.397,0.064,0.979,""
1.520,182.852,855.368,107.914,-98.595,23.318,16.574,4.749,15.718,0.340,0.000,0.107,4,9.356,0.064,0.979,""
1.540,183.324,855.701,108.008,-98.282,23.315,16.664,4.745,15.622,0.341,0.000,0.108,4,9.297,0.083,0.979,""
1.560,183.789,856.036,108.103,-97.971,23.313,16.756,4.741,15.522,0.342,0.000,0.109,4,9.302,0.069,0.979,""
1.580,184.254,856.373,108.198,-97.662,23.311,16.851,4.737,15.418,0.343,0.000,0.110,4,9.309,0.089,0.979,""
1.600,184.720,856.711,108.293,-97.356,23.308,16.947,4.733,15.311,0.345,0.000,0.112,4,9.298,0.076,0.979,""
1.620,185.189,857.052,108.387,-97.052,23.306,17.044,4.730,15.201,0.346,0.000,0.113,4,9.362,0.083,0.979,""
1.640,185.654,857.395,108.482,-96.750,23.304,17.143,4.729,15.087,0.347,0.000,0.113,4,9.413,0.092,0.979,""
1.660,186.119,857.739,108.576,-96.450,23.301,17.243,4.727,14.971,0.348,0.000,0.114,4,9.444,0.112,0.979,""
1.680,186.584,858.086,108.671,-96.153,23.299,17.344,4.728,14.851,0.349,0.000,0.114,4,9.544,0.096,0.979,""
1.700,187.049,858.434,108.766,-95.858,23.297,17.446,4.731,14.727,0.351,0.000,0.115,4,9.623,0.113,0.979,""
1.720,187.519,858.785,108.860,-95.566,23.294,17.548,4.736,14.601,0.352,0.000,0.116,4,9.745,0.117,0.979,""
1.740,187.983,859.138,108.955,-95.276,23.292,17.649,4.746,14.472,0.353,0.000,0.116,4,9.966,0.118,0.979,""
1.760,188.448,859.492,109.050,-94.989,23.289,17.751,4.759,14.340,0.354,0.000,0.116,4,10.153,0.126,0.979,""
1.780,188.913,859.849,109.146,-94.705,23.287,17.852,4.778,14.205,0.355,0.000,0.116,4,10.416,0.130,0.979,""
1.800,189.379,860.207,109.242,-94.423,23.285,17.951,4.803,14.066,0.356,0.000,0.116,4,10.769,0.143,0.978,""
1.820,189.850,860.568,109.338,-94.145,23.282,18.050,4.834,13.925,0.358,0.000,0.117,4,11.091,0.170,0.978,""
1.840,190.314,860.930,109.436,-93.869,23.279,18.147,4.875,13.780,0.359,0.000,0.117,4,11.510,0.136,0.978,""
1.860,190.778,861.294,109.534,-93.596,23.276,18.241,4.924,13.633,0.360,0.000,0.117,4,11.968,0.178,0.977,""
1.880,191.243,861.660,109.634,-93.327,23.273,18.334,4.980,13.482,0.362,0.000,0.116,4,12.368,0.234,0.977,""
1.900,191.708,862.027,109.734,-93.060,23.270,18.424,5.047,13.329,0.363,0.000,0.116,4,12.878,0.205,0.976,""
1.920,192.173,862.397,109.837,-92.797,23.267,18.511,5.123,13.173,0.365,0.000,0.115,4,13.318,0.273,0.976,""
1.940,192.637,862.768,109.940,-92.537,23.264,18.596,5.205,13.014,0.367,0.000,0.115,4,13.645,0.279,0.975,""
1.960,193.101,863.140,110.046,-92.280,23.260,18.678,5.294,12.854,0.368,0.000,0.114,4,14.047,0.279,0.975,""
1.980,193.566,863.514,110.154,-92.026,23.256,18.758,5.389,12.691,0.370,0.000,0.114,4,14.338,0.337,0.974,""
2.000,194.030,863.890,110.263,-91.776,23.252,18.835,5.489,12.526,0.372,0.000,0.113,4,14.564,0.298,0.973,""
2.020,194.491,864.267,110.375,-91.529,23.248,18.910,5.592,12.360,0.374,0.000,0.112,4,14.761,0.347,0.973,""
2.040,194.954,864.645,110.488,-91.285,23.244,18.982,5.696,12.193,0.376,0.000,0.111,4,14.833,0.389,0.972,""
2.060,195.418,865.025,110.604,-91.045,23.240,19.052,5.802,12.025,0.378,0.000,0.110,4,14.874,0.320,0.971,""
2.080,195.882,865.407,110.722,-90.808,23.236,19.121,5.908,11.856,0.380,0.000,0.110,4,14.899,0.367,0.970,""
2.100,196.346,865.789,110.842,-90.574,23.232,19.187,6.013,11.687,0.382,0.000,0.109,4,14.854,0.322,0.970,""
2.120,196.803,866.173,110.964,-90.344,23.227,19.252,6.117,11.518,0.384,0.000,0.108,4,14.819,0.373,0.969,""
2.140,197.266,866.558,111.088,-90.117,23.223,19.315,6.217,11.349,0.386,0.000,0.107,4,14.674,0.419,0.968,""
2.160,197.730,866.944,111.214,-89.894,23.219,19.376,6.315,11.181,0.389,0.000,0.105,4,14.487,0.390,0.967,""
2.180,198.194,867.332,111.342,-89.674,23.214,19.436,6.409,11.012,0.391,0.000,0.104,4,14.356,0.379,0.966,""
2.200,198.657,867.721,111.472,-89.457,23.209,19.495,6.501,10.845,0.393,0.000,0.103,4,14.191,0.362,0.966,""
2.220,199.111,868.111,111.603,-89.243,23.205,19.552,6.590,10.678,0.395,0.000,0.102,4,14.074,0.368,0.965,""
2.240,199.575,868.502,111.737,-89.033,23.200,19.607,6.675,10.512,0.398,0.000,0.101,4,13.853,0.418,0.964,""
2.260,200.038,868.894,111.871,-88.826,23.195,19.662,6.754,10.347,0.400,0.000,0.100,4,13.581,0.389,0.963,""
2.280,200.501,869.287,112.008,-88.623,23.190,19.715,6.831,10.183,0.402,0.000,0.099,4,13.408,0.371,0.962,""
2.300,200.964,869.681,112.146,-88.422,23.186,19.767,6.904,10.020,0.405,0.000,0.098,4,13.257,0.343,0.962,""
2.320,201.427,870.076,112.285,-88.225,23.181,19.817,6.977,9.858,0.407,0.000,0.097,4,13.217,0.344,0.961,""
2.340,201.879,870.472,112.425,-88.031,23.176,19.865,7.047,9.698,0.410,0.000,0.096,4,13.089,0.413,0.960,""
2.360,202.342,870.869,112.567,-87.840,23.171,19.912,7.113,9.538,0.412,0.000,0.095,4,12.842,0.406,0.959,""
2.380,202.805,871.267,112.711,-87.653,23.166,19.958,7.175,9.380,0.415,0.000,0.094,4,12.693,0.393,0.958,""
2.400,203.268,871.666,112.855,-87.468,23.160,20.003,7.236,9.224,0.417,0.000,0.095,4,12.600,0.371,0.957,""
2.420,203.730,872.066,113.001,-87.286,23.155,20.045,7.299,9.067,0.420,0.000,0.095,4,12.670,0.347,0.956,""
2.440,204.181,872.466,113.148,-87.108,23.150,20.085,7.362,8.912,0.422,0.000,0.095,4,12.687,0.388,0.955,""
2.460,204.643,872.867,113.296,-86.933,23.144,20.124,7.423,8.757,0.425,0.000,0.095,4,12.612,0.398,0.955,""
2.480,205.105,873.269,113.445,-86.761,23.139,20.161,7.482,8.604,0.428,0.000,0.096,4,12.525,0.422,0.954,""
2.500,205.567,873.672,113.596,-86.591,23.133,20.197,7.541,8.451,0.431,0.000,0.096,4,12.440,0.399,0.953,""
2.520,206.029,874.075,113.747,-86.425,23.127,20.231,7.600,8.299,0.434,0.000,0.096,4,12.479,0.390,0.952,""
2.540,206.491,874.479,113.900,-86.262,23.121,20.263,7.658,8.147,0.436,0.000,0.097,4,12.454,0.439,0.951,""
2.560,206.941,874.884,114.054,-86.102,23.115,20.295,7.717,7.994,0.439,0.000,0.098,4,12.465,0.414,0.950,""
2.580,207.403,875.289,114.209,-85.945,23.109,20.324,7.776,7.842,0.442,0.000,0.099,4,12.503,0.390,0.949,""
