t,station,x,y,z,speed,vx,vy,vz,throttle,brake,steering,grounded,suspension,alignment,up,contacts
0.540,161.181,836.509,103.612,-109.527,23.077,17.538,5.065,14.183,0.465,0.000,-0.125,4,2.585,0.217,0.976,""
0.560,161.642,836.858,103.711,-109.240,23.084,17.424,4.943,14.374,0.461,0.000,-0.117,4,3.123,0.211,0.976,""
0.580,162.155,837.205,103.808,-108.949,23.092,17.310,4.833,14.558,0.458,0.000,-0.109,4,3.720,0.236,0.977,""
0.600,162.617,837.549,103.902,-108.654,23.100,17.195,4.735,14.737,0.454,0.000,-0.100,4,4.414,0.282,0.977,""
0.620,163.079,837.892,103.996,-108.356,23.108,17.079,4.652,14.908,0.450,0.000,-0.093,4,5.131,0.281,0.977,""
0.640,163.542,838.231,104.087,-108.054,23.117,16.963,4.582,15.072,0.446,0.000,-0.086,4,5.840,0.273,0.977,""
0.660,164.037,838.569,104.178,-107.750,23.126,16.849,4.524,15.228,0.441,0.000,-0.078,4,6.478,0.182,0.978,""
0.680,164.500,838.904,104.267,-107.442,23.135,16.736,4.476,15.377,0.437,0.000,-0.069,4,7.038,0.184,0.978,""
0.700,164.964,839.237,104.356,-107.132,23.144,16.625,4.439,15.518,0.432,0.000,-0.062,4,7.596,0.174,0.978,""
0.720,165.427,839.568,104.445,-106.819,23.154,16.518,4.413,15.651,0.428,0.000,-0.055,4,8.154,0.178,0.978,""
0.740,165.907,839.896,104.533,-106.503,23.163,16.412,4.398,15.776,0.423,0.000,-0.047,4,8.718,0.140,0.978,""
0.760,166.371,840.223,104.620,-106.186,23.172,16.311,4.392,15.893,0.419,0.000,-0.039,4,9.209,0.133,0.978,""
0.780,166.835,840.547,104.708,-105.866,23.181,16.213,4.394,16.002,0.414,0.000,-0.032,4,9.617,0.097,0.978,""
0.800,167.299,840.870,104.796,-105.543,23.190,16.120,4.401,16.104,0.409,0.000,-0.025,4,9.914,0.097,0.979,""
0.820,167.764,841.191,104.885,-105.219,23.199,16.032,4.413,16.197,0.405,0.000,-0.018,4,10.146,0.101,0.979,""
0.840,168.228,841.510,104.973,-104.894,23.208,15.950,4.428,16.284,0.400,0.000,-0.010,4,10.336,0.110,0.979,""
0.860,168.692,841.827,105.062,-104.566,23.217,15.873,4.446,16.364,0.396,0.000,-0.004,4,10.476,0.114,0.979,""
0.880,169.157,842.144,105.152,-104.238,23.225,15.802,4.466,16.436,0.392,0.000,0.003,4,10.571,0.103,0.979,""
0.900,169.607,842.459,105.241,-103.907,23.233,15.737,4.487,16.502,0.388,0.000,0.009,4,10.614,0.047,0.979,""
0.920,170.072,842.772,105.332,-103.576,23.241,15.678,4.506,16.561,0.384,0.000,0.015,4,10.558,0.052,0.979,""
0.940,170.536,843.085,105.422,-103.244,23.248,15.626,4.523,16.614,0.380,0.000,0.022,4,10.483,0.056,0.979,""
0.960,171.001,843.397,105.513,-102.910,23.255,15.581,4.539,16.660,0.376,0.000,0.028,4,10.382,0.045,0.979,""
0.980,171.436,843.708,105.604,-102.576,23.262,15.542,4.553,16.701,0.372,0.000,0.034,4,10.298,0.051,0.979,""
1.000,171.901,844.018,105.695,-102.241,23.268,15.510,4.566,16.735,0.369,0.000,0.039,4,10.212,0.062,0.980,""
1.020,172.366,844.328,105.787,-101.906,23.274,15.485,4.576,16.763,0.366,0.000,0.044,4,10.103,0.058,0.980,""
1.040,172.831,844.637,105.879,-101.570,23.280,15.466,4.582,16.786,0.363,0.000,0.051,4,9.912,0.049,0.980,""
1.060,173.251,844.946,105.970,-101.234,23.285,15.454,4.585,16.803,0.360,0.000,0.056,4,9.722,0.059,0.980,""
1.080,173.716,845.255,106.062,-100.897,23.290,15.449,4.584,16.815,0.357,0.000,0.061,4,9.531,0.102,0.980,""
1.100,174.181,845.564,106.154,-100.561,23.295,15.450,4.583,16.821,0.355,0.000,0.065,4,9.487,0.169,0.980,""
1.120,174.646,845.873,106.245,-100.224,23.299,15.457,4.581,16.821,0.353,0.000,0.070,4,9.477,0.160,0.980,""
1.140,175.051,846.183,106.337,-99.888,23.303,15.469,4.580,16.816,0.350,0.000,0.075,4,9.496,0.114,0.980,""
1.160,175.516,846.492,106.428,-99.551,23.306,15.488,4.576,16.805,0.349,0.000,0.079,4,9.376,0.069,0.980,""
1.180,175.980,846.803,106.520,-99.215,23.309,15.512,4.569,16.789,0.347,0.000,0.083,4,9.257,0.089,0.980,""
1.200,176.445,847.113,106.611,-98.880,23.312,15.542,4.561,16.768,0.345,0.000,0.087,4,9.142,0.077,0.980,""
1.220,176.910,847.425,106.702,-98.545,23.314,15.577,4.553,16.741,0.344,0.000,0.091,4,9.119,0.030,0.980,""
1.240,177.299,847.737,106.793,-98.210,23.316,15.617,4.545,16.709,0.343,0.000,0.094,4,9.176,0.051,0.980,""
1.260,177.764,848.050,106.884,-97.877,23.317,15.662,4.538,16.672,0.342,0.000,0.098,4,9.194,0.071,0.981,""
1.280,178.229,848.364,106.975,-97.544,23.318,15.711,4.533,16.630,0.341,0.000,0.101,4,9.255,0.150,0.981,""
1.300,178.694,848.680,107.065,-97.212,23.319,15.765,4.527,16.583,0.341,0.000,0.104,4,9.255,0.151,0.981,""
1.320,179.067,848.996,107.156,-96.881,23.320,15.823,4.522,16.532,0.340,0.000,0.107,4,9.275,0.138,0.981,""
1.340,179.531,849.314,107.246,-96.551,23.320,15.885,4.516,16.475,0.340,0.000,0.110,4,9.209,0.073,0.981,""
1.360,179.996,849.633,107.336,-96.223,23.321,15.952,4.507,16.415,0.340,0.000,0.113,4,9.087,0.098,0.981,""
1.380,180.461,849.953,107.426,-95.896,23.320,16.022,4.496,16.350,0.340,0.000,0.115,4,8.975,0.098,0.981,""
1.400,180.926,850.275,107.516,-95.570,23.320,16.096,4.484,16.281,0.340,0.000,0.117,4,8.932,0.053,0.981,""
1.420,181.282,850.598,107.605,-95.245,23.319,16.173,4.474,16.208,0.340,0.000,0.119,4,9.017,0.015,0.981,""
1.440,181.747,850.923,107.695,-94.922,23.319,16.253,4.466,16.130,0.340,0.000,0.121,4,9.074,0.068,0.981,""
1.460,182.212,851.250,107.784,-94.601,23.318,16.336,4.459,16.048,0.341,0.000,0.123,4,9.179,0.190,0.981,""
1.480,182.677,851.578,107.873,-94.281,23.317,16.421,4.454,15.963,0.341,0.000,0.125,4,9.240,0.242,0.981,""
1.500,183.042,851.908,107.962,-93.964,23.316,16.509,4.450,15.873,0.342,0.000,0.127,4,9.303,0.203,0.981,""
1.520,183.483,852.240,108.051,-93.648,23.315,16.599,4.445,15.780,0.342,0.000,0.128,4,9.301,0.105,0.981,""
1.540,183.948,852.574,108.140,-93.334,23.313,16.691,4.436,15.684,0.343,0.000,0.129,4,9.057,0.180,0.981,""
1.560,184.413,852.909,108.228,-93.022,23.312,16.787,4.423,15.585,0.343,0.000,0.130,4,8.842,0.155,0.981,""
1.580,184.878,853.247,108.316,-92.712,23.311,16.884,4.410,15.482,0.344,0.000,0.131,4,8.806,0.130,0.981,""
1.600,185.203,853.586,108.404,-92.404,23.309,16.981,4.404,15.376,0.345,0.000,0.133,4,9.173,0.185,0.981,""
1.620,185.668,853.927,108.492,-92.099,23.307,17.079,4.403,15.266,0.345,0.000,0.133,4,9.461,0.173,0.981,""
1.640,186.132,854.271,108.580,-91.795,23.306,17.178,4.406,15.152,0.346,0.000,0.134,4,9.680,0.170,0.981,""
1.660,186.598,854.616,108.669,-91.494,23.304,17.277,4.409,15.036,0.347,0.000,0.134,4,9.685,0.086,0.982,""
1.680,187.063,854.964,108.757,-91.196,23.303,17.378,4.411,14.917,0.348,0.000,0.134,4,9.576,0.132,0.982,""
1.700,187.378,855.313,108.845,-90.900,23.301,17.480,4.412,14.796,0.349,0.000,0.135,4,9.518,0.164,0.981,""
1.720,187.843,855.664,108.933,-90.606,23.299,17.582,4.416,14.672,0.350,0.000,0.136,4,9.685,0.029,0.981,""
1.740,188.308,856.018,109.022,-90.315,23.297,17.684,4.423,14.545,0.350,0.000,0.136,4,9.835,0.105,0.981,""
1.760,188.773,856.373,109.110,-90.026,23.296,17.785,4.432,14.416,0.351,0.000,0.136,4,9.975,0.229,0.981,""
1.780,189.238,856.730,109.199,-89.741,23.294,17.885,4.452,14.283,0.352,0.000,0.135,4,10.529,0.354,0.981,""
1.800,189.546,857.090,109.289,-89.458,23.292,17.983,4.483,14.147,0.353,0.000,0.135,4,11.071,0.167,0.981,""
1.820,190.010,857.451,109.379,-89.177,23.290,18.079,4.523,14.008,0.354,0.000,0.135,4,11.470,0.123,0.981,""
1.840,190.474,857.813,109.471,-88.900,23.287,18.175,4.566,13.866,0.355,0.000,0.135,4,11.686,0.210,0.980,""
1.860,190.939,858.178,109.563,-88.626,23.285,18.269,4.612,13.723,0.356,0.000,0.135,4,11.820,0.264,0.980,""
1.880,191.403,858.544,109.656,-88.354,23.282,18.362,4.660,13.578,0.358,0.000,0.134,4,11.914,0.175,0.980,""
1.900,191.731,858.912,109.750,-88.086,23.280,18.451,4.724,13.429,0.359,0.000,0.134,4,12.676,0.230,0.979,""
1.920,192.162,859.282,109.846,-87.820,23.277,18.537,4.800,13.277,0.360,0.000,0.133,4,13.390,0.238,0.979,""
1.940,192.626,859.654,109.943,-87.558,23.273,18.621,4.885,13.124,0.362,0.000,0.132,4,13.838,0.289,0.978,""
1.960,193.090,860.027,110.043,-87.299,23.270,18.702,4.973,12.968,0.363,0.000,0.132,4,13.941,0.373,0.977,""
1.980,193.555,860.402,110.144,-87.043,23.267,18.782,5.059,12.812,0.365,0.000,0.131,4,13.858,0.399,0.977,""
2.000,194.019,860.778,110.246,-86.790,23.263,18.862,5.144,12.655,0.367,0.000,0.130,4,13.763,0.341,0.976,""
2.020,194.304,861.156,110.351,-86.540,23.260,18.938,5.234,12.496,0.368,0.000,0.130,4,14.009,0.052,0.976,""
2.040,194.768,861.535,110.457,-86.293,23.256,19.012,5.326,12.337,0.370,0.000,0.129,4,14.148,0.298,0.975,""
2.060,195.231,861.916,110.565,-86.050,23.252,19.085,5.415,12.177,0.372,0.000,0.127,4,14.061,0.338,0.975,""
2.080,195.696,862.298,110.675,-85.809,23.248,19.157,5.503,12.018,0.374,0.000,0.126,4,13.931,0.213,0.974,""
2.100,196.160,862.682,110.787,-85.572,23.244,19.228,5.588,11.858,0.376,0.000,0.125,4,13.819,0.180,0.974,""
2.120,196.441,863.066,110.900,-85.338,23.241,19.297,5.671,11.698,0.378,0.000,0.125,4,13.763,0.227,0.973,""
2.140,196.900,863.453,111.015,-85.107,23.237,19.364,5.755,11.538,0.380,0.000,0.124,4,13.699,0.255,0.972,""
2.160,197.364,863.840,111.131,-84.880,23.233,19.430,5.833,11.379,0.382,0.000,0.122,4,13.481,0.457,0.972,""
2.180,197.828,864.229,111.249,-84.655,23.229,19.496,5.903,11.220,0.383,0.000,0.121,4,13.052,0.509,0.971,""
2.200,198.292,864.619,111.368,-84.434,23.225,19.561,5.968,11.062,0.385,0.000,0.119,4,12.755,0.246,0.971,""
2.220,198.756,865.010,111.489,-84.216,23.221,19.623,6.041,10.904,0.388,0.000,0.118,4,13.162,0.347,0.970,""
2.240,199.027,865.403,111.611,-84.001,23.217,19.681,6.119,10.745,0.390,0.000,0.117,4,13.468,0.368,0.969,""
2.260,199.490,865.797,111.735,-83.790,23.213,19.738,6.193,10.587,0.392,0.000,0.115,4,13.228,0.390,0.968,""
2.280,199.953,866.192,111.860,-83.581,23.208,19.796,6.258,10.430,0.394,0.000,0.114,4,12.906,0.446,0.968,""
2.300,200.417,866.588,111.986,-83.376,23.204,19.853,6.318,10.275,0.396,0.000,0.113,4,12.554,0.216,0.967,""
2.320,200.880,866.985,112.113,-83.173,23.199,19.908,6.375,10.121,0.398,0.000,0.111,4,12.387,0.377,0.967,""
2.340,201.344,867.383,112.241,-82.974,23.195,19.960,6.438,9.966,0.400,0.000,0.110,4,12.651,0.062,0.966,""
2.360,201.612,867.782,112.371,-82.778,23.191,20.009,6.505,9.812,0.402,0.000,0.110,4,12.904,0.461,0.965,""
2.380,202.075,868.182,112.502,-82.584,23.186,20.058,6.563,9.660,0.405,0.000,0.109,4,12.488,0.574,0.964,""
2.400,202.538,868.584,112.634,-82.394,23.181,20.108,6.612,9.509,0.407,0.000,0.108,4,12.034,0.452,0.964,""
2.420,203.001,868.986,112.767,-82.207,23.176,20.157,6.657,9.360,0.409,0.000,0.107,4,11.843,0.306,0.963,""
2.440,203.464,869.389,112.901,-82.023,23.172,20.203,6.706,9.212,0.412,0.000,0.106,4,11.906,0.270,0.963,""
2.460,203.927,869.793,113.036,-81.841,23.167,20.245,6.765,9.063,0.414,0.000,0.106,4,12.388,0.232,0.962,""
2.480,204.194,870.197,113.173,-81.663,23.163,20.284,6.833,8.914,0.416,0.000,0.106,4,12.917,0.157,0.961,""
2.500,204.656,870.602,113.310,-81.487,23.159,20.318,6.904,8.766,0.418,0.000,0.106,4,13.127,0.270,0.960,""
2.520,205.118,871.008,113.449,-81.315,23.154,20.352,6.974,8.618,0.421,0.000,0.107,4,13.050,0.576,0.959,""
2.540,205.580,871.414,113.590,-81.146,23.150,20.384,7.043,8.472,0.423,0.000,0.107,4,12.957,0.792,0.958,""
2.560,206.042,871.821,113.732,-80.979,23.144,20.415,7.108,8.326,0.425,0.000,0.107,4,12.773,0.709,0.957,""
2.580,206.504,872.228,113.875,-80.815,23.139,20.442,7.177,8.180,0.428,0.000,0.107,4,12.952,0.576,0.956,""
2.600,206.871,872.637,114.019,-80.654,23.132,20.468,7.248,8.035,0.431,0.000,0.108,4,13.028,0.410,0.955,""
2.620,207.233,873.045,114.166,-80.496,23.126,20.490,7.328,7.888,0.434,0.000,0.108,4,13.531,0.258,0.954,""
2.640,207.695,873.455,114.314,-80.341,23.120,20.511,7.406,7.741,0.437,0.000,0.109,4,13.566,0.461,0.953,""
2.660,208.157,873.865,114.463,-80.189,23.113,20.533,7.475,7.597,0.440,0.000,0.109,4,12.998,0.485,0.953,""
2.680,208.619,874.275,114.613,-80.039,23.107,20.560,7.527,7.455,0.443,0.000,0.109,4,12.133,0.317,0.952,""
2.700,209.081,874.686,114.764,-79.893,23.101,20.589,7.566,7.315,0.447,0.000,0.109,4,11.406,0.102,0.952,""
2.720,209.543,875.098,114.916,-79.749,23.095,20.620,7.598,7.176,0.449,0.000,0.109,4,11.034,0.138,0.951,""
2.740,209.814,875.510,115.069,-79.608,23.090,20.647,7.638,7.035,0.452,0.000,0.110,4,11.436,0.447,0.950,""
2.760,210.276,875.922,115.222,-79.470,23.085,20.671,7.685,6.892,0.455,0.000,0.109,4,11.835,0.313,0.950,""
2.780,210.737,876.335,115.376,-79.335,23.079,20.695,7.730,6.751,0.458,0.000,0.109,4,11.757,0.401,0.949,""
2.800,211.197,876.748,115.532,-79.202,23.074,20.719,7.770,6.609,0.460,0.000,0.109,4,11.482,0.529,0.948,""
2.820,211.658,877.162,115.687,-79.072,23.068,20.743,7.805,6.468,0.463,0.000,0.108,4,11.209,0.487,0.947,""
2.840,212.119,877.576,115.844,-78.945,23.062,20.767,7.840,6.327,0.466,0.000,0.106,4,11.199,0.302,0.946,""
2.860,212.579,877.991,116.001,-78.821,23.056,20.787,7.880,6.186,0.469,0.000,0.105,4,11.402,0.138,0.945,""
2.880,212.883,878.406,116.159,-78.700,23.050,20.805,7.924,6.044,0.472,0.000,0.104,4,11.603,0.225,0.945,""
2.900,213.344,878.822,116.319,-78.582,23.044,20.823,7.967,5.902,0.475,0.000,0.101,4,11.579,0.217,0.944,""
2.920,213.804,879.238,116.478,-78.466,23.038,20.842,8.003,5.762,0.478,0.000,0.098,4,11.261,0.598,0.944,""
2.940,214.264,879.655,116.639,-78.353,23.033,20.865,8.024,5.625,0.481,0.000,0.094,4,10.425,0.650,0.943,""
2.960,214.606,880.072,116.799,-78.242,23.027,20.893,8.028,5.490,0.484,0.000,0.091,4,9.561,0.452,0.943,""
2.980,215.066,880.491,116.960,-78.134,23.022,20.926,8.014,5.358,0.486,0.000,0.087,4,8.620,0.460,0.943,""
3.000,215.527,880.911,117.119,-78.029,23.017,20.971,7.964,5.230,0.489,0.000,0.082,4,6.918,1.197,0.944,""
3.020,215.923,881.333,117.277,-77.925,23.011,21.037,7.851,5.110,0.492,0.000,0.077,4,3.887,2.714,0.946,""
3.040,216.263,881.757,117.432,-77.825,23.007,21.106,7.726,4.993,0.494,0.000,0.073,2,2.706,1.814,0.948,""
3.060,216.724,882.182,117.584,-77.726,23.005,21.180,7.585,4.880,0.496,0.000,0.069,2,1.947,1.643,0.950,""
3.080,217.185,882.610,117.734,-77.630,23.004,21.258,7.430,4.771,0.498,0.000,0.064,2,1.205,1.529,0.952,""
3.100,217.524,883.038,117.880,-77.536,23.005,21.339,7.263,4.666,0.498,0.000,0.060,2,0.564,1.451,0.954,""
3.120,217.654,883.469,118.022,-77.444,23.007,21.421,7.088,4.565,0.498,0.000,0.058,2,0.150,1.524,0.955,""
3.140,218.069,883.901,118.161,-77.353,23.011,21.508,6.890,4.467,0.496,0.000,0.054,2,0.000,3.304,0.957,""
3.160,218.485,884.333,118.295,-77.263,22.941,21.500,6.691,4.465,0.494,0.000,0.050,0,0.000,0.823,0.960,""
3.180,218.903,884.766,118.426,-77.173,22.873,21.491,6.492,4.463,0.529,0.000,0.047,0,0.000,0.782,0.962,""
3.200,219.127,885.198,118.552,-77.083,22.806,21.483,6.293,4.461,0.564,0.000,0.044,0,0.000,0.740,0.964,""
3.220,219.187,885.630,118.675,-76.993,22.740,21.474,6.095,4.460,0.597,0.000,0.043,0,0.000,0.697,0.966,""
3.240,219.551,886.062,118.794,-76.903,22.675,21.465,5.896,4.458,0.630,0.000,0.039,0,0.000,0.655,0.968,""
3.260,219.916,886.494,118.908,-76.813,22.611,21.457,5.698,4.456,0.663,0.000,0.036,0,0.000,0.612,0.970,""
3.280,220.282,886.926,119.019,-76.723,22.549,21.448,5.499,4.454,0.694,0.000,0.033,0,0.000,0.570,0.972,""
3.300,220.650,887.358,119.126,-76.633,22.488,21.440,5.301,4.453,0.725,0.000,0.030,0,0.000,0.527,0.974,""
3.320,220.879,887.789,119.229,-76.543,22.429,21.431,5.103,4.451,0.756,0.000,0.028,0,0.000,0.484,0.976,""
3.340,220.884,888.221,119.327,-76.454,22.370,21.422,4.905,4.449,0.786,0.000,0.027,0,0.000,0.442,0.978,""
3.360,221.223,888.652,119.422,-76.364,22.313,21.414,4.707,4.447,0.815,0.000,0.024,0,0.000,0.399,0.980,""
3.380,221.564,889.083,119.513,-76.274,22.258,21.405,4.509,4.445,0.843,0.000,0.021,0,0.000,0.357,0.982,""
3.400,221.907,889.515,119.600,-76.184,22.204,21.397,4.311,4.444,0.871,0.000,0.018,0,0.000,0.316,0.984,""
3.420,222.251,889.946,119.683,-76.095,22.151,21.388,4.113,4.442,0.898,0.000,0.016,0,0.000,0.274,0.986,""
3.440,222.597,890.376,119.762,-76.005,22.099,21.380,3.915,4.440,0.925,0.000,0.014,0,0.000,0.233,0.987,""
3.460,222.778,890.807,119.836,-75.915,22.049,21.371,3.717,4.438,0.950,0.000,0.012,0,0.000,0.193,0.989,""
3.480,223.100,891.238,119.907,-75.826,22.001,21.363,3.520,4.437,0.975,0.000,0.010,0,0.000,0.153,0.990,""
3.500,223.446,891.668,119.974,-75.736,21.954,21.354,3.322,4.435,1.000,0.000,0.008,0,0.000,0.113,0.991,""
3.520,223.793,892.098,120.037,-75.647,21.908,21.345,3.125,4.433,1.000,0.000,0.006,0,0.000,0.075,0.993,""
3.540,224.142,892.528,120.096,-75.557,21.864,21.337,2.927,4.431,1.000,0.000,0.004,0,0.000,0.037,0.994,""
3.560,224.493,892.958,120.151,-75.468,21.821,21.328,2.730,4.429,1.000,0.000,0.003,0,0.000,0.010,0.995,""
3.580,225.297,893.388,120.202,-75.378,21.780,21.320,2.533,4.428,1.000,0.000,-0.001,0,0.000,0.039,0.996,""
3.600,225.670,893.817,120.249,-75.289,21.740,21.311,2.336,4.426,1.000,0.000,-0.002,0,0.000,0.075,0.997,""
3.620,229.861,894.247,120.292,-75.200,21.702,21.303,2.139,4.424,1.000,0.000,-0.011,0,0.000,0.109,0.997,""
3.640,230.894,894.676,120.331,-75.111,21.666,21.294,1.942,4.422,1.000,0.000,-0.012,0,0.000,0.143,0.998,""
3.660,231.332,895.105,120.366,-75.021,21.631,21.286,1.745,4.421,1.000,0.000,-0.013,0,0.000,0.176,0.999,""
3.680,231.768,895.533,120.397,-74.932,21.598,21.277,1.548,4.419,1.000,0.000,-0.015,0,0.000,0.208,0.999,""
3.700,232.199,895.962,120.424,-74.843,21.566,21.269,1.351,4.417,1.000,0.000,-0.016,0,0.000,0.239,0.999,""
3.720,232.579,896.390,120.448,-74.754,21.536,21.260,1.155,4.415,1.000,0.000,-0.017,0,0.000,0.269,1.000,""
3.740,233.013,896.818,120.467,-74.665,21.507,21.252,0.958,4.414,1.000,0.000,-0.018,0,0.000,0.298,1.000,""
