t,station,x,y,z,speed,vx,vy,vz,throttle,brake,steering,grounded,suspension,alignment,up,contacts
1.080,180.762,853.271,107.508,-99.059,30.894,20.839,6.276,21.936,0.555,0.000,0.105,4,9.786,0.040,0.979,""
1.100,181.363,853.689,107.634,-98.622,30.897,20.920,6.279,21.865,0.553,0.000,0.109,4,9.599,0.061,0.979,""
1.120,181.977,854.109,107.759,-98.186,30.899,21.011,6.280,21.784,0.552,0.000,0.114,4,9.457,0.076,0.979,""
1.140,182.592,854.531,107.885,-97.752,30.901,21.112,6.278,21.691,0.550,0.000,0.118,4,9.304,0.073,0.979,""
1.160,183.186,854.956,108.010,-97.320,30.901,21.224,6.272,21.588,0.550,0.000,0.121,4,9.091,0.067,0.979,""
1.180,183.800,855.382,108.135,-96.890,30.901,21.344,6.262,21.475,0.549,0.000,0.125,4,8.933,0.099,0.980,""
1.200,184.414,855.811,108.260,-96.462,30.900,21.474,6.250,21.351,0.550,0.000,0.128,4,8.780,0.111,0.980,""
1.220,185.029,856.243,108.385,-96.038,30.898,21.610,6.238,21.218,0.550,0.000,0.131,4,8.725,0.106,0.980,""
1.240,185.614,856.678,108.510,-95.616,30.895,21.755,6.224,21.074,0.551,0.000,0.134,4,8.671,0.114,0.980,""
1.260,186.228,857.116,108.634,-95.197,30.892,21.905,6.212,20.920,0.552,0.000,0.136,4,8.723,0.130,0.980,""
1.280,186.842,857.557,108.758,-94.782,30.888,22.062,6.200,20.757,0.554,0.000,0.138,4,8.753,0.103,0.980,""
1.300,187.424,858.001,108.882,-94.370,30.883,22.223,6.193,20.583,0.556,0.000,0.141,4,8.968,0.155,0.980,""
1.320,188.037,858.448,109.006,-93.961,30.878,22.388,6.192,20.400,0.558,0.000,0.142,4,9.258,0.154,0.980,""
1.340,188.651,858.899,109.130,-93.557,30.873,22.556,6.198,20.207,0.561,0.000,0.144,4,9.604,0.165,0.979,""
1.360,189.265,859.353,109.254,-93.157,30.867,22.727,6.213,20.005,0.564,0.000,0.145,4,10.073,0.123,0.979,""
1.380,189.843,859.810,109.378,-92.761,30.860,22.899,6.240,19.793,0.567,0.000,0.146,4,10.609,0.131,0.979,""
1.400,190.455,860.271,109.504,-92.369,30.853,23.071,6.279,19.572,0.570,0.000,0.147,4,11.280,0.145,0.979,""
1.420,191.069,860.735,109.630,-91.982,30.845,23.243,6.331,19.342,0.574,0.000,0.148,4,11.935,0.199,0.978,""
1.440,191.682,861.203,109.758,-91.600,30.837,23.413,6.405,19.102,0.577,0.000,0.148,4,12.941,0.153,0.978,""
1.460,192.248,861.673,109.888,-91.223,30.829,23.580,6.493,18.853,0.581,0.000,0.148,4,13.752,0.222,0.977,""
1.480,192.861,862.147,110.020,-90.851,30.821,23.746,6.597,18.596,0.585,0.000,0.148,4,14.491,0.246,0.977,""
1.500,193.474,862.624,110.154,-90.485,30.812,23.909,6.713,18.332,0.590,0.000,0.148,4,15.134,0.354,0.976,""
1.520,194.050,863.104,110.290,-90.124,30.802,24.068,6.846,18.059,0.594,0.000,0.148,4,15.964,0.291,0.975,""
1.540,194.642,863.587,110.430,-89.768,30.793,24.222,6.995,17.780,0.599,0.000,0.147,4,16.853,0.366,0.975,""
1.560,195.254,864.073,110.573,-89.419,30.784,24.372,7.155,17.494,0.604,0.000,0.146,4,17.399,0.408,0.974,""
1.580,195.867,864.562,110.719,-89.075,30.774,24.519,7.321,17.203,0.608,0.000,0.146,4,17.738,0.463,0.973,""
1.600,196.441,865.054,110.868,-88.737,30.764,24.662,7.490,16.907,0.613,0.000,0.145,4,17.863,0.396,0.972,""
1.620,197.025,865.548,111.021,-88.405,30.755,24.802,7.663,16.608,0.618,0.000,0.144,4,18.104,0.468,0.971,""
1.640,197.637,866.046,111.178,-88.079,30.745,24.938,7.837,16.305,0.623,0.000,0.143,4,18.153,0.442,0.970,""
1.660,198.250,866.546,111.338,-87.759,30.736,25.070,8.009,16.000,0.627,0.000,0.142,4,18.041,0.414,0.969,""
1.680,198.863,867.048,111.501,-87.445,30.727,25.200,8.177,15.693,0.632,0.000,0.141,4,17.903,0.400,0.968,""
1.700,199.401,867.553,111.667,-87.137,30.718,25.326,8.343,15.384,0.637,0.000,0.140,4,17.783,0.417,0.968,""
1.720,200.013,868.061,111.837,-86.836,30.710,25.449,8.503,15.075,0.641,0.000,0.139,4,17.430,0.439,0.967,""
1.740,200.625,868.571,112.010,-86.540,30.701,25.569,8.654,14.765,0.645,0.000,0.139,4,17.054,0.486,0.966,""
1.760,201.238,869.083,112.186,-86.251,30.693,25.686,8.804,14.455,0.649,0.000,0.138,4,16.932,0.401,0.964,""
1.780,201.770,869.597,112.364,-85.968,30.684,25.798,8.956,14.142,0.654,0.000,0.139,4,17.112,0.466,0.963,""
1.800,202.382,870.114,112.546,-85.692,30.676,25.906,9.102,13.830,0.658,0.000,0.139,4,16.807,0.510,0.962,""
1.820,202.994,870.633,112.730,-85.421,30.667,26.013,9.236,13.518,0.662,0.000,0.139,4,16.317,0.562,0.961,""
1.840,203.607,871.153,112.917,-85.157,30.658,26.118,9.362,13.206,0.666,0.000,0.140,4,15.889,0.477,0.960,""
1.860,204.134,871.676,113.107,-84.899,30.650,26.218,9.490,12.894,0.671,0.000,0.141,4,15.933,0.433,0.959,""
1.880,204.746,872.201,113.299,-84.647,30.641,26.315,9.614,12.580,0.675,0.000,0.141,4,15.783,0.520,0.958,""
1.900,205.358,872.728,113.493,-84.402,30.631,26.411,9.726,12.267,0.680,0.000,0.142,4,15.302,0.564,0.957,""
1.920,205.970,873.257,113.689,-84.163,30.622,26.505,9.831,11.954,0.684,0.000,0.142,4,14.808,0.438,0.956,""
1.940,206.583,873.787,113.887,-83.930,30.613,26.595,9.935,11.640,0.689,0.000,0.143,4,14.700,0.277,0.955,""
1.960,207.107,874.320,114.088,-83.703,30.603,26.681,10.041,11.324,0.694,0.000,0.143,4,14.882,0.407,0.954,""
1.980,207.719,874.853,114.290,-83.483,30.593,26.765,10.139,11.007,0.698,0.000,0.143,4,14.525,0.499,0.953,""
2.000,208.330,875.389,114.494,-83.269,30.584,26.847,10.229,10.691,0.703,0.000,0.143,4,14.068,0.479,0.952,""
2.020,208.942,875.926,114.700,-83.061,30.574,26.925,10.320,10.373,0.708,0.000,0.142,4,14.058,0.343,0.951,""
2.040,209.553,876.464,114.908,-82.860,30.564,26.997,10.417,10.053,0.713,0.000,0.140,4,14.425,0.426,0.949,""
2.060,210.077,877.004,115.118,-82.665,30.554,27.066,10.515,9.731,0.718,0.000,0.139,4,14.536,0.468,0.948,""
2.080,210.688,877.545,115.330,-82.476,30.545,27.130,10.611,9.409,0.723,0.000,0.136,4,14.485,0.516,0.947,""
2.100,211.298,878.087,115.544,-82.294,30.535,27.191,10.708,9.086,0.728,0.000,0.132,4,14.495,0.525,0.946,""
2.120,211.909,878.631,115.759,-82.119,30.526,27.247,10.803,8.763,0.732,0.000,0.128,4,14.531,0.620,0.944,""
2.140,212.519,879.175,115.977,-81.950,30.516,27.299,10.898,8.440,0.737,0.000,0.123,4,14.528,0.558,0.943,""
2.160,213.056,879.721,116.196,-81.787,30.507,27.346,10.996,8.119,0.742,0.000,0.119,4,14.686,0.472,0.942,""
2.180,213.667,880.267,116.418,-81.630,30.498,27.389,11.091,7.801,0.746,0.000,0.113,4,14.552,0.543,0.941,""
2.200,214.276,880.815,116.641,-81.480,30.490,27.432,11.173,7.488,0.751,0.000,0.108,4,13.911,0.554,0.940,""
2.220,214.831,881.364,116.865,-81.336,30.481,27.481,11.225,7.183,0.755,0.000,0.103,4,12.330,0.871,0.939,""
2.240,215.441,881.915,117.089,-81.197,30.472,27.549,11.211,6.892,0.759,0.000,0.097,4,8.894,1.212,0.939,""
2.260,215.933,882.468,117.313,-81.064,30.462,27.630,11.149,6.614,0.764,0.000,0.092,4,6.267,0.831,0.940,""
2.280,216.541,883.024,117.534,-80.936,30.453,27.722,11.049,6.343,0.769,0.000,0.085,2,4.152,0.831,0.942,""
2.300,217.149,883.582,117.753,-80.813,30.444,27.822,10.915,6.083,0.774,0.000,0.079,2,2.637,0.487,0.944,""
2.320,217.524,884.143,117.969,-80.695,30.439,27.936,10.733,5.843,0.778,0.000,0.074,2,0.000,0.637,0.946,""
2.340,217.939,884.703,118.180,-80.577,30.347,27.925,10.533,5.841,0.780,0.000,0.069,1,0.000,0.466,0.948,""
2.360,218.474,885.263,118.388,-80.459,30.255,27.914,10.333,5.838,0.826,0.000,0.062,0,0.000,0.447,0.951,""
2.380,219.011,885.823,118.591,-80.341,30.162,27.903,10.132,5.836,0.873,0.000,0.056,0,0.000,0.427,0.953,""
2.400,219.127,886.383,118.790,-80.223,30.069,27.892,9.932,5.834,0.919,0.000,0.053,0,0.000,0.407,0.955,""
2.420,219.504,886.943,118.986,-80.106,29.976,27.881,9.732,5.831,0.966,0.000,0.048,0,0.000,0.388,0.957,""
2.440,219.962,887.503,119.177,-79.988,29.882,27.870,9.532,5.829,1.000,0.000,0.043,0,0.000,0.368,0.959,""
2.460,220.421,888.062,119.364,-79.870,29.788,27.858,9.332,5.827,1.000,0.000,0.037,0,0.000,0.349,0.961,""
2.480,220.879,888.621,119.548,-79.752,29.695,27.847,9.132,5.824,1.000,0.000,0.032,0,0.000,0.329,0.963,""
2.500,220.879,889.180,119.727,-79.635,29.601,27.836,8.932,5.822,1.000,0.000,0.030,0,0.000,0.310,0.965,""
2.520,221.256,889.739,119.903,-79.517,29.506,27.825,8.733,5.820,1.000,0.000,0.025,0,0.000,0.291,0.967,""
2.540,221.672,890.298,120.074,-79.400,29.412,27.814,8.533,5.817,1.000,0.000,0.020,0,0.000,0.271,0.969,""
2.560,222.091,890.856,120.241,-79.282,29.318,27.803,8.334,5.815,1.000,0.000,0.015,0,0.000,0.252,0.971,""
2.580,222.511,891.415,120.405,-79.165,29.223,27.792,8.134,5.813,1.000,0.000,0.010,0,0.000,0.233,0.973,""
2.600,222.778,891.973,120.564,-79.047,29.129,27.780,7.935,5.810,1.000,0.000,0.006,0,0.000,0.214,0.975,""
2.620,223.181,892.531,120.719,-78.930,29.035,27.769,7.735,5.808,1.000,0.000,0.001,0,0.000,0.195,0.976,""
2.640,223.597,893.089,120.871,-78.813,28.940,27.758,7.536,5.806,1.000,0.000,-0.003,0,0.000,0.177,0.978,""
2.660,224.015,893.646,121.018,-78.696,28.846,27.747,7.337,5.803,1.000,0.000,-0.008,0,0.000,0.159,0.980,""
2.680,224.434,894.204,121.161,-78.579,28.752,27.736,7.138,5.801,1.000,0.000,-0.012,0,0.000,0.140,0.981,""
2.700,225.432,894.761,121.300,-78.462,28.658,27.725,6.939,5.799,1.000,0.000,-0.020,0,0.000,0.123,0.983,""
2.720,231.069,895.318,121.436,-78.345,28.564,27.714,6.740,5.796,1.000,0.000,-0.035,0,0.000,0.105,0.984,""
2.740,231.652,895.874,121.567,-78.228,28.471,27.703,6.541,5.794,1.000,0.000,-0.039,0,0.000,0.088,0.986,""
2.760,232.203,896.431,121.694,-78.111,28.377,27.692,6.343,5.792,1.000,0.000,-0.042,0,0.000,0.071,0.987,""
2.780,232.784,896.987,121.818,-77.994,28.284,27.681,6.144,5.790,1.000,0.000,-0.046,0,0.000,0.056,0.988,""
2.800,233.365,897.543,121.937,-77.877,28.191,27.670,5.945,5.787,1.000,0.000,-0.049,0,0.000,0.041,0.990,""
2.820,233.944,898.099,122.052,-77.761,28.099,27.658,5.747,5.785,1.000,0.000,-0.052,0,0.000,0.030,0.991,""
2.840,234.492,898.655,122.164,-77.644,28.007,27.647,5.548,5.783,1.000,0.000,-0.056,0,0.000,0.025,0.992,""
2.860,235.069,899.210,122.271,-77.528,27.915,27.636,5.350,5.780,1.000,0.000,-0.059,0,0.000,0.031,0.993,""
2.880,235.646,899.765,122.374,-77.411,27.824,27.625,5.152,5.778,1.000,0.000,-0.062,0,0.000,0.042,0.994,""
2.900,236.193,900.320,122.474,-77.295,27.733,27.614,4.954,5.776,1.000,0.000,-0.065,0,0.000,0.055,0.995,""
2.920,236.767,900.875,122.569,-77.179,27.642,27.603,4.756,5.773,1.000,0.000,-0.067,0,0.000,0.069,0.995,""
2.940,237.340,901.429,122.661,-77.063,27.552,27.592,4.558,5.771,1.000,0.000,-0.070,0,0.000,0.083,0.996,""
2.960,237.913,901.984,122.748,-76.946,27.463,27.581,4.360,5.769,1.000,0.000,-0.073,0,0.000,0.097,0.997,""
2.980,238.534,902.538,122.831,-76.830,27.374,27.570,4.162,5.766,1.000,0.000,-0.075,0,0.000,0.111,0.997,""
3.000,239.103,903.092,122.911,-76.714,27.286,27.559,3.964,5.764,1.000,0.000,-0.077,0,0.000,0.125,0.998,""
3.020,239.672,903.645,122.986,-76.599,27.199,27.548,3.766,5.762,1.000,0.000,-0.080,0,0.000,0.138,0.998,""
3.040,240.335,904.198,123.058,-76.483,27.112,27.537,3.569,5.760,1.000,0.000,-0.082,0,0.000,0.151,0.999,""
3.060,240.901,904.751,123.125,-76.367,27.025,27.526,3.371,5.757,1.000,0.000,-0.084,0,0.000,0.164,0.999,""
3.080,241.466,905.304,123.189,-76.251,26.940,27.515,3.174,5.755,1.000,0.000,-0.086,0,0.000,0.176,0.999,""
3.100,242.114,905.857,123.249,-76.136,26.855,27.504,2.976,5.753,1.000,0.000,-0.088,0,0.000,0.188,0.999,""
3.120,242.676,906.409,123.304,-76.020,26.771,27.493,2.779,5.750,1.000,0.000,-0.090,0,0.000,0.200,1.000,""
3.140,243.236,906.961,123.356,-75.905,26.688,27.482,2.582,5.748,1.000,0.000,-0.092,0,0.000,0.211,1.000,""
3.160,243.796,907.513,123.404,-75.789,26.606,27.471,2.384,5.746,1.000,0.000,-0.094,0,0.000,0.222,1.000,""
3.180,244.426,908.064,123.447,-75.674,26.524,27.460,2.187,5.743,1.000,0.000,-0.096,0,0.000,0.233,1.000,""
3.200,244.982,908.616,123.487,-75.559,26.443,27.449,1.990,5.741,1.000,0.000,-0.098,0,0.000,0.243,1.000,""
3.220,245.537,909.167,123.523,-75.444,26.363,27.438,1.793,5.739,1.000,0.000,-0.099,0,0.000,0.252,1.000,""
3.240,246.091,909.717,123.555,-75.329,26.284,27.427,1.597,5.737,1.000,0.000,-0.101,0,0.000,0.262,1.000,""
3.260,246.701,910.268,123.583,-75.214,26.206,27.416,1.400,5.734,1.000,0.000,-0.102,0,0.000,0.271,1.000,""
3.280,247.252,910.818,123.607,-75.099,26.129,27.405,1.203,5.732,1.000,0.000,-0.104,0,0.000,0.279,0.999,""
3.300,247.801,911.368,123.627,-74.984,26.052,27.394,1.007,5.730,1.000,0.000,-0.106,0,0.000,0.288,0.999,""
3.320,248.395,911.918,123.643,-74.869,25.977,27.383,0.810,5.727,1.000,0.000,-0.107,0,0.000,0.295,0.999,""
3.340,248.941,912.467,123.655,-74.754,25.902,27.372,0.614,5.725,1.000,0.000,-0.108,0,0.000,0.303,0.999,""
3.360,249.485,913.016,123.664,-74.640,25.828,27.361,0.417,5.723,1.000,0.000,-0.110,0,0.000,0.310,0.998,""
3.380,250.028,913.565,123.668,-74.525,25.755,27.350,0.221,5.720,1.000,0.000,-0.111,0,0.000,0.316,0.998,""
3.400,250.603,914.114,123.668,-74.411,25.683,27.339,0.025,5.718,1.000,0.000,-0.112,0,0.000,0.322,0.998,""
3.420,251.142,914.662,123.665,-74.296,25.612,27.328,-0.171,5.716,1.000,0.000,-0.114,0,0.000,0.328,0.997,""
3.440,251.680,915.210,123.657,-74.182,25.541,27.318,-0.367,5.714,1.000,0.000,-0.115,0,0.000,0.334,0.997,""
3.460,252.217,915.758,123.646,-74.067,25.472,27.307,-0.563,5.711,1.000,0.000,-0.116,0,0.000,0.339,0.997,""
3.480,252.774,916.306,123.631,-73.953,25.403,27.296,-0.759,5.709,1.000,0.000,-0.117,0,0.000,0.343,0.996,""
3.500,253.307,916.853,123.611,-73.839,25.335,27.285,-0.955,5.707,1.000,0.000,-0.118,0,0.000,0.347,0.996,""
3.520,253.839,917.400,123.588,-73.725,25.268,27.274,-1.151,5.704,1.000,0.000,-0.119,0,0.000,0.351,0.996,""
3.540,254.370,917.947,123.561,-73.611,25.201,27.263,-1.346,5.702,1.000,0.000,-0.120,0,0.000,0.355,0.995,""
3.560,254.909,918.493,123.530,-73.497,25.136,27.252,-1.542,5.700,1.000,0.000,-0.121,0,0.000,0.358,0.995,""
3.580,255.437,919.039,123.495,-73.383,25.070,27.241,-1.738,5.698,1.000,0.000,-0.122,0,0.000,0.361,0.994,""
3.600,255.963,919.585,123.456,-73.269,25.006,27.230,-1.933,5.695,1.000,0.000,-0.123,0,0.000,0.363,0.994,""
3.620,256.487,920.131,123.414,-73.155,24.942,27.219,-2.128,5.693,1.000,0.000,-0.123,0,0.000,0.365,0.994,""
3.640,257.011,920.676,123.367,-73.042,24.879,27.208,-2.324,5.691,1.000,0.000,-0.124,0,0.000,0.367,0.993,""
3.660,257.533,921.221,123.317,-72.928,24.816,27.198,-2.519,5.689,1.000,0.000,-0.125,0,0.000,0.368,0.993,""
3.680,258.053,921.766,123.262,-72.814,24.754,27.187,-2.714,5.686,1.000,0.000,-0.125,0,0.000,0.369,0.993,""
3.700,258.572,922.311,123.204,-72.701,24.693,27.176,-2.909,5.684,1.000,0.000,-0.126,0,0.000,0.370,0.992,""
3.720,259.090,922.855,123.142,-72.587,24.632,27.165,-3.104,5.682,1.000,0.000,-0.126,0,0.000,0.370,0.992,""
3.740,259.600,923.399,123.076,-72.474,24.571,27.154,-3.299,5.679,1.000,0.000,-0.127,0,0.000,0.370,0.992,""
3.760,260.114,923.943,123.006,-72.360,24.510,27.143,-3.494,5.677,1.000,0.000,-0.127,0,0.000,0.370,0.991,""
3.780,260.627,924.486,122.932,-72.247,24.450,27.132,-3.688,5.675,1.000,0.000,-0.128,0,0.000,0.369,0.991,""
3.800,261.139,925.029,122.854,-72.134,24.390,27.122,-3.883,5.673,1.000,0.000,-0.128,0,0.000,0.368,0.991,""
3.820,261.640,925.572,122.772,-72.021,24.331,27.111,-4.078,5.670,1.000,0.000,-0.128,0,0.000,0.367,0.990,""
3.840,262.149,926.115,122.687,-71.908,24.271,27.100,-4.272,5.668,1.000,0.000,-0.128,0,0.000,0.365,0.990,""
3.860,262.657,926.657,122.597,-71.794,24.212,27.089,-4.466,5.666,1.000,0.000,-0.129,0,0.000,0.363,0.990,""
