t,station,x,y,z,speed,vx,vy,vz,throttle,brake,steering,grounded,suspension,alignment,up,contacts
0.280,155.115,839.523,102.182,-121.844,30.703,25.585,6.943,15.590,0.654,0.000,-0.217,4,8.186,0.255,0.983,""
0.300,155.589,840.034,102.320,-121.529,30.712,25.504,6.884,15.774,0.648,0.000,-0.216,4,6.239,0.286,0.983,""
0.320,156.198,840.543,102.456,-121.209,30.719,25.411,6.804,15.978,0.644,0.000,-0.211,4,5.118,0.424,0.983,""
0.340,156.808,841.049,102.590,-120.886,30.724,25.305,6.711,16.198,0.641,0.000,-0.206,4,4.470,0.271,0.983,""
0.360,157.262,841.553,102.722,-120.558,30.727,25.187,6.607,16.434,0.638,0.000,-0.203,4,3.871,0.067,0.983,""
0.380,157.871,842.055,102.852,-120.226,30.730,25.056,6.498,16.682,0.636,0.000,-0.197,4,3.623,0.120,0.982,""
0.400,158.482,842.553,102.980,-119.888,30.731,24.913,6.387,16.941,0.635,0.000,-0.190,4,3.524,0.200,0.982,""
0.420,158.958,843.049,103.106,-119.544,30.731,24.758,6.288,17.207,0.635,0.000,-0.185,4,4.046,0.127,0.982,""
0.440,159.568,843.541,103.230,-119.196,30.730,24.591,6.197,17.478,0.635,0.000,-0.179,4,4.507,0.210,0.982,""
0.460,160.180,844.030,103.352,-118.841,30.728,24.415,6.114,17.752,0.635,0.000,-0.170,4,4.924,0.249,0.982,""
0.480,160.682,844.515,103.473,-118.481,30.727,24.230,6.037,18.029,0.636,0.000,-0.163,4,5.232,0.265,0.982,""
0.500,161.294,844.996,103.592,-118.116,30.727,24.039,5.969,18.305,0.636,0.000,-0.156,4,5.567,0.242,0.982,""
0.520,161.906,845.474,103.710,-117.745,30.726,23.842,5.907,18.579,0.637,0.000,-0.146,4,6.031,0.299,0.982,""
0.540,162.435,845.947,103.827,-117.369,30.727,23.641,5.854,18.851,0.637,0.000,-0.138,4,6.521,0.280,0.982,""
0.560,163.048,846.416,103.943,-116.987,30.728,23.435,5.817,19.117,0.637,0.000,-0.128,4,7.322,0.327,0.982,""
0.580,163.661,846.880,104.059,-116.600,30.730,23.227,5.795,19.376,0.636,0.000,-0.120,4,8.062,0.199,0.982,""
0.600,164.219,847.341,104.175,-116.208,30.733,23.017,5.787,19.628,0.635,0.000,-0.110,4,8.727,0.182,0.981,""
0.620,164.833,847.784,104.290,-115.802,30.614,22.203,5.778,20.286,0.633,0.000,-0.099,4,9.455,0.359,0.981,"Trail sign post:(-0.698, 0.000, 0.716);Trail sign post:(-0.698, 0.000, 0.716);Trail sign post:(-0.698, 0.000, 0.716);Trail sign post:(-0.698, 0.000, 0.716);"
0.640,165.445,848.226,104.406,-115.394,30.639,22.117,5.796,20.405,0.693,0.000,-0.105,4,10.003,0.784,0.981,"Trail sign post:(-0.694, -0.002, 0.720);Trail sign post:(-0.694, -0.002, 0.720);Trail sign post:(-0.694, -0.002, 0.720);"
0.660,166.028,848.667,104.523,-114.984,30.665,22.068,5.824,20.484,0.680,0.000,-0.107,4,10.771,0.711,0.981,""
0.680,166.641,849.107,104.640,-114.574,30.688,22.033,5.859,20.546,0.668,0.000,-0.105,4,11.090,0.666,0.981,""
0.700,167.254,849.547,104.758,-114.162,30.709,22.003,5.903,20.596,0.656,0.000,-0.102,4,11.573,0.460,0.980,""
0.720,167.867,849.987,104.877,-113.750,30.729,21.976,5.951,20.641,0.645,0.000,-0.100,4,11.818,0.294,0.980,""
0.740,168.481,850.426,104.997,-113.336,30.747,21.946,6.002,20.685,0.635,0.000,-0.094,4,11.982,0.108,0.980,""
0.760,169.096,850.864,105.118,-112.922,30.764,21.913,6.056,20.730,0.626,0.000,-0.087,4,12.107,0.257,0.980,""
0.780,169.736,851.302,105.240,-112.507,30.780,21.876,6.108,20.778,0.618,0.000,-0.081,4,12.011,0.096,0.980,""
0.800,170.352,851.738,105.363,-112.091,30.794,21.831,6.166,20.829,0.610,0.000,-0.072,4,12.345,0.072,0.980,""
0.820,170.967,852.174,105.487,-111.674,30.807,21.782,6.221,20.883,0.603,0.000,-0.062,4,12.249,0.244,0.979,""
0.840,171.635,852.609,105.613,-111.256,30.819,21.728,6.279,20.941,0.597,0.000,-0.051,4,12.374,0.275,0.979,""
0.860,172.251,853.042,105.740,-110.836,30.830,21.670,6.333,21.002,0.591,0.000,-0.043,4,12.174,0.213,0.979,""
0.880,172.868,853.475,105.867,-110.415,30.841,21.609,6.387,21.064,0.585,0.000,-0.032,4,12.132,0.175,0.979,""
0.900,173.561,853.905,105.996,-109.993,30.850,21.546,6.444,21.126,0.580,0.000,-0.020,4,12.362,0.245,0.979,""
0.920,174.178,854.335,106.126,-109.570,30.860,21.482,6.498,21.188,0.575,0.000,-0.011,4,12.194,0.234,0.978,""
0.940,174.795,854.763,106.257,-109.146,30.868,21.418,6.557,21.247,0.570,0.000,0.001,4,12.491,0.301,0.978,""
0.960,175.511,855.190,106.389,-108.720,30.877,21.357,6.611,21.303,0.566,0.000,0.014,4,12.231,0.300,0.978,""
0.980,176.127,855.616,106.522,-108.293,30.885,21.299,6.663,21.355,0.562,0.000,0.025,4,12.116,0.157,0.978,""
1.000,176.744,856.041,106.656,-107.865,30.892,21.247,6.707,21.403,0.558,0.000,0.034,4,11.790,0.473,0.977,""
1.020,177.482,856.465,106.791,-107.437,30.899,21.201,6.745,21.446,0.554,0.000,0.047,4,11.463,0.267,0.977,""
1.040,178.099,856.888,106.927,-107.007,30.906,21.163,6.782,21.481,0.551,0.000,0.058,4,11.383,0.087,0.977,""
1.060,178.715,857.310,107.063,-106.577,30.912,21.133,6.812,21.509,0.547,0.000,0.066,4,11.023,0.161,0.977,""
1.080,179.471,857.732,107.200,-106.146,30.918,21.113,6.839,21.528,0.544,0.000,0.079,4,10.909,0.066,0.977,""
1.100,180.087,858.154,107.337,-105.715,30.923,21.103,6.857,21.540,0.541,0.000,0.090,4,10.463,0.316,0.977,""
1.120,180.703,858.575,107.474,-105.285,30.928,21.103,6.878,21.540,0.538,0.000,0.099,4,10.580,0.159,0.977,""
1.140,181.473,858.997,107.612,-104.854,30.932,21.113,6.901,21.529,0.536,0.000,0.108,4,10.688,0.153,0.976,""
1.160,182.088,859.419,107.751,-104.424,30.935,21.135,6.922,21.506,0.534,0.000,0.118,4,10.627,0.272,0.976,""
1.180,182.703,859.842,107.889,-103.994,30.936,21.168,6.940,21.471,0.533,0.000,0.127,4,10.450,0.334,0.976,""
1.200,183.484,860.266,108.028,-103.566,30.937,21.214,6.948,21.426,0.532,0.000,0.136,4,9.891,0.031,0.976,""
1.220,184.098,860.691,108.167,-103.138,30.937,21.272,6.960,21.368,0.531,0.000,0.143,4,10.060,0.110,0.976,""
1.240,184.712,861.117,108.307,-102.711,30.936,21.341,6.968,21.297,0.532,0.000,0.151,4,9.889,0.165,0.976,""
1.260,185.502,861.545,108.446,-102.287,30.933,21.423,6.972,21.214,0.532,0.000,0.158,4,9.668,0.193,0.976,""
1.280,186.115,861.975,108.586,-101.864,30.930,21.517,6.971,21.119,0.533,0.000,0.165,4,9.341,0.059,0.976,""
1.300,186.729,862.407,108.725,-101.443,30.926,21.623,6.968,21.011,0.535,0.000,0.170,4,9.234,0.366,0.976,""
1.320,187.528,862.841,108.864,-101.025,30.921,21.737,6.975,20.888,0.537,0.000,0.177,4,9.727,0.075,0.975,""
1.340,188.139,863.277,109.004,-100.610,30.914,21.860,6.990,20.750,0.540,0.000,0.182,4,10.089,0.169,0.975,""
1.360,188.751,863.716,109.144,-100.198,30.906,21.991,7.015,20.596,0.543,0.000,0.186,4,10.630,0.235,0.975,""
1.380,189.364,864.158,109.285,-99.789,30.896,22.129,7.046,20.429,0.547,0.000,0.190,4,10.878,0.324,0.974,""
1.400,190.169,864.602,109.427,-99.384,30.886,22.273,7.093,20.247,0.552,0.000,0.194,4,11.612,0.280,0.974,""
1.420,190.780,865.049,109.570,-98.983,30.875,22.422,7.154,20.050,0.557,0.000,0.197,4,12.320,0.156,0.973,""
1.440,191.392,865.500,109.714,-98.586,30.862,22.575,7.225,19.838,0.563,0.000,0.200,4,12.884,0.197,0.973,""
1.460,192.195,865.953,109.860,-98.194,30.849,22.732,7.312,19.613,0.569,0.000,0.202,4,13.574,0.180,0.972,""
1.480,192.805,866.409,110.008,-97.806,30.835,22.891,7.412,19.373,0.576,0.000,0.204,4,14.185,0.198,0.971,""
1.500,193.415,866.869,110.158,-97.424,30.819,23.050,7.533,19.119,0.583,0.000,0.206,4,15.189,0.229,0.970,""
1.520,194.214,867.331,110.311,-97.047,30.803,23.208,7.671,18.851,0.590,0.000,0.206,4,16.170,0.429,0.969,""
1.540,194.823,867.797,110.467,-96.676,30.786,23.366,7.825,18.570,0.598,0.000,0.206,4,16.950,0.426,0.968,""
1.560,195.432,868.265,110.627,-96.310,30.769,23.520,7.997,18.277,0.607,0.000,0.207,4,17.876,0.410,0.967,""
1.580,196.042,868.737,110.790,-95.950,30.751,23.674,8.177,17.973,0.615,0.000,0.207,4,18.304,0.779,0.966,""
1.600,196.834,869.211,110.957,-95.597,30.733,23.826,8.363,17.659,0.624,0.000,0.206,4,18.468,0.460,0.965,"Ground_Mountain_0_1:(-0.279, 0.952, -0.129);"
1.620,197.443,869.689,111.127,-95.250,30.715,23.976,8.548,17.338,0.633,0.000,0.206,4,18.473,0.417,0.964,"Ground_Mountain_0_1:(-0.279, 0.952, -0.129);"
1.640,198.052,870.170,111.302,-94.910,30.697,24.124,8.738,17.008,0.643,0.000,0.205,4,18.732,0.459,0.963,"Ground_Mountain_0_1:(-0.284, 0.950, -0.129);Ground_Mountain_0_1:(-0.284, 0.950, -0.129);Ground_Mountain_0_1:(-0.284, 0.950, -0.129);"
1.660,198.662,870.651,111.481,-94.576,30.667,24.234,9.006,16.663,0.652,0.000,0.205,4,18.883,0.562,0.961,"Ground_Mountain_0_1:(-0.299, 0.945, -0.135);Ground_Mountain_0_1:(-0.299, 0.945, -0.135);"
1.680,199.445,871.136,111.665,-94.249,30.646,24.371,9.200,16.320,0.667,0.000,0.203,4,18.368,1.561,0.959,"Ground_Mountain_0_1:(-0.299, 0.944, -0.141);Ground_Mountain_0_1:(-0.299, 0.944, -0.141);"
1.700,200.053,871.624,111.852,-93.928,30.630,24.513,9.379,15.974,0.677,0.000,0.203,4,18.230,1.325,0.958,"Ground_Mountain_0_1:(-0.299, 0.943, -0.144);Ground_Mountain_0_1:(-0.299, 0.943, -0.144);Ground_Mountain_0_1:(-0.299, 0.943, -0.144);"
1.720,200.662,872.115,112.043,-93.615,30.613,24.651,9.555,15.624,0.685,0.000,0.203,4,18.112,1.176,0.956,"Ground_Mountain_0_1:(-0.289, 0.949, -0.127);Ground_Mountain_0_1:(-0.289, 0.949, -0.127);Ground_Mountain_0_1:(-0.289, 0.949, -0.127);Ground_Mountain_0_1:(-0.289, 0.949, -0.127);"
1.740,201.271,872.609,112.237,-93.310,30.595,24.788,9.724,15.271,0.694,0.000,0.203,4,17.833,1.153,0.955,"Ground_Mountain_0_1:(-0.319, 0.939, -0.126);"
1.760,202.046,873.106,112.434,-93.011,30.578,24.922,9.885,14.914,0.702,0.000,0.204,4,17.375,0.876,0.954,"Ground_Mountain_0_1:(-0.319, 0.939, -0.126);Ground_Mountain_0_1:(-0.319, 0.939, -0.126);"
1.780,202.655,873.605,112.634,-92.720,30.561,25.053,10.041,14.554,0.711,0.000,0.205,4,17.076,0.656,0.953,"Ground_Mountain_0_1:(-0.318, 0.940, -0.124);"
1.800,203.264,874.107,112.838,-92.436,30.544,25.182,10.193,14.191,0.720,0.000,0.205,4,16.928,0.559,0.951,"Ground_Mountain_0_1:(-0.323, 0.938, -0.124);Ground_Mountain_0_1:(-0.323, 0.938, -0.124);Ground_Mountain_0_1:(-0.323, 0.938, -0.124);"
1.820,203.873,874.612,113.044,-92.159,30.527,25.308,10.337,13.824,0.728,0.000,0.207,4,16.602,0.660,0.950,"Ground_Mountain_0_1:(-0.336, 0.934, -0.125);Ground_Mountain_0_1:(-0.336, 0.934, -0.125);Ground_Mountain_0_1:(-0.336, 0.934, -0.125);"
1.840,204.641,875.119,113.253,-91.890,30.510,25.435,10.465,13.457,0.737,0.000,0.207,4,15.784,0.653,0.949,"Ground_Mountain_0_1:(-0.336, 0.933, -0.126);Ground_Mountain_0_1:(-0.336, 0.933, -0.126);"
1.860,205.250,875.629,113.464,-91.628,30.494,25.560,10.584,13.087,0.745,0.000,0.209,4,15.171,0.225,0.948,"Ground_Mountain_0_1:(-0.336, 0.934, -0.123);Ground_Mountain_0_1:(-0.336, 0.934, -0.123);"
1.880,205.859,876.141,113.678,-91.374,30.478,25.681,10.702,12.714,0.753,0.000,0.210,4,15.138,0.259,0.947,"Ground_Mountain_0_1:(-0.341, 0.932, -0.120);Ground_Mountain_0_1:(-0.341, 0.932, -0.120);Ground_Mountain_0_1:(-0.341, 0.932, -0.120);"
1.900,206.468,876.656,113.894,-91.127,30.462,25.798,10.815,12.336,0.761,0.000,0.211,4,15.091,0.447,0.945,"Ground_Mountain_0_1:(-0.355, 0.927, -0.119);"
1.920,207.229,877.173,114.112,-90.888,30.445,25.912,10.927,11.957,0.769,0.000,0.212,4,14.931,0.535,0.944,"Ground_Mountain_0_1:(-0.355, 0.927, -0.119);Ground_Mountain_0_1:(-0.355, 0.927, -0.119);"
1.940,207.837,877.692,114.332,-90.656,30.429,26.022,11.033,11.574,0.777,0.000,0.212,4,14.643,0.326,0.943,"Ground_Mountain_0_1:(-0.351, 0.929, -0.115);"
1.960,208.446,878.212,114.554,-90.433,30.414,26.127,11.140,11.189,0.785,0.000,0.212,4,14.617,0.301,0.941,"Ground_Mountain_0_1:(-0.337, 0.934, -0.116);Ground_Mountain_0_1:(-0.337, 0.934, -0.116);"
1.980,209.054,878.735,114.778,-90.216,30.398,26.228,11.243,10.799,0.793,0.000,0.211,4,14.619,0.510,0.940,""
2.000,209.662,879.260,115.005,-90.008,30.382,26.326,11.339,10.408,0.801,0.000,0.209,4,14.367,0.706,0.938,""
2.020,210.417,879.787,115.233,-89.807,30.367,26.420,11.435,10.013,0.809,0.000,0.204,4,14.402,0.500,0.937,""
2.040,211.024,880.316,115.463,-89.615,30.352,26.507,11.531,9.616,0.817,0.000,0.201,4,14.463,0.420,0.936,""
2.060,211.632,880.846,115.695,-89.430,30.337,26.588,11.628,9.218,0.824,0.000,0.194,4,14.456,0.337,0.934,""
2.080,212.239,881.378,115.929,-89.253,30.323,26.665,11.723,8.820,0.832,0.000,0.186,4,14.299,0.369,0.933,""
2.100,212.966,881.911,116.165,-89.084,30.310,26.739,11.808,8.422,0.838,0.000,0.177,4,14.047,0.485,0.932,""
2.120,213.573,882.446,116.402,-88.924,30.299,26.806,11.896,8.025,0.845,0.000,0.168,4,14.219,0.531,0.930,""
2.140,214.180,882.982,116.641,-88.771,30.288,26.871,11.974,7.632,0.851,0.000,0.159,4,13.890,1.257,0.929,""
2.160,214.877,883.521,116.881,-88.625,30.277,26.952,11.992,7.250,0.856,0.000,0.149,4,11.015,2.267,0.929,""
2.180,215.484,884.062,117.120,-88.486,30.265,27.050,11.952,6.885,0.862,0.000,0.139,4,7.569,2.431,0.930,""
2.200,216.110,884.607,117.358,-88.354,30.253,27.161,11.862,6.534,0.868,0.000,0.128,3,4.510,0.702,0.932,""
2.220,216.713,885.155,117.594,-88.229,30.243,27.281,11.740,6.188,0.873,0.000,0.117,2,3.116,2.232,0.934,""
2.240,217.316,885.705,117.827,-88.111,30.236,27.406,11.594,5.855,0.878,0.000,0.105,2,1.937,0.951,0.937,""
2.260,217.670,886.258,118.056,-87.999,30.232,27.546,11.397,5.536,0.882,0.000,0.098,2,0.000,0.922,0.939,""
2.280,218.194,886.811,118.281,-87.888,30.126,27.535,11.196,5.534,0.884,0.000,0.088,1,0.000,1.024,0.942,""
2.300,218.720,887.364,118.501,-87.776,30.019,27.524,10.996,5.532,0.937,0.000,0.079,0,0.000,0.977,0.945,""
2.320,219.127,887.917,118.718,-87.664,29.911,27.513,10.795,5.530,0.990,0.000,0.071,0,0.000,0.930,0.948,""
2.340,219.340,888.470,118.931,-87.553,29.801,27.502,10.595,5.528,1.000,0.000,0.065,0,0.000,0.882,0.950,""
2.360,219.783,889.023,119.140,-87.441,29.690,27.491,10.394,5.525,1.000,0.000,0.057,0,0.000,0.834,0.953,""
2.380,220.229,889.575,119.345,-87.329,29.578,27.480,10.194,5.523,1.000,0.000,0.048,0,0.000,0.786,0.956,""
2.400,220.675,890.128,119.546,-87.218,29.465,27.469,9.994,5.521,1.000,0.000,0.039,0,0.000,0.737,0.959,""
2.420,220.879,890.680,119.743,-87.106,29.350,27.458,9.794,5.519,1.000,0.000,0.034,0,0.000,0.689,0.962,""
2.440,221.130,891.232,119.935,-86.995,29.234,27.447,9.594,5.517,1.000,0.000,0.027,0,0.000,0.640,0.964,""
2.460,221.531,891.784,120.124,-86.883,29.116,27.436,9.394,5.514,1.000,0.000,0.019,0,0.000,0.591,0.967,""
2.480,221.934,892.336,120.309,-86.772,28.998,27.425,9.194,5.512,1.000,0.000,0.011,0,0.000,0.542,0.970,""
2.500,222.339,892.888,120.490,-86.660,28.878,27.414,8.994,5.510,1.000,0.000,0.003,0,0.000,0.494,0.972,""
2.520,222.746,893.439,120.667,-86.549,28.757,27.403,8.794,5.508,1.000,0.000,-0.005,0,0.000,0.446,0.975,""
2.540,223.067,893.991,120.839,-86.438,28.636,27.392,8.595,5.506,1.000,0.000,-0.012,0,0.000,0.398,0.977,""
2.560,223.468,894.542,121.008,-86.327,28.513,27.381,8.395,5.503,1.000,0.000,-0.019,0,0.000,0.350,0.980,""
2.580,223.871,895.093,121.173,-86.215,28.389,27.370,8.196,5.501,1.000,0.000,-0.027,0,0.000,0.303,0.982,""
2.600,224.275,895.644,121.333,-86.104,28.265,27.359,7.996,5.499,1.000,0.000,-0.034,0,0.000,0.257,0.984,""
2.620,225.350,896.195,121.490,-85.993,28.139,27.348,7.797,5.497,1.000,0.000,-0.049,0,0.000,0.212,0.986,""
2.640,231.323,896.745,121.643,-85.882,28.013,27.337,7.598,5.495,1.000,0.000,-0.071,0,0.000,0.168,0.988,""
2.660,231.902,897.295,121.791,-85.771,27.886,27.326,7.398,5.492,1.000,0.000,-0.077,0,0.000,0.126,0.989,""
2.680,232.514,897.846,121.936,-85.661,27.759,27.315,7.199,5.490,1.000,0.000,-0.083,0,0.000,0.087,0.991,""
2.700,233.092,898.395,122.076,-85.550,27.632,27.304,7.000,5.488,1.000,0.000,-0.089,0,0.000,0.058,0.992,""
2.720,233.668,898.945,122.213,-85.439,27.504,27.293,6.801,5.486,1.000,0.000,-0.094,0,0.000,0.054,0.994,""
2.740,234.273,899.494,122.345,-85.329,27.376,27.282,6.603,5.484,1.000,0.000,-0.100,0,0.000,0.078,0.995,""
2.760,234.848,900.044,122.474,-85.218,27.248,27.271,6.404,5.481,1.000,0.000,-0.105,0,0.000,0.112,0.996,""
2.780,235.421,900.593,122.598,-85.108,27.120,27.261,6.205,5.479,1.000,0.000,-0.110,0,0.000,0.148,0.997,""
2.800,235.993,901.141,122.719,-84.997,26.992,27.250,6.007,5.477,1.000,0.000,-0.115,0,0.000,0.185,0.998,""
2.820,236.592,901.690,122.835,-84.887,26.864,27.239,5.808,5.475,1.000,0.000,-0.120,0,0.000,0.222,0.998,""
2.840,237.162,902.238,122.947,-84.777,26.737,27.228,5.610,5.473,1.000,0.000,-0.124,0,0.000,0.257,0.999,""
2.860,237.731,902.786,123.056,-84.666,26.611,27.217,5.411,5.470,1.000,0.000,-0.129,0,0.000,0.292,0.999,""
2.880,238.403,903.333,123.160,-84.556,26.485,27.206,5.213,5.468,1.000,0.000,-0.133,0,0.000,0.326,1.000,""
2.900,238.970,903.881,123.260,-84.446,26.360,27.195,5.015,5.466,1.000,0.000,-0.137,0,0.000,0.358,1.000,""
2.920,239.535,904.428,123.357,-84.336,26.236,27.184,4.817,5.464,1.000,0.000,-0.141,0,0.000,0.390,1.000,""
2.940,240.247,904.975,123.449,-84.227,26.113,27.173,4.619,5.462,1.000,0.000,-0.145,0,0.000,0.420,1.000,""
2.960,240.810,905.521,123.538,-84.117,25.991,27.163,4.421,5.459,1.000,0.000,-0.149,0,0.000,0.449,1.000,""
2.980,241.372,906.067,123.622,-84.007,25.870,27.152,4.223,5.457,1.000,0.000,-0.153,0,0.000,0.476,1.000,""
3.000,241.934,906.613,123.702,-83.897,25.751,27.141,4.025,5.455,1.000,0.000,-0.157,0,0.000,0.502,1.000,""
3.020,242.625,907.159,123.779,-83.788,25.633,27.130,3.827,5.453,1.000,0.000,-0.160,0,0.000,0.527,0.999,""
3.040,243.183,907.704,123.851,-83.678,25.516,27.119,3.630,5.451,1.000,0.000,-0.164,0,0.000,0.551,0.999,""
3.060,243.740,908.249,123.920,-83.569,25.401,27.108,3.432,5.449,1.000,0.000,-0.168,0,0.000,0.573,0.998,""
3.080,244.411,908.794,123.984,-83.460,25.288,27.097,3.234,5.446,1.000,0.000,-0.171,0,0.000,0.593,0.998,""
3.100,244.965,909.338,124.045,-83.351,25.177,27.087,3.037,5.444,1.000,0.000,-0.174,0,0.000,0.613,0.997,""
3.120,245.517,909.882,124.101,-83.241,25.067,27.076,2.840,5.442,1.000,0.000,-0.178,0,0.000,0.630,0.997,""
3.140,246.069,910.426,124.154,-83.132,24.959,27.065,2.642,5.440,1.000,0.000,-0.181,0,0.000,0.647,0.996,""
3.160,246.717,910.969,124.203,-83.023,24.853,27.054,2.445,5.438,1.000,0.000,-0.184,0,0.000,0.662,0.996,""
3.180,247.265,911.513,124.248,-82.914,24.748,27.043,2.248,5.435,1.000,0.000,-0.187,0,0.000,0.675,0.995,""
3.200,247.812,912.055,124.288,-82.806,24.645,27.032,2.051,5.433,1.000,0.000,-0.191,0,0.000,0.688,0.994,""
3.220,248.440,912.598,124.325,-82.697,24.545,27.022,1.854,5.431,1.000,0.000,-0.194,0,0.000,0.699,0.994,""
3.240,248.983,913.140,124.358,-82.588,24.446,27.011,1.657,5.429,1.000,0.000,-0.197,0,0.000,0.708,0.993,""
3.260,249.525,913.682,124.387,-82.479,24.349,27.000,1.461,5.427,1.000,0.000,-0.200,0,0.000,0.716,0.992,""
3.280,250.065,914.223,124.412,-82.371,24.253,26.989,1.264,5.425,1.000,0.000,-0.203,0,0.000,0.723,0.992,""
3.300,250.671,914.765,124.433,-82.262,24.159,26.978,1.067,5.422,1.000,0.000,-0.206,0,0.000,0.729,0.991,""
3.320,251.208,915.305,124.451,-82.154,24.067,26.968,0.871,5.420,1.000,0.000,-0.209,0,0.000,0.733,0.991,""
3.340,251.743,915.846,124.464,-82.046,23.977,26.957,0.674,5.418,1.000,0.000,-0.212,0,0.000,0.736,0.990,""
3.360,252.277,916.386,124.473,-81.937,23.888,26.946,0.478,5.416,1.000,0.000,-0.215,0,0.000,0.738,0.990,""
3.380,252.861,916.926,124.479,-81.829,23.801,26.935,0.282,5.414,1.000,0.000,-0.218,0,0.000,0.738,0.989,""
3.400,253.391,917.466,124.480,-81.721,23.714,26.925,0.085,5.412,1.000,0.000,-0.221,0,0.000,0.738,0.989,""
3.420,253.921,918.005,124.478,-81.613,23.630,26.914,-0.111,5.409,1.000,0.000,-0.224,0,0.000,0.736,0.988,""
3.440,254.449,918.544,124.472,-81.505,23.546,26.903,-0.307,5.407,1.000,0.000,-0.227,0,0.000,0.733,0.988,""
3.460,255.011,919.082,124.461,-81.397,23.463,26.892,-0.503,5.405,1.000,0.000,-0.230,0,0.000,0.729,0.987,""
3.480,255.536,919.621,124.447,-81.289,23.382,26.881,-0.699,5.403,1.000,0.000,-0.232,0,0.000,0.724,0.987,""
