t,station,x,y,z,speed,vx,vy,vz,throttle,brake,steering,grounded,suspension,alignment,up,contacts
0.020,148.140,829.611,100.773,-120.903,15.651,13.583,0.527,7.760,0.000,0.000,-0.133,2,12.807,2.446,1.000,"Ground_Mountain_0_1:(-0.172, 0.979, -0.114);Ground_Mountain_0_1:(-0.172, 0.979, -0.114);"
0.040,148.441,829.874,100.785,-120.755,15.612,13.556,0.643,7.719,0.175,0.000,-0.138,2,7.307,3.209,0.999,"Ground_Mountain_0_1:(-0.172, 0.979, -0.112);Ground_Mountain_0_1:(-0.172, 0.979, -0.112);Ground_Mountain_0_1:(-0.172, 0.979, -0.112);"
0.060,148.738,830.138,100.801,-120.605,15.618,13.555,0.802,7.729,0.194,0.000,-0.143,4,16.129,4.036,0.997,"Ground_Mountain_0_1:(-0.172, 0.978, -0.117);Ground_Mountain_0_1:(-0.172, 0.978, -0.117);Ground_Mountain_0_1:(-0.172, 0.978, -0.117);Ground_Mountain_0_1:(-0.172, 0.978, -0.117);"
0.080,149.037,830.401,100.821,-120.455,15.625,13.545,1.042,7.742,0.191,0.000,-0.146,4,21.465,3.910,0.995,"Ground_Mountain_0_1:(-0.168, 0.979, -0.115);Ground_Mountain_0_1:(-0.168, 0.979, -0.115);Ground_Mountain_0_1:(-0.168, 0.979, -0.115);Ground_Mountain_0_1:(-0.168, 0.979, -0.115);Ground_Mountain_0_1:(-0.168, 0.979, -0.115);"
0.100,149.338,830.666,100.847,-120.304,15.627,13.516,1.359,7.747,0.187,0.000,-0.149,4,25.436,3.525,0.992,"Ground_Mountain_0_1:(-0.167, 0.979, -0.116);Ground_Mountain_0_1:(-0.167, 0.979, -0.116);Ground_Mountain_0_1:(-0.167, 0.979, -0.116);Ground_Mountain_0_1:(-0.167, 0.979, -0.116);Ground_Mountain_0_1:(-0.167, 0.979, -0.116);"
0.120,149.641,830.930,100.881,-120.152,15.627,13.471,1.724,7.749,0.186,0.000,-0.150,4,27.918,3.145,0.990,"Ground_Mountain_0_1:(-0.168, 0.979, -0.118);Ground_Mountain_0_1:(-0.168, 0.979, -0.118);Ground_Mountain_0_1:(-0.168, 0.979, -0.118);Ground_Mountain_0_1:(-0.168, 0.979, -0.118);"
0.140,149.946,831.194,100.922,-119.999,15.627,13.410,2.110,7.751,0.186,0.000,-0.151,4,29.089,2.704,0.988,"Ground_Mountain_0_1:(-0.163, 0.979, -0.119);Ground_Mountain_0_1:(-0.163, 0.979, -0.119);Ground_Mountain_0_1:(-0.163, 0.979, -0.119);Ground_Mountain_0_1:(-0.163, 0.979, -0.119);"
0.160,150.249,831.457,100.972,-119.846,15.626,13.338,2.499,7.755,0.187,0.000,-0.152,4,29.224,2.274,0.986,"Ground_Mountain_0_1:(-0.164, 0.979, -0.121);Ground_Mountain_0_1:(-0.164, 0.979, -0.121);Ground_Mountain_0_1:(-0.164, 0.979, -0.121);Ground_Mountain_0_1:(-0.164, 0.979, -0.121);"
0.180,150.556,831.719,101.029,-119.693,15.624,13.257,2.872,7.763,0.187,0.000,-0.152,4,28.516,1.895,0.984,""
0.200,150.865,831.980,101.092,-119.538,15.621,13.171,3.216,7.779,0.188,0.000,-0.152,4,27.104,1.564,0.983,""
0.220,151.174,832.240,101.162,-119.383,15.618,13.084,3.523,7.802,0.189,0.000,-0.151,4,25.237,1.260,0.982,""
0.240,151.484,832.499,101.238,-119.227,15.613,12.997,3.787,7.833,0.191,0.000,-0.150,4,23.069,1.003,0.981,""
0.260,151.787,832.756,101.318,-119.070,15.607,12.912,4.004,7.874,0.194,0.000,-0.149,4,20.715,0.809,0.980,""
0.280,152.097,833.012,101.401,-118.912,15.600,12.831,4.173,7.924,0.197,0.000,-0.147,4,18.251,0.645,0.980,""
0.300,152.407,833.266,101.487,-118.753,15.593,12.755,4.295,7.983,0.200,0.000,-0.146,4,15.864,0.461,0.980,""
0.320,152.718,833.519,101.574,-118.592,15.585,12.683,4.373,8.050,0.204,0.000,-0.144,4,13.635,0.333,0.979,""
0.340,153.029,833.772,101.662,-118.430,15.577,12.617,4.411,8.123,0.207,0.000,-0.142,4,11.559,0.279,0.979,""
0.360,153.339,834.023,101.750,-118.266,15.569,12.554,4.411,8.204,0.211,0.000,-0.140,4,9.677,0.195,0.979,""
0.380,153.639,834.273,101.838,-118.101,15.562,12.496,4.381,8.290,0.215,0.000,-0.137,4,8.061,0.124,0.979,""
0.400,153.950,834.521,101.925,-117.933,15.555,12.441,4.324,8.380,0.219,0.000,-0.135,4,6.743,0.046,0.979,""
0.420,154.260,834.769,102.009,-117.764,15.548,12.389,4.248,8.474,0.223,0.000,-0.133,4,5.705,0.023,0.979,""
0.440,154.571,835.016,102.093,-117.593,15.542,12.338,4.156,8.571,0.226,0.000,-0.130,4,4.894,0.034,0.979,""
0.460,154.881,835.262,102.174,-117.420,15.537,12.289,4.052,8.670,0.229,0.000,-0.127,4,4.330,0.058,0.979,""
0.480,155.179,835.507,102.253,-117.245,15.533,12.240,3.944,8.770,0.231,0.000,-0.124,4,4.033,0.082,0.979,""
0.500,155.489,835.751,102.329,-117.068,15.528,12.191,3.832,8.870,0.234,0.000,-0.122,4,3.912,0.051,0.979,""
0.520,155.799,835.994,102.404,-116.888,15.525,12.143,3.721,8.969,0.236,0.000,-0.119,4,3.891,0.075,0.979,""
0.540,156.110,836.237,102.476,-116.707,15.522,12.093,3.612,9.068,0.238,0.000,-0.116,4,4.024,0.094,0.979,""
0.560,156.420,836.478,102.546,-116.524,15.519,12.043,3.508,9.165,0.239,0.000,-0.112,4,4.286,0.108,0.979,""
0.580,156.730,836.718,102.614,-116.339,15.517,11.992,3.412,9.261,0.240,0.000,-0.109,4,4.672,0.090,0.979,""
0.600,157.027,836.957,102.681,-116.153,15.515,11.940,3.325,9.354,0.242,0.000,-0.106,4,5.124,0.104,0.979,""
0.620,157.337,837.195,102.746,-115.964,15.513,11.886,3.247,9.444,0.243,0.000,-0.103,4,5.630,0.106,0.979,""
0.640,157.647,837.432,102.809,-115.774,15.512,11.832,3.180,9.532,0.243,0.000,-0.100,4,6.162,0.120,0.979,""
0.660,157.957,837.667,102.872,-115.582,15.511,11.777,3.124,9.617,0.244,0.000,-0.096,4,6.697,0.107,0.979,""
0.680,158.268,837.902,102.933,-115.388,15.510,11.720,3.077,9.699,0.244,0.000,-0.093,4,7.160,0.103,0.979,""
0.700,158.566,838.136,102.994,-115.192,15.510,11.664,3.038,9.778,0.245,0.000,-0.090,4,7.619,0.105,0.979,""
0.720,158.876,838.368,103.054,-114.996,15.510,11.607,3.008,9.854,0.245,0.000,-0.086,4,8.056,0.114,0.979,""
