t,station,x,y,z,speed,vx,vy,vz,throttle,brake,steering,grounded,suspension,alignment,up,contacts
0.020,148.142,828.582,100.820,-119.187,15.635,13.562,0.577,7.772,0.000,0.000,-0.167,2,14.618,4.635,0.998,"Ground_Mountain_0_1:(-0.180, 0.977, -0.118);Ground_Mountain_0_1:(-0.180, 0.977, -0.118);Ground_Mountain_0_1:(-0.180, 0.977, -0.118);Ground_Mountain_0_1:(-0.180, 0.977, -0.118);Ground_Mountain_0_1:(-0.180, 0.977, -0.118);Ground_Mountain_0_1:(-0.180, 0.977, -0.118);"
0.040,148.501,828.843,100.835,-119.041,15.587,13.545,0.637,7.742,0.182,0.000,-0.172,2,6.886,4.890,0.995,"Ground_Mountain_0_1:(-0.176, 0.977, -0.119);Ground_Mountain_0_1:(-0.176, 0.977, -0.119);Ground_Mountain_0_1:(-0.176, 0.977, -0.119);Ground_Mountain_0_1:(-0.176, 0.977, -0.119);Ground_Mountain_0_1:(-0.176, 0.977, -0.119);"
0.060,148.797,829.107,100.849,-118.892,15.573,13.544,0.738,7.750,0.207,0.000,-0.179,3,14.515,5.350,0.992,"Ground_Mountain_0_1:(-0.173, 0.978, -0.118);Ground_Mountain_0_1:(-0.173, 0.978, -0.118);Ground_Mountain_0_1:(-0.173, 0.978, -0.118);"
0.080,149.095,829.372,100.870,-118.742,15.553,13.510,1.080,7.727,0.213,0.000,-0.185,4,25.581,4.828,0.989,"Ground_Mountain_0_1:(-0.173, 0.978, -0.120);Ground_Mountain_0_1:(-0.173, 0.978, -0.120);Ground_Mountain_0_1:(-0.173, 0.978, -0.120);"
0.100,149.397,829.636,100.898,-118.591,15.536,13.457,1.487,7.695,0.223,0.000,-0.189,4,28.480,3.809,0.986,"Ground_Mountain_0_1:(-0.176, 0.977, -0.122);Ground_Mountain_0_1:(-0.176, 0.977, -0.122);Ground_Mountain_0_1:(-0.176, 0.977, -0.122);Ground_Mountain_0_1:(-0.176, 0.977, -0.122);"
0.120,149.700,829.900,100.935,-118.439,15.531,13.399,1.887,7.675,0.232,0.000,-0.192,4,29.763,3.013,0.984,"Ground_Mountain_0_1:(-0.170, 0.978, -0.122);Ground_Mountain_0_1:(-0.170, 0.978, -0.122);Ground_Mountain_0_1:(-0.170, 0.978, -0.122);Ground_Mountain_0_1:(-0.170, 0.978, -0.122);Ground_Mountain_0_1:(-0.170, 0.978, -0.122);Ground_Mountain_0_1:(-0.170, 0.978, -0.122);"
0.140,150.078,830.164,100.981,-118.288,15.529,13.329,2.289,7.660,0.234,0.000,-0.194,4,29.933,2.300,0.983,"Ground_Mountain_0_1:(-0.169, 0.978, -0.122);Ground_Mountain_0_1:(-0.169, 0.978, -0.122);Ground_Mountain_0_1:(-0.169, 0.978, -0.122);Ground_Mountain_0_1:(-0.169, 0.978, -0.122);Ground_Mountain_0_1:(-0.169, 0.978, -0.122);Ground_Mountain_0_1:(-0.169, 0.978, -0.122);"
0.160,150.384,830.427,101.034,-118.136,15.528,13.253,2.675,7.650,0.235,0.000,-0.195,4,29.187,1.639,0.981,"Ground_Mountain_0_1:(-0.169, 0.978, -0.122);Ground_Mountain_0_1:(-0.169, 0.978, -0.122);Ground_Mountain_0_1:(-0.169, 0.978, -0.122);Ground_Mountain_0_1:(-0.169, 0.978, -0.122);Ground_Mountain_0_1:(-0.169, 0.978, -0.122);Ground_Mountain_0_1:(-0.169, 0.978, -0.122);"
0.180,150.692,830.688,101.094,-117.983,15.527,13.173,3.032,7.649,0.236,0.000,-0.196,4,27.747,1.222,0.980,"Ground_Mountain_0_1:(-0.168, 0.978, -0.123);Ground_Mountain_0_1:(-0.168, 0.978, -0.123);Ground_Mountain_0_1:(-0.168, 0.978, -0.123);Ground_Mountain_0_1:(-0.168, 0.978, -0.123);"
0.200,150.999,830.949,101.161,-117.830,15.526,13.093,3.352,7.658,0.236,0.000,-0.197,4,25.851,0.921,0.980,"Ground_Mountain_0_1:(-0.169, 0.977, -0.132);Ground_Mountain_0_1:(-0.169, 0.977, -0.132);"
0.220,151.308,831.208,101.233,-117.677,15.524,13.013,3.627,7.678,0.237,0.000,-0.197,4,23.616,0.722,0.979,""
0.240,151.617,831.466,101.310,-117.523,15.522,12.937,3.855,7.709,0.238,0.000,-0.196,4,21.240,0.606,0.979,""
0.260,151.987,831.723,101.391,-117.368,15.518,12.863,4.037,7.750,0.239,0.000,-0.194,4,18.872,0.371,0.978,""
0.280,152.296,831.979,101.474,-117.212,15.514,12.793,4.175,7.802,0.241,0.000,-0.192,4,16.604,0.320,0.978,""
0.300,152.605,832.233,101.559,-117.055,15.510,12.727,4.270,7.863,0.243,0.000,-0.190,4,14.439,0.235,0.978,""
0.320,152.914,832.486,101.646,-116.897,15.506,12.665,4.326,7.933,0.245,0.000,-0.188,4,12.454,0.242,0.978,""
0.340,153.223,832.738,101.733,-116.736,15.502,12.606,4.347,8.010,0.247,0.000,-0.186,4,10.642,0.192,0.978,""
0.360,153.583,832.989,101.820,-116.575,15.497,12.550,4.337,8.094,0.249,0.000,-0.182,4,9.078,0.171,0.978,""
0.380,153.891,833.239,101.906,-116.411,15.493,12.496,4.302,8.184,0.251,0.000,-0.179,4,7.781,0.097,0.978,""
0.400,154.200,833.488,101.990,-116.246,15.489,12.443,4.247,8.278,0.254,0.000,-0.176,4,6.733,0.048,0.978,""
0.420,154.509,833.736,102.074,-116.079,15.485,12.392,4.175,8.376,0.256,0.000,-0.173,4,5.891,0.055,0.978,""
0.440,154.818,833.983,102.156,-115.909,15.482,12.342,4.090,8.476,0.257,0.000,-0.169,4,5.251,0.093,0.978,""
0.460,155.168,834.229,102.236,-115.738,15.478,12.291,3.998,8.578,0.259,0.000,-0.165,4,4.820,0.006,0.978,""
0.480,155.476,834.474,102.314,-115.565,15.475,12.241,3.902,8.681,0.261,0.000,-0.161,4,4.632,0.014,0.978,""
0.500,155.785,834.718,102.390,-115.389,15.473,12.189,3.805,8.784,0.262,0.000,-0.157,4,4.589,0.031,0.978,""
0.520,156.094,834.961,102.464,-115.212,15.471,12.137,3.709,8.887,0.264,0.000,-0.153,4,4.632,0.015,0.978,""
0.540,156.403,835.203,102.536,-115.032,15.469,12.084,3.616,8.989,0.265,0.000,-0.149,4,4.784,0.033,0.978,""
0.560,156.712,835.443,102.607,-114.851,15.467,12.030,3.528,9.090,0.266,0.000,-0.145,4,5.038,0.079,0.978,""
0.580,157.053,835.683,102.676,-114.668,15.466,11.974,3.446,9.189,0.266,0.000,-0.140,4,5.375,0.093,0.978,""
0.600,157.362,835.922,102.743,-114.482,15.465,11.917,3.372,9.287,0.267,0.000,-0.136,4,5.740,0.099,0.978,""
0.620,157.671,836.159,102.809,-114.295,15.464,11.860,3.305,9.382,0.268,0.000,-0.131,4,6.122,0.133,0.978,""
0.640,157.980,836.396,102.874,-114.106,15.464,11.801,3.246,9.474,0.268,0.000,-0.127,4,6.544,0.126,0.978,""
0.660,158.289,836.631,102.938,-113.915,15.463,11.741,3.195,9.564,0.268,0.000,-0.122,4,6.962,0.126,0.978,""
0.680,158.623,836.865,103.001,-113.722,15.464,11.681,3.152,9.651,0.268,0.000,-0.117,4,7.350,0.112,0.978,""
0.700,158.932,837.098,103.064,-113.527,15.464,11.621,3.117,9.735,0.268,0.000,-0.113,4,7.741,0.103,0.978,""
0.720,159.242,837.329,103.126,-113.331,15.464,11.560,3.089,9.817,0.268,0.000,-0.108,4,8.144,0.118,0.978,""
0.740,159.551,837.559,103.187,-113.134,15.465,11.499,3.069,9.895,0.268,0.000,-0.103,4,8.510,0.123,0.978,""
0.760,159.861,837.789,103.248,-112.934,15.466,11.438,3.054,9.970,0.267,0.000,-0.099,4,8.831,0.123,0.978,""
0.780,160.170,838.016,103.309,-112.734,15.467,11.377,3.045,10.043,0.267,0.000,-0.094,4,9.095,0.112,0.978,""
0.800,160.498,838.243,103.370,-112.532,15.468,11.318,3.041,10.112,0.266,0.000,-0.089,4,9.329,0.127,0.978,""
0.820,160.808,838.468,103.431,-112.328,15.469,11.259,3.040,10.179,0.266,0.000,-0.085,4,9.530,0.119,0.978,""
0.840,161.117,838.693,103.491,-112.123,15.471,11.201,3.042,10.243,0.265,0.000,-0.080,4,9.673,0.089,0.978,""
0.860,161.427,838.916,103.552,-111.918,15.472,11.144,3.046,10.305,0.265,0.000,-0.075,4,9.791,0.099,0.978,""
0.880,161.737,839.138,103.613,-111.710,15.474,11.089,3.052,10.364,0.264,0.000,-0.071,4,9.885,0.105,0.978,""
0.900,162.046,839.359,103.675,-111.502,15.475,11.035,3.059,10.421,0.263,0.000,-0.066,4,9.957,0.109,0.978,""
0.920,162.369,839.579,103.736,-111.293,15.477,10.983,3.068,10.475,0.262,0.000,-0.062,4,10.028,0.113,0.979,""
0.940,162.679,839.798,103.798,-111.082,15.479,10.932,3.077,10.526,0.262,0.000,-0.057,4,10.073,0.079,0.979,""
0.960,162.989,840.015,103.859,-110.871,15.480,10.883,3.087,10.576,0.261,0.000,-0.053,4,10.083,0.087,0.979,""
0.980,163.299,840.232,103.921,-110.658,15.482,10.836,3.096,10.623,0.260,0.000,-0.048,4,10.080,0.091,0.979,""
1.000,163.609,840.448,103.983,-110.445,15.484,10.791,3.106,10.667,0.259,0.000,-0.044,4,10.068,0.093,0.979,""
1.020,163.927,840.664,104.046,-110.231,15.485,10.748,3.114,10.710,0.258,0.000,-0.039,4,10.029,0.057,0.979,""
1.040,164.237,840.878,104.108,-110.016,15.487,10.707,3.121,10.750,0.257,0.000,-0.035,4,9.976,0.062,0.979,""
1.060,164.547,841.091,104.171,-109.800,15.489,10.668,3.128,10.789,0.256,0.000,-0.031,4,9.924,0.064,0.979,""
1.080,164.857,841.304,104.233,-109.584,15.490,10.632,3.133,10.825,0.256,0.000,-0.027,4,9.875,0.063,0.979,""
1.100,165.166,841.516,104.296,-109.367,15.492,10.597,3.138,10.859,0.255,0.000,-0.022,4,9.835,0.057,0.979,""
1.120,165.476,841.728,104.359,-109.149,15.493,10.565,3.141,10.891,0.254,0.000,-0.018,4,9.797,0.057,0.979,""
1.140,165.791,841.938,104.422,-108.931,15.495,10.535,3.145,10.921,0.253,0.000,-0.014,4,9.762,0.043,0.979,""
1.160,166.101,842.149,104.485,-108.712,15.496,10.507,3.147,10.949,0.253,0.000,-0.010,4,9.728,0.042,0.979,""
1.180,166.410,842.358,104.548,-108.492,15.498,10.481,3.149,10.975,0.252,0.000,-0.006,4,9.696,0.042,0.979,""
1.200,166.720,842.568,104.611,-108.272,15.499,10.457,3.150,10.999,0.251,0.000,-0.002,4,9.662,0.033,0.979,""
1.220,167.030,842.776,104.674,-108.052,15.500,10.435,3.150,11.021,0.250,0.000,0.001,4,9.621,0.028,0.979,""
1.240,167.340,842.985,104.737,-107.831,15.501,10.416,3.150,11.041,0.250,0.000,0.005,4,9.586,0.029,0.979,""
1.260,167.650,843.193,104.800,-107.610,15.503,10.398,3.149,11.060,0.249,0.000,0.009,4,9.556,0.029,0.979,""
1.280,167.960,843.400,104.863,-107.388,15.504,10.383,3.147,11.076,0.249,0.000,0.013,4,9.530,0.029,0.979,""
1.300,168.270,843.608,104.926,-107.166,15.505,10.369,3.145,11.090,0.248,0.000,0.016,4,9.515,0.027,0.979,""
1.320,168.580,843.815,104.989,-106.944,15.506,10.358,3.143,11.103,0.248,0.000,0.020,4,9.500,0.028,0.979,""
1.340,168.890,844.022,105.051,-106.722,15.507,10.348,3.141,11.113,0.247,0.000,0.023,4,9.490,0.028,0.979,""
1.360,169.200,844.229,105.114,-106.500,15.507,10.341,3.139,11.122,0.247,0.000,0.026,4,9.486,0.027,0.979,""
1.380,169.505,844.436,105.177,-106.277,15.508,10.336,3.136,11.129,0.246,0.000,0.030,4,9.486,0.017,0.979,""
1.400,169.815,844.642,105.240,-106.054,15.509,10.332,3.134,11.134,0.246,0.000,0.033,4,9.477,0.022,0.979,""
1.420,170.125,844.849,105.302,-105.832,15.510,10.330,3.131,11.137,0.246,0.000,0.036,4,9.469,0.019,0.979,""
1.440,170.435,845.056,105.365,-105.609,15.510,10.330,3.129,11.138,0.245,0.000,0.039,4,9.467,0.015,0.979,""
1.460,170.745,845.262,105.427,-105.386,15.511,10.332,3.126,11.138,0.245,0.000,0.042,4,9.462,0.022,0.979,""
1.480,171.054,845.469,105.490,-105.163,15.511,10.336,3.123,11.136,0.245,0.000,0.044,4,9.455,0.019,0.979,""
1.500,171.355,845.676,105.552,-104.941,15.512,10.341,3.120,11.133,0.244,0.000,0.047,4,9.453,0.007,0.979,""
1.520,171.665,845.883,105.615,-104.718,15.512,10.349,3.117,11.127,0.244,0.000,0.050,4,9.461,0.019,0.979,""
1.540,171.975,846.090,105.677,-104.495,15.512,10.357,3.115,11.120,0.244,0.000,0.053,4,9.474,0.021,0.979,""
1.560,172.284,846.297,105.739,-104.273,15.513,10.368,3.113,11.112,0.244,0.000,0.056,4,9.486,0.015,0.979,""
1.580,172.594,846.505,105.801,-104.051,15.513,10.380,3.110,11.102,0.244,0.000,0.058,4,9.482,0.022,0.980,""
1.600,172.904,846.713,105.863,-103.829,15.513,10.393,3.108,11.090,0.244,0.000,0.060,4,9.478,0.021,0.980,""
1.620,173.199,846.921,105.926,-103.608,15.513,10.409,3.106,11.077,0.243,0.000,0.062,4,9.479,0.024,0.980,""
1.640,173.509,847.130,105.988,-103.386,15.513,10.425,3.103,11.062,0.243,0.000,0.065,4,9.471,0.017,0.980,""
1.660,173.819,847.338,106.050,-103.165,15.514,10.443,3.101,11.046,0.243,0.000,0.067,4,9.459,0.019,0.980,""
1.680,174.129,847.548,106.112,-102.944,15.514,10.463,3.098,11.029,0.243,0.000,0.070,4,9.481,0.048,0.980,""
1.700,174.439,847.757,106.174,-102.724,15.514,10.483,3.097,11.010,0.243,0.000,0.072,4,9.505,0.046,0.980,""
1.720,174.749,847.967,106.236,-102.504,15.514,10.505,3.096,10.990,0.243,0.000,0.074,4,9.541,0.048,0.980,""
1.740,175.038,848.178,106.297,-102.285,15.514,10.529,3.095,10.968,0.243,0.000,0.075,4,9.580,0.044,0.980,""
1.760,175.347,848.389,106.359,-102.066,15.514,10.553,3.095,10.945,0.243,0.000,0.077,4,9.596,0.047,0.980,""
1.780,175.657,848.600,106.421,-101.847,15.514,10.578,3.095,10.920,0.243,0.000,0.079,4,9.584,0.013,0.980,""
1.800,175.967,848.812,106.483,-101.629,15.513,10.605,3.095,10.894,0.243,0.000,0.081,4,9.587,0.017,0.980,""
1.820,176.277,849.025,106.545,-101.412,15.513,10.633,3.095,10.867,0.243,0.000,0.083,4,9.576,0.049,0.980,""
1.840,176.587,849.238,106.607,-101.195,15.513,10.662,3.094,10.839,0.243,0.000,0.084,4,9.550,0.041,0.980,""
1.860,176.897,849.452,106.669,-100.979,15.513,10.692,3.093,10.810,0.243,0.000,0.086,4,9.535,0.016,0.980,""
1.880,177.180,849.666,106.731,-100.763,15.513,10.722,3.092,10.779,0.244,0.000,0.087,4,9.541,0.030,0.980,""
1.900,177.490,849.881,106.792,-100.548,15.512,10.754,3.091,10.747,0.244,0.000,0.088,4,9.561,0.038,0.980,""
1.920,177.799,850.097,106.854,-100.334,15.512,10.787,3.091,10.715,0.244,0.000,0.090,4,9.577,0.056,0.980,""
1.940,178.109,850.313,106.916,-100.120,15.512,10.820,3.091,10.681,0.244,0.000,0.091,4,9.581,0.069,0.980,""
1.960,178.419,850.530,106.978,-99.907,15.512,10.855,3.091,10.646,0.244,0.000,0.092,4,9.595,0.069,0.980,""
1.980,178.729,850.748,107.040,-99.694,15.511,10.890,3.092,10.610,0.244,0.000,0.094,4,9.610,0.082,0.980,""
2.000,179.006,850.966,107.102,-99.483,15.511,10.925,3.093,10.572,0.244,0.000,0.095,4,9.626,0.054,0.980,""
2.020,179.316,851.185,107.164,-99.272,15.511,10.962,3.094,10.534,0.244,0.000,0.095,4,9.633,0.049,0.980,""
2.040,179.626,851.405,107.225,-99.062,15.511,10.999,3.094,10.495,0.245,0.000,0.096,4,9.609,0.077,0.980,""
2.060,179.936,851.626,107.287,-98.853,15.510,11.037,3.093,10.455,0.245,0.000,0.097,4,9.539,0.087,0.980,""
2.080,180.246,851.847,107.349,-98.644,15.510,11.075,3.091,10.415,0.245,0.000,0.098,4,9.504,0.032,0.980,""
2.100,180.556,852.069,107.411,-98.437,15.510,11.115,3.089,10.373,0.245,0.000,0.099,4,9.495,0.049,0.980,""
2.120,180.866,852.292,107.473,-98.230,15.509,11.154,3.087,10.331,0.245,0.000,0.100,4,9.492,0.065,0.980,""
2.140,181.136,852.516,107.534,-98.024,15.509,11.194,3.085,10.288,0.245,0.000,0.101,4,9.481,0.014,0.980,""
2.160,181.445,852.741,107.596,-97.819,15.509,11.235,3.084,10.244,0.245,0.000,0.101,4,9.514,0.031,0.980,""
2.180,181.755,852.966,107.658,-97.615,15.509,11.276,3.083,10.199,0.246,0.000,0.102,4,9.543,0.050,0.980,""
2.200,182.065,853.192,107.719,-97.412,15.508,11.317,3.082,10.153,0.246,0.000,0.102,4,9.549,0.034,0.980,""
2.220,182.375,853.419,107.781,-97.209,15.508,11.358,3.081,10.107,0.246,0.000,0.102,4,9.557,0.124,0.980,""
2.240,182.686,853.647,107.843,-97.008,15.508,11.400,3.080,10.060,0.246,0.000,0.103,4,9.526,0.066,0.980,""
2.260,182.996,853.876,107.904,-96.807,15.508,11.442,3.078,10.012,0.246,0.000,0.104,4,9.483,0.078,0.980,""
2.280,183.260,854.106,107.966,-96.608,15.507,11.485,3.075,9.964,0.246,0.000,0.104,4,9.471,0.084,0.980,""
